organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
human	TOMM20	Q15388	145	9EIH	EM	3.10	C/D=1-145	1.000
human	TOMM20	Q15388	145	9EII	EM	2.75	D=1-145	1.000
human	TOMM20	Q15388	145	9EIJ	EM	3.30	D=1-145	1.000
human	TOMM20	Q15388	145	9J79	EM	4.08	B/C/G/S=25-145	0.834
human	TOMM20	Q15388	145	9J7A	EM	4.13	B/C=25-145	0.834
human	TOMM20	Q15388	145	9J7B	EM	4.12	B/C/G/Q/S=25-145	0.834
human	TOMM20	Q15388	145	9JCE	EM	3.59	B=25-145	0.834
human	TOMM22	Q9NS69	142	7CK6	EM	3.40	C/D=1-142	1.000
human	TOMM22	Q9NS69	142	7CP9	EM	3.00	G/H=1-142	1.000
human	TOMM22	Q9NS69	142	7VBY	EM	2.54	C/H=1-142	1.000
human	TOMM22	Q9NS69	142	7VC4	EM	3.74	C/H=1-142	1.000
human	TOMM22	Q9NS69	142	7VD2	EM	2.53	C/H=1-142	1.000
human	TOMM22	Q9NS69	142	7VDD	EM	3.74	C/H=1-142	1.000
human	TOMM22	Q9NS69	142	8XDN	EM	2.93	C/D=1-142	1.000
human	TOMM22	Q9NS69	142	8XVA	EM	5.92	C/H=1-142	1.000
human	TOMM22	Q9NS69	142	9EIH	EM	3.10	Q/R/S/T=1-142	1.000
human	TOMM22	Q9NS69	142	9EII	EM	2.75	R/T=1-142	1.000
human	TOMM22	Q9NS69	142	9EIJ	EM	3.30	R/T=1-142	1.000
human	TOMM40	O96008	361	7CK6	EM	3.40	A/B=1-361	1.000
human	TOMM40	O96008	361	7CP9	EM	3.00	I/J=1-361	1.000
human	TOMM40	O96008	361	7VBY	EM	2.54	B/I=1-361	1.000
human	TOMM40	O96008	361	7VC4	EM	3.74	B/I=1-361	1.000
human	TOMM40	O96008	361	7VD2	EM	2.53	B/I=1-361	1.000
human	TOMM40	O96008	361	7VDD	EM	3.74	B/I=1-361	1.000
human	TOMM40	O96008	361	8XDN	EM	2.93	A/B=1-361	1.000
human	TOMM40	O96008	361	8XVA	EM	5.92	B/I=1-361	1.000
human	TOMM40	O96008	361	9EIH	EM	3.10	G/H/I/J=1-361	1.000
human	TOMM40	O96008	361	9EII	EM	2.75	I/J=1-361	1.000
human	TOMM40	O96008	361	9EIJ	EM	3.30	I/J=1-361	1.000
human	TOMM5	Q8N4H5	51	7CK6	EM	3.40	I/J=1-51	1.000
human	TOMM5	Q8N4H5	51	7CP9	EM	3.00	A/B=1-51	1.000
human	TOMM5	Q8N4H5	51	7VBY	EM	2.54	D/E=1-51	1.000
human	TOMM5	Q8N4H5	51	7VC4	EM	3.74	D/E=1-51	1.000
human	TOMM5	Q8N4H5	51	7VD2	EM	2.53	D/E=1-51	1.000
human	TOMM5	Q8N4H5	51	7VDD	EM	3.74	D/E=1-51	1.000
human	TOMM5	Q8N4H5	51	8XDN	EM	2.93	I/J=1-51	1.000
human	TOMM5	Q8N4H5	51	8XVA	EM	5.92	D/E=1-51	1.000
human	TOMM5	Q8N4H5	51	9EIH	EM	3.10	K/L/Y/Z=1-51	1.000
human	TOMM5	Q8N4H5	51	9EII	EM	2.75	L/Z=1-51	1.000
human	TOMM5	Q8N4H5	51	9EIJ	EM	3.30	K/L/Z=1-51	1.000
human	TOMM6	Q96B49	74	7CK6	EM	3.40	E/F=1-74	1.000
human	TOMM6	Q96B49	74	7CP9	EM	3.00	C/D=1-74	1.000
human	TOMM6	Q96B49	74	7VBY	EM	2.54	A/F=1-74	1.000
human	TOMM6	Q96B49	74	7VC4	EM	3.74	A/F=1-74	1.000
human	TOMM6	Q96B49	74	7VD2	EM	2.53	A/F=1-74	1.000
human	TOMM6	Q96B49	74	7VDD	EM	3.74	A/F=1-74	1.000
human	TOMM6	Q96B49	74	8XDN	EM	2.93	E/F=1-74	1.000
human	TOMM6	Q96B49	74	8XVA	EM	5.92	A/F=1-74	1.000
human	TOMM6	Q96B49	74	9EIH	EM	3.10	O/P/U/V=1-74	1.000
human	TOMM6	Q96B49	74	9EII	EM	2.75	P/V=1-74	1.000
human	TOMM6	Q96B49	74	9EIJ	EM	3.30	P/V=1-74	1.000
human	TOMM7	Q9P0U1	55	7CK6	EM	3.40	G/H=1-55	1.000
human	TOMM7	Q9P0U1	55	7CP9	EM	3.00	E/F=1-55	1.000
human	TOMM7	Q9P0U1	55	7VBY	EM	2.54	G/J=1-55	1.000
human	TOMM7	Q9P0U1	55	7VC4	EM	3.74	G/J=1-55	1.000
human	TOMM7	Q9P0U1	55	7VD2	EM	2.53	G/J=1-55	1.000
human	TOMM7	Q9P0U1	55	7VDD	EM	3.74	G/J=1-55	1.000
human	TOMM7	Q9P0U1	55	8XDN	EM	2.93	G/H=1-55	1.000
human	TOMM7	Q9P0U1	55	8XVA	EM	5.92	G/J=1-55	1.000
human	TOMM7	Q9P0U1	55	9EIH	EM	3.10	M/N/W/X=1-55	1.000
human	TOMM7	Q9P0U1	55	9EII	EM	2.75	N/X=1-55	1.000
human	TOMM7	Q9P0U1	55	9EIJ	EM	3.30	N/X=1-55	1.000
human	TOMM70	O94826	608	7DHG	X-ray	2.20	C=1-608	1.000
human	TOMM70	O94826	608	7KDT	EM	3.05	A=109-608	0.822
human	TOP2A	P11388	1531	1ZXM	X-ray	1.87	A/B=29-428	0.261
human	TOP2A	P11388	1531	1ZXN	X-ray	2.51	A/B/C/D=29-428	0.261
human	TOP2A	P11388	1531	4FM9	X-ray	2.90	A=431-1193	0.498
human	TOP2A	P11388	1531	4R1F	X-ray	2.51	A/B/C/D=29-428	0.261
human	TOP2A	P11388	1531	5GWK	X-ray	3.15	A/B=429-1188	0.496
human	TOP2A	P11388	1531	5NNE	X-ray	1.15	C=1198-1207	0.007
human	TOP2A	P11388	1531	6ZY5	EM	3.60	A/B=1-1531	1.000
human	TOP2A	P11388	1531	6ZY6	EM	4.10	A/B=1-1531	1.000
human	TOP2A	P11388	1531	6ZY7	EM	4.64	A/B=1-1531	1.000
human	TOP2A	P11388	1531	6ZY8	EM	7.40	A/B=1-1531	1.000
human	TOP2A	P11388	1531	8W50	X-ray	2.67	A/B/C/D=429-1188	0.496
human	TOP2B	Q02880	1626	3QX3	X-ray	2.16	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	4G0U	X-ray	2.70	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	4G0V	X-ray	2.55	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	4G0W	X-ray	2.70	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	4J3N	X-ray	2.30	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	5GWI	X-ray	2.74	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	5GWJ	X-ray	2.57	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	5ZAD	X-ray	2.54	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	5ZEN	X-ray	2.75	A=450-1206	0.466
human	TOP2B	Q02880	1626	5ZQF	X-ray	3.87	A=450-1206	0.466
human	TOP2B	Q02880	1626	5ZRF	X-ray	2.30	A/B=450-1206	0.466
human	TOP2B	Q02880	1626	7QFN	X-ray	2.62	A=50-449	0.246
human	TOP2B	Q02880	1626	7QFO	X-ray	1.90	A=50-449	0.246
human	TOP2B	Q02880	1626	7YQ8	EM	3.90	A/B=1-1626	1.000
human	TOP2B	Q02880	1626	7ZBG	X-ray	2.30	A=50-449	0.246
human	TOP2B	Q02880	1626	8KE7	X-ray	2.80	A/B=450-1206	0.466
human	TP53	P04637	393	1A1U	NMR		A/C=324-358	0.089
human	TP53	P04637	393	1AIE	X-ray	1.50	A=326-356	0.079
human	TP53	P04637	393	1C26	X-ray	1.70	A=325-356	0.081
human	TP53	P04637	393	1DT7	NMR		X/Y=367-388	0.056
human	TP53	P04637	393	1GZH	X-ray	2.60	A/C=95-292	0.504
human	TP53	P04637	393	1H26	X-ray	2.24	E=376-386	0.028
human	TP53	P04637	393	1HS5	NMR		A/B=324-357	0.087
human	TP53	P04637	393	1JSP	NMR		A=367-386	0.051
human	TP53	P04637	393	1KZY	X-ray	2.50	A/B=95-289	0.496
human	TP53	P04637	393	1MA3	X-ray	2.00	B=372-389	0.046
human	TP53	P04637	393	1OLG	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1OLH	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1PES	NMR		A/B/C/D=325-355	0.079
human	TP53	P04637	393	1PET	NMR		A/B/C/D=325-355	0.079
human	TP53	P04637	393	1SAE	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1SAF	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1SAK	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1SAL	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	1TSR	X-ray	2.20	A/B/C=94-312	0.557
human	TP53	P04637	393	1TUP	X-ray	2.20	A/B/C=94-312	0.557
human	TP53	P04637	393	1UOL	X-ray	1.90	A/B=94-312	0.557
human	TP53	P04637	393	1XQH	X-ray	1.75	B/F=369-377	0.023
human	TP53	P04637	393	1YC5	X-ray	1.40	B=372-389	0.046
human	TP53	P04637	393	1YCQ	X-ray	2.30	B=13-29	0.043
human	TP53	P04637	393	1YCR	X-ray	2.60	B=15-29	0.038
human	TP53	P04637	393	1YCS	X-ray	2.20	A=94-292	0.506
human	TP53	P04637	393	2AC0	X-ray	1.80	A/B/C/D=94-293	0.509
human	TP53	P04637	393	2ADY	X-ray	2.50	A/B=94-293	0.509
human	TP53	P04637	393	2AHI	X-ray	1.85	A/B/C/D=94-293	0.509
human	TP53	P04637	393	2ATA	X-ray	2.20	A/B/C/D=94-293	0.509
human	TP53	P04637	393	2B3G	X-ray	1.60	B=33-60	0.071
human	TP53	P04637	393	2BIM	X-ray	1.98	A/B=94-312	0.557
human	TP53	P04637	393	2BIN	X-ray	1.90	A=94-312	0.557
human	TP53	P04637	393	2BIO	X-ray	1.90	A=94-312	0.557
human	TP53	P04637	393	2BIP	X-ray	1.80	A=94-312	0.557
human	TP53	P04637	393	2BIQ	X-ray	1.80	A=94-312	0.557
human	TP53	P04637	393	2F1X	X-ray	2.30	A/B=359-368	0.025
human	TP53	P04637	393	2FEJ	NMR		A=94-297	0.519
human	TP53	P04637	393	2FOJ	X-ray	1.60	B=361-367	0.018
human	TP53	P04637	393	2FOO	X-ray	2.20	B=358-363	0.015
human	TP53	P04637	393	2GS0	NMR		B=20-73	0.137
human	TP53	P04637	393	2H1L	X-ray	3.16	M/N/O/P/Q/R/S/T/U/V/W/X=92-292	0.511
human	TP53	P04637	393	2H2D	X-ray	1.70	B=372-389	0.046
human	TP53	P04637	393	2H2F	X-ray	2.20	B=372-389	0.046
human	TP53	P04637	393	2H4F	X-ray	2.00	D=372-389	0.046
human	TP53	P04637	393	2H4H	X-ray	1.99	B=372-389	0.046
human	TP53	P04637	393	2H4J	X-ray	2.10	D=372-389	0.046
human	TP53	P04637	393	2H59	X-ray	1.90	D/E=372-389	0.046
human	TP53	P04637	393	2J0Z	NMR		A/B/C/D=326-356	0.079
human	TP53	P04637	393	2J10	NMR		A/B/C/D=326-356	0.079
human	TP53	P04637	393	2J11	NMR		A/B/C/D=326-356	0.079
human	TP53	P04637	393	2J1W	X-ray	1.80	A/B=94-312	0.557
human	TP53	P04637	393	2J1X	X-ray	1.65	A/B=94-312	0.557
human	TP53	P04637	393	2J1Y	X-ray	1.69	A/B/C/D=94-293	0.509
human	TP53	P04637	393	2J1Z	X-ray	1.80	A/B=94-312	0.557
human	TP53	P04637	393	2J20	X-ray	1.80	A/B=94-312	0.557
human	TP53	P04637	393	2J21	X-ray	1.60	A/B=94-312	0.557
human	TP53	P04637	393	2K8F	NMR		B=1-39	0.099
human	TP53	P04637	393	2L14	NMR		B=13-61	0.125
human	TP53	P04637	393	2LY4	NMR		B=1-93	0.237
human	TP53	P04637	393	2MEJ	NMR		B=96-312	0.552
human	TP53	P04637	393	2MWO	NMR		B=363-377	0.038
human	TP53	P04637	393	2MWP	NMR		B=376-387	0.031
human	TP53	P04637	393	2MWY	NMR		B=15-29	0.038
human	TP53	P04637	393	2MZD	NMR		B=35-59	0.064
human	TP53	P04637	393	2OCJ	X-ray	2.05	A/B/C/D=94-312	0.557
human	TP53	P04637	393	2PCX	X-ray	1.54	A=94-292	0.506
human	TP53	P04637	393	2RUK	NMR		A=41-62	0.056
human	TP53	P04637	393	2VUK	X-ray	1.50	A/B=94-312	0.557
human	TP53	P04637	393	2WGX	X-ray	1.75	A/B=94-312	0.557
human	TP53	P04637	393	2X0U	X-ray	1.60	A/B=94-312	0.557
human	TP53	P04637	393	2X0V	X-ray	1.80	A/B=94-312	0.557
human	TP53	P04637	393	2X0W	X-ray	2.10	A/B=94-312	0.557
human	TP53	P04637	393	2XWR	X-ray	1.68	A/B=89-293	0.522
human	TP53	P04637	393	2YBG	X-ray	1.90	A/B/C/D=94-293	0.509
human	TP53	P04637	393	2YDR	X-ray	2.75	P=144-154	0.028
human	TP53	P04637	393	2Z5S	X-ray	2.30	P/Q/R=15-29	0.038
human	TP53	P04637	393	2Z5T	X-ray	2.30	P/Q/R=15-29	0.038
human	TP53	P04637	393	3D05	X-ray	1.70	A=94-293	0.509
human	TP53	P04637	393	3D06	X-ray	1.20	A=94-293	0.509
human	TP53	P04637	393	3D07	X-ray	2.20	A/B=94-293	0.509
human	TP53	P04637	393	3D08	X-ray	1.40	A=94-293	0.509
human	TP53	P04637	393	3D09	X-ray	1.90	A=94-293	0.509
human	TP53	P04637	393	3D0A	X-ray	1.80	A/B/C/D=94-293	0.509
human	TP53	P04637	393	3DAB	X-ray	1.90	B/D/F/H=15-29	0.038
human	TP53	P04637	393	3DAC	X-ray	1.80	B/P=17-37	0.053
human	TP53	P04637	393	3IGK	X-ray	1.70	A=94-293	0.509
human	TP53	P04637	393	3IGL	X-ray	1.80	A=94-293	0.509
human	TP53	P04637	393	3KMD	X-ray	2.15	A/B/C/D=92-291	0.509
human	TP53	P04637	393	3KZ8	X-ray	1.91	A/B=94-293	0.509
human	TP53	P04637	393	3LW1	X-ray	1.28	P=385-393	0.023
human	TP53	P04637	393	3OQ5	X-ray	2.50	D/E=377-386	0.025
human	TP53	P04637	393	3PDH	X-ray	1.80	D=372-389	0.046
human	TP53	P04637	393	3Q01	X-ray	2.10	A/B=94-356	0.669
human	TP53	P04637	393	3Q05	X-ray	2.40	A/B/C/D=94-356	0.669
human	TP53	P04637	393	3Q06	X-ray	3.20	A/B/C/D=96-354	0.659
human	TP53	P04637	393	3SAK	NMR		A/B/C/D=319-360	0.107
human	TP53	P04637	393	3TG5	X-ray	2.30	B=365-375	0.028
human	TP53	P04637	393	3TS8	X-ray	2.80	A/B/C/D=94-356	0.669
human	TP53	P04637	393	3ZME	X-ray	1.35	A/B=94-312	0.557
human	TP53	P04637	393	4AGL	X-ray	1.70	A/B=94-312	0.557
human	TP53	P04637	393	4AGM	X-ray	1.52	A/B=94-312	0.557
human	TP53	P04637	393	4AGN	X-ray	1.60	A/B=94-312	0.557
human	TP53	P04637	393	4AGO	X-ray	1.45	A/B=94-312	0.557
human	TP53	P04637	393	4AGP	X-ray	1.50	A/B=94-312	0.557
human	TP53	P04637	393	4AGQ	X-ray	1.42	A/B=94-312	0.557
human	TP53	P04637	393	4BUZ	X-ray	1.90	P=379-386	0.020
human	TP53	P04637	393	4BV2	X-ray	3.30	E/H=376-388	0.033
human	TP53	P04637	393	4HFZ	X-ray	2.69	B/D=15-29	0.038
human	TP53	P04637	393	4HJE	X-ray	1.91	A/B/C/D=92-291	0.509
human	TP53	P04637	393	4IBQ	X-ray	1.80	A/B/C/D=94-293	0.509
human	TP53	P04637	393	4IBS	X-ray	1.78	A/B/C/D=94-293	0.509
human	TP53	P04637	393	4IBT	X-ray	1.70	A/B/C/D=94-293	0.509
human	TP53	P04637	393	4IBU	X-ray	1.70	A/B/C/D=94-293	0.509
human	TP53	P04637	393	4IBV	X-ray	2.10	A=94-293	0.509
human	TP53	P04637	393	4IBW	X-ray	1.79	A=94-293	0.509
human	TP53	P04637	393	4IBY	X-ray	1.45	A/B=94-293	0.509
human	TP53	P04637	393	4IBZ	X-ray	1.92	A/B/C/D=94-293	0.509
human	TP53	P04637	393	4IJT	X-ray	1.78	A=94-293	0.509
human	TP53	P04637	393	4KVP	X-ray	1.50	A/B/C/D=94-312	0.557
human	TP53	P04637	393	4LO9	X-ray	2.50	A/B/C/D=94-312	0.557
human	TP53	P04637	393	4LOE	X-ray	1.85	A/B/C/D=94-312	0.557
human	TP53	P04637	393	4LOF	X-ray	2.00	A=94-312	0.557
human	TP53	P04637	393	4MZI	X-ray	1.25	A=94-292	0.506
human	TP53	P04637	393	4MZR	X-ray	2.90	A/B/C/D=94-358	0.674
human	TP53	P04637	393	4QO1	X-ray	1.92	B=92-312	0.562
human	TP53	P04637	393	4RP6	X-ray	1.70	Z=252-258	0.018
human	TP53	P04637	393	4RP7	X-ray	1.58	Z=253-258	0.015
human	TP53	P04637	393	4X34	X-ray	1.80	C/D=377-386	0.025
human	TP53	P04637	393	4XR8	X-ray	2.25	C/D=94-292	0.506
human	TP53	P04637	393	4ZZJ	X-ray	2.74	B=379-383	0.013
human	TP53	P04637	393	5A7B	X-ray	1.40	A/B=94-312	0.557
human	TP53	P04637	393	5AB9	X-ray	1.36	A/B=94-312	0.557
human	TP53	P04637	393	5ABA	X-ray	1.62	A/B=94-312	0.557
human	TP53	P04637	393	5AOI	X-ray	1.78	A/B=94-312	0.557
human	TP53	P04637	393	5AOJ	X-ray	1.47	A/B=94-312	0.557
human	TP53	P04637	393	5AOK	X-ray	1.35	A/B=94-312	0.557
human	TP53	P04637	393	5AOL	X-ray	1.50	A/B=94-312	0.557
human	TP53	P04637	393	5AOM	X-ray	1.74	A/B=94-312	0.557
human	TP53	P04637	393	5BUA	X-ray	1.81	A=94-293	0.509
human	TP53	P04637	393	5ECG	X-ray	3.00	A/B=95-312	0.555
human	TP53	P04637	393	5G4M	X-ray	1.38	A/B=94-312	0.557
human	TP53	P04637	393	5G4N	X-ray	1.35	A/B=94-312	0.557
human	TP53	P04637	393	5G4O	X-ray	1.48	A/B=94-312	0.557
human	TP53	P04637	393	5HOU	NMR		A=1-61	0.155
human	TP53	P04637	393	5HP0	NMR		A=37-61	0.064
human	TP53	P04637	393	5HPD	NMR		A=2-61	0.153
human	TP53	P04637	393	5LAP	X-ray	1.42	A/B=94-312	0.557
human	TP53	P04637	393	5LGY	X-ray	2.92	A/B/C/D=94-291	0.504
human	TP53	P04637	393	5MCT	X-ray	1.45	A/B=94-293	0.509
human	TP53	P04637	393	5MCU	X-ray	1.70	A/B=94-293	0.509
human	TP53	P04637	393	5MCV	X-ray	1.60	A/B=94-293	0.509
human	TP53	P04637	393	5MCW	X-ray	1.90	A/B=94-293	0.509
human	TP53	P04637	393	5MF7	X-ray	1.59	A/B=94-293	0.509
human	TP53	P04637	393	5MG7	X-ray	1.45	A/B=94-293	0.509
human	TP53	P04637	393	5MHC	X-ray	1.20	P=382-393	0.031
human	TP53	P04637	393	5MOC	X-ray	1.80	P=382-393	0.031
human	TP53	P04637	393	5O1A	X-ray	1.44	A/B=94-312	0.557
human	TP53	P04637	393	5O1B	X-ray	1.43	A/B=94-312	0.557
human	TP53	P04637	393	5O1C	X-ray	1.32	A/B=94-312	0.557
human	TP53	P04637	393	5O1D	X-ray	1.36	A/B=94-312	0.557
human	TP53	P04637	393	5O1E	X-ray	1.30	A/B=94-312	0.557
human	TP53	P04637	393	5O1F	X-ray	1.38	A/B=94-312	0.557
human	TP53	P04637	393	5O1G	X-ray	1.35	A/B=94-312	0.557
human	TP53	P04637	393	5O1H	X-ray	1.32	A/B=94-312	0.557
human	TP53	P04637	393	5O1I	X-ray	1.40	A/B=94-312	0.557
human	TP53	P04637	393	5OL0	X-ray	1.99	C/D=372-389	0.046
human	TP53	P04637	393	5UN8	X-ray	2.13	E/F/G/H=144-154	0.028
human	TP53	P04637	393	5XZC	EM	10.70	B/C/D/E=92-356	0.674
human	TP53	P04637	393	6FF9	X-ray	2.00	A/B/C/D=97-289	0.491
human	TP53	P04637	393	6FJ5	X-ray	2.05	A/B/C/D=94-293	0.509
human	TP53	P04637	393	6GGA	X-ray	1.55	A/B=94-312	0.557
human	TP53	P04637	393	6GGB	X-ray	1.32	A/B=94-312	0.557
human	TP53	P04637	393	6GGC	X-ray	1.24	A/B=94-312	0.557
human	TP53	P04637	393	6GGD	X-ray	1.40	A/B=94-312	0.557
human	TP53	P04637	393	6GGE	X-ray	1.25	A/B=94-312	0.557
human	TP53	P04637	393	6GGF	X-ray	1.32	A/B=94-312	0.557
human	TP53	P04637	393	6LHD	X-ray	2.50	A/B=96-292	0.501
human	TP53	P04637	393	6R5L	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6RJZ	X-ray	1.58	P=382-393	0.031
human	TP53	P04637	393	6RK8	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6RKI	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6RKK	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6RKM	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6RL3	X-ray	1.30	P=382-393	0.031
human	TP53	P04637	393	6RL4	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6RL6	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6RM5	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6RM7	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6RWH	X-ray	1.68	P=382-393	0.031
human	TP53	P04637	393	6RWI	X-ray	1.65	P=382-393	0.031
human	TP53	P04637	393	6RWS	X-ray	1.53	P=382-393	0.031
human	TP53	P04637	393	6RWU	X-ray	1.46	P=382-393	0.031
human	TP53	P04637	393	6RX2	X-ray	1.82	P=382-393	0.031
human	TP53	P04637	393	6RZ3	X-ray	4.23	A=62-292	0.588
human	TP53	P04637	393	6S39	X-ray	1.88	P=382-393	0.031
human	TP53	P04637	393	6S3C	X-ray	2.00	P=382-393	0.031
human	TP53	P04637	393	6S40	X-ray	1.90	P=382-393	0.031
human	TP53	P04637	393	6S9Q	X-ray	1.69	P=382-393	0.031
human	TP53	P04637	393	6SHZ	X-ray	1.24	A/B=94-311	0.555
human	TP53	P04637	393	6SI0	X-ray	1.53	A/B=94-312	0.557
human	TP53	P04637	393	6SI1	X-ray	1.44	A/B=94-312	0.557
human	TP53	P04637	393	6SI2	X-ray	1.50	A/B=94-312	0.557
human	TP53	P04637	393	6SI3	X-ray	1.40	A/B=94-312	0.557
human	TP53	P04637	393	6SI4	X-ray	1.80	A/B=94-312	0.557
human	TP53	P04637	393	6SIN	X-ray	1.64	P=382-393	0.031
human	TP53	P04637	393	6SIO	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6SIP	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6SIQ	X-ray	1.60	P=382-393	0.031
human	TP53	P04637	393	6SL6	X-ray	1.67	A=89-311	0.567
human	TP53	P04637	393	6SLV	X-ray	1.90	P=382-393	0.031
human	TP53	P04637	393	6T58	X-ray	3.10	A/B=17-56	0.102
human	TP53	P04637	393	6V4F	X-ray	1.35	B=14-29	0.041
human	TP53	P04637	393	6V4H	X-ray	1.53	B/D=14-29	0.041
human	TP53	P04637	393	6VQO	X-ray	3.00	P/Q=168-176	0.023
human	TP53	P04637	393	6VR1	X-ray	2.37	P/Q=168-176	0.023
human	TP53	P04637	393	6VR5	X-ray	2.38	P/Q=168-176	0.023
human	TP53	P04637	393	6VRM	X-ray	2.61	P=168-176	0.023
human	TP53	P04637	393	6VRN	X-ray	2.46	P=168-176	0.023
human	TP53	P04637	393	6W51	X-ray	3.53	C/F/I/L=168-176	0.023
human	TP53	P04637	393	6XRE	EM	4.60	M=1-393	1.000
human	TP53	P04637	393	6ZNC	X-ray	1.64	A=94-293	0.509
human	TP53	P04637	393	7B46	X-ray	2.02	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7B47	X-ray	1.80	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7B48	X-ray	2.05	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7B49	X-ray	1.42	A/B=94-293	0.509
human	TP53	P04637	393	7B4A	X-ray	1.90	A/B=94-293	0.509
human	TP53	P04637	393	7B4B	X-ray	1.76	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7B4C	X-ray	1.71	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7B4D	X-ray	1.85	A=94-293	0.509
human	TP53	P04637	393	7B4E	X-ray	1.58	A=94-293	0.509
human	TP53	P04637	393	7B4F	X-ray	1.78	A=94-293	0.509
human	TP53	P04637	393	7B4G	X-ray	1.86	A=94-293	0.509
human	TP53	P04637	393	7B4H	X-ray	1.39	A=94-293	0.509
human	TP53	P04637	393	7B4N	X-ray	1.32	A=94-293	0.509
human	TP53	P04637	393	7BWN	X-ray	2.40	B/D/G/I/K/L/N/P=326-356	0.079
human	TP53	P04637	393	7DHY	X-ray	2.15	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7DHZ	X-ray	1.74	A/B=94-293	0.509
human	TP53	P04637	393	7DVD	X-ray	2.59	A/B/C/D=92-290	0.506
human	TP53	P04637	393	7EAX	X-ray	2.55	A/B/C/D=96-289	0.494
human	TP53	P04637	393	7EDS	X-ray	1.77	A=94-293	0.509
human	TP53	P04637	393	7EEU	X-ray	2.90	A/B/C/D/E/F/G/H=94-293	0.509
human	TP53	P04637	393	7EL4	X-ray	2.11	A=23-29	0.018
human	TP53	P04637	393	7NMI	X-ray	2.10	A=17-56	0.102
human	TP53	P04637	393	7RM4	X-ray	3.33	C/H/M/R=168-176	0.023
human	TP53	P04637	393	7V97	X-ray	2.02	A/B/C/D=94-293	0.509
human	TP53	P04637	393	7XZX	EM	4.53	K/L/M/N=94-293	0.509
human	TP53	P04637	393	7XZZ	EM	4.07	K/L/M/N=1-393	1.000
human	TP53	P04637	393	7YGI	X-ray	2.10	A/B=92-289	0.504
human	TP53	P04637	393	8A31	X-ray	1.46	A/B=94-312	0.557
human	TP53	P04637	393	8A32	X-ray	1.47	A/B=94-312	0.557
human	TP53	P04637	393	8A92	X-ray	1.37	A/B=94-312	0.557
human	TP53	P04637	393	8CG7	X-ray	1.53	A/B=94-312	0.557
human	TP53	P04637	393	8DC4	X-ray	2.40	A/B/C/D=94-312	0.557
human	TP53	P04637	393	8DC6	X-ray	1.60	A/B/C/D=94-312	0.557
human	TP53	P04637	393	8DC7	X-ray	1.99	A=94-312	0.557
human	TP53	P04637	393	8DC8	X-ray	1.72	A=94-312	0.557
human	TP53	P04637	393	8E7A	X-ray	1.30	A=93-312	0.560
human	TP53	P04637	393	8E7B	X-ray	2.50	A/B=93-312	0.560
human	TP53	P04637	393	8GCR	EM	3.38	B=94-312	0.557
human	TP53	P04637	393	8HLL	X-ray	2.62	A=95-290	0.499
human	TP53	P04637	393	8HLM	X-ray	2.52	A=95-290	0.499
human	TP53	P04637	393	8HLN	X-ray	2.35	A=95-290	0.499
human	TP53	P04637	393	8J8N	EM	9.02	A/B/C/D=92-292	0.511
human	TP53	P04637	393	8OXM	EM	3.30	E/F=11-22	0.031
human	TP53	P04637	393	8OXO	EM	3.00	E/F=11-22	0.031
human	TP53	P04637	393	8QWK	X-ray	1.69	A=94-312	0.557
human	TP53	P04637	393	8QWL	X-ray	1.65	A=94-312	0.557
human	TP53	P04637	393	8QWM	X-ray	1.54	A/B=94-312	0.557
human	TP53	P04637	393	8QWN	X-ray	1.44	A=94-312	0.557
human	TP53	P04637	393	8QWO	X-ray	1.38	A/B=94-312	0.557
