gene_product	gene_label	model_id	model_title	taxon	activity_id	molecular_function	mf_label	biological_process	bp_label	cellular_component	cc_label
UniProtKB:P50148	GNAQ Hsap	689e7a5d00003704	Substance P binding to NK1 receptor triggers phospholipase C-activating G protein-coupled receptor signaling (Human)	NCBITaxon:9606	gomodel:689e7a5d00003704/68b0f0d000009154	GO:0003925	G protein activity	GO:0007209	phospholipase C-activating tachykinin receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P20366-PRO_0000033530	TAC1-Substance_P Hsap	689e7a5d00003704	Substance P binding to NK1 receptor triggers phospholipase C-activating G protein-coupled receptor signaling (Human)	NCBITaxon:9606	gomodel:689e7a5d00003704/689e7a5d00005789	GO:0048018	receptor ligand activity	GO:0007209	phospholipase C-activating tachykinin receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P25103	TACR1 Hsap	689e7a5d00003704	Substance P binding to NK1 receptor triggers phospholipase C-activating G protein-coupled receptor signaling (Human)	NCBITaxon:9606	gomodel:689e7a5d00003704/68b0f0d000009163	GO:0016496	substance P receptor activity	GO:0007209	phospholipase C-activating tachykinin receptor signaling pathway	GO:0005886	plasma membrane
GO:0045271	respiratory chain complex I	689e7a5d00004061	Regulation of Respiratory chain complex I by COXFA4L2 upon hypoxia. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004061/689e7a5d00004278	GO:0008137	NADH dehydrogenase (ubiquinone) activity	GO:0071456	cellular response to hypoxia	GO:0005743	mitochondrial inner membrane
UniProtKB:Q16665	HIF1A Hsap	689e7a5d00004061	Regulation of Respiratory chain complex I by COXFA4L2 upon hypoxia. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004061/689e7a5d00004268	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0071456	cellular response to hypoxia	GO:0005634	nucleus
UniProtKB:Q9NRX3	COXFA4L2 Hsap	689e7a5d00004061	Regulation of Respiratory chain complex I by COXFA4L2 upon hypoxia. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004061/689e7a5d00004259	GO:0004857	enzyme inhibitor activity	GO:0071456	cellular response to hypoxia	GO:0005739	mitochondrion
UniProtKB:P62877	RBX1 Hsap	689e7a5d00004202	FBXO44-mediated degradation of BRCA1 via CUL1/SKP1 complex (Human)	NCBITaxon:9606	gomodel:689e7a5d00004202/689e7a5d00004217	GO:0061630	ubiquitin protein ligase activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005634	nucleus
UniProtKB:P38398	BRCA1 Hsap	689e7a5d00004202	FBXO44-mediated degradation of BRCA1 via CUL1/SKP1 complex (Human)	NCBITaxon:9606	gomodel:689e7a5d00004202/689e7a5d00004243	GO:0004842	ubiquitin-protein transferase activity	GO:0006974	DNA damage response	GO:0005634	nucleus
UniProtKB:Q9H4M3	FBXO44 Hsap	689e7a5d00004202	FBXO44-mediated degradation of BRCA1 via CUL1/SKP1 complex (Human)	NCBITaxon:9606	gomodel:689e7a5d00004202/689e7a5d00004203	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0005634	nucleus
UniProtKB:Q13616	CUL1 Hsap	689e7a5d00004202	FBXO44-mediated degradation of BRCA1 via CUL1/SKP1 complex (Human)	NCBITaxon:9606	gomodel:689e7a5d00004202/6a18a9ba00003283	GO:0160072	ubiquitin ligase complex scaffold activity	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	GO:0005634	nucleus
PR:O35426-2	mXBP1/iso2 Mmus	689e7a5d00004320	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004320/689e7a5d00004356	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:1900017	positive regulation of cytokine production involved in inflammatory response	GO:0005634	nucleus
GO:0045271	respiratory chain complex I	689e7a5d00004320	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004320/689e7a5d00004344	GO:0008137	NADH dehydrogenase (ubiquinone) activity	GO:1903409	reactive oxygen species biosynthetic process	GO:0005743	mitochondrial inner membrane
MGI:MGI:106918	Hif1a Mmus	689e7a5d00004320	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004320/689e7a5d00004321	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	GO:0005634	nucleus
MGI:MGI:3039567	Coxfa4l2 Mmus	689e7a5d00004320	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004320/689e7a5d00004334	GO:0003674	molecular_function	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	GO:0005739	mitochondrion
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00004366	Signaling by ACTH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004366/689e7a5d00004390	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P63092	GNAS Hsap	689e7a5d00004366	Signaling by ACTH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004366/689e7a5d00004382	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P01189-PRO_0000024969	POMC-Corticotropin Hsap	689e7a5d00004366	Signaling by ACTH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004366/689e7a5d00004367	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P32245	MC4R Hsap	689e7a5d00004366	Signaling by ACTH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004366/689e7a5d00004372	GO:0004978	corticotropin receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:Q16665	HIF1A Hsap	689e7a5d00004412	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004412/689e7a5d00004413	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	GO:0005634	nucleus
UniProtKB:P17861-2	XBP1 Hsap	689e7a5d00004412	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004412/689e7a5d00004431	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:1900017	positive regulation of cytokine production involved in inflammatory response	GO:0005634	nucleus
UniProtKB:Q9NRX3	COXFA4L2 Hsap	689e7a5d00004412	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004412/69d8496c00005719	GO:0004857	enzyme inhibitor activity	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	GO:0005739	mitochondrion
GO:0045271	respiratory chain complex I	689e7a5d00004412	Lactate regulates dendritic cell function trhough ROS production inhibition by COXFA4L2. (Human)	NCBITaxon:9606	gomodel:689e7a5d00004412/689e7a5d00004425	GO:0008137	NADH dehydrogenase (ubiquinone) activity	GO:1903409	reactive oxygen species biosynthetic process	GO:0005743	mitochondrial inner membrane
UniProtKB:P01189-PRO_0000024970	POMC-Alpha-MSH Hsap	689e7a5d00004460	Signaling by alpha-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004460/689e7a5d00004461	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00004460	Signaling by alpha-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004460/689e7a5d00004482	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P32245	MC4R Hsap	689e7a5d00004460	Signaling by alpha-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004460/689e7a5d00004466	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P63092	GNAS Hsap	689e7a5d00004460	Signaling by alpha-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004460/689e7a5d00004474	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
MGI:MGI:88004	Amd1 Mmus	689e7a5d00004513	Spermine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004513/689e7a5d00004540	GO:0004014	adenosylmethionine decarboxylase activity	GO:0006597	spermine biosynthetic process	GO:0005829	cytosol
MGI:MGI:102690	Srm Mmus	689e7a5d00004513	Spermine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004513/689e7a5d00004539	GO:0004766	spermidine synthase activity	GO:0006597	spermine biosynthetic process	GO:0005829	cytosol
MGI:MGI:109490	Sms Mmus	689e7a5d00004513	Spermine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004513/689e7a5d00004537	GO:0016768	spermine synthase activity	GO:0006597	spermine biosynthetic process	GO:0005829	cytosol
MGI:MGI:97402	Odc1 Mmus	689e7a5d00004513	Spermine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004513/689e7a5d00004543	GO:0004586	ornithine decarboxylase activity	GO:0006597	spermine biosynthetic process	GO:0005829	cytosol
MGI:MGI:88004	Amd1 Mmus	689e7a5d00004550	Spermidine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004550/689e7a5d00004577	GO:0004014	adenosylmethionine decarboxylase activity	GO:0008295	spermidine biosynthetic process	GO:0005829	cytosol
MGI:MGI:97402	Odc1 Mmus	689e7a5d00004550	Spermidine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004550/689e7a5d00004580	GO:0004586	ornithine decarboxylase activity	GO:0008295	spermidine biosynthetic process	GO:0005829	cytosol
MGI:MGI:102690	Srm Mmus	689e7a5d00004550	Spermidine biosynthetic process (Mouse)	NCBITaxon:10090	gomodel:689e7a5d00004550/689e7a5d00004576	GO:0004766	spermidine synthase activity	GO:0008295	spermidine biosynthetic process	GO:0005829	cytosol
CHEBI:36080	protein	689e7a5d00004764	D-serine biosynthetic process (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00004764/689e7a5d00005094	GO:0042945	D-serine transmembrane transporter activity	GO:0042942	D-serine transmembrane transport	GO:0005886	plasma membrane
FB:FBgn0023129	aay Dmel	689e7a5d00004764	D-serine biosynthetic process (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00004764/689e7a5d00004785	GO:0036424	L-phosphoserine phosphatase activity	GO:0006564	L-serine biosynthetic process	GO:0005829	cytosol
FB:FBgn0037684	Srr Dmel	689e7a5d00004764	D-serine biosynthetic process (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00004764/689e7a5d00004767	GO:0030378	serine racemase activity	GO:0070179	D-serine biosynthetic process	GO:0005829	cytosol
UniProtKB:P63092	GNAS Hsap	689e7a5d00004800	Signaling by beta-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004800/689e7a5d00004814	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P01189-PRO_0000024974	POMC-Beta-MSH Hsap	689e7a5d00004800	Signaling by beta-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004800/689e7a5d00004801	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00004800	Signaling by beta-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004800/689e7a5d00004822	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P32245	MC4R Hsap	689e7a5d00004800	Signaling by beta-MSH mediated by MC4R receptor via  G-alpha-s (activatory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004800/689e7a5d00004806	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:O00253	AGRP Hsap	689e7a5d00004884	Negative regulation of MC4R receptor activity  by AgoutiRP_ Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004884/689e7a5d00004916	GO:0048019	receptor antagonist activity	GO:0106072	negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63092	GNAS Hsap	689e7a5d00004884	Negative regulation of MC4R receptor activity  by AgoutiRP_ Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004884/689e7a5d00004894	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00004884	Negative regulation of MC4R receptor activity  by AgoutiRP_ Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004884/689e7a5d00004902	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P32245	MC4R Hsap	689e7a5d00004884	Negative regulation of MC4R receptor activity  by AgoutiRP_ Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004884/689e7a5d00004885	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00004928	Negative regulation of MC4R receptor signaling by MGRN1_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004928/689e7a5d00004952	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:O60291	MGRN1 Hsap	689e7a5d00004928	Negative regulation of MC4R receptor signaling by MGRN1_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004928/689e7a5d00004973	GO:0140311	protein sequestering activity	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	GO:0005829	cytosol
UniProtKB:P01189-PRO_0000024970	POMC-Alpha-MSH Hsap	689e7a5d00004928	Negative regulation of MC4R receptor signaling by MGRN1_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004928/689e7a5d00004929	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P32245	MC4R Hsap	689e7a5d00004928	Negative regulation of MC4R receptor signaling by MGRN1_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004928/689e7a5d00004934	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P63092	GNAS Hsap	689e7a5d00004928	Negative regulation of MC4R receptor signaling by MGRN1_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00004928/689e7a5d00004944	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P32245	MC4R Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005058	GO:0004980	melanocyte-stimulating hormone receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:P63092	GNAS Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005066	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P01189-PRO_0000024970	POMC-Alpha-MSH Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005053	GO:0048018	receptor ligand activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:P63096	GNAI1 Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005164	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:O60266	ADCY3 Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005074	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0098804	non-motile cilium membrane
UniProtKB:Q9H1Y3	OPN3 Hsap	689e7a5d00005052	Negative regulation of MC4R receptor activity by OPN3 via  G-alpha-i (inhibitory)_Food intake (Human)	NCBITaxon:9606	gomodel:689e7a5d00005052/689e7a5d00005153	GO:0004930	G protein-coupled receptor activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
FB:FBgn0037801	Gldc Dmel	689e7a5d00005099	glycine decarboxylation via glycine cleavage system (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005099/689e7a5d00005679	GO:0004375	glycine dehydrogenase (decarboxylating) activity	GO:0019464	glycine decarboxylation via glycine cleavage system	GO:0005759	mitochondrial matrix
FB:FBgn0027945	ppl Dmel	689e7a5d00005099	glycine decarboxylation via glycine cleavage system (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005099/689e7a5d00005566	GO:0140104	molecular carrier activity	GO:0019464	glycine decarboxylation via glycine cleavage system	GO:0005759	mitochondrial matrix
FB:FBgn0032287	Gcst Dmel	689e7a5d00005099	glycine decarboxylation via glycine cleavage system (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005099/689e7a5d00005659	GO:0004047	aminomethyltransferase activity	GO:0019464	glycine decarboxylation via glycine cleavage system	GO:0005759	mitochondrial matrix
FB:FBgn0289579	Dld Dmel	689e7a5d00005099	glycine decarboxylation via glycine cleavage system (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005099/689e7a5d00005692	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	GO:0019464	glycine decarboxylation via glycine cleavage system	GO:0005759	mitochondrial matrix
CHEBI:36080	protein	689e7a5d00005122	Glycine biosynthetic process via L-serine (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005122/689e7a5d00005140	GO:0015194	L-serine transmembrane transporter activity	GO:0015825	L-serine transport	GO:0005743	mitochondrial inner membrane
FB:FBgn0023129	aay Dmel	689e7a5d00005122	Glycine biosynthetic process via L-serine (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005122/689e7a5d00005130	GO:0036424	L-phosphoserine phosphatase activity	GO:0006564	L-serine biosynthetic process	GO:0005829	cytosol
FB:FBgn0029823	Shmt Dmel	689e7a5d00005122	Glycine biosynthetic process via L-serine (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00005122/689e7a5d00005172	GO:0004372	glycine hydroxymethyltransferase activity	GO:0006545	glycine biosynthetic process	GO:0005759	mitochondrial matrix
UniProtKB:P63096	GNAI1 Hsap	689e7a5d00005183	Positive regulation of KCNJ13 channel by OPN3 via G-alpha-i (inhibitory)_Membrane potential (Human)	NCBITaxon:9606	gomodel:689e7a5d00005183/689e7a5d00005236	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:Q9H1Y3	OPN3 Hsap	689e7a5d00005183	Positive regulation of KCNJ13 channel by OPN3 via G-alpha-i (inhibitory)_Membrane potential (Human)	NCBITaxon:9606	gomodel:689e7a5d00005183/689e7a5d00005225	GO:0004930	G protein-coupled receptor activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:O60928	KCNJ13 Hsap	689e7a5d00005183	Positive regulation of KCNJ13 channel by OPN3 via G-alpha-i (inhibitory)_Membrane potential (Human)	NCBITaxon:9606	gomodel:689e7a5d00005183/689e7a5d00005249	GO:0005242	inward rectifier potassium channel activity	GO:0006813	potassium ion transport	GO:0005886	plasma membrane
UniProtKB:Q14849	STARD3 Hsap	689e7a5d00005283	Cholesterol transport in ER-Endosome MCS enabled by STARD3 (Human)	NCBITaxon:9606	gomodel:689e7a5d00005283/689e7a5d00005284	GO:0120020	cholesterol transfer activity	GO:0030301	cholesterol transport	GO:0140284	endoplasmic reticulum-endosome membrane contact site
UniProtKB:Q96DR4	STARD4 Hsap	689e7a5d00005311	Cholesterol transport from PM to ER by STARD4 (Human)	NCBITaxon:9606	gomodel:689e7a5d00005311/689e7a5d00005312	GO:0120020	cholesterol transfer activity	GO:0070508	cholesterol import	GO:0005737	cytoplasm
UniProtKB:Q9UBF8	PI4KB Hsap	689e7a5d00005750	SL biosynthesis: Glycolipid transport by PLEKHA8 RHEA:77263 (Human)	NCBITaxon:9606	gomodel:689e7a5d00005750/68fac5ed00000561	GO:0004430	1-phosphatidylinositol 4-kinase activity			GO:0160281	cytoplasmic side of trans-Golgi network membrane
UniProtKB:P84077	ARF1 Hsap	689e7a5d00005750	SL biosynthesis: Glycolipid transport by PLEKHA8 RHEA:77263 (Human)	NCBITaxon:9606	gomodel:689e7a5d00005750/68fac5ed00000517	GO:0003925	G protein activity	GO:1903292	protein localization to Golgi membrane	GO:0160281	cytoplasmic side of trans-Golgi network membrane
UniProtKB:Q96JA3	PLEKHA8 Hsap	689e7a5d00005750	SL biosynthesis: Glycolipid transport by PLEKHA8 RHEA:77263 (Human)	NCBITaxon:9606	gomodel:689e7a5d00005750/689e7a5d00005751	GO:0140340	cerebroside transfer activity	GO:0046836	glycolipid transport	GO:0005829	cytosol
FB:FBgn0036997	Tdh Dmel	689e7a5d00006106	L-threonine catabolic process to glycine (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00006106/689e7a5d00006107	GO:0008743	L-threonine 3-dehydrogenase activity	GO:0006567	L-threonine catabolic process	GO:0005739	mitochondrion
FB:FBgn0036208	Gcat Dmel	689e7a5d00006106	L-threonine catabolic process to glycine (Dmel)	NCBITaxon:7227	gomodel:689e7a5d00006106/689e7a5d00006114	GO:0008890	glycine C-acetyltransferase activity	GO:0006567	L-threonine catabolic process	GO:0005739	mitochondrion
UniProtKB:Q9UK61	TASOR Hsap	68b0f0d000000047	The HUSH complex mediates silencing of transposable elements (Human).	NCBITaxon:9606	gomodel:68b0f0d000000047/68b0f0d000000059	GO:0030674	protein-macromolecule adaptor activity	GO:0097355	protein localization to heterochromatin	GO:0000792	heterochromatin
UniProtKB:Q99549	MPHOSPH8 Hsap	68b0f0d000000047	The HUSH complex mediates silencing of transposable elements (Human).	NCBITaxon:9606	gomodel:68b0f0d000000047/68b0f0d000000068	GO:0062072	histone H3K9me2/3 reader activity	GO:0141005	transposable element silencing by heterochromatin formation	GO:0000792	heterochromatin
UniProtKB:Q15047	SETDB1 Hsap	68b0f0d000000047	The HUSH complex mediates silencing of transposable elements (Human).	NCBITaxon:9606	gomodel:68b0f0d000000047/68b0f0d000000104	GO:0140949	histone H3K9 trimethyltransferase activity	GO:0141005	transposable element silencing by heterochromatin formation	GO:0000785	chromatin
UniProtKB:Q9Y6X9	MORC2 Hsap	68b0f0d000000047	The HUSH complex mediates silencing of transposable elements (Human).	NCBITaxon:9606	gomodel:68b0f0d000000047/68b0f0d000000093	GO:0140658	ATP-dependent chromatin remodeler activity	GO:0141005	transposable element silencing by heterochromatin formation	GO:0000792	heterochromatin
UniProtKB:Q8NEY8	PPHLN1 Hsap	68b0f0d000000047	The HUSH complex mediates silencing of transposable elements (Human).	NCBITaxon:9606	gomodel:68b0f0d000000047/68b0f0d000000080	GO:0003729	mRNA binding	GO:0141005	transposable element silencing by heterochromatin formation	GO:0000792	heterochromatin
UniProtKB:Q9BYX4	IFIH1 Hsap	68b0f0d000000123	The HUSH2 complex mediates epigenetic repression of interferon-stimulated genes. (Human).	NCBITaxon:9606	gomodel:68b0f0d000000123/68b0f0d000000124	GO:0038187	pattern recognition receptor activity	GO:0045087	innate immune response	GO:0005737	cytoplasm
UniProtKB:P14316	IRF2 Hsap	68b0f0d000000123	The HUSH2 complex mediates epigenetic repression of interferon-stimulated genes. (Human).	NCBITaxon:9606	gomodel:68b0f0d000000123/68b0f0d000000172	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	GO:0000122	negative regulation of transcription by RNA polymerase II	GO:0000785	chromatin
UniProtKB:Q5VWN6	TASOR2 Hsap	68b0f0d000000123	The HUSH2 complex mediates epigenetic repression of interferon-stimulated genes. (Human).	NCBITaxon:9606	gomodel:68b0f0d000000123/68b0f0d000000163	GO:0030674	protein-macromolecule adaptor activity	GO:0045814	negative regulation of gene expression, epigenetic	GO:0000785	chromatin
UniProtKB:P06127	CD5 Hsap	68b0f0d000000486	Negative regulation of BCR signaling by CD72-CD5 interaction (Human)	NCBITaxon:9606	gomodel:68b0f0d000000486/68b0f0d000000494	GO:0038023	signaling receptor activity	GO:0050859	negative regulation of B cell receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P07948	LYN Hsap	68b0f0d000000486	Negative regulation of BCR signaling by CD72-CD5 interaction (Human)	NCBITaxon:9606	gomodel:68b0f0d000000486/68b0f0d000000506	GO:0004713	protein tyrosine kinase activity	GO:0050859	negative regulation of B cell receptor signaling pathway	GO:0005829	cytosol
UniProtKB:P29350	PTPN6 Hsap	68b0f0d000000486	Negative regulation of BCR signaling by CD72-CD5 interaction (Human)	NCBITaxon:9606	gomodel:68b0f0d000000486/68b0f0d000000513	GO:0004725	protein tyrosine phosphatase activity	GO:0050859	negative regulation of B cell receptor signaling pathway	GO:0005737	cytoplasm
