gene	taxon	term_id	term_label	action	negated	has_replacement	file
TOP2A	Homo sapiens	GO:0030263	apoptotic chromosome condensation	ACCEPT	False	False	genes/human/TOP2A/TOP2A-ai-review.yaml
TOP2B	Homo sapiens	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	ACCEPT	False	False	genes/human/TOP2B/TOP2B-ai-review.yaml
TOP2B	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/TOP2B/TOP2B-ai-review.yaml
TOP2B	Homo sapiens	GO:0000819	sister chromatid segregation	KEEP_AS_NON_CORE	False	False	genes/human/TOP2B/TOP2B-ai-review.yaml
TOP2B	Homo sapiens	GO:0000712	resolution of meiotic recombination intermediates	KEEP_AS_NON_CORE	False	False	genes/human/TOP2B/TOP2B-ai-review.yaml
TP53	Homo sapiens	GO:0000785	chromatin	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0042981	regulation of apoptotic process	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0045944	positive regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:1990841	promoter-specific chromatin binding	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TP53	Homo sapiens	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/human/TP53/TP53-ai-review.yaml
TPM1	Homo sapiens	GO:0051015	actin filament binding	ACCEPT	False	False	genes/human/TPM1/TPM1-ai-review.yaml
TPM1	Homo sapiens	GO:0007015	actin filament organization	ACCEPT	False	False	genes/human/TPM1/TPM1-ai-review.yaml
TPM1	Homo sapiens	GO:0005884	actin filament	ACCEPT	False	False	genes/human/TPM1/TPM1-ai-review.yaml
TPM1	Homo sapiens	GO:0060048	cardiac muscle contraction	ACCEPT	False	False	genes/human/TPM1/TPM1-ai-review.yaml
TPM3	Homo sapiens	GO:0051015	actin filament binding	ACCEPT	False	False	genes/human/TPM3/TPM3-ai-review.yaml
TPM3	Homo sapiens	GO:0007015	actin filament organization	ACCEPT	False	False	genes/human/TPM3/TPM3-ai-review.yaml
TPM3	Homo sapiens	GO:0005884	actin filament	ACCEPT	False	False	genes/human/TPM3/TPM3-ai-review.yaml
TPM3	Homo sapiens	GO:0006936	muscle contraction	KEEP_AS_NON_CORE	False	False	genes/human/TPM3/TPM3-ai-review.yaml
TRAF6	Homo sapiens	GO:0035591	signaling adaptor activity	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0061630	ubiquitin protein ligase activity	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0043122	regulation of canonical NF-kappaB signal transduction	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0009898	cytoplasmic side of plasma membrane	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0098978	glutamatergic synapse	KEEP_AS_NON_CORE	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0045087	innate immune response	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAF6	Homo sapiens	GO:0031663	lipopolysaccharide-mediated signaling pathway	ACCEPT	False	False	genes/human/TRAF6/TRAF6-ai-review.yaml
TRAPPC1	Homo sapiens	GO:0030008	TRAPP complex	ACCEPT	False	False	genes/human/TRAPPC1/TRAPPC1-ai-review.yaml
TRAPPC1	Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	ACCEPT	False	False	genes/human/TRAPPC1/TRAPPC1-ai-review.yaml
TRAPPC12	Homo sapiens	GO:0005794	Golgi apparatus	ACCEPT	False	False	genes/human/TRAPPC12/TRAPPC12-ai-review.yaml
TRAPPC12	Homo sapiens	GO:0030008	TRAPP complex	ACCEPT	False	False	genes/human/TRAPPC12/TRAPPC12-ai-review.yaml
TRAPPC13	Homo sapiens	GO:1990072	TRAPPIII protein complex	ACCEPT	False	False	genes/human/TRAPPC13/TRAPPC13-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0005085	guanyl-nucleotide exchange factor activity	ACCEPT	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	ACCEPT	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0006891	intra-Golgi vesicle-mediated transport	KEEP_AS_NON_CORE	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0030008	TRAPP complex	ACCEPT	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC3	Homo sapiens	GO:0033106	cis-Golgi network membrane	ACCEPT	False	False	genes/human/TRAPPC3/TRAPPC3-ai-review.yaml
TRAPPC4	Homo sapiens	GO:0030008	TRAPP complex	ACCEPT	False	False	genes/human/TRAPPC4/TRAPPC4-ai-review.yaml
TRAPPC4	Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	ACCEPT	False	False	genes/human/TRAPPC4/TRAPPC4-ai-review.yaml
TRAPPC5	Homo sapiens	GO:1990071	TRAPPII protein complex	ACCEPT	False	False	genes/human/TRAPPC5/TRAPPC5-ai-review.yaml
TRAPPC5	Homo sapiens	GO:1990072	TRAPPIII protein complex	ACCEPT	False	False	genes/human/TRAPPC5/TRAPPC5-ai-review.yaml
TRAPPC5	Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	ACCEPT	False	False	genes/human/TRAPPC5/TRAPPC5-ai-review.yaml
TRAPPC5	Homo sapiens	GO:1990070	TRAPPI protein complex	MARK_AS_OVER_ANNOTATED	False	False	genes/human/TRAPPC5/TRAPPC5-ai-review.yaml
TRAPPC8	Homo sapiens	GO:1990072	TRAPPIII protein complex	ACCEPT	False	False	genes/human/TRAPPC8/TRAPPC8-ai-review.yaml
TREM2	Homo sapiens	GO:0005886	plasma membrane	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0004888	transmembrane signaling receptor activity	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0007165	signal transduction	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0045088	regulation of innate immune response	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0050850	positive regulation of calcium-mediated signaling	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0060100	positive regulation of phagocytosis, engulfment	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0070374	positive regulation of ERK1 and ERK2 cascade	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:0120035	regulation of plasma membrane bounded cell projection organization	KEEP_AS_NON_CORE	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TREM2	Homo sapiens	GO:1903980	positive regulation of microglial cell activation	ACCEPT	False	False	genes/human/TREM2/TREM2-ai-review.yaml
TRIM13	Homo sapiens	GO:0005737	cytoplasm	KEEP_AS_NON_CORE	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM13	Homo sapiens	GO:0045087	innate immune response	KEEP_AS_NON_CORE	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM13	Homo sapiens	GO:0061630	ubiquitin protein ligase activity	ACCEPT	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM13	Homo sapiens	GO:0036503	ERAD pathway	ACCEPT	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM13	Homo sapiens	GO:0016239	positive regulation of macroautophagy	ACCEPT	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM13	Homo sapiens	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	KEEP_AS_NON_CORE	False	False	genes/human/TRIM13/TRIM13-ai-review.yaml
TRIM17	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/TRIM17/TRIM17-ai-review.yaml
TRIM17	Homo sapiens	GO:0045087	innate immune response	MARK_AS_OVER_ANNOTATED	False	False	genes/human/TRIM17/TRIM17-ai-review.yaml
TRIM17	Homo sapiens	GO:0010468	regulation of gene expression	KEEP_AS_NON_CORE	False	False	genes/human/TRIM17/TRIM17-ai-review.yaml
TRIM17	Homo sapiens	GO:0061630	ubiquitin protein ligase activity	ACCEPT	False	False	genes/human/TRIM17/TRIM17-ai-review.yaml
TRIM5	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0045087	innate immune response	ACCEPT	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0010468	regulation of gene expression	KEEP_AS_NON_CORE	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0061630	ubiquitin protein ligase activity	ACCEPT	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0046596	regulation of viral entry into host cell	KEEP_AS_NON_CORE	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0019901	protein kinase binding	KEEP_AS_NON_CORE	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0032880	regulation of protein localization	KEEP_AS_NON_CORE	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0042803	protein homodimerization activity	ACCEPT	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIM5	Homo sapiens	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	ACCEPT	False	False	genes/human/TRIM5/TRIM5-ai-review.yaml
TRIP4	Homo sapiens	GO:0003713	transcription coactivator activity	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TRIP4	Homo sapiens	GO:0030520	estrogen receptor signaling pathway	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TRIP4	Homo sapiens	GO:0072344	rescue of stalled cytosolic ribosome	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TRIP4	Homo sapiens	GO:0180022	RQC-trigger complex	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TRIP4	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TRIP4	Homo sapiens	GO:0045893	positive regulation of DNA-templated transcription	ACCEPT	False	False	genes/human/TRIP4/TRIP4-ai-review.yaml
TSG101	Homo sapiens	GO:0000813	ESCRT I complex	ACCEPT	False	False	genes/human/TSG101/TSG101-ai-review.yaml
TSG101	Homo sapiens	GO:0008333	endosome to lysosome transport	ACCEPT	False	False	genes/human/TSG101/TSG101-ai-review.yaml
TTC8	Homo sapiens	GO:0034464	BBSome	ACCEPT	False	False	genes/human/TTC8/TTC8-ai-review.yaml
TTC8	Homo sapiens	GO:0036064	ciliary basal body	ACCEPT	False	False	genes/human/TTC8/TTC8-ai-review.yaml
TTC8	Homo sapiens	GO:0097730	non-motile cilium	ACCEPT	False	False	genes/human/TTC8/TTC8-ai-review.yaml
TTC8	Homo sapiens	GO:1905515	non-motile cilium assembly	ACCEPT	False	False	genes/human/TTC8/TTC8-ai-review.yaml
TXNDC12	Homo sapiens	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/human/TXNDC12/TXNDC12-ai-review.yaml
UBA5	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/UBA5/UBA5-ai-review.yaml
UBA5	Homo sapiens	GO:0071569	protein ufmylation	ACCEPT	False	False	genes/human/UBA5/UBA5-ai-review.yaml
UBA5	Homo sapiens	GO:0071566	UFM1 activating enzyme activity	ACCEPT	False	False	genes/human/UBA5/UBA5-ai-review.yaml
UBA7	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UBA7/UBA7-ai-review.yaml
UBA7	Homo sapiens	GO:0019782	ISG15 activating enzyme activity	ACCEPT	False	False	genes/human/UBA7/UBA7-ai-review.yaml
UBA7	Homo sapiens	GO:0032020	ISG15-protein conjugation	ACCEPT	False	False	genes/human/UBA7/UBA7-ai-review.yaml
UBA7	Homo sapiens	GO:0045087	innate immune response	ACCEPT	False	False	genes/human/UBA7/UBA7-ai-review.yaml
UBA7	Homo sapiens	GO:0006974	DNA damage response	ACCEPT	False	False	genes/human/UBA7/UBA7-ai-review.yaml
UBAC2	Homo sapiens	GO:0004252	serine-type endopeptidase activity	REMOVE	False	False	genes/human/UBAC2/UBAC2-ai-review.yaml
UBAP1	Homo sapiens	GO:0000813	ESCRT I complex	ACCEPT	False	False	genes/human/UBAP1/UBAP1-ai-review.yaml
UBAP1	Homo sapiens	GO:0043130	ubiquitin binding	ACCEPT	False	False	genes/human/UBAP1/UBAP1-ai-review.yaml
UBAP1	Homo sapiens	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	ACCEPT	False	False	genes/human/UBAP1/UBAP1-ai-review.yaml
UCHL1	Homo sapiens	GO:0030163	protein catabolic process	MODIFY	False	True	genes/human/UCHL1/UCHL1-ai-review.yaml
UCK1	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UCK1/UCK1-ai-review.yaml
UCK1	Homo sapiens	GO:0004849	uridine kinase activity	ACCEPT	False	False	genes/human/UCK1/UCK1-ai-review.yaml
UCK2	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UCK2/UCK2-ai-review.yaml
UCK2	Homo sapiens	GO:0004849	uridine kinase activity	ACCEPT	False	False	genes/human/UCK2/UCK2-ai-review.yaml
UFC1	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UFC1/UFC1-ai-review.yaml
UFC1	Homo sapiens	GO:0071568	UFM1 transferase activity	ACCEPT	False	False	genes/human/UFC1/UFC1-ai-review.yaml
UFC1	Homo sapiens	GO:0034976	response to endoplasmic reticulum stress	KEEP_AS_NON_CORE	False	False	genes/human/UFC1/UFC1-ai-review.yaml
UFC1	Homo sapiens	GO:0061709	reticulophagy	KEEP_AS_NON_CORE	False	False	genes/human/UFC1/UFC1-ai-review.yaml
UFD1	Homo sapiens	GO:0036503	ERAD pathway	ACCEPT	False	False	genes/human/UFD1/UFD1-ai-review.yaml
UFD1	Homo sapiens	GO:0031593	polyubiquitin modification-dependent protein binding	ACCEPT	False	False	genes/human/UFD1/UFD1-ai-review.yaml
UFD1	Homo sapiens	GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	ACCEPT	False	False	genes/human/UFD1/UFD1-ai-review.yaml
UFL1	Homo sapiens	GO:0071568	UFM1 transferase activity	ACCEPT	False	False	genes/human/UFL1/UFL1-ai-review.yaml
UFL1	Homo sapiens	GO:0061709	reticulophagy	KEEP_AS_NON_CORE	False	False	genes/human/UFL1/UFL1-ai-review.yaml
UFL1	Homo sapiens	GO:0005789	endoplasmic reticulum membrane	ACCEPT	False	False	genes/human/UFL1/UFL1-ai-review.yaml
UFL1	Homo sapiens	GO:0034976	response to endoplasmic reticulum stress	KEEP_AS_NON_CORE	False	False	genes/human/UFL1/UFL1-ai-review.yaml
UFM1	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UFM1/UFM1-ai-review.yaml
UFM1	Homo sapiens	GO:0034976	response to endoplasmic reticulum stress	KEEP_AS_NON_CORE	False	False	genes/human/UFM1/UFM1-ai-review.yaml
UFM1	Homo sapiens	GO:0061709	reticulophagy	KEEP_AS_NON_CORE	False	False	genes/human/UFM1/UFM1-ai-review.yaml
UFM1	Homo sapiens	GO:0005634	nucleus	KEEP_AS_NON_CORE	False	False	genes/human/UFM1/UFM1-ai-review.yaml
UFSP1	Homo sapiens	GO:0071567	deUFMylase activity	ACCEPT	False	False	genes/human/UFSP1/UFSP1-ai-review.yaml
UFSP2	Homo sapiens	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/human/UFSP2/UFSP2-ai-review.yaml
UFSP2	Homo sapiens	GO:0071567	deUFMylase activity	ACCEPT	False	False	genes/human/UFSP2/UFSP2-ai-review.yaml
UFSP2	Homo sapiens	GO:0005634	nucleus	KEEP_AS_NON_CORE	False	False	genes/human/UFSP2/UFSP2-ai-review.yaml
UFSP2	Homo sapiens	GO:0006508	proteolysis	KEEP_AS_NON_CORE	False	False	genes/human/UFSP2/UFSP2-ai-review.yaml
UGGT1	Homo sapiens	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	ACCEPT	False	False	genes/human/UGGT1/UGGT1-ai-review.yaml
UGGT1	Homo sapiens	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/human/UGGT1/UGGT1-ai-review.yaml
UGGT1	Homo sapiens	GO:0051082	unfolded protein binding	MARK_AS_OVER_ANNOTATED	False	False	genes/human/UGGT1/UGGT1-ai-review.yaml
UPF1	Homo sapiens	GO:0003724	RNA helicase activity	ACCEPT	False	False	genes/human/UPF1/UPF1-ai-review.yaml
UPF2	Homo sapiens	GO:0035145	exon-exon junction complex	ACCEPT	False	False	genes/human/UPF2/UPF2-ai-review.yaml
UPF3A	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UPF3A/UPF3A-ai-review.yaml
UPF3A	Homo sapiens	GO:0042162	telomeric repeat DNA binding	KEEP_AS_NON_CORE	False	False	genes/human/UPF3A/UPF3A-ai-review.yaml
UPF3A	Homo sapiens	GO:0045727	positive regulation of translation	KEEP_AS_NON_CORE	False	False	genes/human/UPF3A/UPF3A-ai-review.yaml
UPF3B	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/UPF3B/UPF3B-ai-review.yaml
UPF3B	Homo sapiens	GO:0003729	mRNA binding	ACCEPT	False	False	genes/human/UPF3B/UPF3B-ai-review.yaml
UPF3B	Homo sapiens	GO:0045727	positive regulation of translation	KEEP_AS_NON_CORE	False	False	genes/human/UPF3B/UPF3B-ai-review.yaml
UQCRC1	Homo sapiens	GO:0017087	mitochondrial processing peptidase complex	REMOVE	False	False	genes/human/UQCRC1/UQCRC1-ai-review.yaml
UQCRFS1	Homo sapiens	GO:0016491	oxidoreductase activity	MODIFY	False	True	genes/human/UQCRFS1/UQCRFS1-ai-review.yaml
UQCRFS1	Homo sapiens	GO:0045275	respiratory chain complex III	ACCEPT	False	False	genes/human/UQCRFS1/UQCRFS1-ai-review.yaml
UQCRFS1	Homo sapiens	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	ACCEPT	False	False	genes/human/UQCRFS1/UQCRFS1-ai-review.yaml
USO1	Homo sapiens	GO:0045056	transcytosis	REMOVE	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0061025	membrane fusion	ACCEPT	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0005783	endoplasmic reticulum	KEEP_AS_NON_CORE	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0005795	Golgi stack	ACCEPT	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0006886	intracellular protein transport	KEEP_AS_NON_CORE	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	ACCEPT	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0012507	ER to Golgi transport vesicle membrane	ACCEPT	False	False	genes/human/USO1/USO1-ai-review.yaml
USO1	Homo sapiens	GO:0048211	Golgi vesicle docking	ACCEPT	False	False	genes/human/USO1/USO1-ai-review.yaml
USP10	Homo sapiens	GO:0010506	regulation of autophagy	KEEP_AS_NON_CORE	False	False	genes/human/USP10/USP10-ai-review.yaml
USP10	Homo sapiens	GO:0030330	DNA damage response, signal transduction by p53 class mediator	KEEP_AS_NON_CORE	False	False	genes/human/USP10/USP10-ai-review.yaml
USP10	Homo sapiens	GO:0005769	early endosome	ACCEPT	False	False	genes/human/USP10/USP10-ai-review.yaml
USP21	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/USP21/USP21-ai-review.yaml
USP25	Homo sapiens	GO:0032183	SUMO binding	ACCEPT	False	False	genes/human/USP25/USP25-ai-review.yaml
USP8	Homo sapiens	GO:0007032	endosome organization	ACCEPT	False	False	genes/human/USP8/USP8-ai-review.yaml
USP8	Homo sapiens	GO:0007265	Ras protein signal transduction	KEEP_AS_NON_CORE	False	False	genes/human/USP8/USP8-ai-review.yaml
USP8	Homo sapiens	GO:0004843	cysteine-type deubiquitinase activity	ACCEPT	False	False	genes/human/USP8/USP8-ai-review.yaml
USP8	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/USP8/USP8-ai-review.yaml
USP8	Homo sapiens	GO:0014069	postsynaptic density	KEEP_AS_NON_CORE	False	False	genes/human/USP8/USP8-ai-review.yaml
USP8	Homo sapiens	GO:0030496	midbody	KEEP_AS_NON_CORE	False	False	genes/human/USP8/USP8-ai-review.yaml
UVRAG	Homo sapiens	GO:0000323	lytic vacuole	MODIFY	False	True	genes/human/UVRAG/UVRAG-ai-review.yaml
UVRAG	Homo sapiens	GO:0000149	SNARE binding	ACCEPT	False	False	genes/human/UVRAG/UVRAG-ai-review.yaml
UVRAG	Homo sapiens	GO:0035493	SNARE complex assembly	ACCEPT	False	False	genes/human/UVRAG/UVRAG-ai-review.yaml
VBP1	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/VBP1/VBP1-ai-review.yaml
VBP1	Homo sapiens	GO:0007017	microtubule-based process	KEEP_AS_NON_CORE	False	False	genes/human/VBP1/VBP1-ai-review.yaml
VBP1	Homo sapiens	GO:0016272	prefoldin complex	ACCEPT	False	False	genes/human/VBP1/VBP1-ai-review.yaml
VBP1	Homo sapiens	GO:0007021	tubulin complex assembly	ACCEPT	False	False	genes/human/VBP1/VBP1-ai-review.yaml
VBP1	Homo sapiens	GO:0015631	tubulin binding	ACCEPT	False	False	genes/human/VBP1/VBP1-ai-review.yaml
VCP	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0016887	ATP hydrolysis activity	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0051228	mitotic spindle disassembly	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0005829	cytosol	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0031593	polyubiquitin modification-dependent protein binding	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0030970	retrograde protein transport, ER to cytosol	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VCP	Homo sapiens	GO:0097352	autophagosome maturation	ACCEPT	False	False	genes/human/VCP/VCP-ai-review.yaml
VEGFA	Homo sapiens	GO:0005172	vascular endothelial growth factor receptor binding	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0008083	growth factor activity	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0048010	vascular endothelial growth factor receptor signaling pathway	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0005615	extracellular space	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0038084	vascular endothelial growth factor signaling pathway	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0042056	chemoattractant activity	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0050930	induction of positive chemotaxis	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0060754	positive regulation of mast cell chemotaxis	KEEP_AS_NON_CORE	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0002040	sprouting angiogenesis	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VEGFA	Homo sapiens	GO:0001666	response to hypoxia	ACCEPT	False	False	genes/human/VEGFA/VEGFA-ai-review.yaml
VMP1	Homo sapiens	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/human/VMP1/VMP1-ai-review.yaml
VMP1	Homo sapiens	GO:0012505	endomembrane system	ACCEPT	False	False	genes/human/VMP1/VMP1-ai-review.yaml
VMP1	Homo sapiens	GO:0000045	autophagosome assembly	ACCEPT	False	False	genes/human/VMP1/VMP1-ai-review.yaml
VMP1	Homo sapiens	GO:0016020	membrane	ACCEPT	False	False	genes/human/VMP1/VMP1-ai-review.yaml
VMP1	Homo sapiens	GO:0007030	Golgi organization	KEEP_AS_NON_CORE	False	False	genes/human/VMP1/VMP1-ai-review.yaml
VOPP1	Homo sapiens	GO:0031090	organelle membrane	ACCEPT	False	False	genes/human/VOPP1/VOPP1-ai-review.yaml
VPS28	Homo sapiens	GO:0005829	cytosol	KEEP_AS_NON_CORE	False	False	genes/human/VPS28/VPS28-ai-review.yaml
VPS28	Homo sapiens	GO:0043130	ubiquitin binding	MARK_AS_OVER_ANNOTATED	False	True	genes/human/VPS28/VPS28-ai-review.yaml
VPS28	Homo sapiens	GO:0000813	ESCRT I complex	ACCEPT	False	False	genes/human/VPS28/VPS28-ai-review.yaml
VPS28	Homo sapiens	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	ACCEPT	False	False	genes/human/VPS28/VPS28-ai-review.yaml
VPS37A	Homo sapiens	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	ACCEPT	False	False	genes/human/VPS37A/VPS37A-ai-review.yaml
VPS37A	Homo sapiens	GO:0000813	ESCRT I complex	ACCEPT	False	False	genes/human/VPS37A/VPS37A-ai-review.yaml
VPS37A	Homo sapiens	GO:0006612	protein targeting to membrane	MODIFY	False	True	genes/human/VPS37A/VPS37A-ai-review.yaml
