set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
interpro2go (GO_REF:0000002)	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043169	cation binding	UNDECIDED	False	False	molecular_function	genes/PSEPK/glgB/glgB-ai-review.yaml
interpro2go (GO_REF:0000002)	glk	Pseudomonas putida KT2440	GO:0005536	D-glucose binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glk/glk-ai-review.yaml
interpro2go (GO_REF:0000002)	glk	Pseudomonas putida KT2440	GO:0051156	glucose 6-phosphate metabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/glk/glk-ai-review.yaml
interpro2go (GO_REF:0000002)	glnA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glnA/glnA-ai-review.yaml
interpro2go (GO_REF:0000002)	glnS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000166	nucleotide binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glnS/glnS-ai-review.yaml
interpro2go (GO_REF:0000002)	glnS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006412	translation	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/glnS/glnS-ai-review.yaml
interpro2go (GO_REF:0000002)	glnS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043039	tRNA aminoacylation	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/glnS/glnS-ai-review.yaml
interpro2go (GO_REF:0000002)	glpF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015267	channel activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glpF/glpF-ai-review.yaml
interpro2go (GO_REF:0000002)	glpF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0055085	transmembrane transport	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/glpF/glpF-ai-review.yaml
interpro2go (GO_REF:0000002)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005975	carbohydrate metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/glpK/glpK-ai-review.yaml
interpro2go (GO_REF:0000002)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006072	glycerol-3-phosphate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/glpK/glpK-ai-review.yaml
interpro2go (GO_REF:0000002)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016773	phosphotransferase activity, alcohol group as acceptor	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/glpK/glpK-ai-review.yaml
interpro2go (GO_REF:0000002)	gltB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gltB/gltB-ai-review.yaml
interpro2go (GO_REF:0000002)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000049	tRNA binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gltX/gltX-ai-review.yaml
interpro2go (GO_REF:0000002)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000166	nucleotide binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gltX/gltX-ai-review.yaml
interpro2go (GO_REF:0000002)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008270	zinc ion binding	REMOVE	False	False	molecular_function	genes/PSEPK/gltX/gltX-ai-review.yaml
interpro2go (GO_REF:0000002)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043039	tRNA aminoacylation	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/gltX/gltX-ai-review.yaml
interpro2go (GO_REF:0000002)	glyQ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000166	nucleotide binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glyQ/glyQ-ai-review.yaml
interpro2go (GO_REF:0000002)	glyS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000166	nucleotide binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/glyS/glyS-ai-review.yaml
interpro2go (GO_REF:0000002)	glyS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004814	arginine-tRNA ligase activity	REMOVE	False	False	molecular_function	genes/PSEPK/glyS/glyS-ai-review.yaml
interpro2go (GO_REF:0000002)	glyS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006420	arginyl-tRNA aminoacylation	REMOVE	False	False	biological_process	genes/PSEPK/glyS/glyS-ai-review.yaml
interpro2go (GO_REF:0000002)	gpmI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gpmI/gpmI-ai-review.yaml
interpro2go (GO_REF:0000002)	gpmI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/PSEPK/gpmI/gpmI-ai-review.yaml
interpro2go (GO_REF:0000002)	gpmI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006007	glucose catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/gpmI/gpmI-ai-review.yaml
interpro2go (GO_REF:0000002)	gpmI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gpmI/gpmI-ai-review.yaml
interpro2go (GO_REF:0000002)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005975	carbohydrate metabolic process	MODIFY	False	True	biological_process	genes/PSEPK/gpsA/gpsA-ai-review.yaml
interpro2go (GO_REF:0000002)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gpsA/gpsA-ai-review.yaml
interpro2go (GO_REF:0000002)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046168	glycerol-3-phosphate catabolic process	REMOVE	False	False	biological_process	genes/PSEPK/gpsA/gpsA-ai-review.yaml
interpro2go (GO_REF:0000002)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051287	NAD binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gpsA/gpsA-ai-review.yaml
interpro2go (GO_REF:0000002)	groES	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005524	ATP binding	REMOVE	False	False	molecular_function	genes/PSEPK/groES/groES-ai-review.yaml
interpro2go (GO_REF:0000002)	groES	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044183	protein folding chaperone	ACCEPT	False	False	molecular_function	genes/PSEPK/groES/groES-ai-review.yaml
interpro2go (GO_REF:0000002)	grpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006457	protein folding	ACCEPT	False	False	biological_process	genes/PSEPK/grpE/grpE-ai-review.yaml
interpro2go (GO_REF:0000002)	grpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042803	protein homodimerization activity	ACCEPT	False	False	molecular_function	genes/PSEPK/grpE/grpE-ai-review.yaml
interpro2go (GO_REF:0000002)	grpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051087	protein-folding chaperone binding	ACCEPT	False	False	molecular_function	genes/PSEPK/grpE/grpE-ai-review.yaml
interpro2go (GO_REF:0000002)	gshA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gshA/gshA-ai-review.yaml
interpro2go (GO_REF:0000002)	gshB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gshB/gshB-ai-review.yaml
interpro2go (GO_REF:0000002)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003916	DNA topoisomerase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gyrA/gyrA-ai-review.yaml
interpro2go (GO_REF:0000002)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005694	chromosome	ACCEPT	False	False	cellular_component	genes/PSEPK/gyrA/gyrA-ai-review.yaml
interpro2go (GO_REF:0000002)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006259	DNA metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/gyrA/gyrA-ai-review.yaml
interpro2go (GO_REF:0000002)	hemB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033014	tetrapyrrole biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/hemB/hemB-ai-review.yaml
interpro2go (GO_REF:0000002)	hemB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	MODIFY	False	True	molecular_function	genes/PSEPK/hemB/hemB-ai-review.yaml
interpro2go (GO_REF:0000002)	hemBB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033014	tetrapyrrole biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/hemBB/hemBB-ai-review.yaml
interpro2go (GO_REF:0000002)	hemBB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/hemBB/hemBB-ai-review.yaml
interpro2go (GO_REF:0000002)	hemE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006779	porphyrin-containing compound biosynthetic process	MODIFY	False	True	biological_process	genes/PSEPK/hemE/hemE-ai-review.yaml
interpro2go (GO_REF:0000002)	hfq	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006355	regulation of DNA-templated transcription	MODIFY	False	True	biological_process	genes/PSEPK/hfq/hfq-ai-review.yaml
interpro2go (GO_REF:0000002)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hisD/hisD-ai-review.yaml
interpro2go (GO_REF:0000002)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hisD/hisD-ai-review.yaml
interpro2go (GO_REF:0000002)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046872	metal ion binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hisD/hisD-ai-review.yaml
interpro2go (GO_REF:0000002)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051287	NAD binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/hisD/hisD-ai-review.yaml
interpro2go (GO_REF:0000002)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
interpro2go (GO_REF:0000002)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016301	kinase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
interpro2go (GO_REF:0000002)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016773	phosphotransferase activity, alcohol group as acceptor	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
interpro2go (GO_REF:0000002)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016779	nucleotidyltransferase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
interpro2go (GO_REF:0000002)	hmgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmgB/hmgB-ai-review.yaml
interpro2go (GO_REF:0000002)	hmgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009072	aromatic amino acid metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/hmgB/hmgB-ai-review.yaml
interpro2go (GO_REF:0000002)	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmgC/hmgC-ai-review.yaml
interpro2go (GO_REF:0000002)	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/PSEPK/hmgC/hmgC-ai-review.yaml
interpro2go (GO_REF:0000002)	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009072	aromatic amino acid metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/hmgC/hmgC-ai-review.yaml
interpro2go (GO_REF:0000002)	hmp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmp/hmp-ai-review.yaml
interpro2go (GO_REF:0000002)	hmp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019825	oxygen binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmp/hmp-ai-review.yaml
interpro2go (GO_REF:0000002)	hmp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0020037	heme binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmp/hmp-ai-review.yaml
interpro2go (GO_REF:0000002)	hpd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009072	aromatic amino acid metabolic process	MODIFY	False	True	biological_process	genes/PSEPK/hpd/hpd-ai-review.yaml
interpro2go (GO_REF:0000002)	hpd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hpd/hpd-ai-review.yaml
interpro2go (GO_REF:0000002)	hutF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016787	hydrolase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hutF/hutF-ai-review.yaml
interpro2go (GO_REF:0000002)	hutF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hutF/hutF-ai-review.yaml
interpro2go (GO_REF:0000002)	ileS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000049	tRNA binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ileS/ileS-ai-review.yaml
interpro2go (GO_REF:0000002)	ileS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000166	nucleotide binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ileS/ileS-ai-review.yaml
interpro2go (GO_REF:0000002)	ileS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0002161	aminoacyl-tRNA deacylase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ileS/ileS-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006520	amino acid metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/ilvA-I/ilvA-I-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ilvA-I/ilvA-I-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1901705	L-isoleucine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/ilvA-I/ilvA-I-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006520	amino acid metabolic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/ilvA-II/ilvA-II-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ilvA-II/ilvA-II-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1901705	L-isoleucine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/ilvA-II/ilvA-II-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009082	branched-chain amino acid biosynthetic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/ilvC/ilvC-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ilvC/ilvC-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050661	NADP binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ilvC/ilvC-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ilvD/ilvD-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009082	branched-chain amino acid biosynthetic process	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/ilvH/ilvH-ai-review.yaml
interpro2go (GO_REF:0000002)	ilvI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003824	catalytic activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ilvI/ilvI-ai-review.yaml
interpro2go (GO_REF:0000002)	infA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003676	nucleic acid binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/infA/infA-ai-review.yaml
interpro2go (GO_REF:0000002)	infA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003723	RNA binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/infA/infA-ai-review.yaml
interpro2go (GO_REF:0000002)	infB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005525	GTP binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/infB/infB-ai-review.yaml
interpro2go (GO_REF:0000002)	ivd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ivd/ivd-ai-review.yaml
interpro2go (GO_REF:0000002)	ivd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ivd/ivd-ai-review.yaml
interpro2go (GO_REF:0000002)	katA	Pseudomonas putida KT2440	GO:0006979	response to oxidative stress	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/katA/katA-ai-review.yaml
interpro2go (GO_REF:0000002)	katG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006979	response to oxidative stress	ACCEPT	False	False	biological_process	genes/PSEPK/katG/katG-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	KEEP_AS_NON_CORE	False	False	cellular_component	genes/PSEPK/kdpC/kdpC-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000160	phosphorelay signal transduction system	ACCEPT	False	False	biological_process	genes/PSEPK/kdpD/kdpD-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0007165	signal transduction	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/kdpD/kdpD-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016772	transferase activity, transferring phosphorus-containing groups	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/kdpD/kdpD-ai-review.yaml
interpro2go (GO_REF:0000002)	kdpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000160	phosphorelay signal transduction system	ACCEPT	False	False	biological_process	genes/PSEPK/kdpE/kdpE-ai-review.yaml
interpro2go (GO_REF:0000002)	kdsC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016788	hydrolase activity, acting on ester bonds	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/kdsC/kdsC-ai-review.yaml
interpro2go (GO_REF:0000002)	kguT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0055085	transmembrane transport	ACCEPT	False	False	biological_process	genes/PSEPK/kguT/kguT-ai-review.yaml
interpro2go (GO_REF:0000002)	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000287	magnesium ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/leuB/leuB-ai-review.yaml
interpro2go (GO_REF:0000002)	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/leuB/leuB-ai-review.yaml
interpro2go (GO_REF:0000002)	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051287	NAD binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/leuB/leuB-ai-review.yaml
