#gene_systematic_id	gene_name	aspect	term_id	term_name	reference	evidence	extension	comment
SPAC1002.03c	gls2	molecular_function	GO:0106407	Glc2Man9GlcNAc2 oligosaccharide glucosidase activity	PMID:19605557	IDA		
SPAC12G12.13c	cid14	biological_process	GO:0140746	siRNA catabolic process	PMID:28541282	IMP		(Fig. 5d,e) Only in presence of cid14/16 does rrp6 degrade ago1 bound rnas. This mechanism protects the genome from uncontrolled small RNAs
SPAC12G12.13c	cid14	molecular_function	GO:1990817	poly(A) RNA polymerase activity	PMID:17512405	IDA		In order to directly determine whether Cid14 is a bona fide poly(A) polymerase, we assayed recombinant wild-type or mutant Cid14 (GST-Cid14wt or GST-Cid14DADA, respectively; Figure 5A) for polyadenylation activity in vitro and found that wild-type Cid14 was able to extend a synthetic oligo(A)15 RNA but not an oligo(dA)15 DNA substrate (Figures 5B, 5C, and 5E).
SPAC1399.03	fur4	cellular_component	GO:0005783	endoplasmic reticulum	PMID:26536126	IDA		
SPAC1399.03	fur4	cellular_component	GO:0000324	fungal-type vacuole	PMID:26536126	IDA		
SPAC1399.03	fur4	cellular_component	GO:0000139	Golgi membrane	PMID:26536126	IDA		
SPAC1399.03	fur4	molecular_function	GO:0015210	uracil transmembrane transporter activity	PMID:26536126	IMP	happens_during(GO:0006995)	
SPAC13A11.01c	rga8	cellular_component	GO:0051285	cell cortex of cell tip	PMID:21885283	IDA	exists_during(GO:0051329)	(Figures 1A, 1B and S1B - S1I; TableI)
SPAC13A11.01c	rga8	cellular_component	GO:0000935	division septum	PMID:21885283	IDA	exists_during(GO:0000087)	(Figures 1A, 1B and S1B - S1I; TableI)
SPAC13A11.02c	erg11	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:37939137	EXP		As Ost4 and Erg11 localize to both the cortical ER and the nuclear envelope..... (Fig 1F and 1G)
SPAC13A11.02c	erg11	cellular_component	GO:0097038	perinuclear endoplasmic reticulum	PMID:37939137	EXP		As Ost4 and Erg11 localize to both the cortical ER and the nuclear envelope..... (Fig 1F and 1G)
SPAC13A11.03	mcp7	molecular_function	GO:0120230	recombinase activator activity	PMID:32414915	IDA	happens_during(GO:0007128),part_of(GO:0007131)	The Meu13-Mcp7 complex activates the initiation step of DNA strand exchange by Dmc1. The Meu13-Mcp7 complex also stimulates Rad51-driven strand exchange to a much less extent in the presence of the Swi5-Sfr1 complex.
SPAC13A11.04c	ubp8	cellular_component	GO:0000124	SAGA complex	PMID:29079657	IPI	exists_during(GO:0072690)	(Fig. 2 and supp table)
SPAC13A11.04c	ubp8	cellular_component	GO:0000124	SAGA complex	PMID:29079657	IPI	exists_during(GO:0006995)	(Fig. 2 and supp table)
SPAC13A11.04c	ubp8	molecular_function	GO:0004843	cysteine-type deubiquitinase activity	PMID:29352077	IDA	has_input(PomBase:SPCC622.09)	(Figure 4F)
SPAC13C5.02	dre4	biological_process	GO:0045292	mRNA cis splicing, via spliceosome	PMID:36095128	IMP		(Figure S13C)
SPAC13C5.07	mre11	cellular_component	GO:0035861	site of double-strand break	PMID:29851556	IDA		
SPAC13C5.07	mre11	biological_process	GO:0042138	meiotic DNA double-strand break formation	PMID:15654094	IMP		
SPAC13C5.07	mre11	molecular_function	GO:0004518	nuclease activity	PMID:22705791	IDA		
SPAC13F5.06c	sec10	molecular_function	GO:0005515	protein binding	PMID:11854409	IPI		
SPAC13G6.08	fzr2	biological_process	GO:0031145	anaphase-promoting complex-dependent catabolic process	PMID:21389117	IDA	has_input(PomBase:SPAC5D6.08c)	(Fig. 6C)
SPAC13G6.10c	asl1	cellular_component	GO:0005576	extracellular region	PMID:39660919	IDA	exists_during(GO:0016036)	A list of the 13 most abundant secreted proteins detected in the medium of phosphate-starved fission yeast cells is compiled in Fig. 2A
SPAC13G6.14	aps1	molecular_function	GO:0052745	inositol phosphate phosphatase activity	PMID:31276588	IMP	part_of(GO:0030643)	Octo phosphatase IP8 is a relevant substrate for the Aps1 pyrophosphatase with respect to phosphate homeostasis.
SPAC13G6.14	aps1	molecular_function	GO:0052846	inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity	PMID:38940614	IDA		(Fig. 6C and 7)
SPAC13G6.14	aps1	molecular_function	GO:0052847	inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity	PMID:38940614	IDA		(Fig. 6C and 7)
SPAC13G6.14	aps1	molecular_function	GO:0052843	inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity	PMID:38940614	IDA		(Fig. 5A, 6A and 7)
SPAC13G6.14	aps1	molecular_function	GO:0052845	inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity	PMID:38940614	IDA		(Fig. 6B and 7)
SPAC13G7.02c	ssa1	biological_process	GO:0030163	protein catabolic process	PMID:26152728	IMP		
SPAC13G7.05	are1	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:26990381	IDA		This was especially true in the case of Are1p. mYFP-Are1p and mYFP-Are2p were both localized throughout the nuclear and cortical/peripheral ER (Figure 2A,B). We repeated these experiments in wild-type genetic backgrounds and saw qualitatively similar YFP signal patterns (Figure 2C,D). Thus, the localizations of these two enzymes do not provide evidence to explain polarized lipid droplet formation in either cdc25-22 or wild-type fission yeast cells
SPAC13G7.05	are1	cellular_component	GO:0097038	perinuclear endoplasmic reticulum	PMID:26990381	IDA		This was especially true in the case of Are1p. mYFP-Are1p and mYFP-Are2p were both localized throughout the nuclear and cortical/peripheral ER (Figure 2A,B). We repeated these experiments in wild-type genetic backgrounds and saw qualitatively similar YFP signal patterns (Figure 2C,D). Thus, the localizations of these two enzymes do not provide evidence to explain polarized lipid droplet formation in either cdc25-22 or wild-type fission yeast cells
SPAC13G7.07	arb2	cellular_component	GO:0005737	cytoplasm	PMID:17310250	IDA		(Fig. 3A)
SPAC13G7.07	arb2	cellular_component	GO:0005634	nucleus	PMID:17310250	IDA		(Fig. 3A)
SPAC13G7.10	teb1	cellular_component	GO:0000785	chromatin	PMID:23314747	IDA	coincident_with(SO:0001901)	
SPAC13G7.10	teb1	cellular_component	GO:0000785	chromatin	PMID:23314747	IDA	coincident_with(SO:0001997)	
SPAC13G7.10	teb1	molecular_function	GO:0043565	sequence-specific DNA binding	PMID:27101289	IDA		binds with high affinity to mammalian-type 5'-TTAGGG-3' telomeric repeats, and with very low affinity to diverged S. pombe telomeric repeats
SPAC13G7.10	teb1	molecular_function	GO:0003712	transcription coregulator activity	PMID:27901072	EXP	has_input(PomBase:SPCC290.04)	(Fig. 6)
SPAC140.03	arb1	molecular_function	GO:0060698	endoribonuclease inhibitor activity	PMID:17310250	IDA	has_input(PomBase:SPCC736.11)	Nonetheless Arb1, by itself and/or together with Arb2, is a direct inhibitor of the slicer activity of fission yeast Ago1. Fig. 4D
SPAC140.04	ctr1	biological_process	GO:0071030	nuclear mRNA surveillance of spliceosomal pre-mRNA splicing	PMID:25989903	IMP		
SPAC144.02	iec1	biological_process	GO:0140861	DNA repair-dependent chromatin remodeling	PMID:19933844	EXP		Deletion of this Iec1 protein or the Ino80 complex subunit arp8, ies6, or ies2 causes defects in DNA damage repair, the response to replication stress, and nucleotide metabolism.
SPAC144.02	iec1	biological_process	GO:0045815	transcription initiation-coupled chromatin remodeling	PMID:19933844	EXP		Deletion of this Iec1 protein or the Ino80 complex subunit arp8, ies6, or ies2 causes defects in DNA damage repair, the response to replication stress, and nucleotide metabolism.
SPAC144.03	ade2	molecular_function	GO:0004019	adenylosuccinate synthase activity	PMID:4708672	IDA		The enzyme is strongly inhibited by AMP and GMP. Whereas GMP seems to act by a direct competition for the GTP binding site, AMP appears as an allosteric effector, showing at non-saturating substrate concentrations a homotropic effect as well as a heterotropic effect upon the GTP and aspartate binding
SPAC144.03	ade2	molecular_function	GO:0016208	AMP binding	PMID:4708672	IDA		The enzyme is strongly inhibited by AMP and GMP. Whereas GMP seems to act by a direct competition for the GTP binding site, AMP appears as an allosteric effector, showing at non-saturating substrate concentrations a homotropic effect as well as a heterotropic effect upon the GTP and aspartate binding
SPAC144.03	ade2	molecular_function	GO:0019002	GMP binding	PMID:4708672	IDA		The enzyme is strongly inhibited by AMP and GMP. Whereas GMP seems to act by a direct competition for the GTP binding site, AMP appears as an allosteric effector, showing at non-saturating substrate concentrations a homotropic effect as well as a heterotropic effect upon the GTP and aspartate binding
SPAC144.12	rki1	molecular_function	GO:0004751	ribose-5-phosphate isomerase activity	PMID:9872416	EXP	part_of(GO:0009052)	(Figure 2)
SPAC144.13c	srw1	biological_process	GO:0031568	mitotic G1 cell size control checkpoint signaling	PMID:9398669	IGI	happens_during(GO:0006995)	
SPAC144.13c	srw1	biological_process	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	PMID:9571240	IGI		Ste9 was indispensable for the growth of the wee1 cells, which had to lengthen the pre-Start G1 period to restrain DNA synthesis until the critical size to override Start control was attained....Ste9 might be required for maintenance of the Cdc2 kinase in a pre-Start form, suggested by the fact that overexpression of Ste9 induced rereplication of the genome due to reduction of the mitotic kinase activity of the Cdc13/Cdc2 complex, and rereplication in the cdc2ts strain was prevented by the ste9 mutation.
SPAC144.13c	srw1	biological_process	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	PMID:10921876	IMP	happens_during(GO:0000080),has_input(PomBase:SPBC582.03)	
SPAC144.13c	srw1	biological_process	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	PMID:10921876	IMP	happens_during(GO:0000080),has_input(PomBase:SPCC4E9.02)	
SPAC144.18	vrg4	cellular_component	GO:0005794	Golgi apparatus	PMID:19624755	IDA		n wild-type cells, most of Krp1- red fluorescent protein (RFP) colocalized with GFP- Vrg4 (Fig. 7a), indicating that Krp1 mainly localized to the Golgi apparatus
SPAC144.18	vrg4	molecular_function	GO:0005458	GDP-mannose transmembrane transporter activity	PMID:27587357	IMP		
SPAC1486.04c	alm1	cellular_component	GO:0005635	nuclear envelope	PMID:28974540	IDA		(Fig. 5A)
SPAC1486.04c	alm1	cellular_component	GO:0044615	nuclear pore nuclear basket	PMID:32848252	EXP	exists_during(GO:0051329)	(Fig. 3a) Extended Data Fig. 4a-c Removed from nuclear basket in bridge midzone during nuclear division
SPAC1486.04c	alm1	biological_process	GO:0120292	positive regulation of mitotic recombination-dependent replication fork processing	PMID:38917328	IMP		Thus, Alm1 and Nup60 promote RDR in a preand post-anchoring manner, respectively.
SPAC1486.04c	alm1	molecular_function	GO:0017056	structural constituent of nuclear pore	PMID:28974540	EXP		(Fig. 1a)
SPAC1486.05	nup189	molecular_function	GO:0008233	peptidase activity	PMID:26137436	EXP	has_input(PomBase:SPAC1486.05)	we failed to detect a band corresponding to the full-length Nup189 fused with GFP (Nup98-Nup96-GFP), indicating that autocleavage occurs with no remains of the joint molecule. The same bands corresponding to Nup98 and Nup96-GFP were also detected in the splicing-defective mutant, as expected (Fig. 2B and C
SPAC14C4.01c	atg43	cellular_component	GO:0005741	mitochondrial outer membrane	PMID:33138913	EXP		(Figure 2F, 2G, 2H)
SPAC14C4.01c	atg43	molecular_function	GO:0140580	mitochondrion autophagosome adaptor activity	PMID:33138913	EXP	has_input(PomBase:SPBP8B7.24c),part_of(GO:0000423)	Therefore, we propose that a major role of Atg43 in the mitophagy process is to tether Atg8 to mitochondria through direct interaction with Atg8 via the AIM region.
SPAC14C4.01c	atg43	molecular_function	GO:0005515	protein binding	PMID:33138913	IPI	part_of(GO:0000423)	The interaction between full-length Atg43 and Mim2 was confirmed using reciprocal immunoprecipitation experiments (Figure 5A and Figure 5—Figure supplement 1B).
SPAC14C4.05c	man1	cellular_component	GO:0005637	nuclear inner membrane	PMID:27334362	IDA		(Fig. 1a)
SPAC14C4.08	mug5	molecular_function	GO:0106006	cytoskeletal protein-membrane anchor activity	PMID:25736293	EXP	part_of(GO:0032118)	
SPAC14C4.09	agn1	cellular_component	GO:0005576	extracellular region	PMID:39660919	IDA	exists_during(GO:0016036)	A list of the 13 most abundant secreted proteins detected in the medium of phosphate-starved fission yeast cells is compiled in Fig. 2A
SPAC14C4.11	vtc2	biological_process	GO:0006799	polyphosphate biosynthetic process	PMID:34147496	IMP		
SPAC14C4.13	rad17	cellular_component	GO:0000785	chromatin	PMID:10683155	IDA		
SPAC14C4.13	rad17	cellular_component	GO:0000785	chromatin	PMID:21945095	IDA	part_of(GO:0043596)	
SPAC14C4.13	rad17	molecular_function	GO:0003682	chromatin binding	PMID:11313455	IDA		
SPAC1556.01c	rad50	biological_process	GO:0042138	meiotic DNA double-strand break formation	PMID:15654094	IMP		
SPAC1556.01c	rad50	molecular_function	GO:0045027	DNA end binding	PMID:30104346	EXP	happens_during(GO:1990414)	
SPAC1556.08c	cbs2	cellular_component	GO:0031588	nucleotide-activated protein kinase complex	PMID:22375066	IDA		These results indicated that Ssp2 interacts physically with Amk2 and Cbs2 in vivo, showing that AMPK is indeed a αβγ heterotrimer and that these three subunits interact even under optimal growth conditions.
SPAC1556.08c	cbs2	molecular_function	GO:0043531	ADP binding	PMID:17937917	IDA		
SPAC1556.08c	cbs2	molecular_function	GO:0016208	AMP binding	PMID:17937917	IDA		
SPAC1556.08c	cbs2	molecular_function	GO:0005524	ATP binding	PMID:17937917	IDA		
SPAC1565.05	utp8	cellular_component	GO:0032040	small-subunit processome	PMID:36423630	IDA		We isolated nascent 40S (also known as small subunit processome) by pulling down fibrillarin (Nop1)-associated particles (Figure S4I Table S3; Data S1)
SPAC1565.06c	spg1	cellular_component	GO:0035974	meiotic spindle pole body	PMID:16787941	IDA	exists_during(GO:0098764)	(Fig. 1C)
SPAC1565.06c	spg1	cellular_component	GO:0035974	meiotic spindle pole body	PMID:16787941	IDA	exists_during(GO:0098765)	(Fig. 1C)
SPAC1565.06c	spg1	cellular_component	GO:0044732	mitotic spindle pole body	PMID:9420333	EXP	exists_during(GO:0051329)	(Fig. 3A,C) spg1-HA observed at SPB throughout the mitotic cell cycle
SPAC1565.06c	spg1	cellular_component	GO:0044732	mitotic spindle pole body	PMID:9420333	EXP	exists_during(GO:0000089)	(Fig. 3A,C) spg1-HA observed at SPB throughout the mitotic cell cycle
SPAC1565.06c	spg1	molecular_function	GO:0035591	signaling adaptor activity	PMID:9420333	IDA	happens_during(GO:0000092),has_input(PomBase:SPBC21.06c),occurs_in(GO:0071958),part_of(GO:0031028)	
SPAC1565.06c	spg1	molecular_function	GO:0035591	signaling adaptor activity	PMID:9420333	IDA	happens_during(GO:0000089),has_input(PomBase:SPBC21.06c),occurs_in(GO:0071958),part_of(GO:0031028)	
SPAC1565.06c	spg1	molecular_function	GO:0035591	signaling adaptor activity	PMID:9420333	IDA	happens_during(GO:0000089),has_input(PomBase:SPBC21.06c),occurs_in(GO:0071957),part_of(GO:0031028)	
SPAC15A10.02	taf12	cellular_component	GO:0000124	SAGA complex	PMID:29079657	IPI	exists_during(GO:0072690)	(Fig. 2 and supp table)
SPAC15A10.02	taf12	cellular_component	GO:0000124	SAGA complex	PMID:29079657	IPI	exists_during(GO:0006995)	(Fig. 2 and supp table)
SPAC15A10.03c	rad54	biological_process	GO:0007534	gene conversion at mating-type locus	PMID:36951094	IDA		Rad54 further stimulates the activation of strand invasion of Rad51 by the Swi2-Swi5 complex.
SPAC15A10.08	ain1	cellular_component	GO:0032432	actin filament bundle	PMID:27075176	IDA		(Figure 3A and Supplemental Video 3).
SPAC15A10.08	ain1	cellular_component	GO:0110085	mitotic actomyosin contractile ring	PMID:14602073	IDA		
SPAC15A10.08	ain1	cellular_component	GO:0110085	mitotic actomyosin contractile ring	PMID:11294907	IDA		
SPAC15A10.08	ain1	biological_process	GO:0051017	actin filament bundle assembly	PMID:27075176	IMP		
SPAC15A10.08	ain1	molecular_function	GO:0051015	actin filament binding	PMID:27069798	EXP		
SPAC15A10.08	ain1	molecular_function	GO:0003786	actin lateral binding	PMID:27075176	EXP	part_of(GO:0051017)	(Figure 1, C and D).
SPAC15A10.11	ubr11	molecular_function	GO:0061630	ubiquitin protein ligase activity	PMID:28947618	IMP	has_input(PomBase:SPAC31G5.18c),part_of(GO:0071596)	(Fig. 3E)
SPAC15A10.15	sgo2	cellular_component	GO:0000775	chromosome, centromeric region	PMID:26804021	IDA		(Fig. 1a)
SPAC15A10.15	sgo2	cellular_component	GO:0099115	chromosome, subtelomeric region	PMID:19965387	IDA	exists_during(GO:0000085)	(Fig. 4c)
SPAC15A10.15	sgo2	cellular_component	GO:0099115	chromosome, subtelomeric region	PMID:26804021	IDA	exists_during(GO:0000085)	(Fig. 1a, 4) (knob)
SPAC15A10.15	sgo2	cellular_component	GO:0005721	pericentric heterochromatin	PMID:14730319	IDA	exists_during(GO:0000089)	(Fig. 4d,e)
SPAC15A10.15	sgo2	molecular_function	GO:0140463	chromatin-protein adaptor activity	PMID:20739936	IPI	has_input(PomBase:SPCC962.02c),occurs_at(SO:0001796),part_of(GO:1990758)	Supplementary Fig. 8a)
SPAC15E1.04	hal3	molecular_function	GO:0004864	protein phosphatase inhibitor activity	PMID:23962284	IDA	has_input(PomBase:SPAC57A7.08)	
SPAC15E1.07c	moa1	biological_process	GO:0031619	homologous chromosome orientation in meiotic metaphase I	PMID:38448160	IMP		In moa1Δ cells, a minority population (11%) of cells underwent equational segregation at meiosis I (because of defects in mono-orientation), whereas the majority underwent reductional segregation due to the presence of chiasmata and tension exerted across homologs, as reported previously (Miyazaki et al, 2017) (Fig 2B)
