organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
rat	Acot1	O88267	GO:0047617	fatty acyl-CoA hydrolase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Acot1 core biochemistry or the closest GO process for that activity. GO; GO:0047617; F:fatty acyl-CoA hydrolase activity; IDA:UniProtKB.	genes/rat/Acot1/Acot1-ai-review.yaml
rat	Acot1	O88267	GO:0001676	long-chain fatty acid metabolic process	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Acot1 core biochemistry or the closest GO process for that activity. GO; GO:0001676; P:long-chain fatty acid metabolic process; IDA:UniProtKB.	genes/rat/Acot1/Acot1-ai-review.yaml
rat	Acot1	O88267	GO:0006637	acyl-CoA metabolic process	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Acot1 core biochemistry or the closest GO process for that activity. GO; GO:0006637; P:acyl-CoA metabolic process; ISO:RGD.	genes/rat/Acot1/Acot1-ai-review.yaml
rat	Acot1	O88267	GO:0047617	fatty acyl-CoA hydrolase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Acot1 core biochemistry or the closest GO process for that activity. GO; GO:0047617; F:fatty acyl-CoA hydrolase activity; IDA:UniProtKB.	genes/rat/Acot1/Acot1-ai-review.yaml
rat	Acot1	O88267	GO:0047617	fatty acyl-CoA hydrolase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Acot1 core biochemistry or the closest GO process for that activity. GO; GO:0047617; F:fatty acyl-CoA hydrolase activity; IDA:UniProtKB.	genes/rat/Acot1/Acot1-ai-review.yaml
rat	Akt1	P47196	GO:0046777	protein autophosphorylation	IDA	False	REMOVE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	The early PDGF paper supports AKT activation downstream of PI3K, but protein autophosphorylation is not a stable or well-supported defining activity for AKT1. Current AKT1 b	genes/rat/Akt1/Akt1-ai-review.yaml
rat	Akt1	P47196	GO:0032794	GTPase activating protein binding	IPI	False	KEEP_AS_NON_CORE	GTPASE_ACTIVITY	molecular	low	GTPase-activating	Direct interaction with Ras GTPase-activating protein is supported, but this is a partner-specific interaction rather than a	genes/rat/Akt1/Akt1-ai-review.yaml
rat	Akt1	P47196	GO:0004674	protein serine/threonine kinase activity	IDA	False	ACCEPT	METABOLIC_FLUX	phenotypic	high	2-deoxyglucose uptake	hemistry or canonical pathway role is conserved across mammals. Akt kinases and 2-deoxyglucose uptake in rat skeletal muscles in vivo: study with insulin and exercise.	genes/rat/Akt1/Akt1-ai-review.yaml
rat	Akt1	P47196	GO:0005524	ATP binding	IDA	False	ACCEPT	METABOLIC_FLUX	phenotypic	high	2-deoxyglucose uptake	hemistry or canonical pathway role is conserved across mammals. Akt kinases and 2-deoxyglucose uptake in rat skeletal muscles in vivo: study with insulin and exercise.	genes/rat/Akt1/Akt1-ai-review.yaml
rat	Akt1	P47196	GO:0006468	protein phosphorylation	IDA	False	KEEP_AS_NON_CORE	METABOLIC_FLUX	phenotypic	high	2-deoxyglucose uptake	process-level annotation rather than a defining AKT1 function. Akt kinases and 2-deoxyglucose uptake in rat skeletal muscles in vivo: study with insulin and exercise.	genes/rat/Akt1/Akt1-ai-review.yaml
rat	Alpi	P15693	GO:0000287	magnesium ion binding	IDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	crystal structure	nd rIAP-II, we constructed structural models based on the previously determined crystal structure for human placental alkaline phosphatase (hPLAP).	genes/rat/Alpi/Alpi-ai-review.yaml
rat	Alpi	P15693	GO:0004035	alkaline phosphatase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	nd rIAP-II, we constructed structural models based on the previously determined crystal structure for human placental alkaline phosphatase (hPLAP).	genes/rat/Alpi/Alpi-ai-review.yaml
rat	Alpi	P15693	GO:0008270	zinc ion binding	IDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	crystal structure	nd rIAP-II, we constructed structural models based on the previously determined crystal structure for human placental alkaline phosphatase (hPLAP).	genes/rat/Alpi/Alpi-ai-review.yaml
rat	Aoc1	P36633	GO:0005509	calcium ion binding	ISO	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	crystal structure	catalytic copper/TPQ center and are a conserved feature of copper amine oxidase crystal structures. calcium ion binding records a conserved structural metal-binding property of	genes/rat/Aoc1/Aoc1-ai-review.yaml
rat	Aprt	P36972	GO:0032869	cellular response to insulin stimulus	IEP	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	specific activity	cellular response to insulin stimulus. Insulin at 1.5 x 10(-7) M increased the specific activity of amidophosphoribosyltransferase (ATase) to 154-180%, hypoxanthine-guanine pho	genes/rat/Aprt/Aprt-ai-review.yaml
rat	Araf	P14056	GO:0004709	MAP kinase kinase kinase activity	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	kinase assay	support for A-Raf activity; it detected A-Raf protein while immunoprecipitation kinase assays failed to identify known Rafs as the EGF-sensitive MEK kinase. Retain the term	genes/rat/Araf/Araf-ai-review.yaml
rat	Araf	P14056	GO:0006468	protein phosphorylation	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	kinase assay	support for A-Raf activity; it detected A-Raf protein while immunoprecipitation kinase assays failed to identify known Rafs as the EGF-sensitive MEK kinase. Retain the term	genes/rat/Araf/Araf-ai-review.yaml
rat	Casp3	P55213	GO:1902512	positive regulation of apoptotic DNA fragmentation	ISO	False	ACCEPT	APOPTOSIS_CASPASE	phenotypic	high	caspase-3 activ	f apoptotic DNA fragmentation is a canonical downstream consequence of effector caspase-3 activation and is conserved across mammals.	genes/rat/Casp3/Casp3-ai-review.yaml
rat	Casp3	P55213	GO:0004175	endopeptidase activity	ISO	False	MODIFY	IN_VITRO_ENZYME	molecular	low	specific activity	rect catalytic evidence, but endopeptidase activity is too broad. The conserved specific activity is cysteine-type endopeptidase activity.	genes/rat/Casp3/Casp3-ai-review.yaml
rat	Ces2c	O70631	GO:0050253	retinyl-palmitate esterase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. GO; GO:0050253; F:retinyl-palmitate esterase activity; IDA:UniProtKB. CES enzy	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ces2c	O70631	GO:0042572	retinol metabolic process	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. FUNCTION: Hydrolase with high activity towards palmitoylcarnitine. Is also act	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ces2c	O70631	GO:0047619	acylcarnitine hydrolase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. GO; GO:0047619; F:acylcarnitine hydrolase activity; ISO:RGD. Historical rat es	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ces2c	O70631	GO:0047619	acylcarnitine hydrolase activity	ISS	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. GO; GO:0047619; F:acylcarnitine hydrolase activity; ISO:RGD. Historical rat es	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ces2c	O70631	GO:0050253	retinyl-palmitate esterase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. GO; GO:0050253; F:retinyl-palmitate esterase activity; IDA:UniProtKB.	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ces2c	O70631	GO:0047619	acylcarnitine hydrolase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ces2c core biochemistry or the closest GO process for that activity. GO; GO:0047619; F:acylcarnitine hydrolase activity; ISO:RGD. Historical rat es	genes/rat/Ces2c/Ces2c-ai-review.yaml
rat	Ckmt2	P09605	GO:0004111	creatine kinase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ckmt2 core biochemistry or the closest GO process for that activity. GO; GO:0004111; F:creatine kinase activity; IBA:GO_Central. CKMT2 is a **phosp	genes/rat/Ckmt2/Ckmt2-ai-review.yaml
rat	Ckmt2	P09605	GO:0046314	phosphocreatine biosynthetic process	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ckmt2 core biochemistry or the closest GO process for that activity. GO; GO:0046314; P:phosphocreatine biosynthetic process; IBA:GO_Central. In hea	genes/rat/Ckmt2/Ckmt2-ai-review.yaml
rat	Ckmt2	P09605	GO:0004111	creatine kinase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ckmt2 core biochemistry or the closest GO process for that activity. GO; GO:0004111; F:creatine kinase activity; IBA:GO_Central. CKMT2 is a **phosp	genes/rat/Ckmt2/Ckmt2-ai-review.yaml
rat	Ckmt2	P09605	GO:0046314	phosphocreatine biosynthetic process	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	rectly supported part of Ckmt2 core biochemistry or the closest GO process for that activity. GO; GO:0046314; P:phosphocreatine biosynthetic process; IEA:InterPro (InterPro	genes/rat/Ckmt2/Ckmt2-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB. **Ddo/DDO (D-as	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0019478	D-amino acid catabolic process	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0019478; P:D-amino acid catabolic process; IDA:UniProtKB. Ddo knockout	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0019478	D-amino acid catabolic process	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0019478; P:D-amino acid catabolic process; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	EXP	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0019478	D-amino acid catabolic process	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0019478; P:D-amino acid catabolic process; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0019478	D-amino acid catabolic process	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0019478; P:D-amino acid catabolic process; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0008445	D-aspartate oxidase activity	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0008445; F:D-aspartate oxidase activity; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Ddo	D3ZDM7	GO:0019478	D-amino acid catabolic process	IDA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	directly supported part of Ddo core biochemistry or the closest GO process for that activity. GO; GO:0019478; P:D-amino acid catabolic process; IDA:UniProtKB.	genes/rat/Ddo/Ddo-ai-review.yaml
rat	Egfr	G3V6K6	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	inase that transmits a signal across the plasma membrane by catalyzing tyrosine autophosphorylation. The IBA inference is phylogenetically sound for the EGF receptor subfamily.	genes/rat/Egfr/Egfr-ai-review.yaml
rat	Egfr	G3V6K6	GO:0043410	positive regulation of MAPK cascade	IBA	False	KEEP_AS_NON_CORE	KINASE_ACTIVITY_ASSAY	molecular	low	Autophosphorylat	ly with other downstream BP outcomes (apoptosis, proliferation) in this review. Autophosphorylation enables recruitment of adaptor/effector proteins (e.g., GRB2, GAB1, PLCγ), c	genes/rat/Egfr/Egfr-ai-review.yaml
rat	Egfr	G3V6K6	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	GFR catalyzes **protein tyrosine phosphorylation** on its own cytoplasmic tail (autophosphorylation) after ligand-induced activation.	genes/rat/Egfr/Egfr-ai-review.yaml
rat	Egfr	G3V6K6	GO:0005006	epidermal growth factor receptor activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	reases intrinsic kinase activity upon ligand-induced dimerization and catalyzes autophosphorylation on cytoplasmic tyrosines, generating SH2/PTB docking sites for signaling pro	genes/rat/Egfr/Egfr-ai-review.yaml
rat	Egfr	G3V6K6	GO:0071364	cellular response to epidermal growth factor stimulus	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	reases intrinsic kinase activity upon ligand-induced dimerization and catalyzes autophosphorylation on cytoplasmic tyrosines, generating SH2/PTB docking sites for signaling pro	genes/rat/Egfr/Egfr-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0005789	endoplasmic reticulum membrane	IBA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	reconstitut	d bilayer context (lost on detergent solubilization, restored on proteoliposome reconstitution), so the ER membrane is the obligate setting for its core function. The loca	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0030148	sphingolipid biosynthetic process	IBA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	reconstitut	P:sphingolipid biosynthetic process; IBA:GO_Central. In purified-enzyme assays (reconstituted into proteoliposomes), mammalian ELOVL7 shows activity toward **C16–C20** acy	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0034626; P:fatty acid elongation, polyunsaturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0019367	fatty acid elongation, saturated fatty acid	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0019367; P:fatty acid elongation, saturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0034625	fatty acid elongation, monounsaturated fatty acid	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0034625; P:fatty acid elongation, monounsaturated fatty acid; IBA:GO_Ce	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0009922	fatty acid elongase activity	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0009922; F:fatty acid elongase activity; ISO:RGD. Biochemical character	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0019367	fatty acid elongation, saturated fatty acid	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0019367; P:fatty acid elongation, saturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0034625	fatty acid elongation, monounsaturated fatty acid	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0034625; P:fatty acid elongation, monounsaturated fatty acid; IBA:GO_Ce	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	IEA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0034626; P:fatty acid elongation, polyunsaturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0009922	fatty acid elongase activity	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0009922; F:fatty acid elongase activity; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0019367	fatty acid elongation, saturated fatty acid	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0019367; P:fatty acid elongation, saturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Elovl7	D4ADY9	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	ISO	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	hat activity	ectly supported part of Elovl7 core biochemistry or the closest GO process for that activity. GO; GO:0034626; P:fatty acid elongation, polyunsaturated fatty acid; ISO:RGD.	genes/rat/Elovl7/Elovl7-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	IBA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	IEA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	ISS	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	ISO	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0006601	creatine biosynthetic process	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	d by Gamt conversion of guanidinoacetate to creatine using SAM as methyl donor. Crystal structure of guanidinoacetate methyltransferase from rat liver: a model structure of prot	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0042802	identical protein binding	IPI	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	Crystal structure	tion or oligomeric/interaction context rather than the defining catalytic role. Crystal structure of guanidinoacetate methyltransferase from rat liver: a model structure of prot	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0006601	creatine biosynthetic process	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	SAM as methyl donor. Catalytic mechanism of guanidinoacetate methyltransferase: crystal structures of guanidinoacetate methyltransferase ternary complexes.	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	SAM as methyl donor. Catalytic mechanism of guanidinoacetate methyltransferase: crystal structures of guanidinoacetate methyltransferase ternary complexes. Required methyl donor	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IDA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	S-adenosylmethionine-dependent methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	IDA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt, but PMID:12069495 only measured GAMT activity as a second	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	SAM as methyl donor. Catalytic mechanism of guanidinoacetate methyltransferase: crystal structures of guanidinoacetate methyltransferase ternary complexes.	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	IDA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0050843	S-adenosylmethionine catabolic process	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	SAM as methyl donor. Catalytic mechanism of guanidinoacetate methyltransferase: crystal structures of guanidinoacetate methyltransferase ternary complexes. Coproduct is S-adenos	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gamt	P10868	GO:0030731	guanidinoacetate N-methyltransferase activity	NAS	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	guanidinoacetate N-methyltransferase activity is retained for Gamt because it matches the documented core molecular role or a	genes/rat/Gamt/Gamt-ai-review.yaml
rat	Gsta1	P00502	GO:0047066	phospholipid-hydroperoxide glutathione peroxidase activity	IEA	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	4-HNE	ysts for conjugation of lipid-derived electrophiles such as **4-hydroxynonenal (4-HNE)**.	genes/rat/Gsta1/Gsta1-ai-review.yaml
rat	Gsta1	P00502	GO:0098869	cellular oxidant detoxification	IEA	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	4-HNE	ysts for conjugation of lipid-derived electrophiles such as **4-hydroxynonenal (4-HNE)**.	genes/rat/Gsta1/Gsta1-ai-review.yaml
rat	Gsta4	P14942	GO:0004364	glutathione transferase activity	IBA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	4-HNE	electrophiles. GO; GO:0004364; F:glutathione transferase activity; ISO:RGD. For 4-HNE and related substrates, GSTA4-4 forms glutathionylated adducts such as **GS-HNE	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0006749	glutathione metabolic process	IBA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	4-HNE	biological role is **detoxification of reactive lipid aldehydes**, especially **4-HNE**, thereby limiting **protein carbonylation**, oxidative damage, and downstream	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0006805	xenobiotic metabolic process	IBA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Gsta4's glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles supports retaining xenobiotic metabolic p	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0004364	glutathione transferase activity	IEA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Gsta4's glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles supports retaining glutathione transferas	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0042802	identical protein binding	ISO	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	context for Gsta4, but the curated core function is glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. GO; GO:0042802; F:identical protein bind	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0061771	response to caloric restriction	ISO	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	pathway context rather than the direct Gsta4 role in glutathione conjugation of lipid peroxidation products and xenobiotic electrophiles. GO; GO:0061771; P:response to caloric re	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0005739	mitochondrion	ISO	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	4-HNE	sing mitochondrial localization under oxidative/electrophilic stress (including 4-HNE exposure).	genes/rat/Gsta4/Gsta4-ai-review.yaml
rat	Gsta4	P14942	GO:0015643	toxic substance binding	IPI	False	MARK_AS_OVER_ANNOTATED	LIPID_PEROXIDATION	phenotypic	high	4-HNE	toxic substance binding is treated as over-annotation because the IPI evidence (4-HNE/CHEBI:58968) captures H-site substrate binding within the catalytic cycle rathe	genes/rat/Gsta4/Gsta4-ai-review.yaml
