cohort,role,accession,species,gene_symbol,gene_review,cohort_source,uniprot_panther,member_index_panther,resolved_accession,families,mapping_status,roles,family_reviews,gene_context_family,curation_status,unassigned_assessment
POMBE20,prediction_target,O94297,SCHPO,cem1,genes/SCHPO/cem1/cem1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR11712:SF336;PTHR11712,,O94297,PTHR11712,MAPPED,prediction_target,interpro/panther/PTHR11712/PTHR11712-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,O94400,SCHPO,asr1,genes/SCHPO/asr1/asr1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR12618;PTHR12618:SF20,,O94400,PTHR12618,MAPPED,prediction_target,interpro/panther/PTHR12618/PTHR12618-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q09683,SCHPO,mre11,genes/SCHPO/mre11/mre11-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR10139;PTHR10139:SF1,,Q09683,PTHR10139,MAPPED,prediction_target,interpro/panther/PTHR10139/PTHR10139-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q10222,SCHPO,pta1,genes/SCHPO/pta1/pta1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR15245:SF20;PTHR15245,,Q10222,PTHR15245,MAPPED,prediction_target,interpro/panther/PTHR15245/PTHR15245-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q7LKV3,SCHPO,sen15,genes/SCHPO/sen15/sen15-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR28518;PTHR28518:SF1,,Q7LKV3,PTHR28518,MAPPED,prediction_target,interpro/panther/PTHR28518/PTHR28518-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q7LL15,SCHPO,sus1,genes/SCHPO/sus1/sus1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR12514,,Q7LL15,PTHR12514,MAPPED,prediction_target,interpro/panther/PTHR12514/PTHR12514-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q9P6P2,SCHPO,rrp36,genes/SCHPO/rrp36/rrp36-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR21738;PTHR21738:SF0,,Q9P6P2,PTHR21738,MAPPED,prediction_target,interpro/panther/PTHR21738/PTHR21738-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q9P7B5,SCHPO,wss1,genes/SCHPO/wss1/wss1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR46622;PTHR46622:SF1,,Q9P7B5,PTHR46622,MAPPED,prediction_target,interpro/panther/PTHR46622/PTHR46622-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q9P7N2,SCHPO,vas2,genes/SCHPO/vas2/vas2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR11753,,Q9P7N2,PTHR11753,MAPPED,prediction_target,interpro/panther/PTHR11753/PTHR11753-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q9UUB6,SCHPO,uch2,genes/SCHPO/uch2/uch2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR10589;PTHR10589:SF16,,Q9UUB6,PTHR10589,MAPPED,prediction_target,interpro/panther/PTHR10589/PTHR10589-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE20,prediction_target,Q9UUI1,SCHPO,lsm6,genes/SCHPO/lsm6/lsm6-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv,PTHR11021;PTHR11021:SF1,,Q9UUI1,PTHR11021,MAPPED,prediction_target,interpro/panther/PTHR11021/PTHR11021-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,C6Y4C2,SCHPO,spo2,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,,,C6Y4C2,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Spo2 is a short VPS13 C-terminal-derived protein at a distinct annotated locus
POMBE_REMAINING8,prediction_target,O13935,SCHPO,trm402,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR22808;PTHR22808:SF1,,O13935,PTHR22808,MAPPED,prediction_target,interpro/panther/PTHR22808/PTHR22808-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,O94380,SCHPO,gpi16,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR12959:SF11;PTHR12959,,O94380,PTHR12959,MAPPED,prediction_target,interpro/panther/PTHR12959/PTHR12959-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,Q1MTQ9,SCHPO,nip7,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR23415,,Q1MTQ9,PTHR23415,MAPPED,prediction_target,interpro/panther/PTHR23415/PTHR23415-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,Q9HGQ3,SCHPO,cis4,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR45755;PTHR45755:SF4,,Q9HGQ3,PTHR45755,MAPPED,prediction_target,interpro/panther/PTHR45755/PTHR45755-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,Q9P7F2,SCHPO,cao1,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR10638;PTHR10638:SF86,,Q9P7F2,PTHR10638,MAPPED,prediction_target,interpro/panther/PTHR10638/PTHR10638-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,Q9UTA9,SCHPO,SPAC25B8.09,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR44942;PTHR44942:SF4,,Q9UTA9,PTHR44942,MAPPED,prediction_target,interpro/panther/PTHR44942/PTHR44942-review.yaml,,FAMILY_BOUNDARY_REVIEW,
POMBE_REMAINING8,prediction_target,Q9Y7T6,SCHPO,sec59,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv,PTHR13205:SF15;PTHR13205,,Q9Y7T6,PTHR13205,MAPPED,prediction_target,interpro/panther/PTHR13205/PTHR13205-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,A7UX10,NEUCR,NCU11362,genes/NEUCR/NCU11362/NCU11362-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR13393:SF0;PTHR13393,,A7UX10,PTHR13393,MAPPED,prediction_target,interpro/panther/PTHR13393/PTHR13393-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q1K4S3,NEUCR,glt-1,genes/NEUCR/glt-1/glt-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR48022:SF92;PTHR48022,,Q1K4S3,PTHR48022,MAPPED,prediction_target,interpro/panther/PTHR48022/PTHR48022-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q1K6K5,NEUCR,NCU01245,genes/NEUCR/NCU01245/NCU01245-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR13408;PTHR13408:SF0,,Q1K6K5,PTHR13408,MAPPED,prediction_target,interpro/panther/PTHR13408/PTHR13408-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q1K772,NEUCR,NCU04302,genes/NEUCR/NCU04302/NCU04302-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR24067,,Q1K772,PTHR24067,MAPPED,prediction_target,interpro/panther/PTHR24067/PTHR24067-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7RWZ3,NEUCR,NCU01540,genes/NEUCR/NCU01540/NCU01540-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR10283:SF92;PTHR10283,,Q7RWZ3,PTHR10283,MAPPED,prediction_target,interpro/panther/PTHR10283/PTHR10283-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7RYZ6,NEUCR,mek-1,genes/NEUCR/mek-1/mek-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR47448;PTHR47448:SF5,,Q7RYZ6,PTHR47448,MAPPED,prediction_target,interpro/panther/PTHR47448/PTHR47448-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S234,NEUCR,NCU09880,genes/NEUCR/NCU09880/NCU09880-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR10553;PTHR10553:SF2,,Q7S234,PTHR10553,MAPPED,prediction_target,interpro/panther/PTHR10553/PTHR10553-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S2F2,NEUCR,NCU06005,genes/NEUCR/NCU06005/NCU06005-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR10196:SF69;PTHR10196,,Q7S2F2,PTHR10196,MAPPED,prediction_target,interpro/panther/PTHR10196/PTHR10196-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S2Q5,NEUCR,NCU09721,genes/NEUCR/NCU09721/NCU09721-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR11134,,Q7S2Q5,PTHR11134,MAPPED,prediction_target,interpro/panther/PTHR11134/PTHR11134-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S2X9,NEUCR,NCU08990,genes/NEUCR/NCU08990/NCU08990-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR19970:SF0;PTHR19970,,Q7S2X9,PTHR19970,MAPPED,prediction_target,interpro/panther/PTHR19970/PTHR19970-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S3B9,NEUCR,NCU04637,genes/NEUCR/NCU04637/NCU04637-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR47174;PTHR47174:SF1,,Q7S3B9,PTHR47174,MAPPED,prediction_target,interpro/panther/PTHR47174/PTHR47174-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7S3T0,NEUCR,NCU04937,genes/NEUCR/NCU04937/NCU04937-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,,,Q7S3T0,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Short coiled-coil protein; DNA-binding family unresolved
NEUROSPORA20,prediction_target,Q7S7W0,NEUCR,kal-1,genes/NEUCR/kal-1/kal-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR24324:SF5;PTHR24324,,Q7S7W0,PTHR24324,MAPPED,prediction_target,interpro/panther/PTHR24324/PTHR24324-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7SAD4,NEUCR,NCU06296,genes/NEUCR/NCU06296/NCU06296-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR23023,,Q7SAD4,PTHR23023,MAPPED,prediction_target,interpro/panther/PTHR23023/PTHR23023-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7SCN3,NEUCR,NCU08595,genes/NEUCR/NCU08595/NCU08595-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR12728;PTHR12728:SF0,,Q7SCN3,PTHR12728,MAPPED,prediction_target,interpro/panther/PTHR12728/PTHR12728-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7SCX0,NEUCR,vtc-4,genes/NEUCR/vtc-4/vtc-4-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR46140;PTHR46140:SF1,,Q7SCX0,PTHR46140,MAPPED,prediction_target,interpro/panther/PTHR46140/PTHR46140-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7SGY4,NEUCR,NCU03033,genes/NEUCR/NCU03033/NCU03033-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR12632,,Q7SGY4,PTHR12632,MAPPED,prediction_target,interpro/panther/PTHR12632/PTHR12632-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,Q7SHS5,NEUCR,NCU02539,genes/NEUCR/NCU02539/NCU02539-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR11630;PTHR11630:SF66,,Q7SHS5,PTHR11630,MAPPED,prediction_target,interpro/panther/PTHR11630/PTHR11630-review.yaml,,FAMILY_BOUNDARY_REVIEW,
NEUROSPORA20,prediction_target,V5ILC0,NEUCR,NCU12035,genes/NEUCR/NCU12035/NCU12035-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,,,V5ILC0,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,GNAT-domain acetyltransferase candidate; substrate unresolved
NEUROSPORA20,prediction_target,V5IQW8,NEUCR,NCU07379,genes/NEUCR/NCU07379/NCU07379-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv,PTHR40621:SF6;PTHR40621,,V5IQW8,PTHR40621,MAPPED,prediction_target,interpro/panther/PTHR40621/PTHR40621-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,F8WDQ9,human,UBE2F,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,,,F8WDQ9,,NO_PANTHER_ASSIGNMENT,prediction_target,,PTHR24067,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Verified UBE2F gene context; truncated alternative UBC product
MOD_EVOLUTION20,prediction_target,J3KS48,human,NARF,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR11615,,J3KS48,PTHR11615,MAPPED,prediction_target,interpro/panther/PTHR11615/PTHR11615-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A2R8YCT7,human,DTD1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR10472:SF5;PTHR10472,,A0A2R8YCT7,PTHR10472,MAPPED,prediction_target,interpro/panther/PTHR10472/PTHR10472-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A7P0T7Z1,human,ACAD9,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR43884;PTHR43884:SF9,,A0A7P0T7Z1,PTHR43884,MAPPED,prediction_target,interpro/panther/PTHR43884/PTHR43884-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,G3V4H1,human,RHOJ,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR24072,,G3V4H1,PTHR24072,MAPPED,prediction_target,interpro/panther/PTHR24072/PTHR24072-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A140LHW5,mouse,Spcs2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,,,A0A140LHW5,,NO_PANTHER_ASSIGNMENT,prediction_target,,PTHR13085,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Verified Spcs2 gene context; short product lacks canonical membrane architecture
MOD_EVOLUTION20,prediction_target,A0A494B8X4,mouse,Sdhaf2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR12469;PTHR12469:SF2,,A0A494B8X4,PTHR12469,MAPPED,prediction_target,interpro/panther/PTHR12469/PTHR12469-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A3B2WCZ5,mouse,Vmn2r73,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR24061;PTHR24061:SF413,,A0A3B2WCZ5,PTHR24061,MAPPED,prediction_target,interpro/panther/PTHR24061/PTHR24061-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,B4F7D2,rat,Pnkd,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR11935;PTHR11935:SF116,,B4F7D2,PTHR11935,MAPPED,prediction_target,interpro/panther/PTHR11935/PTHR11935-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A8I5ZMD5,rat,Mtmr12,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR10807;PTHR10807:SF37,,A0A8I5ZMD5,PTHR10807,MAPPED,prediction_target,interpro/panther/PTHR10807/PTHR10807-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,A0A8I6ALM9,rat,Ptk7,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR45080;PTHR45080:SF21,,A0A8I6ALM9,PTHR45080,MAPPED,prediction_target,interpro/panther/PTHR45080/PTHR45080-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,U4PF58,worm,dpm-1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR43398;PTHR43398:SF1,,U4PF58,PTHR43398,MAPPED,prediction_target,interpro/panther/PTHR43398/PTHR43398-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,S6FN32,worm,wdr-23,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR19847;PTHR19847:SF7,,S6FN32,PTHR19847,MAPPED,prediction_target,interpro/panther/PTHR19847/PTHR19847-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q18287,worm,C28G1.2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,,,Q18287,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Serpin-fold protein; inhibitory mechanism unresolved
MOD_EVOLUTION20,prediction_target,A0A1P8ARD2,ARATH,FTSH12,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR43655;PTHR43655:SF19,,A0A1P8ARD2,PTHR43655,MAPPED,prediction_target,interpro/panther/PTHR43655/PTHR43655-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q9SAI7,ARATH,DRS1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR14773;PTHR14773:SF0,,Q9SAI7,PTHR14773,MAPPED,prediction_target,interpro/panther/PTHR14773/PTHR14773-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q0WW53,ARATH,AT4G38370,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR47821;PTHR47821:SF2,,Q0WW53,PTHR47821,MAPPED,prediction_target,interpro/panther/PTHR47821/PTHR47821-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q567K5,DANRE,dcxr,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR44252;PTHR44252:SF3,,Q567K5,PTHR44252,MAPPED,prediction_target,interpro/panther/PTHR44252/PTHR44252-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q6P0J1,DANRE,hes6,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR10985,,Q6P0J1,PTHR10985,MAPPED,prediction_target,interpro/panther/PTHR10985/PTHR10985-review.yaml,,FAMILY_BOUNDARY_REVIEW,
MOD_EVOLUTION20,prediction_target,Q6DCZ6,XENLA,uap1.S,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv,PTHR11952;PTHR11952:SF4,,Q6DCZ6,PTHR11952,MAPPED,prediction_target,interpro/panther/PTHR11952/PTHR11952-review.yaml,,FAMILY_BOUNDARY_REVIEW,
