gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
TXNDC11		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
TXNDC12		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
TXNDC16		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
UBA5		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UBAC1		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA, STI	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBAP1		GO:0000045	autophagosome assembly	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane|ESCRT-I complex component	TSG101;VPS28;VPS37A;VPS37B;VPS37C		1
UBAP2		GO:0006281	DNA repair	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|DNA repair	Ubiquitin Proteasome System|Ubiquitin and UBL binding|DNA repair|RNA polymerase II removal|UBA (UBAP2)	ABRAXAS1;ABRAXAS2;BABAM2;GCNA;POLH		1
UBAP2L		GO:0006281	DNA repair	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|DNA repair	Ubiquitin Proteasome System|Ubiquitin and UBL binding|DNA repair|RNA polymerase II removal|UBA (UBAP2)	ABRAXAS1;ABRAXAS2;BABAM2;GCNA;POLH		1
UBE2A		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 2|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2B		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 2|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2D1		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 4|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2D1		GO:0036503	ERAD pathway	new_to_goa	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated E2 conjugating enzyme	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K		2
UBE2D2		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Ubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
UBE2D2		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 4|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2D3		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Ubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
UBE2D3		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 4|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2D4		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 4|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2E3		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 4|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2G1		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 3|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2G1		GO:0036503	ERAD pathway	new_to_goa	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated E2 conjugating enzyme	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K		2
UBE2G2		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 3|backside Ub binding	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2G2		GO:0061724	lipophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy|Ubiquitination of lipid droplet surface proteins	ADRB2;AUP1;RAB7A;RAB7B;UBE2G2		1
UBE2K		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 1|UBA	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2K		GO:0036503	ERAD pathway	new_to_goa	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated E2 conjugating enzyme	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K		2
UBE2L3		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Ubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
UBE2N		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Ubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
UBE2Q1		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 17|RWD	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBE2Q2		GO:0031624	ubiquitin conjugating enzyme binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme	Ubiquitin Proteasome System|Ubiquitin and UBL binding|E2 conjugating enzyme|Family 17|RWD	UBE2A;UBE2B;UBE2K;UBE2Q1;UBE2Q2	GO:0005515 protein binding	1
UBL4A		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|GET pathway component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
UBL7		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBN1		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
UBQLN1		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Degradation of mitochondrial membrane proteins that fail targeting	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
UBQLN1		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA, STI	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBQLN2		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Degradation of mitochondrial membrane proteins that fail targeting	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
UBQLN2		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA, STI	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBQLN3		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Degradation of mitochondrial membrane proteins that fail targeting	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
UBQLN3		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA, STI	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBQLN4		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Degradation of mitochondrial membrane proteins that fail targeting	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
UBQLN4		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBA, STI	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBQLNL		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Degradation of mitochondrial membrane proteins that fail targeting	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
UBTD1		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBD	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBTD2		GO:0043130	ubiquitin binding	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding	Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|ubiquitin binding|UBD	RAD23A;RAD23B;UBQLN1;UBQLN2;UBQLN3	GO:0005515 protein binding	1
UBXN6		GO:0160247	autophagy cargo adaptor activity	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy;Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy|ELDR complex component	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Lysophagy|ELDR complex component	PLAA;UBXN6;YOD1	GO:0016236 macroautophagy	2
UFC1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFD1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|VCP system for RQC	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFD1		GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor|idiosyncratic Ub binding / UT3	AUP1;DAXX;DNAJB2;SAYSD1;UFD1	GO:0006511 ubiquitin-dependent protein catabolic process;GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process;GO:0071218 cellular response to misfolded protein	1
UFD1		GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor|idiosyncratic Ub binding / UT3	AUP1;UFD1	GO:0036503 ERAD pathway	1
UFL1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFM1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFSP1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFSP2		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
UFSP2		GO:0071569	protein ufmylation	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	Translation|Cytosolic translation|Ribosome-associated QC|UFMylation	DDRGK1;UBA5;UFC1;UFL1;UFM1		1
ULK2		GO:1990316	Atg1/ULK1 kinase complex	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|ULK1 complex component	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|ULK1 complex component	ATG13;RB1CC1;ULK1;ULK2;ULK3	GO:0005737 cytoplasm	1
ULK3		GO:1990316	Atg1/ULK1 kinase complex	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|ULK1 complex component	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|ULK1 complex component	ATG13;RB1CC1;ULK1;ULK2;ULK3	GO:0005737 cytoplasm	1
UMAD1		GO:0000045	autophagosome assembly	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane|ESCRT-I complex component	TSG101;VPS28;VPS37A;VPS37B;VPS37C		1
UMAD1		GO:0000813	ESCRT I complex	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane|ESCRT-I complex component	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane|ESCRT-I complex component	TSG101;VPS28;VPS37A;VPS37B;VPS37C		1
UPF1		GO:0006415	translational termination	supported_by_goa_regulation	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation termination	Translation|Cytosolic translation|Translation termination|Modulation of termination	ABCE1;EIF2D;ETF1;GSPT1;GSPT2	GO:0006449 regulation of translational termination	1
UPF2		GO:0006415	translational termination	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation termination	Translation|Cytosolic translation|Translation termination|Modulation of termination	ABCE1;EIF2D;ETF1;GSPT1;GSPT2		1
UPF3A		GO:0006415	translational termination	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation termination	Translation|Cytosolic translation|Translation termination|Modulation of termination	ABCE1;EIF2D;ETF1;GSPT1;GSPT2		1
UPF3B		GO:0006415	translational termination	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation termination	Translation|Cytosolic translation|Translation termination|Modulation of termination	ABCE1;EIF2D;ETF1;GSPT1;GSPT2		1
USP10		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Deubiquitination	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
USP14		GO:0036503	ERAD pathway	supported_by_goa_regulation	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K	GO:1904293 negative regulation of ERAD pathway	2
USP15		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Deubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
USP21		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Deubiquitination	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
USP30		GO:0000423	mitophagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Deubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN	GO:1901525 negative regulation of mitophagy	1
USP30		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|mitoTAD pathway	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
USP35		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|Deubiquitination of mitochondrial proteins	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
USP8		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Mitophagy|PINK/PRKN pathway	ATP5IF1;PARL;PGAM5;PINK1;PRKN		1
UVRAG		GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Class 3 PI3K complex 2, direct|Class 3 PI3K complex 2 component	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Class 3 PI3K complex 2, direct|Class 3 PI3K complex 2 component	BECN1;PIK3C3;PIK3R4;SH3GLB1;UVRAG	GO:0032991 protein-containing complex	1
VAMP2		GO:1905686	positive regulation of plasma membrane repair	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input;Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex	STX7;STX8;VAMP3;VAMP7;VTI1B		2
VAMP3		GO:1905686	positive regulation of plasma membrane repair	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input;Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input|Autophagophore-vesicle SNARE complex	STX7;STX8;VAMP3;VAMP7;VTI1B		2
