gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
DAGLB		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal lipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	ok_for_propagation_to_go	GO:0016298	lipase activity	ABHD6;DAGLB;LIPA		already_in_goa_exact	GO:0016298 lipase activity	This leaf groups lysosomal lipid hydrolases; lipase activity is the conservative shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
LIPA		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal lipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	ok_for_propagation_to_go	GO:0016298	lipase activity	ABHD6;DAGLB;LIPA		already_in_goa_exact	GO:0016298 lipase activity	This leaf groups lysosomal lipid hydrolases; lipase activity is the conservative shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
PLA2G10		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004620 glycerophospholipase activity;GO:0004623 A2-type glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLA2G15		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004622 phosphatidylcholine lysophospholipase A1 activity;GO:0004623 A2-type glycerophospholipase activity;GO:0008970 glycerophospholipid phospholipase A1 activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLA2G4E		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004620 glycerophospholipase activity;GO:0004623 A2-type glycerophospholipase activity;GO:0008970 glycerophospholipid phospholipase A1 activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLA2G5		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004623 A2-type glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLBD1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		new_to_goa		This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLBD2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004620 glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLD1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004630 D-type glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PLD3		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		more_specific_than_existing_goa	GO:0003824 catalytic activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
PRDX6		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004623 A2-type glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
GPLD1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	ok_for_propagation_to_go	GO:0120569	phospholipase activity	PLA2G10;PLA2G15;PLA2G4E;PLA2G5;PLBD1		entailed_by_goa_closure	GO:0004621 GPI anchor phospholipase D activity;GO:0004630 D-type glycerophospholipase activity	This leaf groups lysosomal phospholipid hydrolases. The broad phospholipase activity term is safer than a subtype-specific phospholipase class for all members.		proteostasis-workbook-2026; proteostasis-ms2
NAAA		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal fatty acid amidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal fatty acid amidase		autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal fatty acid amidase	ok_for_propagation_to_go	GO:0017064	fatty acid amide hydrolase activity	NAAA		already_in_goa_exact	GO:0017064 fatty acid amide hydrolase activity	This leaf corresponds to NAAA-like lysosomal fatty acid amide hydrolysis; fatty acid amide hydrolase activity is the shared molecular function.		proteostasis-workbook-2026; proteostasis-ms2
PSAP		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|General activator of glycosphingolipid degradation	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal sphingomyelin/ceramide metabolism	General activator of glycosphingolipid degradation	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|General activator of glycosphingolipid degradation	ok_for_propagation_to_go	GO:0030290	sphingolipid activator protein activity	PSAP		new_to_goa		This leaf corresponds to saposin/prosaposin-like activation of lysosomal glycosphingolipid degradation; sphingolipid activator protein activity is the shared GO target.		proteostasis-workbook-2026; proteostasis-ms2
NAGA		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Lysosomal glycosyl deacetylase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal sphingomyelin/ceramide metabolism	Lysosomal glycosyl deacetylase	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Lysosomal glycosyl deacetylase	ok_for_propagation_to_go	GO:0008456	alpha-N-acetylgalactosaminidase activity	NAGA		already_in_goa_exact	GO:0008456 alpha-N-acetylgalactosaminidase activity	This leaf is currently the NAGA lysosomal alpha-N-acetylgalactosaminidase bucket; that GO molecular function is the direct target.		proteostasis-workbook-2026; proteostasis-ms2
SMPD1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Converts sphingomyelin to ceramide	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal sphingomyelin/ceramide metabolism	Converts sphingomyelin to ceramide	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Converts sphingomyelin to ceramide	ok_for_propagation_to_go	GO:0061750	acid sphingomyelin phosphodiesterase activity	SMPD1		already_in_goa_exact	GO:0061750 acid sphingomyelin phosphodiesterase activity	This leaf corresponds to SMPD1-like lysosomal conversion of sphingomyelin to ceramide; acid sphingomyelin phosphodiesterase activity is the direct target.		proteostasis-workbook-2026; proteostasis-ms2
SPHK2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Phosphorylates sphingomyelin	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal sphingomyelin/ceramide metabolism	Phosphorylates sphingomyelin	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|Phosphorylates sphingomyelin	ok_for_propagation_to_go	GO:0008481	sphingosine kinase activity	SPHK2		already_in_goa_exact	GO:0008481 sphingosine kinase activity	This leaf is currently SPHK2. The defensible shared GO activity for the member gene is sphingosine kinase activity.		proteostasis-workbook-2026; proteostasis-ms2
ACP2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal phosphatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ok_for_propagation_to_go	GO:0016791	phosphatase activity	ACP2;ACP3;ACP4;ACP5		entailed_by_goa_closure	GO:0003993 acid phosphatase activity	This group contains lysosomal acid-phosphatase members, so phosphatase activity is the shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
ACP3		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal phosphatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ok_for_propagation_to_go	GO:0016791	phosphatase activity	ACP2;ACP3;ACP4;ACP5		already_in_goa_exact	GO:0016791 phosphatase activity	This group contains lysosomal acid-phosphatase members, so phosphatase activity is the shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
ACP4		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal phosphatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ok_for_propagation_to_go	GO:0016791	phosphatase activity	ACP2;ACP3;ACP4;ACP5		entailed_by_goa_closure	GO:0003993 acid phosphatase activity;GO:0004725 protein tyrosine phosphatase activity	This group contains lysosomal acid-phosphatase members, so phosphatase activity is the shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
ACP5		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal phosphatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ok_for_propagation_to_go	GO:0016791	phosphatase activity	ACP2;ACP3;ACP4;ACP5		entailed_by_goa_closure	GO:0003993 acid phosphatase activity	This group contains lysosomal acid-phosphatase members, so phosphatase activity is the shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
ARSA		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
ARSB		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
ARSD		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		entailed_by_goa_closure	GO:0004065 arylsulfatase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
ARSG		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		entailed_by_goa_closure	GO:0004065 arylsulfatase activity;GO:0033889 N-sulfoglucosamine-3-sulfatase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
GALNS		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
GNS		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
IDS		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
STS		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	ok_for_propagation_to_go	GO:0008484	sulfuric ester hydrolase activity	ARSA;ARSB;ARSD;ARSG;GALNS		already_in_goa_exact	GO:0008484 sulfuric ester hydrolase activity	This group contains multiple lysosomal sulfatases with different substrates. The broad sulfuric ester hydrolase activity term captures the shared chemistry without over-specifying one substrate.		proteostasis-workbook-2026; proteostasis-ms2
DNASE2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal nuclease			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	ok_for_propagation_to_go	GO:0004518	nuclease activity	DNASE2;DNASE2B		entailed_by_goa_closure	GO:0004520 DNA endonuclease activity;GO:0004531 deoxyribonuclease II activity	This group is restricted to lysosomal DNASE2-family nucleases, so nuclease activity is a safe shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
DNASE2B		Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal nuclease			autophagy_lysosome_pathway.yaml	group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	ok_for_propagation_to_go	GO:0004518	nuclease activity	DNASE2;DNASE2B		entailed_by_goa_closure	GO:0004520 DNA endonuclease activity;GO:0004531 deoxyribonuclease II activity	This group is restricted to lysosomal DNASE2-family nucleases, so nuclease activity is a safe shared molecular-function target.		proteostasis-workbook-2026; proteostasis-ms2
ATP6V0A1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0007042 lysosomal lumen acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0A1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0A2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0007035 vacuolar acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0A2		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
TCIRG1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0007042 lysosomal lumen acidification	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
TCIRG1		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	subtype	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	ok_for_propagation_to_go	GO:0033179	proton-transporting V-type ATPase, V0 domain	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		already_in_goa_exact	GO:0033179 proton-transporting V-type ATPase, V0 domain	This PN subtype denotes the V0-sector component of the lysosomal V-type ATPase. The GO V0-domain component term is the appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms2
ATP6V0A4		Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V0 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	ok_for_propagation_to_go	GO:0007042	lysosomal lumen acidification	ATP6V0A1;ATP6V0A2;TCIRG1;ATP6V0A4;ATP6V0B		more_specific_than_existing_goa	GO:0006885 regulation of pH;GO:0007035 vacuolar acidification;GO:0051452 intracellular pH reduction	This PN group directly names the lysosomal acidification mechanism. Propagation to the GO lysosomal lumen acidification term is an exact mechanistic match.		proteostasis-workbook-2024; proteostasis-ms2
