organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	UCKL1	Q9NWZ5	GO_REF:0000033	Annotation inferences using phylogenetic trees	MEDIUM	VERIFIED		The two UCKL1 IBA rows explicitly cite this GO_REF and a PANTHER ancestral node; the inferred uridine kinase activity and cytoplasm location agree with direct evidence.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000041	Gene Ontology annotation based on UniPathway vocabulary mapping	MEDIUM	VERIFIED		The GOA rows explicitly map UniPathway UMP and CTP salvage entries to UCKL1; both pathway assignments are consistent with direct enzymology.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000044	Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt	MEDIUM	VERIFIED		The GOA nucleus and cytoplasm rows explicitly cite this UniProt subcellular-location mapping; the underlying locations were checked against PMID:12199906.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000108	Automatic assignment of GO terms using logical inference, based on on inter-ontology links	LOW	VERIFIED		The GOA CMP-biosynthetic-process row explicitly cites this inference method. The inference is mechanistically compatible but less informative than the pathway-specific CTP salvage term.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000116	Automatic Gene Ontology annotation based on Rhea mapping	HIGH	VERIFIED		The GOA row explicitly maps RHEA:24674 to cytidine kinase activity; the same reaction is directly demonstrated in PMID:35583288 and curated in UniProt.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000117	Electronic Gene Ontology annotations created by ARBA machine learning models	LOW	VERIFIED		The three ARBA-derived GOA rows were checked individually. Pyrimidine salvage is retained, while the two generic metabolic parents are classified as over-annotated.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	GO_REF:0000120	Combined Automated Annotation using Multiple IEA Methods	MEDIUM	VERIFIED		The UCKL1 uridine-kinase IEA row explicitly cites this combined method and agrees with direct biochemical evidence.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:12199906	Epstein-Barr virus encoded nuclear protein EBNA-3 binds a novel human uridine kinase/uracil phosphoribosyltransferase.	HIGH	VERIFIED		PMID, title, and full text were checked. The interaction and localization experiments directly support their uses. The dual UK/UPRT conclusion is explicitly a modeling-based proposal; later direct work confirms kinase activity but leaves UPRT activity untested.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:16709802	NK lytic-associated molecule, involved in NK cytotoxic function, is an E3 ligase.	HIGH	VERIFIED		PMID and title were checked. Only the abstract is cached, but it explicitly states the mammalian-cell interaction, ubiquitination, and reduced UCKL1 abundance used in this review.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:19653100	Downregulation of uridine-cytidine kinase like-1 decreases proliferation and enhances tumor susceptibility to lysis by apoptotic agents and natural killer cells.	MEDIUM	VERIFIED		PMID and title were checked. Full text is unavailable in the cache, so only the explicit K562 RNAi phenotype stated in the abstract is used.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:27090194	Chemical Screening Identifies EUrd as a Novel Inhibitor Against Temozolomide-Resistant Glioblastoma-Initiating Cells.	MEDIUM	VERIFIED		PMID and title were checked. The abstract-only evidence supports a context-specific role in EUrd action, not a general additional substrate annotation without the inaccessible assay details.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:32083188	Uridine Cytidine Kinase Like-1 Enhances Tumor Cell Proliferation and Mediates Protection from Natural Killer-Mediated Killing.	MEDIUM	VERIFIED		PMID, title, and full text were checked. The tumor-cell phenotypes are direct but rely substantially on overexpression and do not establish whether kinase activity is required.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:35583288	Characterization of uridine-cytidine kinase like-1 nucleoside kinase activity and its role in tumor growth.	HIGH	VERIFIED		PMID, title, and full text were checked. This is the decisive direct biochemical characterization of both core kinase activities; the tumor-model experiments are also directly reported.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:39592843	Glucose limitation protects cancer cells from apoptosis induced by pyrimidine restriction and replication inhibition.	MEDIUM	VERIFIED		PMID, title, and full text were checked. The result is strong independent genetic corroboration of residual UCKL1-dependent salvage, but the triple-knockout design does not quantify UCKL1 alone.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	PMID:41457201	Uridine-Cytidine Kinase 2 (UCK2)/Uridine-Cytidine Kinase Like 1 (UCKL1) complex exacerbates the differentiation of myocardial fibroblasts via TRIM21/Smurf2/Smad3 pathway after myocardial infarction.	HIGH	VERIFIED		PMID, title, and full text were checked. This is a recent, direct, multi-level study of a context-specific kinase-independent scaffold role, but it is currently a single report and is not elevated to a core evolved function pending independent replication.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	Reactome:R-HSA-73614	Pyrimidine salvage	MEDIUM	VERIFIED		The cached Reactome record and stable identifier were checked. It provides pathway context rather than UCKL1-specific experimental evidence.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	Reactome:R-HSA-8954327	UCKL1 phosphorylates urindine, cytidine	HIGH	VERIFIED		The cached Reactome record and stable identifier were checked. The event correctly records the historical sequence-based inference and cytosolic placement; direct 2022 evidence now confirms kinase activity, while UPRT activity remains untested.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UCKL1	Q9NWZ5	file:human/UCKL1/UCKL1-uniprot.txt	UniProt record for human UCKL1 (Q9NWZ5)	HIGH	VERIFIED		The complete local reviewed UniProt record (entry version 187) was inspected, including function, reactions, kinetics, isoforms, localization, interactions, domains, and sequence features.	genes/human/UCKL1/UCKL1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:15071506	A novel protein-conjugating system for Ufm1, a ubiquitin-fold modifier.	HIGH	VERIFIED		Founding paper establishing the UBA5-UFC1 E1/E2 pair; PubMed-verified.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:29868776	Biallelic UFM1 and UFC1 mutations expand the essential role of ufmylation in brain development.	HIGH	VERIFIED		Disease gene paper; UFC1 R23Q/T106I reduce thioester formation.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:30626644	Ribosomal protein RPL26 is the principal target of UFMylation.	HIGH	VERIFIED		Establishes the principal ufmylation substrate.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:34588452	Structural basis for UFM1 transfer from UBA5 to UFC1.	HIGH	VERIFIED		Structural mechanism of the E1-to-E2 UFM1 hand-off.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:36121123	A non-canonical scaffold-type E3 ligase complex mediates protein UFMylation.	HIGH	VERIFIED		Defines the non-canonical E2-E3 mechanism of ufmylation.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:37036982	RPL26/uL24 UFMylation is essential for ribosome-associated quality control at the endoplasmic reticulum.	HIGH	VERIFIED		Links ribosome ufmylation to ER-RQC.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFC1	Q9Y3C8	PMID:38383789	The UFM1 E3 ligase recognizes and releases 60S ribosomes from ER translocons.	HIGH	VERIFIED		Structure of UFC1 in the UREL complex bound to 60S.	genes/human/UFC1/UFC1-ai-review.yaml
human	UFD1	Q92890	PMID:10024240	A molecular pathway revealing a genetic basis for human cardiac and craniofacial defects.	LOW	UNVERIFIED		Not cached; legacy TAS source for the skeletal/developmental annotation tied to the 22q11/DiGeorge context.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:11574150	Cloning and characterization of the gene encoding human NPL4, a protein interacting with the ubiquitin fusion-degradation protein (UFD1L).	HIGH	VERIFIED		Cached; establishes the UFD1-NPL4 interaction.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:17681147	Ufd1 is a cofactor of gp78 and plays a key role in cholesterol metabolism by regulating the stability of HMG-CoA reductase.	MEDIUM	UNVERIFIED		Captures UFD1-USP13 interaction (ER stress / cell-cycle coupling).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:18775313	UBXD7 binds multiple ubiquitin ligases and implicates p97 in HIF1alpha turnover.	MEDIUM	UNVERIFIED		Captures UFD1-VCP and UFD1-NPLOC4 interactions (core complex).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:20414249	Imbalances in p97 co-factor interactions in human proteinopathy.	MEDIUM	UNVERIFIED		Captures UFD1-VCP/NPLOC4 complex interactions.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:21630459	Proteomic characterization of the human sperm nucleus.	LOW	UNVERIFIED		HDA nuclear localization.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:21645854	Hierarchical binding of cofactors to the AAA ATPase p97.	MEDIUM	UNVERIFIED		Captures UFD1-NPLOC4 complex interaction.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:24089527	Caveolin-1 interacts with Derlin-1 and promotes ubiquitination and degradation of cyclooxygenase-2 via collaboration with p97 complex.	MEDIUM	VERIFIED		Cached; supports ERAD / misfolded-protein response roles.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:25660456	Identification of ERAD components essential for dislocation of the null Hong Kong variant of α-1-antitrypsin (NHK).	HIGH	VERIFIED		Cached; supports the ERAD retrotranslocation role.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:25959826	Quantitative interaction proteomics of neurodegenerative disease proteins.	LOW	UNVERIFIED		Captures a UFD1-HTT interaction; bare protein binding.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:26471729	A non-canonical role of the p97 complex in RIG-I antiviral signaling.	HIGH	VERIFIED		Cached; establishes the RIG-I/interferon regulatory role and complex membership.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:26712280	Characterization of an Additional Binding Surface on the p97 N-Terminal Domain Involved in Bipartite Cofactor Interactions.	LOW	UNVERIFIED		Captures a UFD1-VCP interaction; bare protein binding.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:28819009	The AAA+ ATPase p97, a cellular multitool.	HIGH	VERIFIED		Cached; authoritative p97 review.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:32296183	A reference map of the human binary protein interactome.	LOW	UNVERIFIED		High-throughput interactome; bare protein-binding partner (NPLOC4).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:32814053	Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.	LOW	UNVERIFIED		Neurodegeneration interactome; bare protein-binding partner (HTT).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:33712450	The p97-UBXN1 complex regulates aggresome formation.	MEDIUM	VERIFIED		Cached; p97 cofactor degradation context.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	UNVERIFIED		BioPlex interactome; bare protein-binding partners (VCP/NPLOC4).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:35271311	OpenCell: Endogenous tagging for the cartography of human cellular organization.	LOW	UNVERIFIED		Interactome; bare protein-binding partner (VCP).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:35452614	Ribosome-associated quality-control mechanisms from bacteria to humans.	MEDIUM	VERIFIED		Cached; RQC review supporting the NAS RQC annotations.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:37776851	Analysis of proteome-wide degradation dynamics in ALS SOD1 iPSC-derived patient neurons reveals disrupted VCP homeostasis.	LOW	UNVERIFIED		Interactome; bare protein-binding partner (VCP).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:39329031	Study of Clinical Characteristics of Intellectual Disability in Morocco.	NONE	WRONG_IDENTIFIER		PMID:39329031 is a clinical study of intellectual disability in Morocco and does not concern the VCP-NPL4-UFD1 complex. It is mis-attached to ComplexPortal complex/process annotations. The underlying complex membership is correct, but this citation is a wrong identifier and should be replaced.	genes/human/UFD1/UFD1-ai-review.yaml
human	UFD1	Q92890	PMID:9063746	UFD1L, a developmentally expressed ubiquitination gene, is deleted in CATCH 22 syndrome.	MEDIUM	MISCITED		Title from UniProt reference list; not cached. Correctly supports the ubiquitin-dependent catabolic-process and developmental/22q11 context, but it is mis-cited for the cysteine-type deubiquitinase activity annotation (UFD1 is not a DUB).	genes/human/UFD1/UFD1-ai-review.yaml
human	UFL1	O94874	PMID:20018847	A novel type of E3 ligase for the Ufm1 conjugation system.	HIGH	VERIFIED		Founding paper establishing UFL1 as the UFM1 E3 ligase.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:30626644	Ribosomal protein RPL26 is the principal target of UFMylation.	HIGH	VERIFIED		Establishes the principal ufmylation substrate.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:30886146	UFL1 promotes histone H4 ufmylation and ATM activation.	HIGH	VERIFIED		Establishes UFL1's DNA-damage/ATM role and H4 ufmylation.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:36121123	A non-canonical scaffold-type E3 ligase complex mediates protein UFMylation.	HIGH	VERIFIED		Defines the scaffold-type E3 mechanism with UFL1 as catalytic component.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:37036982	RPL26/uL24 UFMylation is essential for ribosome-associated quality control at the endoplasmic reticulum.	HIGH	VERIFIED		Links UFL1/RPL26 ufmylation to ER-RQC.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:38383785	UFM1 E3 ligase promotes recycling of 60S ribosomal subunits from the ER.	HIGH	VERIFIED		Cryo-EM structure of UREL on 60S; defines ribosome recycling role.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFL1	O94874	PMID:38383789	The UFM1 E3 ligase recognizes and releases 60S ribosomes from ER translocons.	HIGH	VERIFIED		Structure of UREL on 60S; release of ribosomes from translocons.	genes/human/UFL1/UFL1-ai-review.yaml
human	UFM1	P61960	PMID:15071506	A novel protein-conjugating system for Ufm1, a ubiquitin-fold modifier.	HIGH	VERIFIED		Founding paper defining the UFM1 conjugation system; PubMed-verified.	genes/human/UFM1/UFM1-ai-review.yaml
human	UFM1	P61960	PMID:29868776	Biallelic UFM1 and UFC1 mutations expand the essential role of ufmylation in brain development.	HIGH	VERIFIED		Disease genetics establishing the essential developmental role of ufmylation.	genes/human/UFM1/UFM1-ai-review.yaml
human	UFM1	P61960	PMID:30626644	Ribosomal protein RPL26 is the principal target of UFMylation.	HIGH	VERIFIED		Identifies the principal physiological substrate of UFM1; PubMed-verified.	genes/human/UFM1/UFM1-ai-review.yaml
human	UFM1	P61960	PMID:32160526	A genome-wide ER-phagy screen highlights key roles of mitochondrial metabolism and ER-Resident UFMylation.	HIGH	VERIFIED		Links ER-resident ufmylation to ER-phagy.	genes/human/UFM1/UFM1-ai-review.yaml
human	UFSP1	Q6NVU6	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		High-throughput binary interactome map (HuRI); records ~40 UFSP1 interactors but none informs the UFM1-protease function.	genes/human/UFSP1/UFSP1-ai-review.yaml
human	UFSP1	Q6NVU6	PMID:35525273	Human UFSP1 translated from an upstream near-cognate initiation codon functions as an active UFM1-specific protease.	HIGH	VERIFIED		PubMed-verified; establishes human UFSP1 as an active UFM1-specific cysteine protease.	genes/human/UFSP1/UFSP1-ai-review.yaml
human	UFSP1	Q6NVU6	PMID:35926457	Human UFSP1 is an active protease that regulates UFM1 maturation and UFMylation.	HIGH	VERIFIED		PubMed-verified; defines distinct substrate specificity and cytosolic localization of UFSP1 vs UFSP2.	genes/human/UFSP1/UFSP1-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:25219498	Modification of ASC1 by UFM1 is crucial for ERα transactivation and breast cancer development.	MEDIUM	UNVERIFIED		Not cached; supporting facts taken from the UniProt FUNCTION summary citing this PMID.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:27926783	A novel approach to assess the ubiquitin-fold modifier 1-system in cells.	MEDIUM	UNVERIFIED		Not cached; supporting facts taken from the UniProt FUNCTION summary citing this PMID.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:31595041	UFMylation of RPL26 links translocation-associated quality control to endoplasmic reticulum protein homeostasis.	MEDIUM	UNVERIFIED		Not cached; cited by UniProt for UFSP2 deUFMylase activity.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:32160526	A Genome-wide ER-phagy Screen Highlights Key Roles of Mitochondrial Metabolism and ER-Resident UFMylation.	MEDIUM	UNVERIFIED		Not cached; cited by UniProt for UFSP2 deUFMylase activity.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		High-throughput binary interactome; partners (APOBEC1, LMO1) do not inform UFSP2 function.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:33473208	A pathogenic UFSP2 variant in an autosomal recessive form of pediatric neurodevelopmental anomalies and epilepsy.	HIGH	VERIFIED		PubMed-verified; links UFSP2 enzymatic function to neurodevelopmental disease.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:35926457	Human UFSP1 is an active protease that regulates UFM1 maturation and UFMylation.	HIGH	VERIFIED		PubMed-verified; distinguishes UFSP2 (ER, RPL26) from UFSP1.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:36543799	The UFM1 system regulates ER-phagy through the ufmylation of CYB5R3.	HIGH	VERIFIED		PubMed-verified; CYB5R3 deUFMylation by UFSP2 (Cys302-dependent).	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:36893266	Dysregulation of PD-L1 by UFMylation imparts tumor immune evasion and identified as a potential therapeutic target.	MEDIUM	UNVERIFIED		Not cached; cited by UniProt/GOA for UFSP2 deUFMylase activity (IDA).	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:37795761	UFMylation of HRD1 regulates endoplasmic reticulum homeostasis.	MEDIUM	VERIFIED		PubMed-verified title; cited for UFSP2 deUFMylase activity (IDA).	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UFSP2	Q9NUQ7	PMID:38383785	UFM1 E3 ligase promotes recycling of 60S ribosomal subunits from the ER.	HIGH	VERIFIED		PubMed-verified; defines UFSP2's role in 60S recycling / ribosome disassembly.	genes/human/UFSP2/UFSP2-ai-review.yaml
human	UGCG	Q16739	PMID:12873973	Glucosylceramide synthase and its functional interaction with RTN-1C regulate chemotherapeutic-induced apoptosis in neuroepithelioma cells.	HIGH	VERIFIED		PubMed-verified. Source of the IDA Golgi-membrane localization and the IPI interaction with RTN1 (RTN-1C), which modulates UGCG catalytic activity. Cache is abstract-only; the abstract supports both the interaction and the Golgi/ER-interface localization.	genes/human/UGCG/UGCG-ai-review.yaml
human	UGCG	Q16739	PMID:8643456	Expression cloning of a cDNA for human ceramide glucosyltransferase that catalyzes the first glycosylation step of glycosphingolipid synthesis.	HIGH	VERIFIED		PubMed-verified. The defining functional paper: expression cloning of human UGCG and demonstration of ceramide glucosyltransferase activity (EC 2.4.1.80) producing glucosylceramide. Source of the core MF and BP IDA annotations.	genes/human/UGCG/UGCG-ai-review.yaml
human	UGCG	Q16739	PMID:9545298	Up-regulation of glucosylceramide synthase expression and activity during human keratinocyte differentiation.	MEDIUM	VERIFIED		PubMed-verified. Human keratinocyte study showing ~5-fold up-regulation of GCS during differentiation; supports the epidermis-development/skin-barrier downstream annotations. Informs but does not establish the core enzymatic function.	genes/human/UGCG/UGCG-ai-review.yaml
human	UGP2	Q16851	PMID:16189514	Towards a proteome-scale map of the human protein-protein interaction network.	LOW	VERIFIED		Large-scale Y2H interactome; source of an ARIH2 binary interaction and a UGP2 self interaction. Supports generic and identical protein binding IPI evidence but not core function.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:17474147	Systematic identification of SH3 domain-mediated human protein-protein interactions by peptide array target screening.	LOW	VERIFIED		SH3-domain peptide-array screen (GRB2 interaction). Uninformative generic protein binding for UGP2 function.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	LOW	VERIFIED		High-throughput exosome proteomics; UGP2 detected as an abundant passenger, not a functional localization.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:20458337	MHC class II-associated proteins in B-cell exosomes and potential functional implications for exosome biogenesis.	LOW	VERIFIED		Exosome proteomics; passenger detection of an abundant cytosolic enzyme.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:21630459	Proteomic characterization of the human sperm nucleus.	LOW	VERIFIED		Sperm-nucleus proteome; nuclear detection of a cytosolic enzyme is most likely abundance/co-purification, not a functional nuclear role.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:21988832	Toward an understanding of the protein interaction network of the human liver.	LOW	VERIFIED		Human liver interactome; source of a UGP2 self-interaction, consistent with the homooctamer.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:22132858	The crystal structure of human UDP-glucose pyrophosphorylase reveals a latch effect that influences enzymatic activity.	HIGH	VERIFIED		Human UGP2 crystal structure; establishes the homooctamer and latch-loop regulation of enzymatic activity. Directly supports catalytic activity and identical protein binding.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:23533145	In-depth proteomic analyses of exosomes isolated from expressed prostatic secretions in urine.	LOW	VERIFIED		Exosome proteomics; passenger detection, not a functional localization.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		Human interactome map; provides binary interactions and a UGP2 self-interaction.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:31820119	Loss of UGP2 in brain leads to a severe epileptic encephalopathy, emphasizing that bi-allelic isoform-specific start-loss mutations of essential genes can cause genetic diseases.	HIGH	VERIFIED		Definitive disease/function study: establishes UGP2 as the only mammalian enzyme making UDP-glucose, its cytoplasmic localization, its role in glycogen synthesis and glycosylation, and causation of DEE83 by brain-relevant isoform loss.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		HuRI reference interactome; binary interactions and a UGP2 self-interaction.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:32814053	Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.	LOW	VERIFIED		Neurodegenerative-disease interactome (KLF11 interaction); generic protein binding, not core function.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:34330832	UDP-glucose pyrophosphorylase 2, a regulator of glycogen synthesis and glycosylation, is critical for pancreatic cancer growth.	HIGH	VERIFIED		Loss-of-function in PDAC cells confirms UGP2 as the sole mammalian UDP-glucose producer feeding glycogen synthesis and N-glycosylation (e.g. EGFR).	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:8354390	Cloning of a human liver UDP-glucose pyrophosphorylase cDNA by complementation of the bacterial galU mutation.	HIGH	VERIFIED		Founding cloning of human UGP2 by galU complementation; establishes UDP-glucose pyrophosphorylase activity and tissue expression.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	PMID:8631325	Sequence differences between human muscle and liver cDNAs for UDPglucose pyrophosphorylase and kinetic properties of the recombinant enzymes expressed in Escherichia coli.	HIGH	VERIFIED		Kinetic characterization of recombinant human UGP2 isoforms; defines the EC 2.7.7.9 reaction (MgUTP + Glc1P to UDP-Glc + MgPPi).	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	Reactome:R-HSA-70286	UTP + D-glucose 1-phosphate => pyrophosphate + UDP-glucose	HIGH	VERIFIED		Reactome reaction placing cytosolic UGP2 as catalyst of UTP + glucose-1-phosphate to UDP-glucose + pyrophosphate.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGP2	Q16851	file:human/UGP2/UGP2-uniprot.txt	UniProtKB entry Q16851 (UGPA_HUMAN)	HIGH	VERIFIED		UniProt record: function, EC 2.7.7.9 catalytic activity, cytoplasm subcellular location, homooctamer subunit, and glycogen biosynthesis pathway.	genes/human/UGP2/UGP2-ai-review.yaml
human	UGT8	Q16880	PMID:34080016	Glucosylceramide and galactosylceramide, small glycosphingolipids with significant impact on health and disease.	HIGH	VERIFIED		PMC full text available; a review that accurately describes the UGT8/CGT reaction, luminal-ER topology, and the myelin role of GalCer. Supports the core function and the distinction from the UGCG glucosylceramide branch.	genes/human/UGT8/UGT8-ai-review.yaml
human	UGT8	Q16880	PMID:8661025	The human gene CGT encoding the UDP-galactose ceramide galactosyl transferase (cerebroside synthase): cloning, characterization, and assignment to human chromosome 4, band q26.	HIGH	VERIFIED		Abstract only (full_text_available: false). Original cloning/characterization of the human CGT/UGT8 gene; establishes the myelin cerebroside/sulfatide role and chromosomal assignment. Supports the CNS/PNS developmental (non-core) annotations.	genes/human/UGT8/UGT8-ai-review.yaml
human	UMAD1	C9J7I0	file:human/UMAD1/UMAD1-deep-research-falcon.md	Falcon deep research report for UMAD1	MEDIUM	UNVERIFIED		"Relevance is MEDIUM because the report plausibly identifies the relevant biological context (UMA-domain ESCRT-I accessory subunit family) and a primary functional study (Glover et al. 2023) that, if verified, would substantially inform UMAD1 function. Correctness is UNVERIFIED: the strong claims (""Primary Function: Role in Cytokinetic Abscission"" and ""Functional Redundancy with ALIX"") rest almost entirely on the Glover 2023 paper, which is not in the local cache and was not read; the report's per-claim ""citations"" are page-range tags rather than checkable quotes. The well-supported, cross-checkable elements are the family/architecture statements that agree with the locally cached Flower 2020 paper (PMID:32424346) and UniProt (UMA domain, MVB12-like position in human ESCRT-I; ""some theoretical complexes may not form""). The abscission, CEP55/TSG101-stabilization, ESCRT-III-turnover, and ALIX-redundancy claims should be treated as DISPUTED/unverified pending direct reading of Glover 2023, and were NOT promoted into accepted GO functions, core_functions, or the description in this review."	genes/human/UMAD1/UMAD1-ai-review.yaml
human	UMPS	P11172	PMID:11730338	A nonradioactive high-performance liquid chromatographic microassay for uridine 5'-monophosphate synthase, orotate phosphoribosyltransferase, and orotidine 5'-monophosphate decarboxylase.	MEDIUM	VERIFIED		HPLC microassay that measures both OPRT and ODC activities of UMPS; supports the two MF annotations. PubMed-verified.	genes/human/UMPS/UMPS-ai-review.yaml
