rule_id,rule_type,go_id,go_label,condition_set_count
UR001376774,unirule,GO:0055038,recycling endosome membrane,1
UR001376775,unirule,GO:0005743,mitochondrial inner membrane,1
UR001376775,unirule,GO:0033617,mitochondrial respiratory chain complex IV assembly,1
UR001376777,unirule,GO:0003924,GTPase activity,1
UR001376777,unirule,GO:0005525,GTP binding,1
UR001376777,unirule,GO:0005768,endosome,1
UR001376777,unirule,GO:0012505,endomembrane system,1
UR001376777,unirule,GO:0032482,Rab protein signal transduction,1
UR001376779,unirule,GO:0000932,P-body,1
UR001376779,unirule,GO:0004126,cytidine deaminase activity,1
UR001376779,unirule,GO:0005634,nucleus,1
UR001376779,unirule,GO:0005737,cytoplasm,1
UR001376779,unirule,GO:0008270,zinc ion binding,1
UR001376779,unirule,GO:0009972,obsolete cytidine deamination,1
UR001376779,unirule,GO:0010526,transposable element silencing,1
UR001376779,unirule,GO:0045087,innate immune response,1
UR001376779,unirule,GO:0051607,defense response to virus,1
UR001376779,unirule,GO:0070383,DNA cytosine deamination,1
UR001376779,unirule,GO:1990904,ribonucleoprotein complex,1
UR001376780,unirule,GO:0004651,polynucleotide 5'-phosphatase activity,1
UR001376780,unirule,GO:0006370,7-methylguanosine mRNA capping,1
UR001376780,unirule,GO:0031533,mRNA capping enzyme complex,1
UR001376781,unirule,GO:0006281,DNA repair,1
UR001376781,unirule,GO:0035101,FACT complex,1
UR001376782,unirule,GO:0005886,plasma membrane,1
UR001376783,unirule,GO:0005634,nucleus,1
UR001376783,unirule,GO:0006270,DNA replication initiation,1
UR001376791,unirule,GO:0005737,cytoplasm,1
UR001376791,unirule,GO:0005819,spindle,1
UR001376791,unirule,GO:0005921,gap junction,1
UR001376791,unirule,GO:0051301,cell division,1
UR001376792,unirule,GO:0005886,plasma membrane,1
UR001376793,unirule,GO:0005743,mitochondrial inner membrane,1
UR001376793,unirule,GO:0140053,mitochondrial gene expression,1
UR001376795,unirule,GO:0016055,Wnt signaling pathway,1
UR001376795,unirule,GO:0030178,negative regulation of Wnt signaling pathway,1
UR001376799,unirule,GO:0071782,endoplasmic reticulum tubular network,1
UR001376799,unirule,GO:0071786,endoplasmic reticulum tubular network organization,1
UR001376799,unirule,GO:0071788,endoplasmic reticulum tubular network maintenance,1
UR001376799,unirule,GO:0098826,endoplasmic reticulum tubular network membrane,1
UR001376799,unirule,GO:1903373,positive regulation of endoplasmic reticulum tubular network organization,1
UR001378758,unirule,GO:0000045,autophagosome assembly,1
UR001378758,unirule,GO:0005774,vacuolar membrane,1
UR001378758,unirule,GO:0034045,phagophore assembly site membrane,1
UR001378758,unirule,GO:1903599,positive regulation of autophagy of mitochondrion,1
UR001378759,unirule,GO:0005743,mitochondrial inner membrane,1
UR001378759,unirule,GO:0009266,response to temperature stimulus,1
UR001378759,unirule,GO:0017077,oxidative phosphorylation uncoupler activity,1
UR001378759,unirule,GO:0031667,response to nutrient levels,1
UR001378759,unirule,GO:0032870,cellular response to hormone stimulus,1
UR001378759,unirule,GO:0034614,cellular response to reactive oxygen species,1
UR001378759,unirule,GO:0036041,long-chain fatty acid binding,1
UR001378759,unirule,GO:0071398,cellular response to fatty acid,1
UR001378759,unirule,GO:1901612,cardiolipin binding,1
UR001378759,unirule,GO:1902600,proton transmembrane transport,1
UR001378759,unirule,GO:1903426,regulation of reactive oxygen species biosynthetic process,1
UR001378759,unirule,GO:1990542,mitochondrial transmembrane transport,1
UR001378759,unirule,GO:1990845,adaptive thermogenesis,1
UR001378761,unirule,GO:0000398,"mRNA splicing, via spliceosome",1
UR001378761,unirule,GO:0005681,spliceosomal complex,1
UR001378761,unirule,GO:0030628,pre-mRNA 3'-splice site binding,1
UR001378762,unirule,GO:0003677,DNA binding,1
UR001378762,unirule,GO:0046872,metal ion binding,1
UR001378763,unirule,GO:0005879,axonemal microtubule,1
UR001378763,unirule,GO:0042073,intraciliary transport,1
UR001378764,unirule,GO:0005634,nucleus,1
UR001378764,unirule,GO:0006281,DNA repair,1
UR001378764,unirule,GO:0016226,iron-sulfur cluster assembly,1
UR001378764,unirule,GO:0051604,protein maturation,1
UR001378764,unirule,GO:0097361,cytosolic [4Fe-4S] assembly targeting complex,1
UR001378774,unirule,GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,1
UR001378774,unirule,GO:0006782,protoporphyrinogen IX biosynthetic process,1
UR001378782,unirule,GO:0005576,extracellular region,1
UR001378782,unirule,GO:0030500,regulation of bone mineralization,1
UR001378782,unirule,GO:0031214,biomineral tissue development,1
UR001378782,unirule,GO:0042742,defense response to bacterium,1
UR001378782,unirule,GO:0046848,hydroxyapatite binding,1
UR001378798,unirule,GO:0004506,squalene monooxygenase activity,1
UR001378798,unirule,GO:0016126,sterol biosynthetic process,1
UR001378798,unirule,GO:0050660,flavin adenine dinucleotide binding,1
UR001389904,unirule,GO:0000027,ribosomal large subunit assembly,1
UR001389904,unirule,GO:0003924,GTPase activity,1
UR001389904,unirule,GO:0005525,GTP binding,1
UR001389904,unirule,GO:0005737,cytoplasm,1
UR001389904,unirule,GO:0043022,ribosome binding,1
UR001389906,unirule,GO:0000287,magnesium ion binding,1
UR001389906,unirule,GO:0005886,plasma membrane,1
UR001389906,unirule,GO:0008289,lipid binding,1
UR001389906,unirule,GO:0030976,thiamine pyrophosphate binding,1
UR001389906,unirule,GO:0042867,pyruvate catabolic process,1
UR001389906,unirule,GO:0048039,ubiquinone binding,1
UR001389906,unirule,GO:0050660,flavin adenine dinucleotide binding,1
UR001389906,unirule,GO:0052737,pyruvate dehydrogenase (quinone) activity,1
UR001389911,unirule,GO:0006448,regulation of translational elongation,1
UR001389911,unirule,GO:0031556,transcriptional attenuation by ribosome,1
UR001395485,unirule,GO:0006785,heme B biosynthetic process,1
UR001395485,unirule,GO:0016634,"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor",1
UR001398619,unirule,GO:0004518,nuclease activity,1
UR001398619,unirule,GO:0004519,endonuclease activity,1
UR001398619,unirule,GO:0019073,viral DNA genome packaging,1
UR001398619,unirule,GO:0046872,metal ion binding,1
UR001398619,unirule,GO:0051276,chromosome organization,1
UR001398619,unirule,GO:0098009,"viral terminase, large subunit",1
UR001398630,unirule,GO:0004518,nuclease activity,1
UR001398630,unirule,GO:0004519,endonuclease activity,1
UR001398630,unirule,GO:0019073,viral DNA genome packaging,1
UR001398630,unirule,GO:0046872,metal ion binding,1
UR001398630,unirule,GO:0051276,chromosome organization,1
UR001398630,unirule,GO:0098009,"viral terminase, large subunit",1
UR001398634,unirule,GO:0004518,nuclease activity,1
UR001398634,unirule,GO:0004519,endonuclease activity,1
UR001398634,unirule,GO:0019073,viral DNA genome packaging,1
UR001398634,unirule,GO:0046872,metal ion binding,1
UR001398634,unirule,GO:0051276,chromosome organization,1
UR001398634,unirule,GO:0098009,"viral terminase, large subunit",1
UR001398641,unirule,GO:0003972,RNA ligase (ATP) activity,1
UR001398641,unirule,GO:0005524,ATP binding,1
UR001398641,unirule,GO:0042245,RNA repair,1
UR001398641,unirule,GO:0046872,metal ion binding,1
UR001398648,unirule,GO:0003972,RNA ligase (ATP) activity,1
UR001398648,unirule,GO:0005524,ATP binding,1
UR001398648,unirule,GO:0042245,RNA repair,1
UR001398648,unirule,GO:0046872,metal ion binding,1
UR001400713,unirule,GO:0043130,ubiquitin binding,1
UR001400718,unirule,GO:0016020,membrane,1
UR001400718,unirule,GO:0039646,symbiont-mediated perturbation of host cell cycle G0/G1 transition checkpoint,1
UR001400718,unirule,GO:0044167,host cell endoplasmic reticulum membrane,1
UR001400718,unirule,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane,1
UR001400718,unirule,GO:0044178,host cell Golgi membrane,1
UR001400721,unirule,GO:0016020,membrane,1
UR001400721,unirule,GO:0044162,host cell cytoplasmic vesicle membrane,1
UR001400722,unirule,GO:0016020,membrane,1
UR001400722,unirule,GO:0019031,viral envelope,1
UR001400722,unirule,GO:0019064,fusion of virus membrane with host plasma membrane,1
UR001400722,unirule,GO:0020002,host cell plasma membrane,1
UR001400722,unirule,GO:0039654,fusion of virus membrane with host endosome membrane,1
UR001400722,unirule,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane,1
UR001400722,unirule,GO:0046813,receptor-mediated virion attachment to host cell,1
UR001400722,unirule,GO:0055036,virion membrane,1
UR001400722,unirule,GO:0075509,endocytosis involved in viral entry into host cell,1
UR001400725,unirule,GO:0016020,membrane,1
UR001400725,unirule,GO:0019031,viral envelope,1
UR001400725,unirule,GO:0019064,fusion of virus membrane with host plasma membrane,1
UR001400725,unirule,GO:0020002,host cell plasma membrane,1
UR001400725,unirule,GO:0039654,fusion of virus membrane with host endosome membrane,1
UR001400725,unirule,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane,1
UR001400725,unirule,GO:0046813,receptor-mediated virion attachment to host cell,1
UR001400725,unirule,GO:0055036,virion membrane,1
UR001400725,unirule,GO:0075509,endocytosis involved in viral entry into host cell,1
UR001401754,unirule,GO:0000122,negative regulation of transcription by RNA polymerase II,1
UR001401754,unirule,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,1
UR001401754,unirule,GO:0003700,DNA-binding transcription factor activity,1
UR001401754,unirule,GO:0005634,nucleus,1
UR001401754,unirule,GO:0005737,cytoplasm,1
UR001401754,unirule,GO:0043565,sequence-specific DNA binding,1
UR001401754,unirule,GO:0045165,cell fate commitment,1
UR001401754,unirule,GO:0046872,metal ion binding,1
UR001401760,unirule,GO:0016226,iron-sulfur cluster assembly,1
UR001401762,unirule,GO:0004252,serine-type endopeptidase activity,1
UR001401768,unirule,GO:0004252,serine-type endopeptidase activity,1
UR001401768,unirule,GO:0005886,plasma membrane,1
UR001401776,unirule,GO:0005829,cytosol,1
UR001401776,unirule,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1
UR001401776,unirule,GO:0061630,ubiquitin protein ligase activity,1
UR001401776,unirule,GO:0072344,rescue of stalled cytosolic ribosome,1
UR001401776,unirule,GO:1990112,RQC complex,1
UR001401776,unirule,GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,1
UR001412952,unirule,GO:0009102,biotin biosynthetic process,1
UR001412952,unirule,GO:0050661,NADP binding,1
UR001412952,unirule,GO:0051287,NAD binding,1
UR001412954,unirule,GO:0005886,plasma membrane,1
UR001412954,unirule,GO:0006782,protoporphyrinogen IX biosynthetic process,1
UR001412954,unirule,GO:0006783,heme biosynthetic process,1
UR001412954,unirule,GO:0010181,FMN binding,1
UR001412954,unirule,GO:0070819,menaquinone-dependent protoporphyrinogen oxidase activity,1
UR001419752,unirule,GO:0072546,EMC complex,1
UR001419753,unirule,GO:0016020,membrane,1
UR001419755,unirule,GO:0004843,cysteine-type deubiquitinase activity,1
UR001419755,unirule,GO:1990380,K48-linked deubiquitinase activity,1
UR001419756,unirule,GO:0008171,O-methyltransferase activity,1
UR001419756,unirule,GO:0008173,RNA methyltransferase activity,1
UR001419758,unirule,GO:0005730,nucleolus,1
UR001419758,unirule,GO:0019843,rRNA binding,1
UR001419761,unirule,GO:0003723,RNA binding,1
UR001419761,unirule,GO:0004521,RNA endonuclease activity,1
UR001419761,unirule,GO:0046872,metal ion binding,1
UR001419764,unirule,GO:0004430,1-phosphatidylinositol 4-kinase activity,1
UR001419764,unirule,GO:0005524,ATP binding,1
UR001419764,unirule,GO:0046854,phosphatidylinositol phosphate biosynthetic process,1
UR001419768,unirule,GO:0000428,DNA-directed RNA polymerase complex,1
UR001419768,unirule,GO:0003697,single-stranded DNA binding,1
UR001419768,unirule,GO:0005666,RNA polymerase III complex,1
UR001419771,unirule,GO:0005634,nucleus,1
UR001419771,unirule,GO:0005737,cytoplasm,1
UR001419771,unirule,GO:0030014,CCR4-NOT complex,1
UR001419771,unirule,GO:0031047,regulatory ncRNA-mediated gene silencing,1
UR001419772,unirule,GO:0008418,protein-N-terminal asparagine amidohydrolase activity,1
UR001419772,unirule,GO:0070773,protein-N-terminal glutamine amidohydrolase activity,1
UR001419776,unirule,GO:0005783,endoplasmic reticulum,1
UR001419776,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001419776,unirule,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,1
UR001419776,unirule,GO:0016020,membrane,1
UR001419776,unirule,GO:0016095,polyprenol catabolic process,1
UR001419776,unirule,GO:0019348,obsolete dolichol metabolic process,1
UR001419776,unirule,GO:0102389,polyprenol reductase activity,1
UR001419780,unirule,GO:0005634,nucleus,1
UR001419780,unirule,GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity,1
UR001419780,unirule,GO:0043175,RNA polymerase core enzyme binding,1
UR001419780,unirule,GO:0046872,metal ion binding,1
UR001419783,unirule,GO:0000145,exocyst,1
UR001419783,unirule,GO:0006612,protein targeting to membrane,1
UR001419783,unirule,GO:0006887,exocytosis,1
UR001419783,unirule,GO:0090522,vesicle tethering involved in exocytosis,1
UR001419784,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001419784,unirule,GO:0006487,protein N-linked glycosylation,1
UR001419784,unirule,GO:0047874,dolichyldiphosphatase activity,1
UR001419793,unirule,GO:0006878,intracellular copper ion homeostasis,1
UR001419794,unirule,GO:0001655,urogenital system development,1
UR001419794,unirule,GO:0001880,Mullerian duct regression,1
UR001419794,unirule,GO:0005615,extracellular space,1
UR001419794,unirule,GO:0007506,gonadal mesoderm development,1
UR001419794,unirule,GO:0008083,growth factor activity,1
UR001419795,unirule,GO:0005576,extracellular region,1
UR001419795,unirule,GO:0031640,killing of cells of another organism,1
UR001419795,unirule,GO:0050832,defense response to fungus,1
UR001423866,unirule,GO:0003924,GTPase activity,1
UR001423866,unirule,GO:0005525,GTP binding,1
UR001423866,unirule,GO:0007005,mitochondrion organization,1
UR001423866,unirule,GO:0007266,Rho protein signal transduction,1
UR001423866,unirule,GO:0010821,regulation of mitochondrion organization,1
UR001424398,unirule,GO:0003924,GTPase activity,1
UR001424398,unirule,GO:0005525,GTP binding,1
UR001424823,unirule,GO:0016020,membrane,1
UR001424823,unirule,GO:0019031,viral envelope,1
UR001424823,unirule,GO:0019064,fusion of virus membrane with host plasma membrane,1
UR001424823,unirule,GO:0039654,fusion of virus membrane with host endosome membrane,1
UR001424823,unirule,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane,1
UR001424823,unirule,GO:0046813,receptor-mediated virion attachment to host cell,1
UR001424823,unirule,GO:0055036,virion membrane,1
UR001424823,unirule,GO:0075509,endocytosis involved in viral entry into host cell,1
UR001424825,unirule,GO:0016020,membrane,1
UR001424825,unirule,GO:0019031,viral envelope,1
UR001424825,unirule,GO:0019064,fusion of virus membrane with host plasma membrane,1
UR001424825,unirule,GO:0039654,fusion of virus membrane with host endosome membrane,1
UR001424825,unirule,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane,1
UR001424825,unirule,GO:0046813,receptor-mediated virion attachment to host cell,1
UR001424825,unirule,GO:0055036,virion membrane,1
UR001424825,unirule,GO:0075509,endocytosis involved in viral entry into host cell,1
UR001425754,unirule,GO:0000077,DNA damage checkpoint signaling,1
UR001425754,unirule,GO:0005634,nucleus,1
UR001425754,unirule,GO:0006281,DNA repair,1
UR001425754,unirule,GO:0031151,histone H3K79 methyltransferase activity,1
UR001426751,unirule,GO:0005524,ATP binding,1
UR001426751,unirule,GO:0005886,plasma membrane,1
UR001426751,unirule,GO:0009399,nitrogen fixation,1
UR001426751,unirule,GO:0016020,membrane,1
UR001426752,unirule,GO:0005634,nucleus,1
UR001426752,unirule,GO:0006406,mRNA export from nucleus,1
UR001426752,unirule,GO:0042274,ribosomal small subunit biogenesis,1
UR001426752,unirule,GO:0070390,transcription export complex 2,1
UR001426760,unirule,GO:0000002,obsolete mitochondrial genome maintenance,1
UR001426760,unirule,GO:0003723,RNA binding,1
UR001426760,unirule,GO:0005743,mitochondrial inner membrane,1
UR001426760,unirule,GO:0006397,mRNA processing,1
UR001426762,unirule,GO:0005634,nucleus,1
UR001426762,unirule,GO:0010833,telomere maintenance via telomere lengthening,1
UR001426765,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001426765,unirule,GO:0006505,GPI anchor metabolic process,1
UR001426769,unirule,GO:0005576,extracellular region,1
UR001426769,unirule,GO:0010052,guard cell differentiation,1
UR001426769,unirule,GO:0010374,stomatal complex development,1
UR001426771,unirule,GO:0003677,DNA binding,1
UR001426771,unirule,GO:0003887,DNA-directed DNA polymerase activity,1
UR001426771,unirule,GO:0005760,gamma DNA polymerase complex,1
UR001426772,unirule,GO:0005730,nucleolus,1
UR001426773,unirule,GO:0005737,cytoplasm,1
UR001426773,unirule,GO:0016567,protein ubiquitination,1
UR001426773,unirule,GO:0061630,ubiquitin protein ligase activity,1
UR001426776,unirule,GO:0004843,cysteine-type deubiquitinase activity,1
UR001426776,unirule,GO:0005737,cytoplasm,1
UR001426778,unirule,GO:0046872,metal ion binding,1
UR001426778,unirule,GO:0106050,tRNA 2'-O-methyltransferase activity,1
UR001426779,unirule,GO:0005634,nucleus,1
UR001426781,unirule,GO:0005576,extracellular region,1
UR001426781,unirule,GO:0031222,arabinan catabolic process,1
UR001426781,unirule,GO:0046373,L-arabinose metabolic process,1
UR001426781,unirule,GO:0046556,alpha-L-arabinofuranosidase activity,1
UR001426784,unirule,GO:0000974,Prp19 complex,1
UR001426784,unirule,GO:0005634,nucleus,1
UR001426784,unirule,GO:0061630,ubiquitin protein ligase activity,1
UR001426784,unirule,GO:0070534,protein K63-linked ubiquitination,1
UR001426785,unirule,GO:0016020,membrane,1
UR001426787,unirule,GO:0005634,nucleus,1
UR001426787,unirule,GO:0005758,mitochondrial intermembrane space,1
UR001426787,unirule,GO:0005929,cilium,1
UR001426790,unirule,GO:0016020,membrane,1
UR001426793,unirule,GO:0000139,Golgi membrane,1
UR001426793,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001426793,unirule,GO:0030659,cytoplasmic vesicle membrane,1
UR001426795,unirule,GO:0000812,Swr1 complex,1
UR001426795,unirule,GO:0005737,cytoplasm,1
UR001426795,unirule,GO:0006281,DNA repair,1
UR001426797,unirule,GO:0005634,nucleus,1
UR001426797,unirule,GO:0006364,rRNA processing,1
UR001426797,unirule,GO:0120330,rixosome complex,1
UR001427752,unirule,GO:0003924,GTPase activity,1
UR001427752,unirule,GO:0005525,GTP binding,1
UR001427752,unirule,GO:0005886,plasma membrane,1
UR001427755,unirule,GO:0003924,GTPase activity,1
UR001427755,unirule,GO:0005525,GTP binding,1
UR001427755,unirule,GO:0005886,plasma membrane,1
UR001427755,unirule,GO:0006886,intracellular protein transport,1
UR001427756,unirule,GO:0000814,ESCRT II complex,1
UR001427756,unirule,GO:0031902,late endosome membrane,1
UR001427756,unirule,GO:0032266,phosphatidylinositol-3-phosphate binding,1
UR001427756,unirule,GO:0043130,ubiquitin binding,1
UR001427756,unirule,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,1
UR001427760,unirule,GO:0005576,extracellular region,1
UR001427760,unirule,GO:0030600,feruloyl esterase activity,1
UR001427760,unirule,GO:0045493,xylan catabolic process,1
UR001427763,unirule,GO:0008218,bioluminescence,1
UR001427763,unirule,GO:0047646,alkanal monooxygenase (FMN-linked) activity,1
UR001427767,unirule,GO:0004843,cysteine-type deubiquitinase activity,1
UR001427767,unirule,GO:0005634,nucleus,1
UR001427767,unirule,GO:0006302,double-strand break repair,1
UR001427767,unirule,GO:0007095,mitotic G2 DNA damage checkpoint signaling,1
UR001427767,unirule,GO:0008233,peptidase activity,1
UR001427767,unirule,GO:0008237,metallopeptidase activity,1
UR001427767,unirule,GO:0010212,response to ionizing radiation,1
UR001427767,unirule,GO:0031593,polyubiquitin modification-dependent protein binding,1
UR001427767,unirule,GO:0045739,positive regulation of DNA repair,1
UR001427767,unirule,GO:0046872,metal ion binding,1
UR001427772,unirule,GO:0008970,glycerophospholipid phospholipase A1 activity,1
UR001427772,unirule,GO:0016042,lipid catabolic process,1
UR001427773,unirule,GO:0004842,ubiquitin-protein transferase activity,1
UR001427773,unirule,GO:0005829,cytosol,1
UR001427773,unirule,GO:0006511,ubiquitin-dependent protein catabolic process,1
UR001427773,unirule,GO:0008270,zinc ion binding,1
UR001427773,unirule,GO:0051865,protein autoubiquitination,1
UR001427773,unirule,GO:0061630,ubiquitin protein ligase activity,1
UR001427773,unirule,GO:0072572,poly-ADP-D-ribose binding,1
UR001427774,unirule,GO:0005743,mitochondrial inner membrane,1
UR001427774,unirule,GO:0006601,creatine biosynthetic process,1
UR001427774,unirule,GO:0015068,glycine amidinotransferase activity,1
UR001427776,unirule,GO:0004663,Rab geranylgeranyltransferase activity,1
UR001427776,unirule,GO:0097354,prenylation,1
UR001428757,unirule,GO:0004668,protein-arginine deiminase activity,1
UR001428757,unirule,GO:0005509,calcium ion binding,1
UR001428757,unirule,GO:0005737,cytoplasm,1
UR001429763,unirule,GO:0005737,cytoplasm,1
UR001429763,unirule,GO:0016279,protein-lysine N-methyltransferase activity,1
UR001429763,unirule,GO:0032259,methylation,1
UR001429764,unirule,GO:0042128,nitrate assimilation,1
UR001429764,unirule,GO:0050660,flavin adenine dinucleotide binding,1
UR001429764,unirule,GO:0050661,NADP binding,1
UR001429768,unirule,GO:0005634,nucleus,1
UR001429768,unirule,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1
UR001429776,unirule,GO:0005776,autophagosome,1
UR001429776,unirule,GO:0005794,Golgi apparatus,1
UR001429776,unirule,GO:0046872,metal ion binding,1
UR001429776,unirule,GO:0048471,perinuclear region of cytoplasm,1
UR001429776,unirule,GO:0055037,recycling endosome,1
UR001429780,unirule,GO:0071949,FAD binding,1
UR001429791,unirule,GO:0005737,cytoplasm,1
UR001429791,unirule,GO:0005856,cytoskeleton,1
UR001429791,unirule,GO:0051014,actin filament severing,1
UR001429791,unirule,GO:0051015,actin filament binding,1
UR001429791,unirule,GO:0051016,barbed-end actin filament capping,1
UR001429791,unirule,GO:0060271,cilium assembly,1
UR001452893,unirule,GO:0016020,membrane,1
UR001452893,unirule,GO:0044178,host cell Golgi membrane,1
UR001452893,unirule,GO:0044694,symbiont genome entry into host cell via pore formation in plasma membrane,1
UR001452894,unirule,GO:0016020,membrane,1
UR001452894,unirule,GO:0019031,viral envelope,1
UR001452894,unirule,GO:0019058,viral life cycle,1
UR001452894,unirule,GO:0039660,structural constituent of virion,1
UR001452894,unirule,GO:0044178,host cell Golgi membrane,1
UR001452894,unirule,GO:0055036,virion membrane,1
UR001452895,unirule,GO:0003723,RNA binding,1
UR001452895,unirule,GO:0019013,viral nucleocapsid,1
UR001452896,unirule,GO:0003723,RNA binding,1
UR001452896,unirule,GO:0019013,viral nucleocapsid,1
UR001452897,unirule,GO:0031469,bacterial microcompartment,1
UR001452898,unirule,GO:0031469,bacterial microcompartment,1
UR001452899,unirule,GO:0031469,bacterial microcompartment,1
UR001453754,unirule,GO:0003677,DNA binding,1
UR001453754,unirule,GO:0005634,nucleus,1
UR001453754,unirule,GO:0006281,DNA repair,1
UR001453754,unirule,GO:0035312,5'-3' DNA exonuclease activity,1
UR001453754,unirule,GO:0046872,metal ion binding,1
UR001453755,unirule,GO:0000045,autophagosome assembly,1
UR001453755,unirule,GO:0005737,cytoplasm,1
UR001453755,unirule,GO:0005776,autophagosome,1
UR001453755,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001453755,unirule,GO:0006914,autophagy,1
UR001453755,unirule,GO:0010008,endosome membrane,1
UR001453755,unirule,GO:0031966,mitochondrial membrane,1
UR001453755,unirule,GO:0045022,early endosome to late endosome transport,1
UR001453757,unirule,GO:0005576,extracellular region,1
UR001453759,unirule,GO:0005576,extracellular region,1
UR001453759,unirule,GO:0090729,toxin activity,1
UR001453761,unirule,GO:0000398,"mRNA splicing, via spliceosome",1
UR001453761,unirule,GO:0008270,zinc ion binding,1
UR001453761,unirule,GO:0045131,pre-mRNA branch point binding,1
UR001453764,unirule,GO:0005524,ATP binding,1
UR001453764,unirule,GO:0005634,nucleus,1
UR001453764,unirule,GO:0006351,DNA-templated transcription,1
UR001453765,unirule,GO:0003924,GTPase activity,1
UR001453765,unirule,GO:0005525,GTP binding,1
UR001453765,unirule,GO:0005802,trans-Golgi network,1
UR001453771,unirule,GO:0005737,cytoplasm,1
UR001453771,unirule,GO:0016055,Wnt signaling pathway,1
UR001453771,unirule,GO:0030154,cell differentiation,1
UR001453774,unirule,GO:0005634,nucleus,1
UR001453774,unirule,GO:0009740,gibberellic acid mediated signaling pathway,1
UR001453775,unirule,GO:0001755,neural crest cell migration,1
UR001453775,unirule,GO:0001843,neural tube closure,1
UR001453775,unirule,GO:0003779,actin binding,1
UR001453775,unirule,GO:0005737,cytoplasm,1
UR001453775,unirule,GO:0007266,Rho protein signal transduction,1
UR001453775,unirule,GO:0008157,protein phosphatase 1 binding,1
UR001453775,unirule,GO:0030027,lamellipodium,1
UR001453775,unirule,GO:0030036,actin cytoskeleton organization,1
UR001453775,unirule,GO:0043085,positive regulation of catalytic activity,1
UR001453775,unirule,GO:0048484,enteric nervous system development,1
UR001453775,unirule,GO:0051726,regulation of cell cycle,1
UR001453775,unirule,GO:0061386,closure of optic fissure,1
UR001453775,unirule,GO:0072542,protein phosphatase activator activity,1
UR001453775,unirule,GO:2001045,negative regulation of integrin-mediated signaling pathway,1
UR001453780,unirule,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,1
UR001453780,unirule,GO:0005509,calcium ion binding,1
UR001453780,unirule,GO:0005737,cytoplasm,1
UR001453780,unirule,GO:0006508,proteolysis,1
UR001453781,unirule,GO:0003677,DNA binding,1
UR001453781,unirule,GO:0005524,ATP binding,1
UR001453781,unirule,GO:0006281,DNA repair,1
UR001453781,unirule,GO:0006338,chromatin remodeling,1
UR001453781,unirule,GO:0031011,Ino80 complex,1
UR001453782,unirule,GO:0004998,transferrin receptor activity,1
UR001453782,unirule,GO:0006879,intracellular iron ion homeostasis,1
UR001453782,unirule,GO:0031623,receptor internalization,1
UR001453782,unirule,GO:0033572,transferrin transport,1
UR001453782,unirule,GO:0042470,melanosome,1
UR001453784,unirule,GO:0005798,Golgi-associated vesicle,1
UR001453784,unirule,GO:0016020,membrane,1
UR001453788,unirule,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",1
UR001453789,unirule,GO:0005524,ATP binding,1
UR001453790,unirule,GO:0003700,DNA-binding transcription factor activity,1
UR001453790,unirule,GO:0005634,nucleus,1
UR001453790,unirule,GO:0006355,regulation of DNA-templated transcription,1
UR001453793,unirule,GO:0005471,ATP:ADP antiporter activity,1
UR001453793,unirule,GO:0016020,membrane,1
UR001453798,unirule,GO:0004357,glutamate-cysteine ligase activity,1
UR001453798,unirule,GO:0005524,ATP binding,1
UR001453798,unirule,GO:0006750,glutathione biosynthetic process,1
UR001453799,unirule,GO:0004378,"GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",1
UR001453799,unirule,GO:0102704,"GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity",1
UR001454753,unirule,GO:0005789,endoplasmic reticulum membrane,1
UR001454753,unirule,GO:0051377,mannose-ethanolamine phosphotransferase activity,1
UR001454755,unirule,GO:0004843,cysteine-type deubiquitinase activity,1
UR001454755,unirule,GO:0036435,K48-linked polyubiquitin modification-dependent protein binding,1
UR001454755,unirule,GO:0140934,histone deubiquitinase activity,1
UR001454755,unirule,GO:1990380,K48-linked deubiquitinase activity,1
UR001454756,unirule,GO:0005634,nucleus,1
UR001454756,unirule,GO:0005681,spliceosomal complex,1
