suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_4633	false	Q88E35	Q88E35_PSEPK	PP_4633	PP_4633	PP_4633	SMc04008-like domain-containing protein	unreviewed	1.0	98			IPR023163;IPR036810;	PF06844;		ppu:PP_4633;	PPUT160488:G1G01-4945-MONOMER;		WP_010955294.1;	Reference proteome	ppu:PP_4633	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4634	false	Q88E34	Q88E34_PSEPK	PP_4634	PP_4634	PP_4634	Hydrolase, alpha/beta fold family	unreviewed	1.0	302		GO:0016787	IPR029058;IPR022742;IPR017208;	PF12146;		ppu:PP_4634;	PPUT160488:G1G01-4947-MONOMER;		WP_049587085.1;	Hydrolase;Reference proteome	ppu:PP_4634	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4640	false	Q88E28	Q88E28_PSEPK	PP_4640	PP_4640	PP_4640	YbdD/YjiX family protein	unreviewed	1.0	65			IPR007423;	PF04328;	PTHR38453:SF1;PTHR38453;	ppu:PP_4640;	PPUT160488:G1G01-4953-MONOMER;		WP_003251633.1;	Reference proteome	ppu:PP_4640	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4642	false	Q88E26	Q88E26_PSEPK	PP_4642	PP_4642	PP_4642	Cyclic diguanosine monophosphate-binding protein (c-di-GMP-binding protein) (Pilz domain-containing protein)	unreviewed	1.0	128		GO:0035438	IPR027021;IPR009875;	PF07238;		ppu:PP_4642;	PPUT160488:G1G01-4955-MONOMER;			c-di-GMP;Nucleotide-binding;Reference proteome	ppu:PP_4642	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
fpr-II	false	Q88E22	Q88E22_PSEPK	fpr-II	PP_4646	fpr-II PP_4646	ferredoxin--NADP(+) reductase (EC 1.18.1.2)	unreviewed	2.0	258	1.18.1.2	GO:0000166; GO:0004324; GO:0034599; GO:0042167	IPR008333;IPR017927;IPR001709;IPR033892;IPR039261;IPR051930;IPR001433;IPR017938;	PF00970;PF00175;	PTHR47878;PTHR47878:SF2;	ppu:PP_4646;	PPUT160488:G1G01-4959-MONOMER;		WP_010955304.1;	Nucleotide-binding;Oxidoreductase;Reference proteome	ppu:PP_4646	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
mdaB	false	Q88E07	Q88E07_PSEPK	mdaB	PP_4661	mdaB PP_4661	NADPH:quinone oxidoreductase MdaB (EC 1.6.5.10) (Modulator of drug activity B)	unreviewed	2.0	223	1.6.5.10	GO:0005737; GO:0008753	IPR003680;IPR029039;IPR052397;	PF02525;	PTHR46305;PTHR46305:SF3;	ppu:PP_4661;	PPUT160488:G1G01-4974-MONOMER;			Cytoplasm;FAD;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_4661	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4662	false	Q88E06	Q88E06_PSEPK	PP_4662	PP_4662	PP_4662	ABM domain-containing protein	unreviewed	1.0	104		GO:0003824	IPR007138;IPR050744;IPR011008;	PF03992;	PTHR33336:SF3;PTHR33336;	ppu:PP_4662;	PPUT160488:G1G01-4975-MONOMER;		WP_010955318.1;	Reference proteome	ppu:PP_4662	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4665	false	Q88E03	Q88E03_PSEPK	PP_4665	PP_4665	PP_4665	(S)-ureidoglycine aminohydrolase cupin domain-containing protein	unreviewed	1.0	114			IPR014710;IPR011051;IPR008579;	PF05899;	PTHR40943:SF1;PTHR40943;	ppu:PP_4665;	PPUT160488:G1G01-4978-MONOMER;		WP_003251579.1;	Reference proteome	ppu:PP_4665	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4669	false	Q88DZ9	Q88DZ9_PSEPK	PP_4669	PP_4669	PP_4669	OmpA family protein	unreviewed	1.0	172		GO:0009279	IPR050330;IPR006664;IPR006665;IPR006690;IPR036737;	PF00691;	PTHR30329:SF17;PTHR30329;	ppu:PP_4669;	PPUT160488:G1G01-4982-MONOMER;			Membrane;Reference proteome	ppu:PP_4669	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4671	false	Q88DZ7	Q88DZ7_PSEPK	PP_4671	PP_4671	PP_4671	YfiR family protein	unreviewed	1.0	188			IPR025293;	PF13689;		ppu:PP_4671;	PPUT160488:G1G01-4984-MONOMER;		WP_010955326.1;	Reference proteome;Signal	ppu:PP_4671	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
msrP	false	Q88DZ2	MSRP_PSEPK	msrP	PP_4676	msrP PP_4676	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	reviewed	3.0	337	1.8.5.-	GO:0016672; GO:0030091; GO:0042597; GO:0043546; GO:0046872	IPR022867;IPR000572;IPR036374;IPR006311;	PF00174;	PTHR43032;PTHR43032:SF3;	ppu:PP_4676;			WP_049586963.1;	Metal-binding;Molybdenum;Oxidoreductase;Periplasm;Reference proteome;Signal	ppu:PP_4676	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4681	false	Q88DY7	Q88DY7_PSEPK	PP_4681	PP_4681	PP_4681	YqcC-like domain-containing protein	unreviewed	1.0	111		GO:0044010	IPR007384;IPR023376;IPR036814;	PF04287;	PTHR39586:SF1;PTHR39586;	ppu:PP_4681;	PPUT160488:G1G01-4999-MONOMER;			Reference proteome	ppu:PP_4681	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4684	false	Q88DY4	Q88DY4_PSEPK	PP_4684	PP_4684	PP_4684	Aminoglycoside phosphotransferase domain-containing protein	unreviewed	1.0	520			IPR002575;IPR052732;IPR011009;IPR027417;	PF13671;PF01636;	PTHR43883:SF1;PTHR43883;	ppu:PP_4684;	PPUT160488:G1G01-5002-MONOMER;		WP_049586956.1;	Reference proteome	ppu:PP_4684	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4685	false	Q88DY3	Q88DY3_PSEPK	PP_4685	PP_4685	PP_4685	TfoX C-terminal domain-containing protein	unreviewed	1.0	92			IPR047525;IPR007077;	PF04994;	PTHR36121;PTHR36121:SF1;	ppu:PP_4685;	PPUT160488:G1G01-5003-MONOMER;		WP_010955337.1;	Reference proteome	ppu:PP_4685	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4690	false	Q88DX8	Q88DX8_PSEPK	PP_4690	PP_4690	PP_4690	Rieske 2Fe-2S family protein	unreviewed	1.0	114		GO:0046872; GO:0051537	IPR017941;IPR036922;	PF00355;	PTHR40261;PTHR40261:SF1;	ppu:PP_4690;	PPUT160488:G1G01-5009-MONOMER;		WP_010955342.1;	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Reference proteome	ppu:PP_4690	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
sfsA	false	Q88DX7	SFSA_PSEPK	sfsA	PP_4691	sfsA PP_4691	Sugar fermentation stimulation protein homolog	reviewed	1.0	237		GO:0003677	IPR005224;IPR040452;IPR041465;	PF03749;PF17746;	PTHR30545;PTHR30545:SF2;	ppu:PP_4691;	PPUT160488:G1G01-5010-MONOMER;		WP_004575787.1;	Reference proteome	ppu:PP_4691	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4692	false	Q88DX6	Q88DX6_PSEPK	PP_4692	PP_4692	PP_4692	Aminotransferase (EC 2.6.1.-)	unreviewed	2.0	390	2.6.1.-	GO:0006520; GO:0008483; GO:0030170	IPR004839;IPR050596;IPR004838;IPR015424;IPR015421;	PF00155;	PTHR46383:SF2;PTHR46383;	ppu:PP_4692;	PPUT160488:G1G01-5011-MONOMER;		WP_010955343.1;	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase	ppu:PP_4692	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4703	false	Q88DW5	Q88DW5_PSEPK	PP_4703	PP_4703	PP_4703	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	unreviewed	1.0	289		GO:0016491	IPR018713;	PF09995;	PTHR36151;PTHR36151:SF3;	ppu:PP_4703;	PPUT160488:G1G01-5024-MONOMER;		WP_010955352.1;	Reference proteome	ppu:PP_4703	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4705	false	Q88DW3	Q88DW3_PSEPK	PP_4705	PP_4705	PP_4705	Glyoxalase	unreviewed	1.0	137		GO:0004493; GO:0046491; GO:0046872	IPR029068;IPR004360;IPR051785;IPR037523;	PF00903;	PTHR43048;PTHR43048:SF4;	ppu:PP_4705;	PPUT160488:G1G01-5026-MONOMER;		WP_010955354.1;	Metal-binding;Reference proteome	ppu:PP_4705	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4706	false	Q88DW2	Q88DW2_PSEPK	PP_4706	PP_4706	PP_4706	ABM domain-containing protein	unreviewed	1.0	100		GO:0005829; GO:0016491	IPR007138;IPR050744;IPR011008;	PF03992;	PTHR33336:SF3;PTHR33336;	ppu:PP_4706;	PPUT160488:G1G01-5027-MONOMER;		WP_010955355.1;	Reference proteome	ppu:PP_4706	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4707	false	Q88DW1	Q88DW1_PSEPK	PP_4707	PP_4707	PP_4707	OsmY-related protein	unreviewed	1.0	116			IPR007055;IPR051686;IPR014004;	PF04972;	PTHR34606;PTHR34606:SF15;	ppu:PP_4707;	PPUT160488:G1G01-5028-MONOMER;		WP_003249976.1;	Reference proteome;Signal	ppu:PP_4707	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
infB	false	Q88DV7	IF2_PSEPK	infB	PP_4712	infB PP_4712	Translation initiation factor IF-2	reviewed	2.0	846		GO:0003743; GO:0003924; GO:0005525; GO:0005829	IPR009061;IPR053905;IPR013575;IPR044145;IPR006847;IPR027417;IPR005225;IPR000795;IPR000178;IPR015760;IPR023115;IPR036925;IPR009000;	PF22042;PF00009;PF11987;PF08364;PF04760;	PTHR43381:SF5;PTHR43381;	ppu:PP_4712;	PPUT160488:G1G01-5035-MONOMER;		WP_003249965.1;	Cytoplasm;GTP-binding;Initiation factor;Nucleotide-binding;Protein biosynthesis;Reference proteome	ppu:PP_4712	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
greA	false	Q88DU7	GREA_PSEPK	greA	PP_4722	greA PP_4722	Transcription elongation factor GreA (Transcript cleavage factor GreA)	reviewed	2.0	160		GO:0003677; GO:0006354; GO:0032784; GO:0070063	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;	PF01272;PF03449;	PTHR30437;PTHR30437:SF4;	ppu:PP_4722;	PPUT160488:G1G01-5048-MONOMER;			Coiled coil;DNA-binding;Reference proteome;Transcription;Transcription regulation	ppu:PP_4722	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
fur__Q88DT9	true	Q88DT9	Q88DT9_PSEPK	fur	PP_4730	fur PP_4730	Ferric uptake regulation protein	unreviewed	2.0	134		GO:0000976; GO:0003700; GO:0005829; GO:0006351; GO:0008270; GO:0045892; GO:1900705	IPR002481;IPR043135;IPR036388;IPR036390;	PF01475;	PTHR33202:SF2;PTHR33202;	ppu:PP_4730;	PPUT160488:G1G01-5058-MONOMER;		WP_003249922.1;	Cytoplasm;DNA-binding;Iron;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc	ppu:PP_4730	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4732	false	Q88DT7	Q88DT7_PSEPK	PP_4732	PP_4732	PP_4732	Coenzyme Q-binding protein COQ10 START domain-containing protein	unreviewed	1.0	182		GO:0045333; GO:0048039	IPR044996;IPR005031;IPR023393;	PF03364;	PTHR12901:SF10;PTHR12901;	ppu:PP_4732;	PPUT160488:G1G01-5060-MONOMER;			Reference proteome;Toxin-antitoxin system	ppu:PP_4732	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
pdhR	false	Q88DT5	Q88DT5_PSEPK	pdhR	PP_4734	pdhR PP_4734	Pyruvate dehydrogenase complex repressor	unreviewed	1.0	255		GO:0003677; GO:0003700; GO:0006351	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	PF07729;PF00392;	PTHR43537:SF34;PTHR43537;	ppu:PP_4734;	PPUT160488:G1G01-5062-MONOMER;		WP_010955371.1;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	ppu:PP_4734	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4738	false	Q88DT1	Q88DT1_PSEPK	PP_4738	PP_4738	PP_4738	PA14-33160 family domain-containing protein	unreviewed	1.0	96			IPR059832;	PF27144;		ppu:PP_4738;	PPUT160488:G1G01-5066-MONOMER;		WP_010955374.1;	Reference proteome;Signal	ppu:PP_4738	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
hsdR	false	Q88DS9	Q88DS9_PSEPK	hsdR	PP_4740	hsdR PP_4740	Type I restriction enzyme EcoAI R protein (EC 3.1.21.3)	unreviewed	1.0	787	3.1.21.3	GO:0003677; GO:0005524; GO:0005829; GO:0006304; GO:0009035	IPR013670;IPR006935;IPR014001;IPR001650;IPR050742;IPR029464;IPR027417;	PF08463;PF00271;PF13588;PF04851;	PTHR47396:SF1;PTHR47396;	ppu:PP_4740;	PPUT160488:G1G01-5074-MONOMER;		WP_010955376.1;	Hydrolase;Reference proteome	ppu:PP_4740	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
hsdM	false	Q88DS8	Q88DS8_PSEPK	hsdM	PP_4741	hsdM PP_4741	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	unreviewed	2.0	489	2.1.1.72	GO:0003677; GO:0008170; GO:0009007; GO:0009307; GO:0032259	IPR022749;IPR051537;IPR003356;IPR002052;IPR029063;IPR038333;	PF12161;PF02384;	PTHR42933;PTHR42933:SF4;	ppu:PP_4741;	PPUT160488:G1G01-5075-MONOMER;		WP_010955377.1;	Methyltransferase;Reference proteome;Restriction system;S-adenosyl-L-methionine;Transferase	ppu:PP_4741	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
hsdS	false	Q88DS7	Q88DS7_PSEPK	hsdS	PP_4742	hsdS PP_4742	Type I restriction-modification system, S subunit	unreviewed	1.0	576		GO:0003677; GO:0009307	IPR000055;IPR044946;IPR051212;	PF01420;	PTHR43140:SF1;PTHR43140;	ppu:PP_4742;	PPUT160488:G1G01-5076-MONOMER;		WP_010955378.1;	DNA-binding;Reference proteome;Restriction system	ppu:PP_4742	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4743	false	Q88DS6	Q88DS6_PSEPK	PP_4743	PP_4743	PP_4743	Caspase family p20 domain-containing protein	unreviewed	1.0	478		GO:0004197; GO:0005524; GO:0006508; GO:0016887	IPR003959;IPR051396;IPR027417;IPR001309;	PF13304;	PTHR43581;PTHR43581:SF4;	ppu:PP_4743;	PPUT160488:G1G01-5078-MONOMER;		WP_010955379.1;	Reference proteome	ppu:PP_4743	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
stcD	false	Q88DS0	Q88DS0_PSEPK	stcD	PP_4753	stcD PP_4753	N-methylproline demethylase (EC 1.-.-.-)	unreviewed	2.0	678	1.-.-.-	GO:0008670; GO:0010181; GO:0033543; GO:0046872; GO:0051536	IPR013785;IPR036188;IPR023753;IPR051793;IPR001155;	PF00724;PF07992;	PTHR42917;PTHR42917:SF2;	ppu:PP_4753;	PPUT160488:G1G01-5087-MONOMER;		WP_004576153.1;	Flavoprotein;FMN;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome	ppu:PP_4753	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4760	false	Q88DR3	Q88DR3_PSEPK	PP_4760	PP_4760	PP_4760	Alcohol dehydrogenase, zinc-containing	unreviewed	1.0	336		GO:0016491	IPR013149;IPR013154;IPR020843;IPR011032;IPR036291;IPR052711;	PF08240;PF00107;	PTHR45033;PTHR45033:SF2;	ppu:PP_4760;	PPUT160488:G1G01-5094-MONOMER;		WP_010955388.1;	Reference proteome	ppu:PP_4760	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4761	false	Q88DR2	Q88DR2_PSEPK	PP_4761	PP_4761	PP_4761	Hydrolase, haloacid dehalogenase-like family	unreviewed	1.0	196			IPR036412;IPR006439;IPR023214;	PF00702;	PTHR43885;PTHR43885:SF1;	ppu:PP_4761;	PPUT160488:G1G01-5095-MONOMER;		WP_003249853.1;	Reference proteome	ppu:PP_4761	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4763	false	Q88DR0	Q88DR0_PSEPK	PP_4763	PP_4763	PP_4763	GCN5-related N-acetyltransferase	unreviewed	1.0	178		GO:0016747	IPR016181;IPR000182;IPR051531;	PF13302;	PTHR43792;PTHR43792:SF1;	ppu:PP_4763;	PPUT160488:G1G01-5097-MONOMER;			Reference proteome	ppu:PP_4763	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4764	false	Q88DQ9	Q88DQ9_PSEPK	PP_4764	PP_4764	PP_4764	Histone deacetylase family protein	unreviewed	1.0	304		GO:0004407; GO:0016787; GO:0040029	IPR044150;IPR000286;IPR023801;IPR037138;IPR023696;	PF00850;	PTHR10625:SF19;PTHR10625;	ppu:PP_4764;	PPUT160488:G1G01-5099-MONOMER;		WP_004576004.1;	Hydrolase;Reference proteome	ppu:PP_4764	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4765	false	Q88DQ8	Q88DQ8_PSEPK	PP_4765	PP_4765	PP_4765	NAD(FAD)-utilizing dehydrogenase	unreviewed	1.0	412			IPR004792;IPR023166;IPR036188;IPR022460;IPR055178;IPR057661;	PF03486;PF22780;	PTHR42887:SF1;PTHR42887;	ppu:PP_4765;	PPUT160488:G1G01-5100-MONOMER;		WP_010955391.1;	FAD;Flavoprotein;Reference proteome	ppu:PP_4765	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4769	false	Q88DQ4	Q88DQ4_PSEPK	PP_4769	PP_4769	PP_4769	NYN domain-containing protein	unreviewed	1.0	159		GO:0004540	IPR047140;IPR021139;	PF01936;	PTHR35458:SF8;PTHR35458;	ppu:PP_4769;	PPUT160488:G1G01-5104-MONOMER;		WP_010955394.1;	Reference proteome	ppu:PP_4769	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4775	false	Q88DP8	Q88DP8_PSEPK	PP_4775	PP_4775	PP_4775	Glycine zipper family protein	unreviewed	1.0	278			IPR045398;	PF20125;		ppu:PP_4775;	PPUT160488:G1G01-5111-MONOMER;		WP_049586602.1;	Reference proteome;Signal	ppu:PP_4775	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
rluE	false	A0A140FWR7	A0A140FWR7_PSEPK	rluE	PP_4778	rluE PP_4778	Pseudouridine synthase (EC 5.4.99.-)	unreviewed	2.0	210	5.4.99.-	GO:0001522; GO:0003723; GO:0006364; GO:0009982; GO:0140098	IPR042092;IPR020103;IPR006145;IPR000748;IPR018496;IPR050343;IPR020094;	PF00849;	PTHR47683;PTHR47683:SF2;	ppu:PP_4778;	PPUT160488:G1G01-5115-MONOMER;		WP_049586600.1;	Isomerase;Reference proteome	ppu:PP_4778	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4780	false	Q88DP4	Q88DP4_PSEPK	PP_4780	PP_4780	PP_4780	Acyl-CoA dehydrogenase	unreviewed	1.0	550		GO:0003995	IPR052904;IPR006089;IPR006091;IPR036250;IPR009075;IPR009100;IPR041504;	PF00441;PF02770;PF18158;	PTHR42707;PTHR42707:SF3;	ppu:PP_4780;	PPUT160488:G1G01-5117-MONOMER;		WP_010955402.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome	ppu:PP_4780	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4785	false	Q88DN9	Q88DN9_PSEPK	PP_4785	PP_4785	PP_4785	Sel1 repeat family protein	unreviewed	1.0	181			IPR006597;IPR050767;IPR011990;	PF08238;	PTHR11102:SF160;PTHR11102;	ppu:PP_4785;	PPUT160488:G1G01-5122-MONOMER;		WP_004576914.1;	Reference proteome;Signal	ppu:PP_4785	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
ybeZ	false	Q88DN7	Q88DN7_PSEPK	ybeZ	PP_4787	ybeZ PP_4787	PhoH-like protein	unreviewed	1.0	332		GO:0005524; GO:0005829	IPR027417;IPR003714;IPR051451;	PF02562;	PTHR30473:SF1;PTHR30473;	ppu:PP_4787;	PPUT160488:G1G01-5124-MONOMER;		WP_010955407.1;	ATP-binding;Cytoplasm;Nucleotide-binding;Reference proteome	ppu:PP_4787	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4797	false	Q88DM8	Q88DM8_PSEPK	PP_4797	PP_4797	PP_4797	Lipoyl synthase	unreviewed	1.0	54		GO:0072344	IPR005589;	PF03889;		ppu:PP_4797;	PPUT160488:G1G01-5134-MONOMER;		WP_003249747.1;	Reference proteome	ppu:PP_4797	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_4798	false	Q88DM7	Q88DM7_PSEPK	PP_4798	PP_4798	PP_4798	Membrane-bound lytic murein transglycosylase	unreviewed	1.0	438		GO:0008933; GO:0009253	IPR023346;IPR043426;IPR011970;IPR002477;IPR036365;IPR036366;IPR031304;	PF01471;PF13406;	PTHR30163:SF8;PTHR30163;	ppu:PP_4798;	PPUT160488:G1G01-5135-MONOMER;		WP_010955414.1;	Reference proteome	ppu:PP_4798	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
mltB	false	Q88DM0	Q88DM0_PSEPK	mltB	PP_4805	mltB PP_4805	Membrane-bound lytic murein transglycosylase B (EC 3.2.1.-)	unreviewed	1.0	348	3.2.1.-	GO:0008933; GO:0009253; GO:0016798	IPR023346;IPR011757;IPR043426;IPR031304;	PF13406;	PTHR30163;PTHR30163:SF9;	ppu:PP_4805;	PPUT160488:G1G01-5142-MONOMER;			Glycosidase;Hydrolase;Reference proteome	ppu:PP_4805	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_4817	false	Q88DK8	Q88DK8_PSEPK	PP_4817	PP_4817	PP_4817	MaoC domain protein	unreviewed	1.0	151			IPR029069;IPR002539;IPR039375;	PF01575;	PTHR42993;PTHR42993:SF1;	ppu:PP_4817;	PPUT160488:G1G01-5154-MONOMER;		WP_010955428.1;	Reference proteome	ppu:PP_4817	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
