suggested_review_name	ordered_locus	uniprot_accession	membership_source	pathway_id	pathway_name	pathway_scope	module_area	is_primary_partition
PP_4856	PP_4856	Q88DG9	KEGG	ppu00860	Porphyrin metabolism	specific	cofactors_vitamins_redox	true
ydfG	PP_4862	Q88DG3	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
ydfG	PP_4862	Q88DG3	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
ydfG	PP_4862	Q88DG3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
livF-II	PP_4863	Q88DG2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
livF-II	PP_4863	Q88DG2	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
braF	PP_4864	Q88DG1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
braF	PP_4864	Q88DG1	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
braE	PP_4865	Q88DG0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
braE	PP_4865	Q88DG0	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
braD	PP_4866	Q88DF9	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
braD	PP_4866	Q88DF9	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_4867	PP_4867	Q88DF8	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
PP_4867	PP_4867	Q88DF8	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
pncB	PP_4868	Q88DF7	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
pncB	PP_4868	Q88DF7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pncB	PP_4868	Q88DF7	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
pncB	PP_4868	Q88DF7	UniPathway	UPA00253	UniPathway UPA00253	specific	unipathway	false
nadE	PP_4869	Q88DF6	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nadE	PP_4869	Q88DF6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nadE	PP_4869	Q88DF6	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
nadE	PP_4869	Q88DF6	UniPathway	UPA00253	UniPathway UPA00253	specific	unipathway	false
dnaB	PP_4873	Q88DF2	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	true
rplI	PP_4874	Q88DF1	KEGG	ppu03010	Ribosome	specific	other_kegg_pathway	true
rpsR	PP_4876	Q88DE9	KEGG	ppu03010	Ribosome	specific	other_kegg_pathway	true
rpsF	PP_4877	Q88DE8	KEGG	ppu03010	Ribosome	specific	other_kegg_pathway	true
rnr	PP_4880	Q88DE6	KEGG	ppu03018	RNA degradation	specific	other_kegg_pathway	true
PP_4881	PP_4881	Q88DE5	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_4882	PP_4882	Q88DE4	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_4886	PP_4886	Q88DE1	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	false
PP_4886	PP_4886	Q88DE1	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	true
purA	PP_4889	Q88DD8	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
purA	PP_4889	Q88DD8	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	true
purA	PP_4889	Q88DD8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
purA	PP_4889	Q88DD8	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
purA	PP_4889	Q88DD8	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
purA	PP_4889	Q88DD8	UniPathway	UPA00075	UniPathway UPA00075	specific	unipathway	false
hisZ	PP_4890	Q88DD7	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisZ	PP_4890	Q88DD7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisZ	PP_4890	Q88DD7	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisZ	PP_4890	Q88DD7	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisZ	PP_4890	Q88DD7	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hfq	PP_4894	Q88DD3	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	false
hfq	PP_4894	Q88DD3	KEGG	ppu03018	RNA degradation	specific	other_kegg_pathway	true
miaA	PP_4895	Q88DD2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
miaA	PP_4895	Q88DD2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
mutL	PP_4896	Q88DD1	KEGG	ppu03430	Mismatch repair	specific	other_kegg_pathway	true
amiC	PP_4897	Q88DD0	KEGG	ppu01503	Cationic antimicrobial peptide (CAMP) resistance	specific	other_kegg_pathway	true
queG	PP_4900	Q88DC7	UniPathway	UPA00392	UniPathway UPA00392	specific	unipathway	false
orn	PP_4902	Q88DC5	KEGG	ppu03008	Ribosome biogenesis in eukaryotes	specific	other_kegg_pathway	true
rsgA	PP_4903	Q88DC4	KEGG	ppu00730	Thiamine metabolism	specific	cofactors_vitamins_redox	true
rsgA	PP_4903	Q88DC4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
motB	PP_4904	Q88DC3	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	false
motB	PP_4904	Q88DC3	KEGG	ppu02040	Flagellar assembly	specific	transport_motility_signaling	true
motA	PP_4905	Q88DC2	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
motA	PP_4905	Q88DC2	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	false
motA	PP_4905	Q88DC2	KEGG	ppu02040	Flagellar assembly	specific	transport_motility_signaling	true
rhdA	PP_4907	Q88DC0	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
rhdA	PP_4907	Q88DC0	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
rhdA	PP_4907	Q88DC0	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
rhdA	PP_4907	Q88DC0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
rhdA	PP_4907	Q88DC0	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
psd	PP_4908	Q88DB9	KEGG	ppu00564	Glycerophospholipid metabolism	specific	lipid_cell_envelope_metabolism	true
psd	PP_4908	Q88DB9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
psd	PP_4908	Q88DB9	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
psd	PP_4908	Q88DB9	UniPathway	UPA00558	UniPathway UPA00558	specific	unipathway	false
serB	PP_4909	Q88DB8	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
serB	PP_4909	Q88DB8	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	true
serB	PP_4909	Q88DB8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
serB	PP_4909	Q88DB8	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
serB	PP_4909	Q88DB8	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
serB	PP_4909	Q88DB8	KEGG	ppu01200	Carbon metabolism	overview	overview	false
serB	PP_4909	Q88DB8	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
serB	PP_4909	Q88DB8	UniPathway	UPA00135	UniPathway UPA00135	specific	unipathway	false
pde	PP_4917	Q88DB0	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
pde	PP_4917	Q88DB0	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
pde	PP_4917	Q88DB0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nudF	PP_4919	Q88DA8	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
nudF	PP_4919	Q88DA8	KEGG	ppu00740	Riboflavin metabolism	specific	cofactors_vitamins_redox	true
nudF	PP_4919	Q88DA8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
thiC	PP_4922	Q88DA5	KEGG	ppu00730	Thiamine metabolism	specific	cofactors_vitamins_redox	true
thiC	PP_4922	Q88DA5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
thiC	PP_4922	Q88DA5	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
thiC	PP_4922	Q88DA5	UniPathway	UPA00060	UniPathway UPA00060	specific	unipathway	false
PP_4923	PP_4923	Q88DA4	KEGG	ppu01501	beta-Lactam resistance	specific	lipid_cell_envelope_metabolism	true
PP_4923	PP_4923	Q88DA4	KEGG	ppu01503	Cationic antimicrobial peptide (CAMP) resistance	specific	other_kegg_pathway	false
PP_4923	PP_4923	Q88DA4	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_4923	PP_4923	Q88DA4	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
PP_4926	PP_4926	Q88DA1	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	true
cyaB	PP_4927	Q88DA0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
cyaB	PP_4927	Q88DA0	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	true
waaA	PP_4928	Q88D99	KEGG	ppu00540	Lipopolysaccharide biosynthesis	specific	lipid_cell_envelope_metabolism	true
waaA	PP_4928	Q88D99	KEGG	ppu01100	Metabolic pathways	overview	overview	false
waaA	PP_4928	Q88D99	UniPathway	UPA00958	UniPathway UPA00958	specific	unipathway	false
hldE	PP_4934	Q88D93	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	specific	nucleotide_metabolism	true
hldE	PP_4934	Q88D93	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hldE	PP_4934	Q88D93	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
hldE	PP_4934	Q88D93	UniPathway	UPA00356	UniPathway UPA00356	specific	unipathway	false
hldE	PP_4934	Q88D93	UniPathway	UPA00356	UniPathway UPA00356	specific	unipathway	false
msbA	PP_4935	Q88D92	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
putA	PP_4947	Q88D80	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	true
putA	PP_4947	Q88D80	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	false
putA	PP_4947	Q88D80	KEGG	ppu01100	Metabolic pathways	overview	overview	false
putA	PP_4947	Q88D80	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
putA	PP_4947	Q88D80	UniPathway	UPA00261	UniPathway UPA00261	specific	unipathway	false
ygjP	PP_4958	Q88D69	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
ygjP	PP_4958	Q88D69	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ygjP	PP_4958	Q88D69	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
fba	PP_4960	Q88D67	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
fba	PP_4960	Q88D67	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	false
fba	PP_4960	Q88D67	KEGG	ppu00051	Fructose and mannose metabolism	specific	other_kegg_pathway	false
fba	PP_4960	Q88D67	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	false
fba	PP_4960	Q88D67	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
fba	PP_4960	Q88D67	KEGG	ppu01100	Metabolic pathways	overview	overview	false
fba	PP_4960	Q88D67	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
fba	PP_4960	Q88D67	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
fba	PP_4960	Q88D67	KEGG	ppu01200	Carbon metabolism	overview	overview	false
fba	PP_4960	Q88D67	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
fba	PP_4960	Q88D67	UniPathway	UPA00109	UniPathway UPA00109	specific	unipathway	false
pgk	PP_4963	Q88D64	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
pgk	PP_4963	Q88D64	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
pgk	PP_4963	Q88D64	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pgk	PP_4963	Q88D64	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
pgk	PP_4963	Q88D64	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
pgk	PP_4963	Q88D64	KEGG	ppu01200	Carbon metabolism	overview	overview	false
pgk	PP_4963	Q88D64	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
pgk	PP_4963	Q88D64	UniPathway	UPA00109	UniPathway UPA00109	specific	unipathway	false
epd	PP_4964	Q88D63	KEGG	ppu00750	Vitamin B6 metabolism	specific	cofactors_vitamins_redox	true
epd	PP_4964	Q88D63	KEGG	ppu01100	Metabolic pathways	overview	overview	false
epd	PP_4964	Q88D63	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
tktA	PP_4965	Q88D62	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	false
tktA	PP_4965	Q88D62	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
tktA	PP_4965	Q88D62	KEGG	ppu01100	Metabolic pathways	overview	overview	false
tktA	PP_4965	Q88D62	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
tktA	PP_4965	Q88D62	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
tktA	PP_4965	Q88D62	KEGG	ppu01200	Carbon metabolism	overview	overview	false
tktA	PP_4965	Q88D62	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
metK	PP_4967	Q88D60	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
metK	PP_4967	Q88D60	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
metK	PP_4967	Q88D60	KEGG	ppu00999	Biosynthesis of various plant secondary metabolites	specific	other_kegg_pathway	true
metK	PP_4967	Q88D60	KEGG	ppu01100	Metabolic pathways	overview	overview	false
metK	PP_4967	Q88D60	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
metK	PP_4967	Q88D60	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
metK	PP_4967	Q88D60	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
metK	PP_4967	Q88D60	UniPathway	UPA00315	UniPathway UPA00315	specific	unipathway	false
ligB	PP_4968	Q88D59	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	false
ligB	PP_4968	Q88D59	KEGG	ppu03410	Base excision repair	specific	other_kegg_pathway	false
ligB	PP_4968	Q88D59	KEGG	ppu03420	Nucleotide excision repair	specific	nucleotide_metabolism	true
ligB	PP_4968	Q88D59	KEGG	ppu03430	Mismatch repair	specific	other_kegg_pathway	false
ahcY	PP_4976	A0A140FWS3	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
ahcY	PP_4976	A0A140FWS3	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	true
ahcY	PP_4976	A0A140FWS3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ahcY	PP_4976	A0A140FWS3	UniPathway	UPA00314	UniPathway UPA00314	specific	unipathway	false
metF	PP_4977	Q88D51	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	true
metF	PP_4977	Q88D51	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
metF	PP_4977	Q88D51	KEGG	ppu01100	Metabolic pathways	overview	overview	false
metF	PP_4977	Q88D51	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
metF	PP_4977	Q88D51	KEGG	ppu01200	Carbon metabolism	overview	overview	false
metF	PP_4977	Q88D51	UniPathway	UPA00193	UniPathway UPA00193	specific	unipathway	false
rhlE	PP_4980	Q88D48	KEGG	ppu03018	RNA degradation	specific	other_kegg_pathway	true
PP_4983	PP_4983	Q88D45	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
PP_4983	PP_4983	Q88D45	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	false
PP_4983	PP_4983	Q88D45	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	false
PP_4983	PP_4983	Q88D45	KEGG	ppu00350	Tyrosine metabolism	specific	amino_acid_metabolism	true
PP_4983	PP_4983	Q88D45	KEGG	ppu00360	Phenylalanine metabolism	specific	amino_acid_metabolism	false
PP_4983	PP_4983	Q88D45	KEGG	ppu00380	Tryptophan metabolism	specific	amino_acid_metabolism	false
PP_4983	PP_4983	Q88D45	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_4983	PP_4983	Q88D45	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
bioA	PP_4984	Q88D44	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioA	PP_4984	Q88D44	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioA	PP_4984	Q88D44	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioA	PP_4984	Q88D44	UniPathway	UPA00078	UniPathway UPA00078	specific	unipathway	false
PP_4987	PP_4987	Q88D41	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_4987	PP_4987	Q88D41	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
PP_4988	PP_4988	Q88D40	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_4988	PP_4988	Q88D40	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
pilJ	PP_4989	Q88D39	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
pilJ	PP_4989	Q88D39	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
pilI	PP_4990	Q88D38	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
pilI	PP_4990	Q88D38	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
pilH	PP_4991	Q88D37	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
pilH	PP_4991	Q88D37	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
pilG	PP_4992	Q88D36	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
pilG	PP_4992	Q88D36	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
gshB	PP_4993	Q88D35	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	true
gshB	PP_4993	Q88D35	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gshB	PP_4993	Q88D35	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
gshB	PP_4993	Q88D35	UniPathway	UPA00142	UniPathway UPA00142	specific	unipathway	false
pyrR	PP_4997	Q88D31	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
pyrR	PP_4997	Q88D31	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pyrR	PP_4997	Q88D31	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
pyrB	PP_4998	Q88D30	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
pyrB	PP_4998	Q88D30	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
pyrB	PP_4998	Q88D30	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pyrB	PP_4998	Q88D30	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
pyrB	PP_4998	Q88D30	UniPathway	UPA00070	UniPathway UPA00070	specific	unipathway	false
pyrC'	PP_4999	Q88D29	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
pyrC'	PP_4999	Q88D29	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pyrC'	PP_4999	Q88D29	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
phaA	PP_5003	Q88D25	KEGG	ppu00650	Butanoate metabolism	specific	central_carbon	true
phaA	PP_5003	Q88D25	KEGG	ppu01100	Metabolic pathways	overview	overview	false
phaC-II	PP_5005	Q88D23	KEGG	ppu00650	Butanoate metabolism	specific	central_carbon	true
phaC-II	PP_5005	Q88D23	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ubiE	PP_5011	Q88D17	KEGG	ppu00130	Ubiquinone and other terpenoid-quinone biosynthesis	specific	cofactors_vitamins_redox	true
ubiE	PP_5011	Q88D17	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ubiE	PP_5011	Q88D17	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ubiE	PP_5011	Q88D17	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
ubiE	PP_5011	Q88D17	UniPathway	UPA00079	UniPathway UPA00079	specific	unipathway	false
ubiE	PP_5011	Q88D17	UniPathway	UPA00232	UniPathway UPA00232	specific	unipathway	false
ubiJ	PP_5012	Q88D16	UniPathway	UPA00232	UniPathway UPA00232	specific	unipathway	false
ubiB	PP_5013	A0A140FWS4	UniPathway	UPA00232	UniPathway UPA00232	specific	unipathway	false
hisI	PP_5014	Q88D15	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisI	PP_5014	Q88D15	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisI	PP_5014	Q88D15	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisI	PP_5014	Q88D15	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisI	PP_5014	Q88D15	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisE	PP_5015	Q88D14	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisE	PP_5015	Q88D14	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisE	PP_5015	Q88D14	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisE	PP_5015	Q88D14	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisE	PP_5015	Q88D14	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
tatA-II	PP_5016	Q88D13	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
tatA-II	PP_5016	Q88D13	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
tatB	PP_5017	Q88D12	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
tatB	PP_5017	Q88D12	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
tatC-II	PP_5018	Q88D11	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
tatC-II	PP_5018	Q88D11	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
mcpQ	PP_5020	Q88D09	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
mcpQ	PP_5020	Q88D09	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
PP_5021	PP_5021	Q88D08	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_5021	PP_5021	Q88D08	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
opgH	PP_5025	Q88D04	UniPathway	UPA00637	UniPathway UPA00637	specific	unipathway	false
opgG	PP_5026	Q88D03	UniPathway	UPA00637	UniPathway UPA00637	specific	unipathway	false
pip	PP_5028	Q88D01	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	true
pip	PP_5028	Q88D01	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hutG	PP_5029	Q88D00	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hutG	PP_5029	Q88D00	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
hutG	PP_5029	Q88D00	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hutI	PP_5030	Q88CZ9	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hutI	PP_5030	Q88CZ9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hutI	PP_5030	Q88CZ9	UniPathway	UPA00379	UniPathway UPA00379	specific	unipathway	false
hutH	PP_5032	Q88CZ7	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hutH	PP_5032	Q88CZ7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hutH	PP_5032	Q88CZ7	UniPathway	UPA00379	UniPathway UPA00379	specific	unipathway	false
hutU	PP_5033	Q88CZ6	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hutU	PP_5033	Q88CZ6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hutU	PP_5033	Q88CZ6	UniPathway	UPA00379	UniPathway UPA00379	specific	unipathway	false
hutF	PP_5036	Q88CZ3	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hutF	PP_5036	Q88CZ3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
fbp	PP_5040	Q88CY9	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
fbp	PP_5040	Q88CY9	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	false
fbp	PP_5040	Q88CY9	KEGG	ppu00051	Fructose and mannose metabolism	specific	other_kegg_pathway	false
fbp	PP_5040	Q88CY9	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	false
fbp	PP_5040	Q88CY9	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
fbp	PP_5040	Q88CY9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
fbp	PP_5040	Q88CY9	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
fbp	PP_5040	Q88CY9	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
fbp	PP_5040	Q88CY9	KEGG	ppu01200	Carbon metabolism	overview	overview	false
fbp	PP_5040	Q88CY9	UniPathway	UPA00138	UniPathway UPA00138	specific	unipathway	false
glgP	PP_5041	Q88CY8	KEGG	ppu00500	Starch and sucrose metabolism	specific	other_kegg_pathway	true
glgP	PP_5041	Q88CY8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glgP	PP_5041	Q88CY8	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
thiI	PP_5045	Q88CY4	KEGG	ppu00730	Thiamine metabolism	specific	cofactors_vitamins_redox	true
thiI	PP_5045	Q88CY4	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	false
thiI	PP_5045	Q88CY4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
thiI	PP_5045	Q88CY4	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
thiI	PP_5045	Q88CY4	UniPathway	UPA00060	UniPathway UPA00060	specific	unipathway	false
glnA	PP_5046	Q88CY3	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	false
glnA	PP_5046	Q88CY3	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	false
glnA	PP_5046	Q88CY3	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
