suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
PP_5329	false	Q88C54	Q88C54_PSEPK	PP_5329	PP_5329	PP_5329	Phosphate-binding protein	unreviewed	2.0	332		GO:0005576; GO:0006817; GO:0007155; GO:0042301; GO:0042597	IPR024370;IPR011862;IPR050811;	PF12849;	PTHR30570;PTHR30570:SF6;	ppu:PP_5329;	PPUT160488:G1G01-5685-MONOMER;		WP_010955820.1;	Cell adhesion;Periplasm;Phosphate transport;Reference proteome;Secreted;Signal;Transport;Virulence
PP_5330	false	Q88C53	Q88C53_PSEPK	PP_5330	PP_5330	PP_5330	Major facilitator family transporter	unreviewed	1.0	429		GO:0005886; GO:0015293	IPR051084;IPR011701;IPR020846;IPR036259;	PF07690;	PTHR43528;PTHR43528:SF7;	ppu:PP_5330;	PPUT160488:G1G01-5686-MONOMER;		WP_010955821.1;	Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
PP_5331	false	Q88C52	Q88C52_PSEPK	PP_5331	PP_5331	PP_5331	Long-chain acyl-CoA thioester hydrolase	unreviewed	1.0	132		GO:0005829; GO:0006637; GO:0009062; GO:0052816	IPR040170;IPR033120;IPR029069;IPR006683;	PF03061;	PTHR11049;PTHR11049:SF5;	ppu:PP_5331;	PPUT160488:G1G01-5687-MONOMER;		WP_003253317.1;	Hydrolase;Reference proteome
PP_5332	false	Q88C51	Q88C51_PSEPK	PP_5332	PP_5332	PP_5332	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	unreviewed	2.0	298	5.1.3.15	GO:0005975; GO:0030246; GO:0047938	IPR008183;IPR025532;IPR011013;IPR014718;	PF01263;	PTHR11122;PTHR11122:SF13;	ppu:PP_5332;	PPUT160488:G1G01-5688-MONOMER;		WP_010955822.1;	Isomerase;Reference proteome
PP_5333	false	Q88C50	Q88C50_PSEPK	PP_5333	PP_5333	PP_5333	Lipoprotein	unreviewed	1.0	189			IPR021727;	PF11736;		ppu:PP_5333;	PPUT160488:G1G01-5689-MONOMER;			Reference proteome;Signal
PP_5334	false	Q88C49	Q88C49_PSEPK	PP_5334	PP_5334	PP_5334	Transglycosylase	unreviewed	1.0	81		GO:0005886	IPR007341;	PF04226;	PTHR33884:SF7;PTHR33884;	ppu:PP_5334;	PPUT160488:G1G01-5690-MONOMER;		WP_010955824.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
purK	false	Q88C48	Q88C48_PSEPK	purK	PP_5335	purK PP_5335	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	unreviewed	3.0	360	6.3.4.18	GO:0004638; GO:0005524; GO:0005829; GO:0006189; GO:0034028; GO:0046872	IPR011761;IPR003135;IPR013815;IPR016185;IPR005875;IPR040686;IPR054350;IPR011054;	PF02222;PF17769;PF22660;	PTHR11609:SF5;PTHR11609;	ppu:PP_5335;	PPUT160488:G1G01-5691-MONOMER;	UPA00074;	WP_010955825.1;	ATP-binding;Ligase;Nucleotide-binding;Purine biosynthesis;Reference proteome
purE	false	Q88C47	Q88C47_PSEPK	purE	PP_5336	purE PP_5336	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	unreviewed	2.0	163	5.4.99.18	GO:0006189; GO:0034023	IPR033747;IPR000031;IPR024694;	PF00731;	PTHR23046:SF2;PTHR23046;	ppu:PP_5336;	PPUT160488:G1G01-5692-MONOMER;	UPA00074;	WP_003253304.1;	Isomerase;Purine biosynthesis;Reference proteome
PP_5337	false	Q88C46	Q88C46_PSEPK	PP_5337	PP_5337	PP_5337	LysR family transcriptional regulator	unreviewed	1.0	305		GO:0000976; GO:0003700; GO:0006351	IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30126;PTHR30126:SF2;	ppu:PP_5337;	PPUT160488:G1G01-5693-MONOMER;		WP_010955826.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
aspA	false	Q88C45	Q88C45_PSEPK	aspA	PP_5338	aspA PP_5338	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	unreviewed	2.0	478	4.3.1.1	GO:0005829; GO:0006099; GO:0006531; GO:0008797	IPR004708;IPR051546;IPR024083;IPR018951;IPR020557;IPR000362;IPR022761;IPR008948;	PF10415;PF00206;	PTHR42696;PTHR42696:SF2;	ppu:PP_5338;	PPUT160488:G1G01-5694-MONOMER;			Lyase;Reference proteome
oruR	false	Q88C44	Q88C44_PSEPK	oruR	PP_5339	oruR PP_5339	Transcriptional regulator, ornithine utilization	unreviewed	1.0	356		GO:0000976; GO:0003700; GO:0005829; GO:0006351	IPR032687;IPR009057;IPR018060;	PF12625;PF12833;	PTHR47894;PTHR47894:SF1;	ppu:PP_5339;	PPUT160488:G1G01-5695-MONOMER;			DNA-binding;Reference proteome;Transcription;Transcription regulation
aphA	false	Q88C43	Q88C43_PSEPK	aphA	PP_5340	aphA PP_5340	Acetylpolyamine aminohydrolase	unreviewed	1.0	347		GO:0004407; GO:0016787; GO:0040029; GO:0046872	IPR000286;IPR023801;IPR037138;IPR023696;	PF00850;	PTHR10625:SF17;PTHR10625;	ppu:PP_5340;	PPUT160488:G1G01-5696-MONOMER;		WP_010955829.1;	Hydrolase;Metal-binding;Reference proteome;Zinc
potF-IV	false	Q88C42	Q88C42_PSEPK	potF-IV	PP_5341	potF-IV PP_5341	Putrescine-binding periplasmic protein	unreviewed	1.0	367		GO:0015846; GO:0019808; GO:0042597	IPR006059;IPR001188;	PF13416;	PTHR30222:SF12;PTHR30222;	ppu:PP_5341;	PPUT160488:G1G01-5697-MONOMER;		WP_010955830.1;	Periplasm;Reference proteome;Signal;Transport
PP_5342	false	Q88C41	Q88C41_PSEPK	PP_5342	PP_5342	PP_5342	Transcriptional regulator, GntR family	unreviewed	1.0	509		GO:0003677; GO:0003700; GO:0006351; GO:0030170	IPR004839;IPR051446;IPR015424;IPR015421;IPR000524;IPR036388;IPR036390;	PF00155;PF00392;	PTHR46577;PTHR46577:SF1;	ppu:PP_5342;	PPUT160488:G1G01-5698-MONOMER;		WP_010955831.1;	DNA-binding;Pyridoxal phosphate;Reference proteome;Transcription;Transcription regulation
PP_5343	false	Q88C40	Q88C40_PSEPK	PP_5343	PP_5343	PP_5343	Transcriptional regulator	unreviewed	1.0	209			IPR012349;IPR007396;	PF04299;	PTHR35802;PTHR35802:SF1;	ppu:PP_5343;	PPUT160488:G1G01-5699-MONOMER;		WP_010955832.1;	Reference proteome
PP_5344	false	Q88C39	Q88C39_PSEPK	PP_5344	PP_5344	PP_5344	Acetyltransferase	unreviewed	1.0	148		GO:0008080	IPR016181;IPR051016;IPR000182;	PF00583;	PTHR10545:SF42;PTHR10545;	ppu:PP_5344;	PPUT160488:G1G01-5700-MONOMER;		WP_003253286.1;	Acyltransferase;Reference proteome;Transferase
PP_5345	false	Q88C38	Q88C38_PSEPK	PP_5345	PP_5345	PP_5345	Acetyltransferase, GNAT family	unreviewed	1.0	223		GO:0005737; GO:0008999; GO:1990189	IPR016181;IPR000182;IPR051908;	PF13302;	PTHR43441:SF2;PTHR43441;	ppu:PP_5345;	PPUT160488:G1G01-5701-MONOMER;		WP_010955833.1;	Reference proteome
pycB	false	Q88C37	Q88C37_PSEPK	pycB	PP_5346	pycB PP_5346	Pyruvate carboxylase subunit B (EC 6.4.1.1)	unreviewed	1.0	602	6.4.1.1	GO:0004736; GO:0005737; GO:0006094; GO:0006814; GO:0008948	IPR013785;IPR000089;IPR003379;IPR005776;IPR055268;IPR000891;IPR011053;	PF00364;PF00682;PF02436;	PTHR43778;PTHR43778:SF2;	ppu:PP_5346;	PPUT160488:G1G01-5702-MONOMER;		WP_003253282.1;	Biotin;Ligase;Pyruvate;Reference proteome
pycA	false	Q88C36	Q88C36_PSEPK	pycA	PP_5347	pycA PP_5347	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	unreviewed	2.0	471		GO:0004075; GO:0005524; GO:0046872	IPR051602;IPR011761;IPR005481;IPR011764;IPR005482;IPR005479;IPR016185;IPR011054;	PF02785;PF00289;PF02786;	PTHR48095:SF1;PTHR48095;	ppu:PP_5347;	PPUT160488:G1G01-5703-MONOMER;		WP_003253279.1;	ATP-binding;Biotin;Ligase;Nucleotide-binding;Pyruvate;Reference proteome
PP_5348	false	Q88C35	Q88C35_PSEPK	PP_5348	PP_5348	PP_5348	Transcriptional regulator, LysR family	unreviewed	1.0	320		GO:0000976; GO:0003700; GO:0006351	IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30126:SF5;PTHR30126;	ppu:PP_5348;	PPUT160488:G1G01-5704-MONOMER;		WP_010955834.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_5350	false	Q88C33	Q88C33_PSEPK	PP_5350	PP_5350	PP_5350	Transcriptional regulator, RpiR family	unreviewed	1.0	288		GO:0003677; GO:0003700; GO:0006351; GO:0097367; GO:1901135	IPR009057;IPR000281;IPR047640;IPR035472;IPR001347;IPR046348;IPR036388;	PF01418;PF01380;	PTHR30514;PTHR30514:SF1;	ppu:PP_5350;	PPUT160488:G1G01-5706-MONOMER;		WP_003253273.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
zwf	false	Q88C32	Q88C32_PSEPK	zwf	PP_5351	zwf PP_5351	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	unreviewed	3.0	485	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;	PF02781;PF00479;	PTHR23429:SF0;PTHR23429;	ppu:PP_5351;	PPUT160488:G1G01-5707-MONOMER;	UPA00115;		Carbohydrate metabolism;Glucose metabolism;NADP;Oxidoreductase;Reference proteome
uvrD	false	Q88C31	Q88C31_PSEPK	uvrD	PP_5352	uvrD PP_5352	DNA helicase II (EC 5.6.2.4) (DNA 3'-5' helicase II)	unreviewed	3.0	728	5.6.2.4	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006260; GO:0016887; GO:0033202; GO:0042802; GO:0043138	IPR013986;IPR014017;IPR000212;IPR027417;IPR014016;	PF00580;PF13361;	PTHR11070:SF2;PTHR11070;	ppu:PP_5352;	PPUT160488:G1G01-5708-MONOMER;		WP_010955837.1;	ATP-binding;DNA damage;DNA repair;DNA replication;DNA-binding;Helicase;Hydrolase;Isomerase;Nucleotide-binding;Reference proteome
PP_5353	false	Q88C30	Q88C30_PSEPK	PP_5353	PP_5353	PP_5353	Tim44-like domain-containing protein	unreviewed	1.0	284			IPR032710;IPR007379;	PF04280;	PTHR41542;PTHR41542:SF1;	ppu:PP_5353;	PPUT160488:G1G01-5709-MONOMER;		WP_010955838.1;	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
PP_5354	false	Q88C29	Q88C29_PSEPK	PP_5354	PP_5354	PP_5354	Cell wall assembly protein	unreviewed	1.0	135			IPR037883;	PF14567;		ppu:PP_5354;	PPUT160488:G1G01-5710-MONOMER;		WP_010955839.1;	Reference proteome
PP_5355	false	Q88C28	Q88C28_PSEPK	PP_5355	PP_5355	PP_5355	Sodium/proton antiporter	unreviewed	1.0	586		GO:0015297; GO:0016020; GO:1902600	IPR006153;IPR038770;	PF00999;	PTHR42751;PTHR42751:SF3;	ppu:PP_5355;	PPUT160488:G1G01-5711-MONOMER;		WP_010955840.1;	Antiport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
vdlD	false	Q88C27	Q88C27_PSEPK	vdlD	PP_5356	vdlD PP_5356	Protein VdlD	unreviewed	1.0	161		GO:0005829; GO:0006637; GO:0052816	IPR040170;IPR033120;IPR029069;IPR006683;	PF03061;	PTHR11049;PTHR11049:SF16;	ppu:PP_5356;	PPUT160488:G1G01-5712-MONOMER;		WP_003253263.1;	Hydrolase;Reference proteome
pdxY	false	Q88C26	PDXY_PSEPK	pdxY	PP_5357	pdxY PP_5357	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35)	reviewed	3.0	290	2.7.1.35	GO:0000287; GO:0005524; GO:0005829; GO:0008478; GO:0009443	IPR013749;IPR004625;IPR023685;IPR029056;	PF08543;	PTHR10534;PTHR10534:SF2;	ppu:PP_5357;	PPUT160488:G1G01-5713-MONOMER;	UPA01068;	WP_004575195.1;	ATP-binding;Kinase;Magnesium;Nucleotide-binding;Reference proteome;Transferase
PP_5358	false	Q88C25	Q88C25_PSEPK	PP_5358	PP_5358	PP_5358	DUF3301 domain-containing protein	unreviewed	1.0	132			IPR021732;	PF11743;		ppu:PP_5358;	PPUT160488:G1G01-5714-MONOMER;			Reference proteome
PP_5359	false	Q88C24	Q88C24_PSEPK	PP_5359	PP_5359	PP_5359	CobW/P47K family protein	unreviewed	1.0	323		GO:0005737	IPR011629;IPR003495;IPR027417;IPR051316;	PF02492;PF07683;	PTHR13748;PTHR13748:SF46;	ppu:PP_5359;	PPUT160488:G1G01-5715-MONOMER;		WP_010955842.1;	Reference proteome
PP_5360	false	Q88C23	Q88C23_PSEPK	PP_5360	PP_5360	PP_5360	DUF1826 domain-containing protein	unreviewed	1.0	208			IPR014955;	PF08856;		ppu:PP_5360;	PPUT160488:G1G01-5716-MONOMER;		WP_010955843.1;	Reference proteome
PP_5361	false	Q88C22	Q88C22_PSEPK	PP_5361	PP_5361	PP_5361	47 kDa protein	unreviewed	1.0	402		GO:0000166; GO:0016787	IPR036627;IPR011629;IPR003495;IPR027417;IPR047920;IPR051927;	PF02492;PF07683;	PTHR43603;PTHR43603:SF1;	ppu:PP_5361;	PPUT160488:G1G01-5717-MONOMER;		WP_010955844.1;	Chaperone;Hydrolase;Nucleotide-binding;Reference proteome
PP_5362	false	Q88C21	Q88C21_PSEPK	PP_5362	PP_5362	PP_5362	Glutamine synthetase	unreviewed	1.0	126						ppu:PP_5362;	PPUT160488:G1G01-5718-MONOMER;		WP_010955845.1;	Reference proteome;Signal
PP_5363	false	Q88C20	Q88C20_PSEPK	PP_5363	PP_5363	PP_5363	DUF3617 domain-containing protein	unreviewed	1.0	175			IPR022061;	PF12276;		ppu:PP_5363;	PPUT160488:G1G01-5719-MONOMER;		WP_010955846.1;	Reference proteome;Signal
clsA	false	Q88C19	CLSA_PSEPK	clsA	PP_5364	clsA cls PP_5364	Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)	reviewed	3.0	481	2.7.8.-	GO:0005886; GO:0008808; GO:0032049	IPR022924;IPR030840;IPR027379;IPR025202;IPR001736;	PF13091;PF13396;	PTHR21248;PTHR21248:SF22;	ppu:PP_5364;	PPUT160488:G1G01-5720-MONOMER;			Cell inner membrane;Cell membrane;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix
PP_5365	false	Q88C18	Q88C18_PSEPK	PP_5365	PP_5365	PP_5365	Fatty acid methyltransferase (EC 2.1.1.-)	unreviewed	1.0	428	2.1.1.-	GO:0008168; GO:0008610; GO:0032259	IPR050723;IPR048027;IPR003333;IPR057206;IPR029063;	PF02353;PF25371;	PTHR43667;PTHR43667:SF1;	ppu:PP_5365;	PPUT160488:G1G01-5721-MONOMER;			Lipid metabolism;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
lpd	false	Q88C17	Q88C17_PSEPK	lpd	PP_5366	lpd PP_5366	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	466	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0045333; GO:0050660; GO:1990234	IPR050151;IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	PTHR22912:SF151;PTHR22912;	ppu:PP_5366;	PPUT160488:G1G01-5722-MONOMER;		WP_010955849.1;	Cytoplasm;Disulfide bond;FAD;Flavoprotein;NAD;Nucleotide-binding;Oxidoreductase;Redox-active center;Reference proteome
PP_5367	false	Q88C16	Q88C16_PSEPK	PP_5367	PP_5367	PP_5367	Transketolase domain protein	unreviewed	1.0	156			IPR009014;			ppu:PP_5367;	PPUT160488:G1G01-5723-MONOMER;			Reference proteome
PP_5368	false	Q88C15	Q88C15_PSEPK	PP_5368	PP_5368	PP_5368	Major facilitator family transporter	unreviewed	1.0	385		GO:0005886; GO:0022857	IPR011701;IPR020846;IPR036259;IPR047200;	PF07690;	PTHR23521:SF3;PTHR23521;	ppu:PP_5368;	PPUT160488:G1G01-5724-MONOMER;		WP_010955851.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5370	false	Q88C13	Q88C13_PSEPK	PP_5370	PP_5370	PP_5370	Oxidoreductase-related protein	unreviewed	1.0	442		GO:0005737; GO:0016491	IPR006076;IPR036188;	PF01266;	PTHR13847:SF281;PTHR13847;	ppu:PP_5370;	PPUT160488:G1G01-5726-MONOMER;		WP_003253234.1;	Oxidoreductase;Reference proteome
PP_5371	false	Q88C12	Q88C12_PSEPK	PP_5371	PP_5371	PP_5371	Rubredoxin/rubredoxin reductase	unreviewed	2.0	461		GO:0005506; GO:0005737; GO:0016491	IPR050260;IPR036188;IPR023753;IPR041364;IPR024934;IPR024935;	PF07992;PF18113;PF00301;	PTHR43429:SF3;PTHR43429;	ppu:PP_5371;	PPUT160488:G1G01-5727-MONOMER;			Cytoplasm;Electron transport;FAD;Flavoprotein;Iron;Metal-binding;NAD;Oxidoreductase;Reference proteome;Transport
PP_5372	false	Q88C11	Q88C11_PSEPK	PP_5372	PP_5372	PP_5372	Aldehyde dehydrogenase	unreviewed	1.0	481		GO:0016620	IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	PF00171;	PTHR11699;	ppu:PP_5372;	PPUT160488:G1G01-5728-MONOMER;		WP_010955853.1;	Oxidoreductase;Reference proteome
PP_5373	false	Q88C10	Q88C10_PSEPK	PP_5373	PP_5373	PP_5373	Rieske 2Fe-2S family protein	unreviewed	1.0	396		GO:0005506; GO:0016491; GO:0051537	IPR017941;IPR036922;IPR015879;IPR001663;	PF00355;PF00848;	PTHR43756;PTHR43756:SF5;	ppu:PP_5373;	PPUT160488:G1G01-5729-MONOMER;		WP_003253228.1;	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
PP_5374	false	Q88C09	Q88C09_PSEPK	PP_5374	PP_5374	PP_5374	Choline/carnitine/betaine transporter family protein	unreviewed	1.0	567		GO:0005886; GO:0022857	IPR000060;	PF02028;	PTHR30047:SF7;PTHR30047;	ppu:PP_5374;	PPUT160488:G1G01-5730-MONOMER;		WP_010955854.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_5375	false	Q88C08	Q88C08_PSEPK	PP_5375	PP_5375	PP_5375	Transcriptional regulator, LysR family	unreviewed	1.0	302		GO:0003700; GO:0006351; GO:0009891; GO:0043565	IPR058163;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30537;PTHR30537:SF74;	ppu:PP_5375;	PPUT160488:G1G01-5731-MONOMER;		WP_010955855.1;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_5376	false	Q88C07	Q88C07_PSEPK	PP_5376	PP_5376	PP_5376	DUF2790 domain-containing protein	unreviewed	1.0	110			IPR021245;	PF10976;		ppu:PP_5376;	PPUT160488:G1G01-5732-MONOMER;		WP_010955856.1;	Reference proteome;Signal
PP_5377	false	Q88C06	Q88C06_PSEPK	PP_5377	PP_5377	PP_5377	Metal-binding protein	unreviewed	1.0	151			IPR007332;IPR036249;	PF04214;		ppu:PP_5377;	PPUT160488:G1G01-5733-MONOMER;		WP_010955857.1;	Reference proteome;Signal
PP_5378	false	Q88C05	Q88C05_PSEPK	PP_5378	PP_5378	PP_5378	Metal-binding protein	unreviewed	1.0	260		GO:0009055; GO:0020037; GO:0046872	IPR009056;IPR036909;	PF13442;		ppu:PP_5378;	PPUT160488:G1G01-5734-MONOMER;		WP_010955858.1;	Heme;Iron;Metal-binding;Reference proteome;Signal
copB-II	false	Q88C04	Q88C04_PSEPK	copB-II	PP_5379	copB-II PP_5379	Copper resistance protein B	unreviewed	1.0	359		GO:0005507; GO:0006878; GO:0009279	IPR007939;	PF05275;		ppu:PP_5379;	PPUT160488:G1G01-5735-MONOMER;		WP_049588384.1;	Reference proteome;Signal
copA-II	false	Q88C03	Q88C03_PSEPK	copA-II	PP_5380	copA-II PP_5380	Copper resistance protein A	unreviewed	1.0	669		GO:0005507; GO:0016491; GO:0042597	IPR011707;IPR001117;IPR011706;IPR045087;IPR006376;IPR033138;IPR002355;IPR008972;IPR034284;IPR034282;IPR034279;IPR006311;IPR019546;	PF00394;PF07731;PF07732;	PTHR11709:SF394;PTHR11709;	ppu:PP_5380;	PPUT160488:G1G01-5737-MONOMER;		WP_010955860.1;	Copper;Metal-binding;Oxidoreductase;Reference proteome;Signal
PP_5381	false	Q88C02	Q88C02_PSEPK	PP_5381	PP_5381	PP_5381	Uncharacterized protein	unreviewed	1.0	84						ppu:PP_5381;	PPUT160488:G1G01-5738-MONOMER;			Reference proteome
PP_5382	false	Q88C01	Q88C01_PSEPK	PP_5382	PP_5382	PP_5382	Exported protein	unreviewed	1.0	119						ppu:PP_5382;	PPUT160488:G1G01-5739-MONOMER;		WP_010955862.1;	Reference proteome;Signal
copR-II	false	Q88C00	Q88C00_PSEPK	copR-II	PP_5383	copR-II PP_5383	Transcriptional activator protein	unreviewed	2.0	225		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	IPR011006;IPR006291;IPR001867;IPR001789;IPR039420;IPR036388;	PF00072;PF00486;	PTHR48111;PTHR48111:SF41;	ppu:PP_5383;	PPUT160488:G1G01-5740-MONOMER;		WP_010955863.1;	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
copS	false	Q88BZ9	Q88BZ9_PSEPK	copS	PP_5384	copS PP_5384	Sensor protein (EC 2.7.13.3)	unreviewed	2.0	469	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR048590;IPR006290;IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF21085;PF00672;PF02518;PF00512;	PTHR45436:SF15;PTHR45436;	ppu:PP_5384;	PPUT160488:G1G01-5741-MONOMER;			ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
czcC	false	Q88BZ8	Q88BZ8_PSEPK	czcC	PP_5385	czcC PP_5385	Metal RND efflux outer membrane protein, CzcC family	unreviewed	1.0	417		GO:0009279; GO:0015562	IPR010131;IPR003423;	PF02321;	PTHR30203:SF24;PTHR30203;	ppu:PP_5385;	PPUT160488:G1G01-5743-MONOMER;		WP_010955865.1;	Cell outer membrane;Coiled coil;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane beta strand
cusB	false	Q88BZ7	Q88BZ7_PSEPK	cusB	PP_5386	cusB PP_5386	Probable copper RND efflux membrane fusion protein, CzcB family	unreviewed	1.0	490		GO:0015679; GO:0016020; GO:0022857; GO:0030288; GO:0046914; GO:0060003	IPR058791;IPR058792;IPR058790;IPR021647;IPR042230;IPR058649;IPR045800;IPR051909;IPR006143;	PF25869;PF25954;PF25919;PF11604;PF25975;PF19335;	PTHR30097;PTHR30097:SF15;	ppu:PP_5386;	PPUT160488:G1G01-5744-MONOMER;		WP_010955866.1;	Ion transport;Reference proteome;Signal;Transport
cusA	false	Q88BZ6	Q88BZ6_PSEPK	cusA	PP_5387	cusA PP_5387	Probable copper efflux transporter, CzcA family	unreviewed	1.0	1052		GO:0005886; GO:0008324; GO:0042910	IPR027463;IPR001036;IPR004763;	PF00873;	PTHR32063;PTHR32063:SF19;	ppu:PP_5387;	PPUT160488:G1G01-5745-MONOMER;		WP_010955867.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
cusF	false	Q88BZ5	Q88BZ5_PSEPK	cusF	PP_5388	cusF PP_5388	Probable exported copper efflux protein	unreviewed	1.0	113			IPR021647;IPR042230;	PF11604;		ppu:PP_5388;	PPUT160488:G1G01-5746-MONOMER;		WP_010955868.1;	Reference proteome;Signal
PP_5389	false	Q88BZ4	Q88BZ4_PSEPK	PP_5389	PP_5389	PP_5389	Isoprenylcysteine carboxyl methyltransferase	unreviewed	1.0	219		GO:0004671; GO:0016020	IPR007269;	PF04140;	PTHR12714;PTHR12714:SF9;	ppu:PP_5389;	PPUT160488:G1G01-5749-MONOMER;		WP_010955869.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5390	false	Q88BZ3	Q88BZ3_PSEPK	PP_5390	PP_5390	PP_5390	DUF2933 domain-containing protein	unreviewed	1.0	91			IPR021682;	PF11666;		ppu:PP_5390;	PPUT160488:G1G01-5750-MONOMER;		WP_010955870.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_5391	false	Q88BZ2	Q88BZ2_PSEPK	PP_5391	PP_5391	PP_5391	Uncharacterized protein	unreviewed	1.0	193						ppu:PP_5391;	PPUT160488:G1G01-5751-MONOMER;			Reference proteome
PP_5392	false	Q88BZ1	Q88BZ1_PSEPK	PP_5392	PP_5392	PP_5392	Beta-propeller fold lactonase family protein	unreviewed	1.0	340			IPR051200;IPR011045;IPR015943;IPR011964;	PF02239;	PTHR47197:SF3;PTHR47197;	ppu:PP_5392;	PPUT160488:G1G01-5752-MONOMER;		WP_028700032.1;	Reference proteome
PP_5393	false	Q88BZ0	Q88BZ0_PSEPK	PP_5393	PP_5393	PP_5393	Metal-binding chaperone	unreviewed	1.0	66		GO:0046872	IPR006121;IPR036163;	PF00403;		ppu:PP_5393;	PPUT160488:G1G01-5753-MONOMER;		WP_004575963.1;	Reference proteome
PP_5395	false	Q88BY9	Q88BY9_PSEPK	PP_5395	PP_5395	PP_5395	N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein	unreviewed	1.0	281			IPR002723;IPR029063;	PF01861;		ppu:PP_5395;	PPUT160488:G1G01-5756-MONOMER;			Reference proteome
PP_5399	false	Q88BY8	Q88BY8_PSEPK	PP_5399	PP_5399	PP_5399	Uncharacterized protein	unreviewed	1.0	256						ppu:PP_5399;	PPUT160488:G1G01-5762-MONOMER;			Reference proteome
PP_5400	false	Q88BY7	Q88BY7_PSEPK	PP_5400	PP_5400	PP_5400	IrrE N-terminal-like domain-containing protein	unreviewed	1.0	355						ppu:PP_5400;	PPUT160488:G1G01-5763-MONOMER;			Reference proteome
PP_5401	false	Q88BY6	Q88BY6_PSEPK	PP_5401	PP_5401	PP_5401	Uncharacterized protein	unreviewed	1.0	213						ppu:PP_5401;	PPUT160488:G1G01-5764-MONOMER;		WP_010955876.1;	Reference proteome
