Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88L73	Q88L73_PSEPK	PP_2062	RHS repeat-associated core domain-containing protein	160488	207	unreviewed	1.0				IPR022385;			ppu:PP_2062;	PPUT160488:G1G01-2200-MONOMER;			Reference proteome
Q88L81	Q88L81_PSEPK	ybhD PP_2054	DNA-binding transcriptional regulator	160488	297	unreviewed	1.0			GO:0003677; GO:0003700; GO:0005829; GO:0006351	IPR050950;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30419;PTHR30419:SF8;	ppu:PP_2054;	PPUT160488:G1G01-2192-MONOMER;		WP_003247268.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q88L91	Q88L91_PSEPK	yidH PP_2044	DUF202 domain-containing protein	160488	128	unreviewed	1.0			GO:0005886	IPR003807;IPR052053;	PF02656;	PTHR34187:SF2;PTHR34187;	ppu:PP_2044;	PPUT160488:G1G01-2180-MONOMER;		WP_010953050.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88L95	Q88L95_PSEPK	PP_2040	Major facilitator family transporter	160488	431	unreviewed	1.0			GO:0016020; GO:0022857	IPR011701;IPR020846;IPR050382;IPR036259;	PF07690;	PTHR11662:SF450;PTHR11662;	ppu:PP_2040;	PPUT160488:G1G01-2176-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88L99	Q88L99_PSEPK	PP_2036	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	160488	295	unreviewed	1.0		4.3.3.7	GO:0005829; GO:0008840	IPR013785;IPR002220;	PF00701;	PTHR12128:SF66;PTHR12128;	ppu:PP_2036;	PPUT160488:G1G01-2172-MONOMER;		WP_010953044.1;	Lyase;Reference proteome
Q88LA0	Q88LA0_PSEPK	benE-I PP_2035	Benzoate transport protein	160488	404	unreviewed	1.0			GO:0005886; GO:0042925	IPR004711;	PF03594;	PTHR30199:SF0;PTHR30199;	ppu:PP_2035;	PPUT160488:G1G01-2171-MONOMER;		WP_010953043.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LA1	Q88LA1_PSEPK	PP_2034	Major facilitator superfamily (MFS) profile domain-containing protein	160488	419	unreviewed	1.0			GO:0005886; GO:0022857	IPR011701;IPR020846;IPR036259;	PF07690;	PTHR43129;PTHR43129:SF1;	ppu:PP_2034;	PPUT160488:G1G01-2170-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LA2	Q88LA2_PSEPK	PP_2033	T6SS Phospholipase effector Tle1-like catalytic domain-containing protein	160488	436	unreviewed	1.0				IPR029058;IPR018712;	PF09994;	PTHR33840;PTHR33840:SF1;	ppu:PP_2033;	PPUT160488:G1G01-2169-MONOMER;		WP_049586647.1;	Reference proteome
Q88LA5	Q88LA5_PSEPK	PP_2030	DUF4381 domain-containing protein	160488	164	unreviewed	1.0				IPR025489;	PF14316;		ppu:PP_2030;	PPUT160488:G1G01-2166-MONOMER;		WP_010953039.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LA6	Q88LA6_PSEPK	PP_2029	von Willebrand factor type A domain protein	160488	358	unreviewed	1.0				IPR050768;IPR033881;IPR002035;IPR036465;	PF00092;	PTHR22550;PTHR22550:SF18;	ppu:PP_2029;	PPUT160488:G1G01-2165-MONOMER;		WP_010953038.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LB2	Q88LB2_PSEPK	PP_2023	Glutathione S-transferase family protein	160488	199	unreviewed	1.0			GO:0005737	IPR010987;IPR036282;IPR040079;IPR004045;IPR050983;IPR036249;	PF13410;PF13417;	PTHR43968;PTHR43968:SF6;	ppu:PP_2023;	PPUT160488:G1G01-2157-MONOMER;			Reference proteome
Q88LC6	Q88LC6_PSEPK	PP_2009	1-aminocyclopropane-1-carboxylate deaminase	160488	297	unreviewed	1.0			GO:0019148	IPR027278;IPR001926;IPR036052;	PF00291;	PTHR43780;PTHR43780:SF2;	ppu:PP_2009;	PPUT160488:G1G01-2143-MONOMER;		WP_010953020.1;	Pyridoxal phosphate;Reference proteome
Q88LE2	Q88LE2_PSEPK	asd PP_1992	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	160488	334	unreviewed	1.0		1.2.1.11	GO:0004073; GO:0008652; GO:0046983; GO:0051287	IPR036291;IPR000534;IPR012280;	PF01118;PF02774;	PTHR46278:SF2;PTHR46278;	ppu:PP_1992;	PPUT160488:G1G01-2122-MONOMER;		WP_010953006.1;	Oxidoreductase;Reference proteome
Q88LE6	Q88LE6_PSEPK	PP_1987	Methlytransferase, UbiE/COQ5 family	160488	254	unreviewed	1.0			GO:0008757	IPR013216;IPR050508;IPR029063;	PF08241;	PTHR42912;PTHR42912:SF93;	ppu:PP_1987;	PPUT160488:G1G01-2118-MONOMER;		WP_010953004.1;	Reference proteome
Q88LF0	Q88LF0_PSEPK	PP_1983	PAS/PAC/GAF sensor-containing diguanylate cyclase/phosphodiesterase	160488	1098	unreviewed	1.0			GO:0003824; GO:0005886; GO:0006355	IPR052155;IPR001633;IPR035919;IPR000160;IPR029787;IPR001610;IPR000014;IPR000700;IPR035965;IPR013767;IPR013655;IPR043128;	PF00563;PF00990;PF00989;PF08447;PF13188;PF13426;	PTHR44757:SF2;PTHR44757;	ppu:PP_1983;	PPUT160488:G1G01-2114-MONOMER;		WP_049586794.1;	Reference proteome
Q88LF1	Q88LF1_PSEPK	ibpA PP_1982	Small heat shock protein IbpA	160488	149	unreviewed	1.0				IPR002068;IPR037913;IPR008978;	PF00011;	PTHR47062;PTHR47062:SF1;	ppu:PP_1982;	PPUT160488:G1G01-2113-MONOMER;			Reference proteome;Stress response
Q88LF4	Q88LF4_PSEPK	PP_1979	Hydrolase	160488	293	unreviewed	1.0			GO:0016787	IPR029058;IPR050228;IPR022742;	PF12146;	PTHR43194;PTHR43194:SF2;	ppu:PP_1979;	PPUT160488:G1G01-2110-MONOMER;		WP_010952997.1;	Hydrolase;Reference proteome
Q88LG3	Q88LG3_PSEPK	PP_1970	Lipoprotein	160488	201	unreviewed	1.0				IPR032248;	PF16105;		ppu:PP_1970;	PPUT160488:G1G01-2095-MONOMER;		WP_010952988.1;	Lipoprotein;Reference proteome;Signal
Q88LG6	Q88LG6_PSEPK	ycfH PP_1967	tRNA D-aminoacylase	160488	260	unreviewed	1.0			GO:0004536; GO:0005829; GO:0016788; GO:0046872	IPR018228;IPR032466;IPR001130;IPR015991;	PF01026;	PTHR46124;PTHR46124:SF2;	ppu:PP_1967;	PPUT160488:G1G01-2091-MONOMER;		WP_010952986.1;	Hydrolase;Metal-binding;Reference proteome
Q88LH0	Q88LH0_PSEPK	PP_1962	Site-specific recombinase, phage integrase family	160488	642	unreviewed	1.0			GO:0003677; GO:0006310; GO:0015074	IPR011010;IPR013762;IPR002104;	PF00589;		ppu:PP_1962;	PPUT160488:G1G01-2087-MONOMER;			DNA recombination;Reference proteome
Q88LH1	Q88LH1_PSEPK	PP_1961	Uncharacterized protein	160488	329	unreviewed	1.0				IPR009057;			ppu:PP_1961;	PPUT160488:G1G01-2086-MONOMER;		WP_010952981.1;	Coiled coil;Reference proteome
Q88LI4	Q88LI4_PSEPK	PP_1948	Benzaldehyde dehydrogenase	160488	492	unreviewed	1.0			GO:0016620	IPR016161;IPR016163;IPR029510;IPR016162;IPR015590;	PF00171;	PTHR11699;	ppu:PP_1948;	PPUT160488:G1G01-2070-MONOMER;			Oxidoreductase;Reference proteome
Q88LJ1	Q88LJ1_PSEPK	PP_1941	HTH tetR-type domain-containing protein	160488	200	unreviewed	1.0			GO:0003677	IPR009057;IPR050624;IPR001647;	PF00440;	PTHR43479;PTHR43479:SF11;	ppu:PP_1941;	PPUT160488:G1G01-2063-MONOMER;		WP_010952961.1;	DNA-binding;Reference proteome
Q88LJ2	Q88LJ2_PSEPK	PP_1940	Methyl-accepting chemotaxis transducer	160488	716	unreviewed	1.0			GO:0005886; GO:0006935; GO:0007165	IPR003660;IPR014756;IPR004089;	PF00672;PF00015;	PTHR32089;PTHR32089:SF120;	ppu:PP_1940;	PPUT160488:G1G01-2062-MONOMER;			Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
Q88LK9	Q88LK9_PSEPK	PP_1922	DUF2726 domain-containing protein	160488	282	unreviewed	1.0				IPR024402;	PF10881;		ppu:PP_1922;	PPUT160488:G1G01-2036-MONOMER;		WP_010952943.1;	Reference proteome
Q88LL0	Q88LL0_PSEPK	PP_1921	Restriction endonuclease type IV Mrr domain-containing protein	160488	387	unreviewed	1.0				IPR011335;			ppu:PP_1921;	PPUT160488:G1G01-2035-MONOMER;		WP_010952942.1;	Reference proteome
Q88LN1	Q88LN1_PSEPK	PP_1898	MotA/TolQ/ExbB proton channel family protein	160488	224	unreviewed	1.0			GO:0005886; GO:0017038	IPR050790;IPR002898;	PF01618;	PTHR30625:SF11;PTHR30625;	ppu:PP_1898;	PPUT160488:G1G01-2009-MONOMER;			Cell membrane;Membrane;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88LN2	Q88LN2_PSEPK	PP_1897	DNA internalization-related competence protein ComEC/Rec2	160488	737	unreviewed	1.0			GO:0005886; GO:0030420	IPR035681;IPR004477;IPR004797;IPR052159;IPR025405;IPR001279;IPR036866;	PF03772;PF13567;PF00753;	PTHR30619;PTHR30619:SF1;	ppu:PP_1897;	PPUT160488:G1G01-2008-MONOMER;		WP_010952924.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LN4	Q88LN4_PSEPK	yadG PP_1895	ABC transporter-ATP binding subunit	160488	310	unreviewed	1.0			GO:0005524; GO:0016887	IPR003593;IPR003439;IPR017871;IPR050763;IPR027417;	PF00005;	PTHR42711;PTHR42711:SF15;	ppu:PP_1895;	PPUT160488:G1G01-2005-MONOMER;		WP_010952922.1;	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q88LN5	Q88LN5_PSEPK	gstB PP_1894	Glutathione S-transferase reducing arsenate to arsenite	160488	207	unreviewed	1.0			GO:0016740	IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR036249;	PF00043;PF02798;	PTHR44051:SF19;PTHR44051;	ppu:PP_1894;	PPUT160488:G1G01-2004-MONOMER;		WP_010952921.1;	Reference proteome;Transferase
Q88LP3	Q88LP3_PSEPK	PP_1886	Imidazoleglycerol-phosphate synthase	160488	975	unreviewed	1.0							ppu:PP_1886;	PPUT160488:G1G01-1995-MONOMER;			Reference proteome
Q88LP9	Q88LP9_PSEPK	PP_1880	Outer membrane autotransporter	160488	730	unreviewed	1.0			GO:0019867	IPR005546;IPR036709;IPR051551;IPR012332;IPR006315;IPR011050;IPR004899;IPR003991;	PF03797;PF03212;	PTHR35037:SF7;PTHR35037;	ppu:PP_1880;	PPUT160488:G1G01-1989-MONOMER;		WP_010952907.1;	Reference proteome;Signal
Q88LQ5	Q88LQ5_PSEPK	gpx PP_1874	Glutathione peroxidase	160488	162	unreviewed	1.0			GO:0004601; GO:0034599	IPR000889;IPR029759;IPR029760;IPR036249;	PF00255;	PTHR11592;PTHR11592:SF78;	ppu:PP_1874;	PPUT160488:G1G01-1978-MONOMER;		WP_010952902.1;	Oxidoreductase;Peroxidase;Reference proteome
Q88LR4	Q88LR4_PSEPK	PP_1864	YjiS-like domain-containing protein	160488	50	unreviewed	1.0				IPR009506;	PF06568;		ppu:PP_1864;	PPUT160488:G1G01-1968-MONOMER;			Reference proteome
Q88LR5	Q88LR5_PSEPK	PP_1863	Transcriptional regulator, LysR family	160488	283	unreviewed	1.0			GO:0003677; GO:0003700; GO:0006351	IPR050176;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30579:SF7;PTHR30579;	ppu:PP_1863;	PPUT160488:G1G01-1967-MONOMER;		WP_003252879.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q88LS4	Q88LS4_PSEPK	PP_1854	Transcription elongation factor GreA/GreB C-terminal domain-containing protein	160488	156	unreviewed	1.0			GO:0003677; GO:0032784; GO:0070063	IPR036953;IPR001437;IPR023459;	PF01272;		ppu:PP_1854;	PPUT160488:G1G01-1959-MONOMER;		WP_010952885.1;	Reference proteome
Q88LT2	Q88LT2_PSEPK	PP_1845	Enoyl-CoA hydratase/isomerase family protein	160488	229	unreviewed	1.0			GO:0003824; GO:0006635	IPR029045;IPR001753;	PF00378;	PTHR11941:SF54;PTHR11941;	ppu:PP_1845;	PPUT160488:G1G01-1950-MONOMER;		WP_010952876.1;	Reference proteome
Q88LV2	Q88LV2_PSEPK	PP_1825	Uncharacterized protein	160488	106	unreviewed	1.0							ppu:PP_1825;	PPUT160488:G1G01-1930-MONOMER;		WP_004577080.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88LV3	Q88LV3_PSEPK	PP_1824	Smr domain protein	160488	186	unreviewed	1.0			GO:0004520	IPR002625;IPR036063;	PF01713;	PTHR35562;PTHR35562:SF2;	ppu:PP_1824;	PPUT160488:G1G01-1929-MONOMER;		WP_010952859.1;	Reference proteome
Q88LV8	Q88LV8_PSEPK	PP_1819	Methyl-accepting chemotaxis transducer	160488	646	unreviewed	1.0			GO:0005886; GO:0006935; GO:0007165	IPR003660;IPR032255;IPR004089;	PF00672;PF00015;	PTHR32089;PTHR32089:SF120;	ppu:PP_1819;	PPUT160488:G1G01-1924-MONOMER;			Cell membrane;Chemotaxis;Coiled coil;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
Q88LV9	Q88LV9_PSEPK	PP_1818	Uncharacterized protein	160488	247	unreviewed	1.0							ppu:PP_1818;	PPUT160488:G1G01-1923-MONOMER;		WP_010952853.1;	Reference proteome;Signal
Q88LW1	Q88LW1_PSEPK	PP_1816	Alcohol dehydrogenase, zinc-containing	160488	333	unreviewed	1.0			GO:0016628	IPR013149;IPR041694;IPR020843;IPR011032;IPR045010;IPR036291;	PF16884;PF00107;	PTHR43205;PTHR43205:SF7;	ppu:PP_1816;	PPUT160488:G1G01-1921-MONOMER;		WP_010952852.1;	Oxidoreductase;Reference proteome
Q88LX4	Q88LX4_PSEPK	wbpV PP_1803	UDP-sugar epimerase	160488	323	unreviewed	1.0			GO:0004029; GO:0005737	IPR001509;IPR036291;IPR051783;	PF01370;	PTHR48079:SF6;PTHR48079;	ppu:PP_1803;	PPUT160488:G1G01-1906-MONOMER;		WP_010952839.1;	Reference proteome
Q88LY1	Q88LY1_PSEPK	PP_1795	Uncharacterized protein	160488	295	unreviewed	1.0							ppu:PP_1795;	PPUT160488:G1G01-1898-MONOMER;			Reference proteome
Q88LY6	Q88LY6_PSEPK	PP_1790	Acylneuraminate cytidylyltransferase	160488	231	unreviewed	1.0			GO:0008781	IPR050793;IPR003329;IPR029044;	PF02348;	PTHR21485;PTHR21485:SF6;	ppu:PP_1790;	PPUT160488:G1G01-1893-MONOMER;		WP_010952827.1;	Nucleotidyltransferase;Reference proteome;Transferase
Q88LY8	Q88LY8_PSEPK	PP_1788	Uncharacterized protein	160488	359	unreviewed	1.0							ppu:PP_1788;	PPUT160488:G1G01-1891-MONOMER;		WP_010952825.1;	Reference proteome
Q88LY9	Q88LY9_PSEPK	PP_1787	Tetratricopeptide repeat protein	160488	336	unreviewed	1.0							ppu:PP_1787;	PPUT160488:G1G01-1890-MONOMER;		WP_010952824.1;	Reference proteome
Q88LZ6	Q88LZ6_PSEPK	PP_1780	Mannosyltransferase	160488	1603	unreviewed	1.0			GO:0016757	IPR001296;IPR029063;	PF13692;PF00534;PF13489;	PTHR46656;PTHR46656:SF3;	ppu:PP_1780;	PPUT160488:G1G01-1882-MONOMER;		WP_049587265.1;	Coiled coil;Glycosyltransferase;Reference proteome;Transferase
Q88LZ7	Q88LZ7_PSEPK	PP_1779	Lipopolysaccharide ABC export system, ATP-binding protein	160488	405	unreviewed	1.0			GO:0005524; GO:0016020; GO:0016887; GO:0140359	IPR003593;IPR003439;IPR017871;IPR015860;IPR050683;IPR027417;IPR029439;	PF00005;PF14524;	PTHR46743;PTHR46743:SF2;	ppu:PP_1779;	PPUT160488:G1G01-1881-MONOMER;		WP_010952816.1;	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q88M18	Q88M18_PSEPK	bolA PP_1757	DNA-binding transcriptional dual regulator	160488	98	unreviewed	1.0			GO:0003677; GO:0005829; GO:0006351	IPR002634;IPR036065;IPR050961;	PF01722;	PTHR46229;PTHR46229:SF2;	ppu:PP_1757;	PPUT160488:G1G01-1858-MONOMER;		WP_010952797.1;	DNA-binding;Reference proteome
Q88M22	Q88M22_PSEPK	PP_1753	Permease of the drug/metabolite transporter (DMT) superfamily	160488	324	unreviewed	1.0			GO:0016020	IPR050638;IPR000620;IPR037185;	PF00892;	PTHR32322:SF2;PTHR32322;	ppu:PP_1753;	PPUT160488:G1G01-1854-MONOMER;		WP_010952793.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88M23	Q88M23_PSEPK	PP_1752	Polyphosphate kinase-2-related domain-containing protein	160488	497	unreviewed	1.0			GO:0006797; GO:0043751	IPR027417;IPR022489;IPR022488;	PF03976;	PTHR34383:SF3;PTHR34383;	ppu:PP_1752;	PPUT160488:G1G01-1853-MONOMER;		WP_010952792.1;	Reference proteome
Q88M31	Q88M31_PSEPK	PP_1744	DUF3309 domain-containing protein	160488	50	unreviewed	1.0				IPR021738;	PF11752;		ppu:PP_1744;	PPUT160488:G1G01-1845-MONOMER;		WP_003252624.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88M49	Q88M49_PSEPK	PP_1725	Nucleotide pyrophosphatase	160488	278	unreviewed	1.0			GO:0016787	IPR017850;IPR002591;	PF01663;	PTHR10151:SF120;PTHR10151;	ppu:PP_1725;	PPUT160488:G1G01-1826-MONOMER;			Reference proteome
Q88M51	Q88M51_PSEPK	PP_1723	2-aminoethylphosphonate transport system permease	160488	264	unreviewed	1.0			GO:0005886; GO:0055085	IPR000515;IPR035906;	PF00528;	PTHR43357;PTHR43357:SF4;	ppu:PP_1723;	PPUT160488:G1G01-1824-MONOMER;		WP_003252553.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88M57	Q88M57_PSEPK	PP_1717	Uncharacterized protein	160488	122	unreviewed	1.0							ppu:PP_1717;	PPUT160488:G1G01-1818-MONOMER;		WP_003252539.1;	Reference proteome
Q88M78	Q88M78_PSEPK	PP_1696	Membrane protein	160488	392	unreviewed	1.0			GO:0022857	IPR011701;IPR020846;IPR036259;	PF07690;	PTHR23546:SF1;PTHR23546;	ppu:PP_1696;	PPUT160488:G1G01-1793-MONOMER;		WP_010952748.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88M80	Q88M80_PSEPK	rmuC PP_1694	DNA recombination limiting inversions protein	160488	495	unreviewed	1.0	FUNCTION: Involved in DNA recombination. {ECO:0000256|ARBA:ARBA00003416}.		GO:0006310	IPR003798;	PF02646;	PTHR30563;PTHR30563:SF0;	ppu:PP_1694;	PPUT160488:G1G01-1791-MONOMER;			Coiled coil;DNA recombination;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88MA4	Q88MA4_PSEPK	PP_1670	Lipoprotein	160488	177	unreviewed	1.0			GO:0006508; GO:0008234	IPR000064;IPR038765;IPR051202;	PF00877;	PTHR47053;PTHR47053:SF1;	ppu:PP_1670;	PPUT160488:G1G01-1768-MONOMER;		WP_010952725.1;	Hydrolase;Lipoprotein;Protease;Reference proteome;Signal;Thiol protease
Q88MA5	Q88MA5_PSEPK	PP_1669	NLP/P60 family protein	160488	214	unreviewed	1.0			GO:0006508; GO:0008234	IPR000064;IPR038765;IPR051202;	PF00877;	PTHR47053;PTHR47053:SF1;	ppu:PP_1669;	PPUT160488:G1G01-1767-MONOMER;			Hydrolase;Protease;Reference proteome;Signal;Thiol protease
Q88MB1	Q88MB1_PSEPK	PP_1663	Dehydrogenase	160488	236	unreviewed	1.0				IPR021457;	PF11306;		ppu:PP_1663;	PPUT160488:G1G01-1761-MONOMER;		WP_010952720.1;	Reference proteome;Signal
Q88MB3	Q88MB3_PSEPK	PP_1661	Dehydrogenase subunit	160488	752	unreviewed	1.0			GO:0016614; GO:0050660	IPR036188;IPR000172;IPR007867;IPR051473;	PF05199;PF00732;PF13450;	PTHR42784;PTHR42784:SF1;	ppu:PP_1661;	PPUT160488:G1G01-1759-MONOMER;		WP_010952718.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q88MB4	Q88MB4_PSEPK	PP_1660	Sorbitol dehydrogenase	160488	176	unreviewed	1.0							ppu:PP_1660;	PPUT160488:G1G01-1758-MONOMER;			Reference proteome
Q88MB5	Q88MB5_PSEPK	PP_1659	Cytochrome C	160488	446	unreviewed	1.0							ppu:PP_1659;	PPUT160488:G1G01-1757-MONOMER;		WP_010952716.1;	Reference proteome;Signal
Q88MC4	Q88MC4_PSEPK	ldhA PP_1649	D-lactate dehydrogenase (EC 1.1.1.28)	160488	342	unreviewed	1.0		1.1.1.28	GO:0008720; GO:0051287	IPR006139;IPR029753;IPR029752;IPR006140;IPR058205;IPR036291;	PF00389;PF02826;	PTHR43026;PTHR43026:SF1;	ppu:PP_1649;	PPUT160488:G1G01-1747-MONOMER;			NAD;Oxidoreductase;Reference proteome
Q88MC7	Q88MC7_PSEPK	PP_1646	Thioredoxin	160488	154	unreviewed	1.0			GO:0015036; GO:0016209; GO:0017004; GO:0030313	IPR000866;IPR036249;IPR017937;IPR013766;IPR050553;	PF00578;	PTHR42852;PTHR42852:SF6;	ppu:PP_1646;	PPUT160488:G1G01-1744-MONOMER;		WP_010952706.1;	Cytochrome c-type biogenesis;Disulfide bond;Redox-active center;Reference proteome;Signal
Q88MC9	Q88MC9_PSEPK	PP_1644	NAD(P)H dehydrogenase (Quinone) (EC 1.6.5.2)	160488	201	unreviewed	1.0		1.6.5.2	GO:0003955; GO:0009055; GO:0010181; GO:0016020	IPR008254;IPR001226;IPR029039;IPR010089;IPR005025;	PF03358;	PTHR30546;PTHR30546:SF23;	ppu:PP_1644;	PPUT160488:G1G01-1742-MONOMER;		WP_003252400.1;	Flavoprotein;FMN;Oxidoreductase;Reference proteome
Q88MD3	Q88MD3_PSEPK	yohC PP_1640	Yip1 domain-containing protein	160488	199	unreviewed	1.0			GO:0016020	IPR006977;	PF04893;		ppu:PP_1640;	PPUT160488:G1G01-1738-MONOMER;		WP_003252385.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q88MD8	Q88MD8_PSEPK	PP_1635	DNA-binding response regulator	160488	216	unreviewed	1.0			GO:0000160; GO:0003677; GO:0006355	IPR011006;IPR051015;IPR058245;IPR001789;IPR000792;	PF00196;PF00072;	PTHR45566;PTHR45566:SF1;	ppu:PP_1635;	PPUT160488:G1G01-1733-MONOMER;		WP_010952699.1;	DNA-binding;Phosphoprotein;Reference proteome
Q88ME0	Q88ME0_PSEPK	PP_1633	Quorum-sensing-regulated virulence factor	160488	139	unreviewed	1.0				IPR025203;	PF13652;		ppu:PP_1633;	PPUT160488:G1G01-1731-MONOMER;		WP_003252372.1;	Reference proteome;Signal
Q88ME2	Q88ME2_PSEPK	PP_1631	AMP nucleosidase (EC 3.2.2.4) (AMP nucleosidase)	160488	372	unreviewed	1.0		3.2.2.4	GO:0005829; GO:0008714	IPR031100;IPR052341;	PF03641;	PTHR43393;PTHR43393:SF2;	ppu:PP_1631;	PPUT160488:G1G01-1729-MONOMER;		WP_010952697.1;	Reference proteome
Q88ME9	Q88ME9_PSEPK	PP_1622	Metallopeptidase, M23B subfamily	160488	262	unreviewed	1.0			GO:0004222; GO:0009279; GO:0032153	IPR050570;IPR011055;IPR018392;IPR036779;IPR016047;	PF01476;PF01551;	PTHR21666:SF263;PTHR21666;	ppu:PP_1622;	PPUT160488:G1G01-1719-MONOMER;			Reference proteome
Q88MJ0	Q88MJ0_PSEPK	PP_1581	BNR domain protein	160488	663	unreviewed	1.0				IPR011040;IPR036278;	PF13088;	PTHR43752;PTHR43752:SF2;	ppu:PP_1581;	PPUT160488:G1G01-1676-MONOMER;		WP_010952665.1;	Reference proteome
Q88MJ1	Q88MJ1_PSEPK	PP_1580	Uncharacterized protein	160488	151	unreviewed	1.0							ppu:PP_1580;	PPUT160488:G1G01-1675-MONOMER;		WP_010952664.1;	Reference proteome
Q88MJ8	Q88MJ8_PSEPK	PP_1573	Major tail protein	160488	244	unreviewed	1.0				IPR032495;	PF16460;		ppu:PP_1573;	PPUT160488:G1G01-1667-MONOMER;			Reference proteome
Q88MK3	Q88MK3_PSEPK	PP_1568	Uncharacterized protein	160488	74	unreviewed	1.0							ppu:PP_1568;	PPUT160488:G1G01-1662-MONOMER;		WP_010952652.1;	Reference proteome
Q88MK8	Q88MK8_PSEPK	PP_1563	Phage terminase, large subunit	160488	561	unreviewed	1.0			GO:0004519	IPR027417;IPR046461;IPR046462;IPR005021;	PF03354;PF20441;	PTHR41287;PTHR41287:SF1;	ppu:PP_1563;	PPUT160488:G1G01-1657-MONOMER;			Reference proteome
Q88ML3	Q88ML3_PSEPK	PP_1558	Antitermination protein Q	160488	113	unreviewed	1.0			GO:0003677; GO:0006351; GO:0060567	IPR010534;	PF06530;		ppu:PP_1558;	PPUT160488:G1G01-1652-MONOMER;		WP_010952642.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q88ML4	Q88ML4_PSEPK	PP_1557	Prophage PssSM-03	160488	113	unreviewed	1.0							ppu:PP_1557;	PPUT160488:G1G01-1651-MONOMER;			Reference proteome
Q88ML5	Q88ML5_PSEPK	PP_1556	Uncharacterized protein	160488	106	unreviewed	1.0							ppu:PP_1556;	PPUT160488:G1G01-1650-MONOMER;		WP_010952640.1;	Reference proteome
Q88ML9	Q88ML9_PSEPK	PP_1552	Phage replication protein	160488	234	unreviewed	1.0			GO:0005524; GO:0006260	IPR003593;IPR002611;IPR027417;	PF01695;	PTHR30050:SF4;PTHR30050;	ppu:PP_1552;	PPUT160488:G1G01-1646-MONOMER;			Reference proteome
Q88MM1	Q88MM1_PSEPK	PP_1550	Transcriptional regulator, Cro/CI family	160488	58	unreviewed	1.0			GO:0003677	IPR010982;	PF14549;		ppu:PP_1550;	PPUT160488:G1G01-1644-MONOMER;		WP_010952634.1;	Reference proteome
Q88MP2	Q88MP2_PSEPK	PP_1528	Fe-S metabolism associated domain-containing protein	160488	136	unreviewed	1.0				IPR003808;	PF02657;	PTHR43597:SF5;PTHR43597;	ppu:PP_1528;	PPUT160488:G1G01-1619-MONOMER;		WP_003252266.1;	Reference proteome
Q88MQ5	Q88MQ5_PSEPK	PP_1515	Transcriptional regulator, tetR family	160488	213	unreviewed	1.0			GO:0000976; GO:0003700; GO:0006351	IPR009057;IPR050109;IPR001647;IPR036271;IPR039536;	PF14246;PF00440;	PTHR30055:SF146;PTHR30055;	ppu:PP_1515;	PPUT160488:G1G01-1606-MONOMER;		WP_010952606.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q88MQ9	Q88MQ9_PSEPK	PP_1511	Extensin-like C-terminal domain-containing protein	160488	229	unreviewed	1.0				IPR009683;	PF06904;		ppu:PP_1511;	PPUT160488:G1G01-1602-MONOMER;		WP_010952602.1;	Reference proteome
Q88MR2	Q88MR2_PSEPK	PP_1508	Uncharacterized protein	160488	106	unreviewed	1.0							ppu:PP_1508;	PPUT160488:G1G01-1599-MONOMER;			Reference proteome
