gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
Q13563	PKD2	9606	Homo sapiens	GO:0072208	metanephric smooth muscle tissue development	developmental process	involved_in	PMID:11891195	UniProt	1	17
Q13563	PKD2	9606	Homo sapiens	GO:0072214	metanephric cortex development	developmental process	involved_in	PMID:11891195	UniProt	1	17
Q13563	PKD2	9606	Homo sapiens	GO:0072219	metanephric cortical collecting duct development	developmental process	involved_in	PMID:11891195	UniProt	1	17
Q13563	PKD2	9606	Homo sapiens	GO:0072235	metanephric distal tubule development	developmental process	involved_in	PMID:11891195	UniProt	1	17
Q15628	TRADD	9606	Homo sapiens	GO:0033209	tumor necrosis factor-mediated signaling pathway	response to stimulus	involved_in	PMID:12761501	UniProt	1	2
Q1A5L2	crb2a	7955	Danio rerio	GO:0045746	negative regulation of Notch signaling pathway	biological regulation	acts_upstream_of_or_within	PMID:21262462	ZFIN	1	1
Q1LZ53	Dnmt3a	10116	Rattus norvegicus	GO:0097284	hepatocyte apoptotic process	unclassified	involved_in	PMID:19833194	RGD	1	14
Q1PDW5	FTSH6	3702	Arabidopsis thaliana	GO:0010304	PSII associated light-harvesting complex II catabolic process	metabolic process	acts_upstream_of_or_within	PMID:16157880	TAIR	1	1
Q20363	sip-1	6239	Caenorhabditis elegans	GO:0008340	determination of adult lifespan	unclassified	involved_in	PMID:25957690	WB	1	1
Q24141	mei-S332	7227	Drosophila melanogaster	GO:0007065	male meiosis sister chromatid cohesion	unclassified	involved_in	PMID:7585942	FlyBase	1	1
Q24145	Shark	7227	Drosophila melanogaster	GO:0045199	maintenance of epithelial cell apical/basal polarity	unclassified	involved_in	PMID:7892198	UniProt	1	1
Q24151	Stat92E	7227	Drosophila melanogaster	GO:0043697	cell dedifferentiation	developmental process	involved_in	PMID:19664993	FlyBase	1	2
Q26416	Acp1	7227	Drosophila melanogaster	GO:0008365	adult chitin-based cuticle development	developmental process	involved_in	PMID:7875368	FlyBase	1	1
Q27896	Trf	7227	Drosophila melanogaster	GO:0006384	transcription initiation at RNA polymerase III promoter	metabolic process	involved_in	PMID:9335336	FlyBase	1	1
Q27934	phyl	7227	Drosophila melanogaster	GO:0007462	R1/R6 cell fate commitment	developmental process	involved_in	PMID:7888014	FlyBase	1	2
Q27934	phyl	7227	Drosophila melanogaster	GO:0007465	R7 cell fate commitment	developmental process	involved_in	PMID:7888014	FlyBase	1	2
Q29RW1	Myh4	10116	Rattus norvegicus	GO:0061061	muscle structure development	developmental process	involved_in	PMID:23709586	RGD	1	4
Q2KHK6	Gsdmc2	10090	Mus musculus	GO:0060576	intestinal epithelial cell development	developmental process	involved_in	PMID:17350798	UniProt	1	1
Q2LAJ3	ARF2A	4081	Solanum lycopersicum	GO:0009911	positive regulation of flower development	biological regulation	involved_in	PMID:28167023	UniProt	1	2
Q2MJS2	IRF2BPL	9544	Macaca mulatta	GO:0046543	development of secondary female sexual characteristics	developmental process	involved_in	PMID:17627301	ParkinsonsUK-UCL	1	1
Q2PS07	Q2PS07	3617	Fagopyrum esculentum	GO:0048367	shoot system development	developmental process	involved_in	PMID:21461893	UniProt	1	1
Q2QI47	Ush2A	10090	Mus musculus	GO:0035315	hair cell differentiation	developmental process	involved_in	PMID:16301217	BHF-UCL	1	1
Q2TXQ8	aoiG	510516	Aspergillus oryzae RIB40	GO:0030639	polyketide biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:22447538	AspGD	1	1
Q2VUE0	Brn-1	93934	Coturnix japonica	GO:0021556	central nervous system formation	developmental process	involved_in	PMID:16498618	UniProt	1	4
Q2VUE0	Brn-1	93934	Coturnix japonica	GO:0061219	mesonephric mesenchyme development	developmental process	involved_in	PMID:16498618	UniProt	1	4
Q39081	CAL	3702	Arabidopsis thaliana	GO:0010582	floral meristem determinacy	developmental process	acts_upstream_of_or_within	PMID:20626659	TAIR	1	1
Q39089	PAC	3702	Arabidopsis thaliana	GO:0016070	RNA metabolic process	metabolic process	acts_upstream_of_or_within	PMID:28805278	TAIR	1	2
Q39110	GA20OX1	3702	Arabidopsis thaliana	GO:0048575	short-day photoperiodism, flowering	response to stimulus	acts_upstream_of_or_within	PMID:7604047	TAIR	1	2
Q39123	ATHB-8	3702	Arabidopsis thaliana	GO:0010067	procambium histogenesis	developmental process	acts_upstream_of_or_within	PMID:19726572	TAIR	1	3
Q3B8Q2	Eif4a3	10116	Rattus norvegicus	GO:0035640	exploration behavior	unclassified	involved_in	PMID:22982623	RGD	1	4
Q3B8Q2	Eif4a3	10116	Rattus norvegicus	GO:0072715	cellular response to selenite ion	response to stimulus	involved_in	PMID:19716792	RGD	1	4
Q3LSV1	Id2	93934	Coturnix japonica	GO:0042733	embryonic digit morphogenesis	developmental process	involved_in	PMID:16152631	AgBase	1	2
Q3UEZ8	Slc10a4	10090	Mus musculus	GO:0099154	serotonergic synapse	cellular component	is_active_in	PMID:25176177	SynGO	1	6
Q40629	RTS	39946	Oryza sativa Indica Group	GO:0048656	anther wall tapetum formation	developmental process	involved_in	PMID:16897470	GR	1	2
Q40629	RTS	39946	Oryza sativa Indica Group	GO:0048658	anther wall tapetum development	developmental process	involved_in	PMID:16897470	GR	1	2
Q42485	ZFP1	3702	Arabidopsis thaliana	GO:0009640	photomorphogenesis	response to stimulus	acts_upstream_of_or_within	PMID:10794528	TAIR	1	1
Q460G9	alcS	227321	Aspergillus nidulans FGSC A4	GO:0019413	acetate biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:16531087	AspGD	1	3
Q46871	yqjH	83333	Escherichia coli K-12	GO:0071289	cellular response to nickel ion	response to stimulus	acts_upstream_of_or_within	PMID:21097627	EcoCyc	1	1
Q46916	gudP	83333	Escherichia coli K-12	GO:0042836	D-glucarate metabolic process	metabolic process	acts_upstream_of_or_within	PMID:10762278	EcoCyc	1	2
Q4G079	Aimp1	10116	Rattus norvegicus	GO:0048514	blood vessel morphogenesis	developmental process	involved_in	PMID:14732363	RGD	1	2
Q4V7C7	Actr3	10116	Rattus norvegicus	GO:0061843	Sertoli cell barrier remodeling	unclassified	involved_in	PMID:20534520	RGD	1	9
Q4V7C7	Actr3	10116	Rattus norvegicus	GO:1905837	cellular response to triterpenoid	response to stimulus	involved_in	PMID:20566646	RGD	1	9
Q50L36	ISPS	43335	Populus alba	GO:0071485	cellular response to absence of light	response to stimulus	involved_in	PMID:15848197	UniProt	1	4
Q53AQ4	Tmub1	10116	Rattus norvegicus	GO:0098944	postsynaptic recycling endosome membrane	cellular component	is_active_in	PMID:18665261	SynGO	1	1
Q54BC0	DDB_G0293762	44689	Dictyostelium discoideum	GO:0140084	sexual macrocyst formation	unclassified	acts_upstream_of_or_within	PMID:15817229	dictyBase	1	1
Q54FX2	rblA	44689	Dictyostelium discoideum	GO:0010389	regulation of G2/M transition of mitotic cell cycle	biological regulation	acts_upstream_of_or_within	PMID:22768168	dictyBase	1	2
Q54FX2	rblA	44689	Dictyostelium discoideum	GO:0031156	regulation of sorocarp development	biological regulation	acts_upstream_of_or_within	PMID:22768168	dictyBase	1	2
Q54N80	fkbp3	44689	Dictyostelium discoideum	GO:0019954	asexual reproduction	unclassified	acts_upstream_of_or_within	PMID:16087752	dictyBase	1	1
Q54NW7	vamp7A	44689	Dictyostelium discoideum	GO:0008333	endosome to lysosome transport	localization	involved_in	PMID:12175335	UniProt	1	1
Q550K8	DDB_G0277071	44689	Dictyostelium discoideum	GO:1900424	regulation of defense response to bacterium	biological regulation	involved_in	PMID:19748467	dictyBase	1	1
Q557E6	DDB_G0273139	44689	Dictyostelium discoideum	GO:0044671	sorocarp spore cell differentiation	developmental process	acts_upstream_of_or_within	PMID:30975700	dictyBase	1	3
Q59MV9	YHB1	237561	Candida albicans SC5314	GO:0071500	cellular response to nitrosative stress	response to stimulus	involved_in	PMID:19897505	CGD	1	1
Q59Q77	REV1	237561	Candida albicans SC5314	GO:0003887	DNA-directed DNA polymerase activity	metabolic process	enables	PMID:39619432	CGD	1	1
Q5A2T6	SIT1	237561	Candida albicans SC5314	GO:0042928	ferrichrome import into cell	localization	involved_in	PMID:11870856	CGD	1	1
Q5A8N2	SAP4	237561	Candida albicans SC5314	GO:0042783	symbiont-mediated evasion of host immune response	response to stimulus	involved_in	PMID:9632257	CGD	1	1
Q5AAG6	MKC1	237561	Candida albicans SC5314	GO:0031098	stress-activated protein kinase signaling cascade	response to stimulus	involved_in	PMID:15800048	CGD	1	1
Q5AAW3	DHH1	237561	Candida albicans SC5314	GO:0010610	regulation of mRNA stability involved in response to stress	response to stimulus	involved_in	PMID:40096135	CGD	1	1
Q5ADS0	UBI4	237561	Candida albicans SC5314	GO:0007346	regulation of mitotic cell cycle	biological regulation	involved_in	PMID:40397362	CGD	1	2
Q5AHB5	DFG16	237561	Candida albicans SC5314	GO:0051453	regulation of intracellular pH	biological regulation	involved_in	PMID:17367383	CGD	1	1
Q5BJ08	en1b	7955	Danio rerio	GO:0048663	neuron fate commitment	developmental process	acts_upstream_of_or_within	PMID:15215305	ZFIN	1	1
Q5BJY9	Krt18	10116	Rattus norvegicus	GO:1902488	cholangiocyte apoptotic process	unclassified	involved_in	PMID:30563999	RGD	1	7
Q5DQR4	Stxbp5l	10090	Mus musculus	GO:0098992	neuronal dense core vesicle	cellular component	is_active_in	PMID:28746398	SynGO	1	1
Q5GQ97	TLR7	9031	Gallus gallus	GO:0032732	positive regulation of interleukin-1 production	biological regulation	involved_in	PMID:1580288	Roslin_Institute	1	3
Q5GQ97	TLR7	9031	Gallus gallus	GO:0032755	positive regulation of interleukin-6 production	biological regulation	involved_in	PMID:1580288	Roslin_Institute	1	3
Q5GQ97	TLR7	9031	Gallus gallus	GO:0050691	regulation of defense response to virus by host	biological regulation	involved_in	PMID:1580288	Roslin_Institute	1	3
Q5NBX1	Cobl	10090	Mus musculus	GO:0000578	embryonic axis specification	developmental process	involved_in	PMID:7586755	BHF-UCL	1	6
Q5NBX1	Cobl	10090	Mus musculus	GO:0033504	floor plate development	developmental process	involved_in	PMID:7586755	BHF-UCL	1	6
Q5QNP2	taar13c	7955	Danio rerio	GO:0050911	detection of chemical stimulus involved in sensory perception of smell	response to stimulus	acts_upstream_of_or_within	PMID:24218586	ZFIN	1	1
Q5U2Q5	Rrm1	10116	Rattus norvegicus	GO:0021846	cell proliferation in forebrain	developmental process	involved_in	PMID:12834878	RGD	1	5
Q5U2W9	Rnls	10116	Rattus norvegicus	GO:0071869	response to catecholamine	response to stimulus	involved_in	PMID:18299506	RGD	1	3
Q5U315	Tent2	10116	Rattus norvegicus	GO:0140235	RNA polyadenylation at postsynapse	metabolic process	involved_in	PMID:22727665	SynGO	1	8
Q5U315	Tent2	10116	Rattus norvegicus	GO:1990603	dark adaptation	response to stimulus	involved_in	PMID:23700402	RGD	1	8
Q5XI22	Acat2	10116	Rattus norvegicus	GO:0046952	ketone body catabolic process	metabolic process	involved_in	PMID:5116556	RGD	1	4
Q5XI73	Arhgdia	10116	Rattus norvegicus	GO:0097338	response to clozapine	response to stimulus	involved_in	PMID:22960606	RGD	1	3
Q5XV67	DMP7	3702	Arabidopsis thaliana	GO:0009900	dehiscence	unclassified	involved_in	PMID:20712629	UniProt	1	2
Q5Y808	ROP4	5811	Toxoplasma gondii	GO:0044409	symbiont entry into host	unclassified	involved_in	PMID:15470260	UniProt	1	1
Q60597	Ogdh	10090	Mus musculus	GO:0021695	cerebellar cortex development	developmental process	involved_in	PMID:16901643	UniProt	1	7
Q60597	Ogdh	10090	Mus musculus	GO:0022028	tangential migration from the subventricular zone to the olfactory bulb	developmental process	involved_in	PMID:16901643	UniProt	1	7
Q60848	Hells	10090	Mus musculus	GO:0046651	lymphocyte proliferation	unclassified	involved_in	PMID:10781083	UniProt	1	2
Q61001	Lama5	10090	Mus musculus	GO:0098965	extracellular matrix of synaptic cleft	cellular component	is_active_in	PMID:29091766	SynGO	1	2
Q61292	Lamb2	10090	Mus musculus	GO:0150043	structural constituent of synapse-associated extracellular matrix	molecular function	enables	PMID:17189701	SynGO	1	1
Q61483	Dll1	10090	Mus musculus	GO:0007219	Notch signaling pathway	response to stimulus	involved_in	PMID:23688253	UniProt	1	3
Q62181	Sema3c	10090	Mus musculus	GO:0003151	outflow tract morphogenesis	developmental process	involved_in	PMID:19666519	BHF-UCL	1	6
Q62181	Sema3c	10090	Mus musculus	GO:0003215	cardiac right ventricle morphogenesis	developmental process	involved_in	PMID:19666519	BHF-UCL	1	6
Q62181	Sema3c	10090	Mus musculus	GO:0003350	pulmonary myocardium development	developmental process	involved_in	PMID:19666519	BHF-UCL	1	6
Q62288	Spock1	10090	Mus musculus	GO:0001764	neuron migration	developmental process	involved_in	PMID:10640720	UniProt	1	3
Q62598	Dspp	10116	Rattus norvegicus	GO:0031214	biomineral tissue development	developmental process	involved_in	PMID:20425127	RGD	1	14
Q62598	Dspp	10116	Rattus norvegicus	GO:0048820	hair follicle maturation	developmental process	involved_in	PMID:21908176	RGD	1	14
Q62598	Dspp	10116	Rattus norvegicus	GO:0061978	mandibular condyle articular cartilage development	developmental process	involved_in	PMID:20097540	RGD	1	14
Q62600	Nos3	10116	Rattus norvegicus	GO:0006809	nitric oxide biosynthetic process	metabolic process	involved_in	PMID:16344378	RGD	1	45
Q62600	Nos3	10116	Rattus norvegicus	GO:1901654	response to ketone	response to stimulus	involved_in	PMID:19717731	RGD	1	45
Q62656	Ptprz1	10116	Rattus norvegicus	GO:0008542	visual learning	response to stimulus	involved_in	PMID:12737936	RGD	1	4
Q62717	Cadps	10116	Rattus norvegicus	GO:0098674	extrinsic component of neuronal dense core vesicle membrane	cellular component	is_active_in	PMID:9697858	SynGO	1	4
Q62745	Cd81	10116	Rattus norvegicus	GO:0040008	regulation of growth	biological regulation	involved_in	PMID:8757260	RGD	1	1
Q62826	Hnrnpm	10116	Rattus norvegicus	GO:1990831	cellular response to carcinoembryonic antigen	response to stimulus	involved_in	PMID:14597422	RGD	1	4
Q62880	Taf9b	10116	Rattus norvegicus	GO:0072712	response to thiabendazole	response to stimulus	involved_in	PMID:18539377	RGD	1	2
Q62986	Esr2	10116	Rattus norvegicus	GO:0021764	amygdala development	developmental process	involved_in	PMID:22791648	RGD	1	28
Q63042	Gfer	10116	Rattus norvegicus	GO:0072717	cellular response to actinomycin D	response to stimulus	involved_in	PMID:23073658	RGD	1	5
Q63190	Emd	10116	Rattus norvegicus	GO:0031468	nuclear membrane reassembly	unclassified	involved_in	PMID:10569247	RGD	1	1
Q63327	Mobp	10116	Rattus norvegicus	GO:0032289	central nervous system myelin formation	developmental process	involved_in	PMID:9306245	RGD	1	2
Q63425	Prx	10116	Rattus norvegicus	GO:0008366	axon ensheathment	developmental process	involved_in	PMID:8155317	RGD	1	2
Q63450	Camk1	10116	Rattus norvegicus	GO:0050807	regulation of synapse organization	biological regulation	involved_in	PMID:18184567	SynGO	1	3
Q63467	Tff1	10116	Rattus norvegicus	GO:0030277	maintenance of gastrointestinal epithelium	unclassified	involved_in	PMID:8836141	RGD	1	4
Q63474	Ddr1	10116	Rattus norvegicus	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	response to stimulus	involved_in	PMID:28199848	RGD	1	3
Q63495	Ager	10116	Rattus norvegicus	GO:0033689	negative regulation of osteoblast proliferation	biological regulation	involved_in	PMID:23529231	RGD	1	20
Q63517	Cenpi	10116	Rattus norvegicus	GO:0042699	follicle-stimulating hormone signaling pathway	response to stimulus	involved_in	PMID:7758824	RGD	1	1
Q63544	Sncg	10116	Rattus norvegicus	GO:0002118	aggressive behavior	unclassified	involved_in	PMID:15660669	RGD	1	5
Q63673	Shh	10116	Rattus norvegicus	GO:0030856	regulation of epithelial cell differentiation	biological regulation	involved_in	PMID:14651923	RGD	1	8
Q63772	Gas6	10116	Rattus norvegicus	GO:0085029	extracellular matrix assembly	unclassified	involved_in	PMID:18374201	UniProt	1	3
Q63772	Gas6	10116	Rattus norvegicus	GO:2000533	negative regulation of renal albumin absorption	biological regulation	involved_in	PMID:18374201	UniProt	1	3
Q64487	Ptprd	10090	Mus musculus	GO:0099537	trans-synaptic signaling	biological regulation	involved_in	PMID:32347567	SynGO	1	1
Q64610	Enpp2	10116	Rattus norvegicus	GO:1903165	response to polycyclic arene	response to stimulus	involved_in	PMID:25490995	RGD	1	4
Q64612	Ptprv	10116	Rattus norvegicus	GO:0036035	osteoclast development	developmental process	involved_in	PMID:7527035	RGD	1	8
Q64634	Ugt1a8	10116	Rattus norvegicus	GO:1904682	cellular response to 3-methylcholanthrene	response to stimulus	involved_in	PMID:11992647	RGD	1	1
Q64640	Adk	10116	Rattus norvegicus	GO:0042102	positive regulation of T cell proliferation	biological regulation	involved_in	PMID:16827901	RGD	1	2
Q64678	Cyp1b1	10116	Rattus norvegicus	GO:0071387	cellular response to cortisol stimulus	response to stimulus	involved_in	PMID:8674863	RGD	1	19
Q64732	Foxb1	10090	Mus musculus	GO:0021767	mammillary body development	developmental process	involved_in	PMID:11170346	UniProt	1	4
Q65ZG8	lin-42	6239	Caenorhabditis elegans	GO:0061067	negative regulation of dauer larval development	biological regulation	involved_in	PMID:20843862	WB	1	1
Q66I28	igfbp3	7955	Danio rerio	GO:0048009	insulin-like growth factor receptor signaling pathway	response to stimulus	acts_upstream_of_or_within	PMID:14605935	ZFIN	1	1
Q66Q66	Q66Q66	29729	Gossypium arboreum	GO:0048481	plant ovule development	developmental process	involved_in	PMID:15316114	AgBase	1	2
Q66Q66	Q66Q66	29729	Gossypium arboreum	GO:0048629	trichome patterning	developmental process	involved_in	PMID:15316114	AgBase	1	2
Q68SB1	Stau2	10116	Rattus norvegicus	GO:0098964	anterograde dendritic transport of messenger ribonucleoprotein complex	localization	involved_in	PMID:16418534	SynGO	1	2
Q6B959	Apold1	10116	Rattus norvegicus	GO:0042118	endothelial cell activation	unclassified	involved_in	PMID:15102925	RGD	1	4
Q6B959	Apold1	10116	Rattus norvegicus	GO:0045601	regulation of endothelial cell differentiation	biological regulation	involved_in	PMID:15102925	RGD	1	4
Q6DBQ1	AHL25	3702	Arabidopsis thaliana	GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	biological regulation	acts_upstream_of_or_within	PMID:17277098	TAIR	1	1
Q6DJG1	mrtfa.L	8355	Xenopus laevis	GO:0032786	positive regulation of DNA-templated transcription, elongation	biological regulation	acts_upstream_of_or_within	PMID:40748209	Xenbase	1	1
Q6FU91	ZCF11	284593	Nakaseomyces glabratus CBS 138	GO:0051445	regulation of meiotic cell cycle	biological regulation	involved_in	PMID:40175304	CGD	1	2
Q6GQS8	Gm21093	10090	Mus musculus	GO:0021681	cerebellar granular layer development	developmental process	involved_in	PMID:16901643	UniProt	1	5
Q6H9K0	plaa2	140101	Platanus x hispanica	GO:0048868	pollen tube development	developmental process	involved_in	DOI:10.1007/s00497-005-0002-4	UniProt	1	3
Q6IEL0	WRKY71	39946	Oryza sativa Indica Group	GO:0009685	gibberellin metabolic process	metabolic process	involved_in	PMID:15047897	GR	1	7
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:0072703	cellular response to methyl methanesulfonate	response to stimulus	involved_in	PMID:9811446	RGD	1	17
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:1904308	cellular response to desipramine	response to stimulus	involved_in	PMID:20549303	RGD	1	17
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:1904310	cellular response to cordycepin	response to stimulus	involved_in	PMID:21597460	RGD	1	17
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:1904312	cellular response to gold(3+)	response to stimulus	involved_in	PMID:16206274	RGD	1	17
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:1904314	cellular response to methamphetamine hydrochloride	response to stimulus	involved_in	PMID:22174933	RGD	1	17
Q6PFD5	Dlgap3	10090	Mus musculus	GO:0099010	modification of postsynaptic structure	unclassified	involved_in	PMID:17713528	SynGO	1	11
Q71RJ2	Cacng2	10116	Rattus norvegicus	GO:0060082	eye blink reflex	response to stimulus	involved_in	PMID:21319893	RGD	1	2
Q75J96	rapgap1	44689	Dictyostelium discoideum	GO:0030837	negative regulation of actin filament polymerization	biological regulation	acts_upstream_of_or_within	PMID:18039932	dictyBase	1	1
Q76EJ0	DL	39947	Oryza sativa Japonica Group	GO:0048440	carpel development	developmental process	involved_in	PMID:14729915	GR	1	2
Q7F4G5	Os01g0797600	39947	Oryza sativa Japonica Group	GO:0010364	regulation of ethylene biosynthetic process	biological regulation	involved_in	PMID:21966459	UniProt	1	17
Q7KHG2	jing	7227	Drosophila melanogaster	GO:0007382	specification of segmental identity, maxillary segment	developmental process	involved_in	PMID:8104141	FlyBase	1	1
Q7KRU8	Fer1HCH	7227	Drosophila melanogaster	GO:0030431	sleep	unclassified	involved_in	PMID:25409104	FlyBase	1	1
Q7RTR2	NLRC3	9606	Homo sapiens	GO:0042110	T cell activation	unclassified	involved_in	PMID:15705585	UniProt	1	1
Q7TMB3	Ppp1r3c	10090	Mus musculus	GO:2001069	glycogen binding	molecular function	enables	PMID:18852261	MGI	1	1
Q7TSY6	Celf4	10090	Mus musculus	GO:1902866	regulation of retina development in camera-type eye	biological regulation	acts_upstream_of_or_within	PMID:23932931	MGI	1	1
Q800E4	notch3	7955	Danio rerio	GO:0035019	somatic stem cell population maintenance	developmental process	acts_upstream_of_or_within	PMID:20534844	ZFIN	1	2
Q80WE1	Fmr1	10116	Rattus norvegicus	GO:0050974	detection of mechanical stimulus involved in sensory perception	response to stimulus	involved_in	PMID:12591163	RGD	1	10
Q84QK0	OPR1	39947	Oryza sativa Japonica Group	GO:0009695	jasmonic acid biosynthetic process	metabolic process	involved_in	PMID:14559225	GR	1	1
Q84W56	RNJ	3702	Arabidopsis thaliana	GO:0060918	auxin transport	biological regulation	acts_upstream_of_or_within	PMID:25871650	TAIR	1	2
Q869W9	pks16	44689	Dictyostelium discoideum	GO:0006633	fatty acid biosynthetic process	metabolic process	involved_in	PMID:24521843	dictyBase	1	2
Q86SE8	NPM2	9606	Homo sapiens	GO:0009994	oocyte differentiation	developmental process	involved_in	PMID:12714744	UniProt	1	1
Q8BGV3	Tacstd2	10090	Mus musculus	GO:0050678	regulation of epithelial cell proliferation	biological regulation	involved_in	PMID:22194864	UniProt	1	2
Q8BIZ1	Anks1b	10090	Mus musculus	GO:0099565	chemical synaptic transmission, postsynaptic	response to stimulus	involved_in	PMID:26085624	SynGO	1	2
Q8BN82	Slc17a5	10090	Mus musculus	GO:0098700	neurotransmitter loading into synaptic vesicle	localization	involved_in	PMID:18695252	SynGO	1	3
Q8C170	Myo9a	10090	Mus musculus	GO:0099084	postsynaptic specialization organization	unclassified	involved_in	PMID:26834556	SynGO	1	2
Q8CFN2	Cdc42	10116	Rattus norvegicus	GO:0060661	submandibular salivary gland formation	developmental process	involved_in	PMID:18784978	RGD	1	1
Q8CGU6	Ncstn	10116	Rattus norvegicus	GO:0016485	protein processing	metabolic process	involved_in	PMID:12736250	RGD	1	3
Q8CH72	Trim32	10090	Mus musculus	GO:0048147	negative regulation of fibroblast proliferation	biological regulation	involved_in	PMID:19269368	BHF-UCL	1	2
Q8IK32	PF3D7_1000600	36329	Plasmodium falciparum 3D7	GO:0020033	antigenic variation	response to stimulus	involved_in	PMID:10430943	GeneDB	1	1
Q8JZQ0	Csf1	10116	Rattus norvegicus	GO:0030225	macrophage differentiation	developmental process	involved_in	PMID:12379742	RGD	1	4
Q8K3U6	F7	10116	Rattus norvegicus	GO:1904400	response to Thyroid stimulating hormone	response to stimulus	involved_in	PMID:21382270	RGD	1	15
Q8K558	Treml1	10090	Mus musculus	GO:0030168	platelet activation	response to stimulus	involved_in	PMID:15100151	UniProt	1	1
Q8L8Y3	CEP1	3702	Arabidopsis thaliana	GO:0048527	lateral root development	developmental process	acts_upstream_of_or_within	PMID:18315543	TAIR	1	10
Q8L8Y3	CEP1	3702	Arabidopsis thaliana	GO:0019740	nitrogen utilization	response to stimulus	involved_in	PMID:24179095	UniProt	1	10
Q8L9V6	DOF1.1	3702	Arabidopsis thaliana	GO:0010439	regulation of glucosinolate biosynthetic process	biological regulation	acts_upstream_of_or_within	PMID:16740150	TAIR	1	7
Q8MJY8	HPGD	9541	Macaca fascicularis	GO:0030728	ovulation	unclassified	involved_in	PMID:15522934	UniProt	1	1
Q8N144	GJD3	9606	Homo sapiens	GO:0086053	AV node cell to bundle of His cell communication by electrical coupling	biological regulation	NOT|involved_in	PMID:19168070	BHF-UCL	1	3
Q8N144	GJD3	9606	Homo sapiens	GO:0086065	cell communication involved in cardiac conduction	biological regulation	NOT|involved_in	PMID:19168070	BHF-UCL	1	3
Q8N144	GJD3	9606	Homo sapiens	GO:1901845	negative regulation of cell communication by electrical coupling involved in cardiac conduction	biological regulation	NOT|involved_in	PMID:19168070	BHF-UCL	1	3
Q8NHV9	RHOXF1	9606	Homo sapiens	GO:0030521	androgen receptor signaling pathway	response to stimulus	involved_in	PMID:11980563	UniProt	1	1
Q8NI17	IL31RA	9606	Homo sapiens	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	response to stimulus	involved_in	PMID:11877449	UniProt	1	3
Q8NI17	IL31RA	9606	Homo sapiens	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	biological regulation	involved_in	PMID:11877449	UniProt	1	3
Q8R2H2	Itgb3	10116	Rattus norvegicus	GO:0036119	response to platelet-derived growth factor	response to stimulus	involved_in	PMID:21932665	RGD	1	6
Q8R500	Mfn2	10116	Rattus norvegicus	GO:0072705	cellular response to mercaptoethanol	response to stimulus	involved_in	PMID:26903301	RGD	1	24
Q8RW96	B'GAMMA	3702	Arabidopsis thaliana	GO:1900056	negative regulation of leaf senescence	biological regulation	acts_upstream_of_or_within	PMID:31659127	TAIR	1	2
Q8RW96	B'GAMMA	3702	Arabidopsis thaliana	GO:2000031	regulation of salicylic acid mediated signaling pathway	biological regulation	acts_upstream_of_or_within	PMID:31659127	TAIR	1	2
Q8RWZ1	SUB	3702	Arabidopsis thaliana	GO:0000902	cell morphogenesis	developmental process	acts_upstream_of_or_within	PMID:20298225	TAIR	1	2
Q8RWZ1	SUB	3702	Arabidopsis thaliana	GO:0048437	floral organ development	developmental process	acts_upstream_of_or_within	PMID:20298225	TAIR	1	2
Q8T9B6	boca	7227	Drosophila melanogaster	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	localization	involved_in	PMID:12581524	FlyBase	1	1
Q8UVR3	lmx1b.1	8355	Xenopus laevis	GO:0072013	glomus development	developmental process	involved_in	PMID:12755330	UniProt	1	1
Q8VI82	Fgf23	10116	Rattus norvegicus	GO:0042359	vitamin D metabolic process	metabolic process	involved_in	PMID:15531762	RGD	1	7
Q8W4P1	CDKC-2	3702	Arabidopsis thaliana	GO:0006397	mRNA processing	metabolic process	acts_upstream_of_or_within	PMID:18208522	TAIR	1	2
Q8WX77	IGFBPL1	9606	Homo sapiens	GO:0071228	cellular response to tumor cell	response to stimulus	involved_in	PMID:15845387	UniProt	1	1
Q8WZ42	TTN	9606	Homo sapiens	GO:0007076	mitotic chromosome condensation	unclassified	involved_in	PMID:9548712	BHF-UCL	1	1
Q8X1T6	aah1	227321	Aspergillus nidulans FGSC A4	GO:0006145	purine nucleobase catabolic process	metabolic process	acts_upstream_of_or_within	PMID:18055231	AspGD	1	1
Q90274	snai1a	7955	Danio rerio	GO:0042074	cell migration involved in gastrulation	developmental process	acts_upstream_of_or_within	PMID:8306877	ZFIN	1	1
Q90874	IL-1 receptor I	9031	Gallus gallus	GO:0045429	positive regulation of nitric oxide biosynthetic process	biological regulation	involved_in	PMID:12543127	AgBase	1	1
