citation	species	family_stem	n_members	members
Reactome:R-HSA-548800	human	ELOVL	4	ELOVL1;ELOVL2;ELOVL3;ELOVL5
PMID:10531035	human	FBXL	4	FBXL3;FBXL5;FBXL6;FBXL7
PMID:34445249	human	FBXW	4	FBXW2;FBXW4;FBXW5;FBXW7
PMID:15070733	human	FBXW	4	FBXW2;FBXW5;FBXW7;FBXW8
Reactome:R-HSA-8986985	human	STAT	4	STAT1;STAT2;STAT3;STAT4
Reactome:R-HSA-8987033	human	STAT	4	STAT1;STAT2;STAT3;STAT4
Reactome:R-HSA-8987266	human	STAT	4	STAT1;STAT2;STAT3;STAT4
Reactome:R-HSA-5694409	human	TRAPPC	4	TRAPPC1;TRAPPC3;TRAPPC4;TRAPPC5
Reactome:R-HSA-5694418	human	TRAPPC	4	TRAPPC1;TRAPPC3;TRAPPC4;TRAPPC5
Reactome:R-HSA-5694439	human	TRAPPC	4	TRAPPC1;TRAPPC3;TRAPPC4;TRAPPC5
Reactome:R-HSA-419389	human	LPAR	4	LPAR1;LPAR2;LPAR3;LPAR5
Reactome:R-HSA-1482533	human	LPCAT	4	LPCAT1;LPCAT2;LPCAT3;LPCAT4
Reactome:R-HSA-1482547	human	LPCAT	4	LPCAT1;LPCAT2;LPCAT3;LPCAT4
Reactome:R-HSA-1482788	human	LPCAT	4	LPCAT1;LPCAT2;LPCAT3;LPCAT4
PMID:20410109	human	LRFN	4	LRFN1;LRFN2;LRFN4;LRFN5
Reactome:R-HSA-6799178	human	NDUFS	4	NDUFS2;NDUFS3;NDUFS7;NDUFS8
Reactome:R-HSA-6799191	human	NDUFS	4	NDUFS2;NDUFS3;NDUFS7;NDUFS8
Reactome:R-HSA-6799203	human	NDUFS	4	NDUFS2;NDUFS3;NDUFS7;NDUFS8
Reactome:R-HSA-6800868	human	NDUFS	4	NDUFS2;NDUFS3;NDUFS7;NDUFS8
Reactome:R-HSA-6788523	human	NDUFS	4	NDUFS1;NDUFS2;NDUFS7;NDUFS8
Reactome:R-HSA-382054	human	THBS	4	THBS1;THBS2;THBS3;THBS4
PMID:10837480	human	PEX	4	PEX10;PEX12;PEX2;PEX5
PMID:24662292	human	PEX	4	PEX10;PEX12;PEX2;PEX5
PMID:19197237	human	PEX	4	PEX13;PEX14;PEX19;PEX5
PMID:34761191	human	PFDN	4	PFDN1;PFDN2;PFDN5;PFDN6
Reactome:R-HSA-927813	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
Reactome:R-HSA-927836	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:21255211	human	RAB	4	RAB7A;RAB7B;RAB9A;RAB9B
Reactome:R-HSA-1799332	human	SRP	4	SRP19;SRP68;SRP72;SRP9
Reactome:R-HSA-927832	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
Reactome:R-HSA-927889	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:34208095	human	SRP	4	SRP19;SRP68;SRP72;SRP9
PMID:38858088	human	SRP	4	SRP19;SRP68;SRP72;SRP9
PMID:17940959	human	VPS	4	VPS28;VPS37B;VPS4A;VPS4B
PMID:11163187	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:12417715	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:16601204	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:19503078	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:25220460	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:31131562	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:35640974	human	UPF	4	UPF1;UPF2;UPF3A;UPF3B
PMID:15231740	worm	BBS-	4	bbs-1;bbs-2;bbs-7;bbs-8
PMID:1732156	worm	CHE-	4	che-11;che-13;che-2;che-3
PMID:28479320	worm	CHE-	4	che-11;che-13;che-2;che-3
PMID:25535836	worm	MEG-	4	meg-1;meg-2;meg-3;meg-4
PMID:21422230	worm	MKS-	4	mks-1;mks-3;mks-5;mks-6
PMID:16554755	yeast	CCT	4	CCT2;CCT4;CCT6;CCT8
PMID:16554755	yeast	HSP	4	HSP104;HSP26;HSP60;HSP82
PMID:19536198	yeast	HSP	4	HSP104;HSP26;HSP60;HSP82
PMID:19536198	yeast	SSA	4	SSA1;SSA2;SSA3;SSA4
file:interpro/panther/PTHR19375/PTHR19375-paint.tsv	yeast	SSA	4	SSA1;SSA2;SSA3;SSA4
PMID:8754838	yeast	SSA	4	SSA1;SSA2;SSA3;SSA4
PMID:9789005	yeast	SSA	4	SSA1;SSA2;SSA3;SSA4
GO_REF:0000002	yeast	SSA	3	SSA1;SSA2;SSA4
GO_REF:0000002	human	AADACL	3	AADACL2;AADACL3;AADACL4
GO_REF:0000002	human	CD	3	CD247;CD28;CD47
GO_REF:0000002	SCHPO	CUT	3	cut1;cut2;cut7
GO_REF:0000002	human	ARL	3	ARL6;ARL8A;ARL8B
GO_REF:0000002	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000002	human	EDEM	3	EDEM1;EDEM2;EDEM3
GO_REF:0000002	human	LPCAT	3	LPCAT1;LPCAT2;LPCAT4
GO_REF:0000002	human	SERINC	3	SERINC1;SERINC3;SERINC5
GO_REF:0000002	human	AFF	3	AFF1;AFF3;AFF4
GO_REF:0000002	human	SPCS	3	SPCS1;SPCS2;SPCS3
GO_REF:0000002	human	EIF	3	EIF2D;EIF3G;EIF5A
GO_REF:0000002	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000002	human	USP	3	USP10;USP21;USP25
GO_REF:0000002	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
GO_REF:0000002	human	SCAMP	3	SCAMP1;SCAMP2;SCAMP5
GO_REF:0000002	human	PLD	3	PLD3;PLD4;PLD5
GO_REF:0000002	human	ACAP	3	ACAP1;ACAP2;ACAP3
GO_REF:0000002	human	FBXL	3	FBXL18;FBXL5;FBXL6
GO_REF:0000002	human	BAG	3	BAG1;BAG2;BAG3
GO_REF:0000002	human	TRAPPC	3	TRAPPC1;TRAPPC3;TRAPPC5
GO_REF:0000002	yeast	HST	3	HST1;HST2;HST3
GO_REF:0000002	ANOGA	PGRPS	3	PGRPS1;PGRPS2;PGRPS3
GO_REF:0000002	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
GO_REF:0000002	yeast	HSP	3	HSP10;HSP60;HSP82
GO_REF:0000002	human	ATF	3	ATF2;ATF3;ATF4
GO_REF:0000002	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000002	human	GTPBP	3	GTPBP1;GTPBP2;GTPBP6
GO_REF:0000002	human	MTHFD	3	MTHFD1;MTHFD1L;MTHFD2
GO_REF:0000002	human	ACOX	3	ACOX1;ACOX2;ACOX3
GO_REF:0000002	human	COA	3	COA3;COA4;COA6
GO_REF:0000002	human	SEC	3	SEC11A;SEC11C;SEC62
GO_REF:0000002	human	CASP	3	CASP12;CASP14;CASP9
GO_REF:0000002	human	ACER	3	ACER1;ACER2;ACER3
GO_REF:0000002	worm	NHR-	3	nhr-47;nhr-49;nhr-80
GO_REF:0000002	human	VPS	3	VPS28;VPS4A;VPS4B
GO_REF:0000002	human	RAD	3	RAD18;RAD51;RAD51C
GO_REF:0000002	human	PCYT	3	PCYT1A;PCYT1B;PCYT2
GO_REF:0000002	human	SYN	3	SYN1;SYN2;SYN3
GO_REF:0000002	worm	GLH-	3	glh-1;glh-2;glh-4
GO_REF:0000002	human	SPOCK	3	SPOCK1;SPOCK2;SPOCK3
GO_REF:0000002	CANLF	CANF	3	Canf1;Canf2;Canf6
GO_REF:0000002	human	ASCC	3	ASCC1;ASCC2;ASCC3
GO_REF:0000002	ARATH	AP	3	AP1;AP2;AP3
GO_REF:0000002	FELCA	FELD	3	Feld4;Feld7;Feld8
GO_REF:0000002	human	AMPD	3	AMPD1;AMPD2;AMPD3
GO_REF:0000002	human	LMTK	3	LMTK1;LMTK2;LMTK3
GO_REF:0000002	worm	ATF-	3	atf-4;atf-6;atf-7
GO_REF:0000002	human	ADAMTSL	3	ADAMTSL1;ADAMTSL3;ADAMTSL5
GO_REF:0000041	human	TRIM	3	TRIM13;TRIM17;TRIM5
GO_REF:0000041	human	PEX	3	PEX10;PEX12;PEX2
GO_REF:0000041	human	ACER	3	ACER1;ACER2;ACER3
GO_REF:0000041	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000104	9POAL	NCGR_LOCUS	3	NCGR_LOCUS10166;NCGR_LOCUS27674;NCGR_LOCUS3088
GO_REF:0000104	human	EIF	3	EIF3E;EIF3G;EIF3J
GO_REF:0000104	POPTR	RPL	3	rpl14;rpl20;rpl22
GO_REF:0000120	human	KCTD	3	KCTD16;KCTD7;KCTD8
GO_REF:0000120	human	TOMM	3	TOMM20;TOMM22;TOMM70
GO_REF:0000120	human	AADACL	3	AADACL2;AADACL3;AADACL4
GO_REF:0000120	SCHPO	CUT	3	cut1;cut2;cut7
GO_REF:0000120	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000120	human	EIF	3	EIF3E;EIF3G;EIF3J
GO_REF:0000120	human	NDUFAF	3	NDUFAF6;NDUFAF7;NDUFAF8
GO_REF:0000120	human	EDEM	3	EDEM1;EDEM2;EDEM3
GO_REF:0000120	human	ELAVL	3	ELAVL1;ELAVL3;ELAVL4
GO_REF:0000120	human	AFF	3	AFF1;AFF3;AFF4
GO_REF:0000120	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000120	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
GO_REF:0000120	human	CHMP	3	CHMP3;CHMP4B;CHMP5
GO_REF:0000120	PSEPK	MQO	3	mqo1;mqo2;mqo3
GO_REF:0000120	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000120	yeast	HST	3	HST1;HST2;HST3
GO_REF:0000120	ANOGA	PGRPS	3	PGRPS1;PGRPS2;PGRPS3
GO_REF:0000120	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
GO_REF:0000120	yeast	HSP	3	HSP104;HSP60;HSP82
GO_REF:0000120	human	ATF	3	ATF2;ATF3;ATF4
GO_REF:0000120	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000120	human	MOCS	3	MOCS1;MOCS2;MOCS3
GO_REF:0000120	human	MTHFD	3	MTHFD1;MTHFD1L;MTHFD2
GO_REF:0000120	human	ACOX	3	ACOX1;ACOX2;ACOX3
GO_REF:0000120	human	SEC	3	SEC11A;SEC11C;SEC62
GO_REF:0000120	rat	GSTA	3	Gsta1;Gsta2;Gsta4
GO_REF:0000120	human	PANK	3	PANK1;PANK2;PANK3
GO_REF:0000120	human	FKBP	3	FKBP4;FKBP5;FKBP8
GO_REF:0000120	human	ACER	3	ACER1;ACER2;ACER3
GO_REF:0000120	yeast	CPR	3	CPR4;CPR6;CPR7
GO_REF:0000120	human	VPS	3	VPS28;VPS4A;VPS4B
GO_REF:0000120	yeast	SWI	3	SWI1;SWI2;SWI3
GO_REF:0000120	human	PCYT	3	PCYT1A;PCYT1B;PCYT2
GO_REF:0000120	human	SYN	3	SYN1;SYN2;SYN3
GO_REF:0000120	worm	GLH-	3	glh-1;glh-2;glh-4
GO_REF:0000120	human	PTPN	3	PTPN11;PTPN22;PTPN6
GO_REF:0000120	human	CPT	3	CPT1A;CPT1C;CPT2
GO_REF:0000120	human	AMPD	3	AMPD1;AMPD2;AMPD3
GO_REF:0000120	human	LPIN	3	LPIN1;LPIN2;LPIN3
GO_REF:0000043	human	CD	3	CD247;CD47;CD8A
GO_REF:0000043	worm	PGL-	3	pgl-1;pgl-2;pgl-3
GO_REF:0000043	human	ENPP	3	ENPP4;ENPP5;ENPP7
GO_REF:0000043	human	LPCAT	3	LPCAT1;LPCAT2;LPCAT3
GO_REF:0000043	human	RASAL	3	RASAL1;RASAL2;RASAL3
GO_REF:0000043	human	PARD	3	PARD6A;PARD6B;PARD6G
GO_REF:0000043	worm	ATF-	3	atf-4;atf-6;atf-7
GO_REF:0000043	human	ATG	3	ATG4D;ATG5;ATG7
GO_REF:0000043	ANOGA	PGRPS	3	PGRPS1;PGRPS2;PGRPS3
GO_REF:0000043	yeast	TIM	3	TIM10;TIM22;TIM9
GO_REF:0000043	human	NDUFS	3	NDUFS1;NDUFS2;NDUFS4
GO_REF:0000043	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000043	yeast	SWI	3	SWI1;SWI2;SWI3
GO_REF:0000043	human	GADD	3	GADD45A;GADD45B;GADD45G
GO_REF:0000043	yeast	SIR	3	SIR2;SIR3;SIR4
GO_REF:0000043	yeast	HSP	3	HSP104;HSP60;HSP82
GO_REF:0000118	PSEPK	MQO	3	mqo1;mqo2;mqo3
GO_REF:0000117	ARATH	GL	3	GL1;GL2;GL3
GO_REF:0000117	human	ARL	3	ARL6;ARL8A;ARL8B
GO_REF:0000117	worm	DYF-	3	dyf-11;dyf-2;dyf-6
GO_REF:0000117	human	EDEM	3	EDEM1;EDEM2;EDEM3
GO_REF:0000117	human	LPCAT	3	LPCAT1;LPCAT2;LPCAT4
GO_REF:0000117	human	THBS	3	THBS1;THBS2;THBS4
GO_REF:0000117	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000117	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
GO_REF:0000117	human	LPAR	3	LPAR1;LPAR2;LPAR3
GO_REF:0000117	PSEPK	MQO	3	mqo1;mqo2;mqo3
GO_REF:0000117	human	UPF	3	UPF1;UPF3A;UPF3B
GO_REF:0000117	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000117	human	BAG	3	BAG1;BAG2;BAG3
GO_REF:0000117	yeast	HST	3	HST1;HST2;HST3
GO_REF:0000117	human	SRP	3	SRP68;SRP72;SRP9
GO_REF:0000117	human	FBXW	3	FBXW12;FBXW5;FBXW7
GO_REF:0000117	human	MTHFD	3	MTHFD1;MTHFD1L;MTHFD2
GO_REF:0000117	human	ACOX	3	ACOX1;ACOX2;ACOX3
GO_REF:0000117	human	GADD	3	GADD45A;GADD45B;GADD45G
GO_REF:0000117	human	SEC	3	SEC11A;SEC11C;SEC63
GO_REF:0000117	human	FKBP	3	FKBP4;FKBP5;FKBP8
GO_REF:0000117	human	CASP	3	CASP12;CASP3;CASP9
GO_REF:0000117	human	SYN	3	SYN1;SYN2;SYN3
GO_REF:0000117	human	COX	3	COX10;COX18;COX7B
GO_REF:0000117	worm	GLH-	3	glh-1;glh-2;glh-4
GO_REF:0000117	human	NDUFS	3	NDUFS3;NDUFS4;NDUFS6
GO_REF:0000117	human	SPOCK	3	SPOCK1;SPOCK2;SPOCK3
GO_REF:0000117	human	CPT	3	CPT1A;CPT1C;CPT2
GO_REF:0000117	human	AMPD	3	AMPD1;AMPD2;AMPD3
GO_REF:0000024	human	ARL	3	ARL6;ARL8A;ARL8B
GO_REF:0000024	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000024	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000024	human	SEC	3	SEC11A;SEC11C;SEC62
GO_REF:0000024	human	COQ	3	COQ8A;COQ8B;COQ9
GO_REF:0000024	human	PTPN	3	PTPN11;PTPN22;PTPN6
GO_REF:0000024	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL4
GO_REF:0000024	human	LPCAT	3	LPCAT1;LPCAT2;LPCAT3
GO_REF:0000024	human	ALG	3	ALG1;ALG10;ALG8
GO_REF:0000024	human	RDH	3	RDH11;RDH12;RDH8
GO_REF:0000024	human	STAT	3	STAT1;STAT3;STAT5B
GO_REF:0000024	human	LPIN	3	LPIN1;LPIN2;LPIN3
GO_REF:0000024	human	LOXL	3	LOXL1;LOXL2;LOXL3
GO_REF:0000024	human	SMPD	3	SMPD2;SMPD3;SMPD4
GO_REF:0000024	human	CFAP	3	CFAP300;CFAP418;CFAP61
GO_REF:0000024	human	SOCS	3	SOCS1;SOCS3;SOCS5
GO_REF:0000024	human	SERINC	3	SERINC1;SERINC3;SERINC5
GO_REF:0000024	human	SPCS	3	SPCS1;SPCS2;SPCS3
GO_REF:0000024	SCHPO	CDC	3	cdc18;cdc2;cdc25
GO_REF:0000044	human	GET	3	GET1;GET3;GET4
GO_REF:0000044	human	ADCK	3	ADCK1;ADCK2;ADCK5
GO_REF:0000044	ARATH	GL	3	GL1;GL2;GL3
GO_REF:0000044	human	LRIT	3	LRIT1;LRIT2;LRIT3
GO_REF:0000044	DROME	CG	3	CG4592;CG4594;CG4598
GO_REF:0000044	human	LPCAT	3	LPCAT1;LPCAT2;LPCAT4
GO_REF:0000044	human	PARD	3	PARD6A;PARD6B;PARD6G
GO_REF:0000044	human	LRIG	3	LRIG1;LRIG2;LRIG3
GO_REF:0000044	human	SERINC	3	SERINC1;SERINC3;SERINC5
GO_REF:0000044	human	SPCS	3	SPCS1;SPCS2;SPCS3
GO_REF:0000044	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000044	human	SCAMP	3	SCAMP1;SCAMP2;SCAMP5
GO_REF:0000044	human	PLD	3	PLD3;PLD4;PLD5
GO_REF:0000044	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000044	human	BAG	3	BAG1;BAG3;BAG6
GO_REF:0000044	yeast	HST	3	HST1;HST2;HST3
GO_REF:0000044	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000044	human	FBXW	3	FBXW5;FBXW7;FBXW8
GO_REF:0000044	human	SMPD	3	SMPD1;SMPD3;SMPD4
GO_REF:0000044	worm	CHE-	3	che-13;che-2;che-3
GO_REF:0000044	human	CCDC	3	CCDC28B;CCDC47;CCDC50
GO_REF:0000044	human	PFDN	3	PFDN2;PFDN4;PFDN5
GO_REF:0000044	human	TRIM	3	TRIM13;TRIM17;TRIM5
GO_REF:0000044	human	SEC	3	SEC11A;SEC11C;SEC63
GO_REF:0000044	human	TTC	3	TTC19;TTC28;TTC8
GO_REF:0000044	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL4
GO_REF:0000044	rat	GSTA	3	Gsta1;Gsta2;Gsta4
GO_REF:0000044	DERPT	DERP	3	Derp1;Derp2;Derp23
GO_REF:0000044	human	PANK	3	PANK1;PANK2;PANK4
GO_REF:0000044	human	FKBP	3	FKBP4;FKBP5;FKBP8
GO_REF:0000044	human	ACER	3	ACER1;ACER2;ACER3
GO_REF:0000044	human	CFAP	3	CFAP300;CFAP418;CFAP61
GO_REF:0000044	yeast	TIM	3	TIM10;TIM22;TIM9
GO_REF:0000044	human	TMEM	3	TMEM43;TMEM67;TMEM70
GO_REF:0000044	worm	NHR-	3	nhr-47;nhr-49;nhr-80
GO_REF:0000044	human	RAD	3	RAD18;RAD51;RAD51C
GO_REF:0000044	yeast	SIR	3	SIR2;SIR3;SIR4
GO_REF:0000044	human	ENPP	3	ENPP4;ENPP5;ENPP7
GO_REF:0000044	CANLF	CANF	3	Canf1;Canf2;Canf6
GO_REF:0000044	human	ASCC	3	ASCC1;ASCC2;ASCC3
GO_REF:0000044	human	ACTL	3	ACTL7A;ACTL7B;ACTL8
GO_REF:0000044	FELCA	FELD	3	Feld4;Feld7;Feld8
GO_REF:0000044	RAMVA	CAHS	3	CAHS1;CAHS2;CAHS3
GO_REF:0000044	human	LOXL	3	LOXL1;LOXL2;LOXL3
GO_REF:0000044	HORSE	EQUC	3	Equc1;Equc2;Equc4
GO_REF:0000044	human	LPIN	3	LPIN1;LPIN2;LPIN3
GO_REF:0000044	human	LMTK	3	LMTK1;LMTK2;LMTK3
GO_REF:0000044	worm	ATF-	3	atf-4;atf-6;atf-7
PMID:33911077	9POAL	NCGR_LOCUS	3	NCGR_LOCUS10166;NCGR_LOCUS27674;NCGR_LOCUS29329
GO_REF:0000003	human	LMTK	3	LMTK1;LMTK2;LMTK3
GO_REF:0000033	human	GET	3	GET1;GET3;GET4
GO_REF:0000033	human	AADACL	3	AADACL2;AADACL3;AADACL4
GO_REF:0000033	human	ARL	3	ARL6;ARL8A;ARL8B
GO_REF:0000033	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000033	human	CRISP	3	CRISP1;CRISP2;CRISP3
GO_REF:0000033	human	PARD	3	PARD6A;PARD6B;PARD6G
GO_REF:0000033	human	LRIG	3	LRIG1;LRIG2;LRIG3
GO_REF:0000033	human	SERINC	3	SERINC1;SERINC3;SERINC5
GO_REF:0000033	human	AFF	3	AFF1;AFF3;AFF4
GO_REF:0000033	human	SPCS	3	SPCS1;SPCS2;SPCS3
GO_REF:0000033	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000033	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
GO_REF:0000033	human	LRCH	3	LRCH1;LRCH3;LRCH4
GO_REF:0000033	human	ACAP	3	ACAP1;ACAP2;ACAP3
GO_REF:0000033	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000033	yeast	HST	3	HST1;HST2;HST3
GO_REF:0000033	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
GO_REF:0000033	human	ATF	3	ATF2;ATF3;ATF4
GO_REF:0000033	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000033	human	GTPBP	3	GTPBP1;GTPBP2;GTPBP6
GO_REF:0000033	human	MOCS	3	MOCS1;MOCS2;MOCS3
GO_REF:0000033	human	MTHFD	3	MTHFD1;MTHFD1L;MTHFD2
GO_REF:0000033	human	CCDC	3	CCDC28B;CCDC47;CCDC50
GO_REF:0000033	human	ACOX	3	ACOX1;ACOX2;ACOX3
GO_REF:0000033	human	PGAP	3	PGAP1;PGAP2;PGAP3
GO_REF:0000033	human	TRIM	3	TRIM13;TRIM17;TRIM5
GO_REF:0000033	human	GADD	3	GADD45A;GADD45B;GADD45G
GO_REF:0000033	rat	GSTA	3	Gsta1;Gsta2;Gsta4
GO_REF:0000033	human	FKBP	3	FKBP4;FKBP5;FKBP8
GO_REF:0000033	human	FBXW	3	FBXW4;FBXW7;FBXW8
GO_REF:0000033	human	DPM	3	DPM1;DPM2;DPM3
GO_REF:0000033	human	ACER	3	ACER1;ACER2;ACER3
GO_REF:0000033	yeast	TIM	3	TIM10;TIM22;TIM9
GO_REF:0000033	human	TMEM	3	TMEM43;TMEM67;TMEM70
GO_REF:0000033	yeast	CPR	3	CPR4;CPR6;CPR7
GO_REF:0000033	human	RAD	3	RAD18;RAD51;RAD51C
GO_REF:0000033	yeast	SWI	3	SWI1;SWI2;SWI3
GO_REF:0000033	human	PCYT	3	PCYT1A;PCYT1B;PCYT2
GO_REF:0000033	human	SYN	3	SYN1;SYN2;SYN3
GO_REF:0000033	worm	GLH-	3	glh-1;glh-2;glh-4
GO_REF:0000033	human	RASAL	3	RASAL1;RASAL2;RASAL3
GO_REF:0000033	human	ENPP	3	ENPP4;ENPP5;ENPP7
GO_REF:0000033	human	SPOCK	3	SPOCK1;SPOCK2;SPOCK3
GO_REF:0000033	human	PTPN	3	PTPN11;PTPN22;PTPN6
GO_REF:0000033	human	CPT	3	CPT1A;CPT1C;CPT2
GO_REF:0000033	CANLF	CANF	3	Canf1;Canf2;Canf6
GO_REF:0000033	human	ASCC	3	ASCC1;ASCC2;ASCC3
GO_REF:0000033	ARATH	AP	3	AP1;AP2;AP3
GO_REF:0000033	human	ABHD	3	ABHD14A;ABHD2;ABHD8
GO_REF:0000033	human	AMPD	3	AMPD1;AMPD2;AMPD3
GO_REF:0000033	worm	OSM-	3	osm-3;osm-5;osm-6
GO_REF:0000033	human	LPIN	3	LPIN1;LPIN2;LPIN3
GO_REF:0000033	human	LMTK	3	LMTK1;LMTK2;LMTK3
GO_REF:0000033	worm	ATF-	3	atf-4;atf-6;atf-7
GO_REF:0000108	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
GO_REF:0000108	ARATH	GL	3	GL1;GL2;GL3
GO_REF:0000122	ARATH	AP	3	AP1;AP2;AP3
GO_REF:0000122	ARATH	GL	3	GL1;GL2;GL3
GO_REF:0000116	worm	GLH-	3	glh-1;glh-2;glh-4
GO_REF:0000116	human	ACOX	3	ACOX1;ACOX2;ACOX3
GO_REF:0000116	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000116	human	RDH	3	RDH11;RDH12;RDH5
GO_REF:0000116	human	LMTK	3	LMTK1;LMTK2;LMTK3
PMID:11118137	ARATH	AP	3	AP1;AP2;AP3
GO_REF:0000107	human	NDUFB	3	NDUFB7;NDUFB8;NDUFB9
GO_REF:0000107	human	ATF	3	ATF2;ATF3;ATF4
GO_REF:0000107	human	ARL	3	ARL6;ARL8A;ARL8B
GO_REF:0000107	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000107	human	CERS	3	CERS1;CERS2;CERS3
GO_REF:0000107	human	RDH	3	RDH11;RDH12;RDH5
GO_REF:0000107	human	STAT	3	STAT1;STAT3;STAT5B
GO_REF:0000107	human	RNF	3	RNF25;RNF41;RNF5
GO_REF:0000107	human	BAG	3	BAG2;BAG3;BAG6
GO_REF:0000107	human	LOXL	3	LOXL1;LOXL2;LOXL3
GO_REF:0000107	human	HSPA	3	HSPA1L;HSPA2;HSPA9
GO_REF:0000107	human	ELAVL	3	ELAVL1;ELAVL3;ELAVL4
GO_REF:0000107	human	SOCS	3	SOCS1;SOCS3;SOCS5
GO_REF:0000107	human	NDUFS	3	NDUFS1;NDUFS2;NDUFS7
GO_REF:0000107	human	VPS	3	VPS28;VPS4A;VPS4B
GO_REF:0000107	human	SMPD	3	SMPD1;SMPD2;SMPD3
GO_REF:0000107	human	CHMP	3	CHMP2A;CHMP3;CHMP5
GO_REF:0000107	human	GPC	3	GPC2;GPC4;GPC6
GO_REF:0000107	human	SYN	3	SYN1;SYN2;SYN3
GO_REF:0000107	human	CPT	3	CPT1A;CPT1C;CPT2
GO_REF:0000107	human	CDK	3	CDK1;CDK2;CDK5
PMID:16873769	human	ITIH	3	ITIH1;ITIH2;ITIH3
PMID:16313561	DROME	HSP	3	Hsp23;Hsp26;Hsp83
PMID:24292889	DROME	HSP	3	Hsp26;Hsp27;Hsp83
PMID:9634230	MYCTU	RV	3	Rv0311;Rv0898c;Rv3660c
PMID:36796578	PSEPK	PP_	3	PP_0262;PP_4379;PP_4545
file:modules/hydroxyproline_catabolism.yaml	PSEPK	PP_	3	PP_1255;PP_1256;PP_1257
file:projects/P_PUTIDA/deep-research/PSEPK__methionine_biosynthesis__ppu00270-deep-research-openscientist.md	PSEPK	PP_	3	PP_2528;PP_4594;PP_4637
PMID:9352901	PSEPK	PP_	3	PP_3382;PP_3383;PP_3384
PMID:27499294	human	ADCK	3	ADCK1;ADCK2;ADCK5
PMID:22937162	RAMVA	CAHS	3	CAHS1;CAHS2;CAHS3
PMID:27649274	RAMVA	CAHS	3	CAHS1;CAHS2;CAHS3
PMID:33545053	RAMVA	CAHS	3	CAHS1;CAHS2;CAHS3
PMID:16823372	SCHPO	CUT	3	cut1;cut2;cut7
PMID:34499173	SCHPO	ATG	3	atg101;atg13;atg38
PMID:19778961	SCHPO	ATG	3	atg13;atg2;atg5
PMID:29343550	SCHPO	CDC	3	cdc12;cdc15;cdc2
PMID:19056867	human	HSPA	3	HSPA12A;HSPA2;HSPA8
PMID:19056867	human	ARL	3	ARL6;ARL8A;ARL8B
PMID:22516433	human	ITIH	3	ITIH1;ITIH2;ITIH4
PMID:23533145	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
GO_REF:0000052	human	HSPA	3	HSPA1A;HSPA1B;HSPA9
GO_REF:0000052	human	NDUFB	3	NDUFB11;NDUFB8;NDUFB9
GO_REF:0000052	human	ATF	3	ATF2;ATF3;ATF4
GO_REF:0000052	human	LPAR	3	LPAR3;LPAR4;LPAR6
GO_REF:0000052	human	VPS	3	VPS37A;VPS37C;VPS4A
GO_REF:0000052	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL4
