citation	worst_flag	n_flagged_genes	n_unflagged_users	flagged_genes	unflagged_users	example_note
PMID:18075467	MISCITED	1	1	human/DPYD	human/DPYS	Paper is about dihydropyrimidinase (DHP, gene DPYS) and a uracil breath test, not a direct DPD assay. The GO:0017113 IDA on this reference is a mis-fit; the uracil catabolic process assignment for DPD is acceptable.
PMID:18445686	MISCITED	1	1	human/FANCI	human/MAP1S	Correctly identified paper, but it is an EML3/mitotic-spindle proteomics study in which FANCI is only an incidental hit; it does not establish a genuine cytoplasmic function for FANCI. Basis for the over-annotated cytoplasm localization.
PMID:15528406	MISCITED	1	1	human/GGT1	human/HMOX2	Paper is about hemoxygenase-2 as an oxygen sensor for the BK (KCNMA1) channel and does not concern GGT1. Cited only as the source of a bare protein-binding IPI (partner Q12791 KCNMA1); does not support a functional GGT1 interaction.
PMID:12052837	MISCITED	1	1	human/GPAA1	human/PIGT	Concerns ER retention/sorting of GAA1 itself and complex assembly via its luminal domain; does NOT support 'protein retention in ER lumen' (GO:0006621) as a GPAA1 function acting on other proteins - that annotation is a term/paper mismatch. Relevant for localization/assembly. Abstract-only.
PMID:20093106	MISCITED	1	1	human/LRP4	human/LRP6	The abstract and title concern the distinct current LRP10 gene product, not LRP4/O75096. Because the cache is abstract-only, it cannot resolve how this citation became associated with LRP4, but it does not provide direct LRP4 support.
PMID:11029007	MISCITED	1	1	human/LRP5	human/LRP6	PubMed title and abstract were verified. The experiments described in the accessible record concern LRP6 in Xenopus and Wnt/Fz assays; LRP5 appears only as a mammalian homolog of Arrow. The abstract therefore does not support a positive experimental LRP5 pathway annotation.
PMID:11433302	MISCITED	1	1	human/LRP5	human/LRP6	PubMed title and abstract were verified. The accessible evidence is explicitly about human DKK1 binding LRP6/Arrow, not LRP5, so it cannot verify the seeded LRP5-DKK1 IPI row.
PMID:12121999	MISCITED	1	1	human/LRP5	human/LRP6	PubMed title and abstract were verified. The LRP5 result in this specific construct context is negative, so the paper is informative for receptor selectivity but does not support a positive LRP5 canonical-pathway IDA.
PMID:12857724	MISCITED	1	1	human/LRP5	human/LRP6	PubMed title and abstract were verified. This rat PC12 study explicitly assays FZD5-LRP6, not LRP5, and therefore does not support the seeded positive LRP5 transcription or canonical-Wnt annotations.
PMID:20093360	MISCITED	1	1	human/LRP5	human/LRP6	PubMed title and abstract were verified. The paper provides strong LRP6 structural-biochemical evidence and only family-level LRP5/6 background; it does not directly establish membership of human LRP5 in the assayed complex.
PMID:18721193	MISCITED	1	1	human/LRP6	human/LRP5	The identifier and title are correct, but the paper studies LRP5 genetic associations and provides no LRP6 interaction evidence in the accessible record. It is miscited for an LRP6 IPI.
Reactome:R-HSA-4641236	MISCITED	1	1	human/LRP6	human/USP8	The cached Reactome event is about USP8-dependent FZD deubiquitination/recycling and does not mention LRP6. It is miscited for an LRP6 plasma-membrane location assertion.
PMID:21071249	MISCITED	1	1	human/MTRR	human/MMADHC	PubMed-verified paper, but it characterises the MMACHC-MMADHC interaction and does not establish a molecular carrier function for MTRR. Cited by Reactome for the GO:0140104 molecular carrier activity annotation on MTRR, which it does not support; the MTRR molecular carrier annotation is flagged as over-annotated.
PMID:23207770	MISCITED	1	1	human/PAPSS1	rat/Sult1b1	PubMed-verified paper, but it studies SULT sulfotransferases and 35S-sulfate labeling; it is a weak/indirect source for the PAPSS1 APS-kinase and PAPS-biosynthesis IDA annotations attributed to it (CAFA-assigned).
PMID:23555801	MISCITED	1	1	human/PSAP	human/PLCG2	Cited as support for a PSAP scaffold protein binding (GO:0097110) annotation, but the paper is about BANK1/BLK/PLCg2 in B-cell signalling and does not mention prosaposin, PSAP or saposins anywhere in the cached full text. The annotation cannot be verified from this reference and is likely a citation/interactor mismatch; the associated annotation is marked over-annotated.
PMID:8380507	MISCITED	1	1	human/RABGGTB	human/RABGGTA	"This paper is about component A (REP1/CHM), the choroideremia disease gene, and explicitly finds that component B (which contains RABGGTB) is NOT deficient. It is therefore the wrong reference to attribute ""visual perception"" and ""protein modification process"" to RABGGTB; the visual phenotype maps to CHM, not to this catalytic subunit."
PMID:26684695	MISCITED	1	1	human/RPL36A	human/RPL18A	PubMed identity and full text were verified. The experiments perturb RPL3L in mouse myoblasts and never assay RPL36A; the paper does not support assigning the RPL3L fusion phenotype to RPL36A.
PMID:34081545	MISCITED	1	1	human/RPL36A	human/RPL18A	PubMed identity and abstract were verified. This mouse study knocks down Rpl3l and does not assay RPL36A, so it cannot support an RPL36A striated-muscle-contraction annotation.
PMID:16237761	MISCITED	1	1	human/ST6GAL1	human/MPDU1	"Verified against the cached full text: a yeast two-hybrid screen for hepatocyte proteins binding HCV F protein, in which ""1 colony was sialyltransferase"" among 36 colonies, with no ST6GAL1-specific validation. This is a generic, weakly supported protein-binding (IPI) annotation that does not inform ST6GAL1 function and is recommended for removal."
PMID:36252029	MISCITED	2	0	DICDI/chlA;DICDI/stlB		Cited for the dibenzofuran metabolic process (GO:0018893) annotation, but the cached full text concerns the PKS5-derived yellow pigment and premature hatching and does not mention ChlA, DIF-1, or dibenzofuran; the citation does not appear to support that annotation.
PMID:12508275	MISCITED	2	0	DROME/caps;DROME/trn		Short BioEssays commentary on tissue size/shape and cell affinity; the abstract does not mention trn or cell migration. It is the TAS basis for GO:0016477 but is only background/contextual for trn - the real support for a migration role comes from the tracheal study (PMID:16764850).
PMID:12717815	MISCITED	2	0	DROME/caps;DROME/trn		Abstract-only Bioessays review on wing-vein patterning; the abstract does not mention caps. Cited as NAS support for GO:0007155 (cell adhesion); the general adhesion function is correct for caps but is not directly supported by this review - a weak/likely-inappropriate NAS citation, adjudicated identically in the trn review, which carries the same GOA row.
PMID:29079593	MISCITED	2	0	human/AMPD1;human/AMPD2		"Full-text available. The paper concerns erythrocyte purine salvage/deamination during RBC storage; AMP deaminase acts on AMP (not guanine nucleotides), so the derived ""GMP salvage"" annotation does not reflect AMPD1's direct biochemistry (marked over-annotated, not removed per policy on experimental annotations)."
PMID:23106337	MISCITED	2	0	human/SPHK1;human/SPHK2		Cited for SPHK2 'S1P receptor activity' and 'sphingosine biosynthetic process' IMP/IGI, but this is an S1P/S1PR2 signaling study attributing S1P generation mainly to SPHK1; SPHK2 is not a receptor and does not synthesize sphingosine. Does not support those SPHK2 annotations.
PMID:37866633	MISCITED	1	0	DICDI/carA		Full text does not mention cAR1; the GO:0140295 pathogen-derived receptor ligand activity annotation to cAR1 appears to be a curation/mapping error and is recommended for removal.
PMID:9647646	MISCITED	1	0	DICDI/gpaB		This is a Gβ-null study; it explicitly reports that Gα2-null mutants are NOT impaired in phagocytosis, so it does not support a Gα2 phagocytosis annotation (the phagocytosis phenotype is Gβ-specific).
PMID:14695060	MISCITED	1	0	DICDI/pkaR		This review of protozoan/invertebrate surrogate hosts does not document a pkaR sporulation phenotype and does not appear to support the GO:0030435 sporulation annotation it is cited for; likely a mis-attributed reference.
PMID:18666829	MISCITED	1	0	DROME/Egm		PubMed-verified seminal-fluid proteomics screen. Egm's presence in seminal fluid is an expression/ proteomic detection (HEP); it does not establish a functional role in insemination, so the GO:0007320 annotation is treated as an over-annotation.
PMID:12593813	MISCITED	1	0	DROME/hairy		Current Biology dispatch on tube lumen size and vesicle transport; does not describe a Hairy molecular function. Basis of the over-annotated membrane organization TAS for Hairy.
PMID:7050088	MISCITED	1	0	EMENI/wA		The identifier resolves to the intended paper, so this is MISCITED rather than WRONG_IDENTIFIER - the paper characterizes the conidial LACCASE (the yA activity), not the wA PKS, so it does not support the GO:0052716 annotation made on wA, which is a cross-attribution.
file:MAIZE/A0A804UIX9/A0A804UIX9-deep-research-falcon.md	MISCITED	1	0	MAIZE/A0A804UIX9		The falcon deep research report incorrectly interprets the PGG domain as being characteristic of the PGIP (polygalacturonase-inhibiting protein) family. PGIPs are completely extracellular LRR proteins lacking transmembrane domains, whereas A0A804UIX9 has six predicted transmembrane helices and is classified by PANTHER in the CASKIN family (PTHR24177), not in a PGIP family. The citations about PGIP
file:PSEPK/PP_0375/PP_0375-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_0375		The report retrieves the correct S9-family identity, PQQ-locus context, and Pseudomonas PqqH/PqqM homologs, but it overstates the PA1990 extracellular-PQQ phenotype as proof that synthesis is intact and assigns PP_0375 a distinct excretion role. It also reports exact AlphaFold, STRING, and pairwise-alignment measurements without retaining their underlying inputs or analyses. Only the independently
file:PSEPK/PP_0431/PP_0431-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_0431		The report correctly identifies the HemJ-family reaction, membrane architecture, and lack of direct KT2440 enzymology. It overextends ortholog evidence by calling PP_0431 essential and the sole KT2440 protoporphyrinogen oxidase, and it treats oxygen independence, the native electron acceptor, and lateral-transfer history as established for this protein. Those target-specific conclusions were not r
file:PSEPK/PP_1969/PP_1969-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_1969		The report is miscited for target-level curation: it declares the divergent Q88LG4 protein a canonical GTP 3',8'-cyclase without a target assay, mislabels PP_1294 (moaE) as moaB and PP_3457 (mobA) as mogA, and presents unsaved motif/residue analysis as verified. None of its catalytic, core-function, locus, or residue claims are propagated; only its explicit statement that no PP_1969-specific bioch
file:PSEPK/PP_2482/PP_2482-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_2482		The report is miscited for target-level curation: it declares Q88K11 the essential, nonredundant canonical GTP 3',8'-cyclase despite the distinct reviewed canonical KT2440 MoaA Q88E69 and the unresolved three-paralog relationship. It also presents unsaved residue, motif, neighborhood, and target-sequence analyses as decisive. None of its catalytic, essentiality, or residue-level claims are propaga
file:PSEPK/PP_2483/PP_2483-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_2483		The report is miscited for target-level curation. It promotes PP_2482 to canonical MoaA despite the curated three-paralog uncertainty, treats indirect neighborhood and orthologous-enzyme evidence as decisive support for dedicated delivery to one KT2440 client, and presents an unsaved target alignment as evidence. None of those paralog, client, or sequence claims are propagated. The predicted MocA 
file:PSEPK/PP_4230/PP_4230-deep-research-openscientist.md	MISCITED	1	0	PSEPK/PP_4230		The report is miscited for target-level curation. It treats a heterologous Cellulosimicrobium CsXodCBA production experiment in KT2440 as experimental evidence for the native PP_4230/PP_4231 locus, misidentifies PP_2482 as the MobA-like member of the PP_2483 cluster, and presents unsaved motif and AlphaFold analyses as target-specific support. None of those client, residue, structure, or locus cla
file:PSEPK/hemA/hemA-deep-research-openscientist.md	MISCITED	1	0	PSEPK/hemA		The report correctly identifies Q88PW6 and recovers direct species-level evidence for the P. putida C5 route. However, it presents an unsaved target-sequence alignment and exact residue mapping as confirmed analysis, attributes a P. aeruginosa complementation and operon result to KT2440, and promotes E. coli/Salmonella regulation and channeling results to the P. putida protein. Only the core react
