# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
Q8GRH0	ARO:3001797;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q8KKG2	ARO:3001770;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q8KKG3	ARO:3001769;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q8KLJ6	ARO:3002691;	GO:0005886; GO:0042910; GO:1990961
Q8KLN5	ARO:3000599;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
Q8KMX3	ARO:3000961;	GO:0008800; GO:0030655; GO:0046677; GO:0046872
Q8KMX4	ARO:3000960;	GO:0008800; GO:0030655; GO:0046677
Q8KQ24	ARO:3003093;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KQ59	ARO:3000970;	GO:0008800; GO:0030655; GO:0046677
Q8KQ72	ARO:3000969;	GO:0008800; GO:0030655; GO:0046677
Q8KQN7	ARO:3005934;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q8KRG8	ARO:3001099;	GO:0008800; GO:0030655; GO:0046677
Q8KRG9	ARO:3001098;	GO:0008800; GO:0030655; GO:0046677
Q8KRH0	ARO:3000978;	GO:0008800; GO:0030655; GO:0046677
Q8KSD2	ARO:3000968;	GO:0008800; GO:0030655; GO:0046677
Q8KSD3	ARO:3000967;	GO:0008800; GO:0030655; GO:0046677
Q8KVR6	ARO:3006908;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KVT3	ARO:3004780;	GO:0008800; GO:0030655; GO:0046677
Q8KWG8	ARO:3002246;	GO:0008800; GO:0030655; GO:0046677
Q8KZP0	ARO:3006921;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KZP1	ARO:3006920;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KZP2	ARO:3006906;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8L0S0	ARO:3004455;	GO:0008811; GO:0046677
Q8L1Y1	ARO:3000963;	GO:0008800; GO:0030655; GO:0046677
Q8L1Z4	ARO:3004782;	GO:0008800; GO:0030655; GO:0046677
Q8L2F9	ARO:3000971;	GO:0008800; GO:0030655; GO:0046677
Q8RL91	ARO:3006680;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q8RLA6	ARO:3001419;	GO:0008658; GO:0016787
Q8RLU6	ARO:3002406;	GO:0008800; GO:0030655; GO:0046677
Q8RMG3	ARO:3000964;	GO:0008800; GO:0030655; GO:0046677
Q8RMP1	ARO:3006759;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q8RMW4	ARO:3001885;	GO:0008800; GO:0030655; GO:0046677
Q8RNV0	ARO:3004773;	GO:0008800; GO:0030655; GO:0046677
Q8RNX6	ARO:3001095;	GO:0008800; GO:0030655; GO:0046677
Q8RPU6	ARO:3002600;	GO:0046677; GO:0047663
Q8RPY9	ARO:3000947;	GO:0008800; GO:0030655; GO:0046677
Q8RSU3	ARO:3002398;	GO:0008800; GO:0030655; GO:0046677
Q8RSU5	ARO:3002401;	GO:0008800; GO:0030655; GO:0046677
Q8RSU6	ARO:3002392;	GO:0008800; GO:0030655; GO:0046677
Q8RT60	ARO:3002397;	GO:0008800; GO:0030655; GO:0046677
Q8RT90	ARO:3000974;	GO:0008800; GO:0030655; GO:0046677
Q8VKZ1	ARO:3003172;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q8VP57	ARO:3001093;	GO:0008800; GO:0030655; GO:0046677
Q8VP67	ARO:3001101;	GO:0008800; GO:0030655; GO:0046677
Q8VQN7	ARO:3002598;	GO:0009012; GO:0046677; GO:0047663
Q8VQV7	ARO:3002478;	GO:0008800; GO:0030655; GO:0046677
Q8VT48	ARO:3000841;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8VT49	ARO:3004766;	GO:0008800; GO:0030655; GO:0046677
Q8VVE6	ARO:3003015;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
Q8VVP3	ARO:3006927;	GO:0008800; GO:0030655; GO:0046677
Q8ZPB6	ARO:3002571;	GO:0046677; GO:0047663; GO:0061733
Q91UY8	ARO:3000965;	GO:0008800; GO:0030655; GO:0046677
Q933Z8	ARO:3006139;	GO:0008800; GO:0030655; GO:0046677
Q934D7	ARO:3006140;	GO:0008800; GO:0030655; GO:0046677
Q936V5	ARO:3001882;	GO:0008800; GO:0030655; GO:0046677
Q937J1	ARO:3001883;	GO:0008800; GO:0030655; GO:0046677
Q937J3	ARO:3000962;	GO:0008800; GO:0030655; GO:0046677
Q938A8	ARO:3002403;	GO:0008800; GO:0030655; GO:0046677
Q939H5	ARO:3001090;	GO:0008800; GO:0030655; GO:0046677
Q939K2	ARO:3001880;	GO:0008800; GO:0030655; GO:0046677
Q939N4	ARO:3001879;	GO:0008800; GO:0030655; GO:0046677
Q93A42	ARO:3002935;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0016036
Q93A43	ARO:3002924;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
Q93A77	ARO:3000951;	GO:0008800; GO:0030655; GO:0046677
Q93A78	ARO:3000950;	GO:0008800; GO:0030655; GO:0046677
Q93A79	ARO:3000949;	GO:0008800; GO:0030655; GO:0046677
Q93A80	ARO:3000948;	GO:0008800; GO:0030655; GO:0046677
Q93AU3	ARO:3002198;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q93D81	ARO:3008201;	GO:0008800; GO:0030655; GO:0046677
Q93ET5	ARO:3006979;	GO:0008800; GO:0030655; GO:0046677
Q93GI3	ARO:3000937;	GO:0008800; GO:0030655; GO:0046677
Q93K41	ARO:3004041;	GO:0005886; GO:0015721; GO:0022857; GO:0046677; GO:0140330
Q93K43	ARO:3000953;	GO:0008800; GO:0030655; GO:0046677
Q93K44	ARO:3000952;	GO:0008800; GO:0030655; GO:0046677
Q93LJ5	ARO:3000956;	GO:0008800; GO:0030655; GO:0046677
Q93PQ0	ARO:3003561;	GO:0008800; GO:0030655; GO:0046677
Q93T29	ARO:3001768;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q99PX9	ARO:3002022;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q99S97	ARO:3007013;	GO:0005886; GO:0022857; GO:0046677
Q9AEY6	ARO:3000955;	GO:0008800; GO:0030655; GO:0046677
Q9AFC8	ARO:3000957;	GO:0008800; GO:0030655; GO:0046677
Q9AFD6	ARO:3001428;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q9AFG7	ARO:3002085;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9AFG8	ARO:3002088;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9AGJ5	ARO:3000931;	GO:0008800; GO:0030655; GO:0046677; GO:0046872
Q9AGN8	ARO:3002337;	GO:0008800; GO:0030655; GO:0046677
Q9AHN9	ARO:3001087;	GO:0008800; GO:0030655; GO:0046677
Q9AL74	ARO:3006949;	GO:0008800; GO:0030655; GO:0046677
Q9AMJ6	ARO:3003712;	GO:0008800; GO:0030655; GO:0046677
Q9ETN2	ARO:3002257;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9EU43	ARO:3002259;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9EX99	ARO:3002520;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EXA0	ARO:3002519;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EXA1	ARO:3002518;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EXA2	ARO:3002517;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EXA3	ARO:3002516;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EXA4	ARO:3002515;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9EY51	ARO:3001431;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q9EYX1	ARO:3001384;	GO:0008800; GO:0030655; GO:0046677
Q9F0D2	ARO:3002133;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9F0F5	ARO:3000954;	GO:0008800; GO:0030655; GO:0046677
Q9F0V1	ARO:3001422;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
Q9F233	ARO:3002825;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
Q9F240	ARO:3003056;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
Q9F4G6	ARO:3005559;	GO:0008800; GO:0030655; GO:0046677
Q9F918	ARO:3001073;	GO:0008800; GO:0030655; GO:0046677
Q9F921	ARO:3002260;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9F922	ARO:3002258;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9FAA2	ARO:3000958;	GO:0008800; GO:0030655; GO:0046677
Q9FD24	ARO:3001085;	GO:0008800; GO:0030655; GO:0046677
Q9HXW2	ARO:3003710;	GO:0000976; GO:0001217; GO:0003700; GO:0006351; GO:0006355; GO:0032993; GO:0043565; GO:0045892
Q9HXW3	ARO:3003692;	GO:0016020; GO:0022857; GO:0046677
Q9HY88	ARO:3003700;	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0055085
Q9I0V5	ARO:3004073;	GO:0005886; GO:0015562; GO:1990281
Q9JP71	ARO:3002244;	GO:0008800; GO:0030655; GO:0046677
Q9JRP7	ARO:3000582;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9JY66	ARO:3000810;	GO:0005886; GO:0022857; GO:0030313; GO:0046677
Q9JY67	ARO:3000811;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
Q9K2Z3	ARO:3000375;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
Q9K319	ARO:3004837;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q9K373	ARO:3001817;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9K582	ARO:3000935;	GO:0008800; GO:0030655; GO:0046677
Q9K5K0	ARO:3001874;	GO:0008800; GO:0030655; GO:0046677
Q9KJD2	ARO:3006230;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9KJD4	ARO:3006229;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9KJD5	ARO:3001816;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9KJY5	ARO:3002694;	GO:0005886; GO:0042910; GO:1990961
Q9L387	ARO:3002158;	GO:0008800; GO:0017001; GO:0030288; GO:0046677; GO:0046872
Q9L3G2	ARO:3002183;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9L4R5	ARO:3003847;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9L587	ARO:3001873;	GO:0008800; GO:0030655; GO:0046677
Q9L5C6	ARO:3001876;	GO:0008800; GO:0030655; GO:0046677
Q9L6I3	ARO:3004751;	GO:0008800; GO:0030655; GO:0046677
Q9L8E2	ARO:3001083;	GO:0008800; GO:0030655; GO:0046677
Q9LAC0	ARO:3000959;	GO:0008800; GO:0030655; GO:0046677
Q9LAJ9	ARO:3001076;	GO:0008800; GO:0030655; GO:0046677
Q9R746	ARO:3000893;	GO:0008800; GO:0030655; GO:0046677
Q9R770	ARO:3000918;	GO:0008800; GO:0030655; GO:0046677
Q9R771	ARO:3000916;	GO:0008800; GO:0030655; GO:0046677
Q9R818	ARO:3002678;	GO:0008811; GO:0009245; GO:0016020; GO:0046677
Q9R8D1	ARO:3001075;	GO:0008800; GO:0030655; GO:0046677
Q9R977	ARO:3002580;	GO:0046677; GO:0047663
Q9RBY8	ARO:3003052;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
Q9RBZ0	ARO:3003067;	GO:0000155; GO:0005886
Q9REJ2	ARO:3007003;	GO:0008800; GO:0030655; GO:0046677
Q9REJ3	ARO:3007004;	GO:0008800; GO:0030655; GO:0046677
Q9RIQ6	ARO:3004793;	GO:0008800; GO:0030655; GO:0046677
Q9RIQ8	ARO:3004792;	GO:0008800; GO:0030655; GO:0046677
Q9RIR0	ARO:3004791;	GO:0008800; GO:0030655; GO:0046677
Q9RIR1	ARO:3004790;	GO:0008800; GO:0030655; GO:0046677
Q9RIR2	ARO:3004789;	GO:0008800; GO:0030655; GO:0046677
Q9RIR3	ARO:3004788;	GO:0008800; GO:0030655; GO:0046677
Q9RMI1	ARO:3000849;	GO:0008270; GO:0008800; GO:0017001; GO:0046677
Q9RMS2	ARO:3000942;	GO:0008800; GO:0030655; GO:0046677
Q9RMS3	ARO:3000944;	GO:0008800; GO:0030655; GO:0046677
Q9RMS4	ARO:3000946;	GO:0008800; GO:0030655; GO:0046677
Q9RN48	ARO:3000936;	GO:0008800; GO:0030655; GO:0046677
Q9S534	ARO:3000928;	GO:0008800; GO:0030655; GO:0046677
Q9S678	ARO:3000922;	GO:0008800; GO:0030655; GO:0046677
Q9S679	ARO:3000923;	GO:0008800; GO:0030655; GO:0046677
Q9WVU6	ARO:3006874;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9WX48	ARO:3002194;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9X6W1	ARO:3003202;	GO:0008800; GO:0030655; GO:0046677
Q9X757	ARO:3002166;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q9Z4Q6	ARO:3001074;	GO:0008800; GO:0030655; GO:0046677
Q9ZFV9	ARO:3000882;	GO:0008800; GO:0030655; GO:0046677
Q9ZGI7	ARO:3000598;	GO:0000179; GO:0003723; GO:0005829
Q9ZI83	ARO:3000177;	GO:0005886; GO:0012505; GO:0022857
Q9ZNG8	ARO:3003033;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
Q9ZNG9	ARO:3003034;	GO:0005886; GO:0022857; GO:0046677
R4HET6	ARO:3001374;	GO:0008800; GO:0030655; GO:0046677
R4HFT3	ARO:3002078;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R4I5F6	ARO:3001989;	GO:0008800; GO:0030655; GO:0046677
R4I5F7	ARO:3001988;	GO:0008800; GO:0030655; GO:0046677
R4IWH1	ARO:3002162;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R4IWU8	ARO:3002082;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R4NFA1	ARO:3001385;	GO:0008800; GO:0030655; GO:0046677
R4NH29	ARO:3004493;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R4RPE6	ARO:3001346;	GO:0008800; GO:0030655; GO:0046677
R4S350	ARO:3005242;	GO:0008800; GO:0030655; GO:0046677
R4WCX0	ARO:3002993;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R4ZH62	ARO:3001504;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
R8Y404	ARO:3001725;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
R8Y658	ARO:3006311;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R8YPL7	ARO:3006312;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R8YVX7	ARO:3006313;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
R9AKD3	ARO:3004479;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
R9B768	ARO:3005329;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
R9S6T8	ARO:3001999;	GO:0008800; GO:0030655; GO:0046677
S0F1K6	ARO:3001881;	GO:0008800; GO:0030655; GO:0046677
S1PEZ2	ARO:3006880;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
S3MUN3	ARO:3004478;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
S3N4B0	ARO:3004086;	GO:0005524; GO:0008910; GO:0046677; GO:0046872
S3TSF9	ARO:3005881;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
S4TWB0	ARO:3001340;	GO:0008800; GO:0030655; GO:0046677
S5FWH2	ARO:3000904;	GO:0008800; GO:0030655; GO:0046677
S5N0B5	ARO:3001793;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
S5PZN8	ARO:3002116;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
S5YYN5	ARO:3002352;	GO:0008800; GO:0030655; GO:0046677
S5ZIP8	ARO:3002360;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
S6CFI8	ARO:3004638;	GO:0046677; GO:0047663
S6CQJ5	ARO:3001347;	GO:0008800; GO:0030655; GO:0046677
S6FS81	ARO:3001962;	GO:0008800; GO:0030655; GO:0046677
T0PM70	ARO:3008733;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
T1WNN5	ARO:3001828;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
U3MI85	ARO:3001521;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
U3MJU0	ARO:3001522;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
U3N3M8	ARO:3002000;	GO:0008800; GO:0030655; GO:0046677
U3N6P2	ARO:3005715;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3N6P8	ARO:3005720;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3N7B5	ARO:3005719;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3N8W9	ARO:3005718;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3N8Z2	ARO:3001386;	GO:0008800; GO:0030655; GO:0046677
U3N9N0	ARO:3005716;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3N9N2	ARO:3005721;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U3NE22	ARO:3005717;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
U5KSH4	ARO:3002070;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
U5U781	ARO:3001382;	GO:0008800; GO:0030655; GO:0046677
U6R9M1	ARO:3003002;	GO:0008800; GO:0030655; GO:0046677
V5KVA5	ARO:3002941;	GO:0000155; GO:0005886
V5LEG1	ARO:3001389;	GO:0008800; GO:0030655; GO:0046677
V5LVW5	ARO:3001390;	GO:0008800; GO:0030655; GO:0046677
V5MYA6	ARO:3002112;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5MYE0	ARO:3001841;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5MYM2	ARO:3001996;	GO:0008800; GO:0030655; GO:0046677
V5MZ38	ARO:3002115;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5N016	ARO:3001362;	GO:0008800; GO:0030655; GO:0046677
V5N077	ARO:3002005;	GO:0008800; GO:0030655; GO:0046677
V5N0A6	ARO:3001356;	GO:0008800; GO:0030655; GO:0046677
V5N0A9	ARO:3001361;	GO:0008800; GO:0030655; GO:0046677
V5N0U5	ARO:3001388;	GO:0008800; GO:0030655; GO:0046677
V5N0W0	ARO:3002114;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5N2H6	ARO:3001357;	GO:0008800; GO:0030655; GO:0046677
V5R1F4	ARO:3006869;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5R1L5	ARO:3006922;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5XKK3	ARO:3002071;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
V5XKM9	ARO:3003199;	GO:0046677; GO:0047663
W0C0S5	ARO:3001861;	GO:0008800; GO:0030655; GO:0046677
W0C507	ARO:3002196;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
W0FF77	ARO:3002007;	GO:0008800; GO:0030655; GO:0046677
W0I7I7	ARO:3004647;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W0IC16	ARO:3004648;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W0T351	ARO:3001994;	GO:0008800; GO:0030655; GO:0046677
W1F2T9	ARO:3000900;	GO:0008800; GO:0030655; GO:0046677
W8E5Z0	ARO:3001393;	GO:0008800; GO:0030655; GO:0046677
W8PWX8	ARO:3002140;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8PX01	ARO:3001847;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8Q8D1	ARO:3001848;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8Q8D7	ARO:3001845;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8QQ89	ARO:3002172;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8QQ94	ARO:3002098;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8QQ99	ARO:3002099;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
W8V0F6	ARO:3005059;	GO:0009279; GO:0015920; GO:0043165; GO:1990351
W8VGW8	ARO:3001070;	GO:0008800; GO:0030655; GO:0046677
X2C6D0	ARO:3002190;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
X2EXH4	ARO:3002106;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
X2EXI0	ARO:3001843;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
X2EXI6	ARO:3001839;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
X2JLX5	ARO:3005314;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
X4Z2B6	ARO:3002383;	GO:0008800; GO:0030655; GO:0046677
X5CF14	ARO:3001774;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
X5CK85	ARO:3002122;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
X5JRU4	ARO:3002310;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
X5JYP1	ARO:3001394;	GO:0008800; GO:0030655; GO:0046677
X5JZE0	ARO:3001351;	GO:0008800; GO:0030655; GO:0046677
X7R747	ARO:3005561;	GO:0008800; GO:0030655; GO:0046677
A0A009I140	ARO:3001560;	GO:0008658; GO:0008800
A0A009TDQ1	ARO:3001637;	GO:0008658; GO:0008800
A0A023U9U8	ARO:3002786;	
A0A023ULB0	ARO:3002789;	
A0A024FRF7	ARO:3003207;	GO:0004462; GO:0046872
A0A024FSA8	ARO:3000785;	GO:0005886; GO:0015562
A0A060RPT6	ARO:3003949;	GO:0005524; GO:0005886; GO:0016887; GO:0140359
A0A062I7U6	ARO:3003597;	GO:0008658; GO:0008800
A0A062U9V1	ARO:3008508;	GO:0008658
A0A067ZA94	ARO:3001524;	GO:0008658
A0A067ZA95	ARO:3001528;	GO:0008658
A0A067ZA96	ARO:3001532;	GO:0008658
A0A067ZAK4	ARO:3001526;	GO:0008658
A0A067ZAK8	ARO:3001534;	GO:0008658
A0A067ZAV1	ARO:3001525;	GO:0008658
A0A067ZAV4	ARO:3001529;	GO:0008658
A0A067ZAV7	ARO:3001533;	GO:0008658
A0A067ZAW8	ARO:3001530;	GO:0008658
A0A067ZBH9	ARO:3001527;	GO:0008658
A0A067ZBI4	ARO:3001531;	GO:0008658
A0A068NXG4	ARO:3003208;	GO:0046872
A0A069BCC8	ARO:3004123;	GO:0009279; GO:0015288; GO:0034220; GO:0046930
A0A076Z910	ARO:3002959;	GO:0004180; GO:0006508
A0A076ZC21	ARO:3004253;	GO:0003677
A0A076ZEF8	ARO:3002965;	
A0A077EGT6	ARO:3005670;	GO:0016787; GO:0046872
A0A088F5K5	ARO:3007112;	
A0A088FL09	ARO:3001595;	GO:0008658
A0A088FQ27	ARO:3001589;	GO:0008658
A0A088NUF2	ARO:3002496;	GO:0008658
A0A097A0C1	ARO:3001586;	GO:0008658
A0A097A0C9	ARO:3001587;	GO:0008658
A0A0A7RCB1	ARO:3003149;	GO:0008658
A0A0A7RCC8	ARO:3003148;	GO:0008658
A0A0A7RDY5	ARO:3003147;	GO:0008658
A0A0A7RMY7	ARO:3003193;	
A0A0A8BR44	ARO:3001459;	GO:0008658; GO:0008800
A0A0A8C0B8	ARO:3001461;	GO:0008658; GO:0008800
A0A0B4UFI2	ARO:3001597;	GO:0008658
A0A0B4UFI7	ARO:3001603;	GO:0008658
A0A0B4UG97	ARO:3001605;	GO:0008658
A0A0B4UGA1	ARO:3001602;	GO:0008658
A0A0B4UGH3	ARO:3001598;	GO:0008658
A0A0B4UGH6	ARO:3001604;	GO:0008658
A0A0B4UGT2	ARO:3001599;	GO:0008658
A0A0B4UHR7	ARO:3001600;	GO:0008658
A0A0B5J4U8	ARO:3003125;	GO:0008658
A0A0B5J9G0	ARO:3003126;	GO:0008658
A0A0B5JEF6	ARO:3003120;	GO:0008658
A0A0B5JGX0	ARO:3003121;	GO:0008658
A0A0B5JJZ9	ARO:3003124;	GO:0008658
A0A0B8QRZ4	ARO:3000198;	GO:0016740; GO:0046872
A0A0C5L392	ARO:3003714;	GO:0016787; GO:0046872
A0A0C5LDD5	ARO:3003716;	GO:0016787; GO:0046872
A0A0C5LDH9	ARO:3003718;	GO:0008800
A0A0C5LQ34	ARO:3003720;	GO:0008800
A0A0C5LQ44	ARO:3003717;	GO:0016787; GO:0046872
A0A0D0GMS0	ARO:3006972;	GO:0008800
A0A0D5YN45	ARO:3002340;	GO:0008800; GO:0030655; GO:0046677
A0A0E1W5A0	ARO:3002982;	GO:0005886; GO:0022857; GO:0030313; GO:0046677
A0A0G2UH57	ARO:3003622;	GO:0008658
A0A0G2UMJ9	ARO:3003621;	GO:0008658
A0A0G4JAR3	ARO:3001458;	GO:0008658
A0A0H2USC5	ARO:3000024;	GO:0005524; GO:0005886; GO:0015421; GO:0016887; GO:0090374
A0A0H2XFP7	ARO:3000746;	GO:0003677; GO:0003700; GO:0006351
A0A0H2YWH1	ARO:3003843;	GO:0003700; GO:0006351; GO:0032993; GO:0043565
A0A0H2ZBS6	ARO:3004072;	GO:0009279; GO:0015562
A0A0H2ZJG9	ARO:3003645;	GO:0008658
A0A0H3EUF3	ARO:3000318;	GO:0016740
A0A0H3GG03	ARO:3000421;	GO:0005886; GO:0022857
A0A0H3GW05	ARO:3007682;	GO:0009279; GO:0015562
A0A0H3NZE2	ARO:3003744;	GO:0008811; GO:0046677
A0A0H3VED8	ARO:3002785;	
A0A0H3VGB8	ARO:3002784;	
A0A0H3WBC3	ARO:3003593;	GO:0008658
A0A0H4IRC3	ARO:3003187;	
A0A0H4IRC7	ARO:3003192;	
A0A0H4IV41	ARO:3003190;	
A0A0H4JQQ7	ARO:3004608;	GO:0046677
A0A0J0ZV06	ARO:3001617;	GO:0008658
A0A0J0ZYZ6	ARO:3004577;	GO:0005886; GO:0022857
A0A0J1AA36	ARO:3000779;	GO:0009279; GO:0015562
A0A0J1CXK5	ARO:3000553;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993
A0A0K1L6V3	ARO:3003598;	GO:0008658
A0A0K2B058	ARO:3002828;	GO:0005524; GO:0016887
A0A0K2B0Q1	ARO:3000463;	GO:0008194; GO:0016758; GO:0017000
A0A0K2JKS0	ARO:3001460;	GO:0008658
A0A0K2JKU0	ARO:3001464;	GO:0008658
A0A0K2JL59	ARO:3001463;	GO:0008658
A0A0K2JL64	ARO:3001457;	GO:0008658
A0A0K2JL69	ARO:3001462;	GO:0008658
A0A0K2JLR3	ARO:3001456;	GO:0008658; GO:0008800
A0A0L8KM47	ARO:3000449;	
A0A0M4NI39	ARO:3002836;	
A0A0R5YJB2	ARO:3004596;	GO:0000179; GO:0003723; GO:0005829
