uniprot_acc	gene_aro_id	mapped_aro_id	aro_relation	predicate_id	go_id	go_label
C7MEP1	ARO:3004539	ARO:3000333	narrower	RO:0002327	GO:0050073	macrolide 2'-kinase activity
P42242	ARO:3004541	ARO:3000333	narrower	RO:0002327	GO:0050073	macrolide 2'-kinase activity
Q9ZNK8	ARO:3000319	ARO:3000333	narrower	RO:0002327	GO:0050073	macrolide 2'-kinase activity
V9Z4V9	ARO:3004542	ARO:3000333	narrower	RO:0002327	GO:0050073	macrolide 2'-kinase activity
A0A0M5JP06	ARO:3004679	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
A0A2L1KH00	ARO:3000858	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
A0A3S7QGV0	ARO:3002668	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
A0A3V6HH17	ARO:3004678	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
B0F9V0	ARO:3002667	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
E9N3R2	ARO:3004677	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
I1YZZ5	ARO:3002666	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
M4Q6L3	ARO:3003198	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
Q33DX5	ARO:3000861	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
Q76G15	ARO:3000860	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
Q7M0R2	ARO:3000862	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
Q8GRA1	ARO:3000859	ARO:3004271	narrower	skos:relatedMatch	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity
