# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
Jun a 1	Jun a 1	P81294	JUNAS		Juniperus ashei (Ozark white cedar)	13101	uv run ai-gene-review fetch-gene JUNAS P81294 -u P81294
Jun a 2	Jun a 2	Q9FY19	JUNAS	JNA2	Juniperus ashei (Ozark white cedar)	13101	uv run ai-gene-review fetch-gene JUNAS JNA2 -u Q9FY19
Jun a 3.0101	Jun a 3	P81295	JUNAS		Juniperus ashei (Ozark white cedar)	13101	uv run ai-gene-review fetch-gene JUNAS P81295 -u P81295
Jun a 7	Jun a 7	C0HLQ0	JUNAS		Juniperus ashei (Ozark white cedar)	13101	uv run ai-gene-review fetch-gene JUNAS C0HLQ0 -u C0HLQ0
Jun o 2	Jun o 2	O64943	JUNOX		Juniperus oxycedrus (Prickly juniper)	69008	uv run ai-gene-review fetch-gene JUNOX O64943 -u O64943
Jun v 1	Jun v 1	Q9LLT1	JUNVI		Juniperus virginiana (Eastern redcedar) (Sabina virginiana)	39584	uv run ai-gene-review fetch-gene JUNVI Q9LLT1 -u Q9LLT1
Jun v 3	Jun v 3	Q9LD79	JUNVI		Juniperus virginiana (Eastern redcedar) (Sabina virginiana)	39584	uv run ai-gene-review fetch-gene JUNVI Q9LD79 -u Q9LD79
Jun v 4	Jun v 4	P81826	JUNVI		Juniperus virginiana (Eastern redcedar) (Sabina virginiana)	39584	uv run ai-gene-review fetch-gene JUNVI P81826 -u P81826
Lac s 1	Lac s 1	A0A2J6KL39	LACSA		Lactuca sativa (Garden lettuce)	4236	uv run ai-gene-review fetch-gene LACSA A0A2J6KL39 -u A0A2J6KL39
Lep d 10	Lep d 10	Q9NFZ4	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS Q9NFZ4 -u Q9NFZ4
Lep d 13	Lep d 13	Q9U5P1	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS Q9U5P1 -u Q9U5P1
Lep d 2	Lep d 2	P80384	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS P80384 -u P80384
Lep d 5	Lep d 5	Q9U5P2	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS Q9U5P2 -u Q9U5P2
Lep d 7	Lep d 7	Q9U1G2	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS Q9U1G2 -u Q9U1G2
Lep d ?	Lep d ?	Q8WQ47	LEPDS		Lepidoglyphus destructor (Storage mite) (Glycyphagus destructor)	36936	uv run ai-gene-review fetch-gene LEPDS Q8WQ47 -u Q8WQ47
Lep s 1.0101	Lep s 1	Q8T380	LEPSA		Lepisma saccharinum (Silverfish)	50586	uv run ai-gene-review fetch-gene LEPSA Q8T380 -u Q8T380
Lig v 1	Lig v 1	O82015	LIGVU		Ligustrum vulgare (Common privet) (Ligustrum insulare)	13597	uv run ai-gene-review fetch-gene LIGVU O82015 -u O82015
Lip b 1	Lip b 1	P86712	LIPBO		Liposcelis bostrychophila (Booklouse)	185214	uv run ai-gene-review fetch-gene LIPBO P86712 -u P86712
Lit c 1	Lit c 1	Q941H7	LITCN		Litchi chinensis (Lychee)	151069	uv run ai-gene-review fetch-gene LITCN Q941H7 -u Q941H7
Lol p 1	Lol p 1	P14946	LOLPR		Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR P14946 -u P14946
Lol p 11	Lol p 11	Q7M1X5	LOLPR		Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR Q7M1X5 -u Q7M1X5
Lol p 2-A	Lol p 2	P14947	LOLPR		Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR P14947 -u P14947
Lol p 3	Lol p 3	P14948	LOLPR		Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR P14948 -u P14948
Lol p 5a	Lol p 5a	Q40240	LOLPR	LOLPIB	Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR LOLPIB -u Q40240
Lol p 5b	Lol p 5b	Q40237	LOLPR		Lolium perenne (Perennial ryegrass)	4522	uv run ai-gene-review fetch-gene LOLPR Q40237 -u Q40237
Lup a gamma-conglutin	Lup a gamma	Q9FSH9	LUPAL	Cgamma	Lupinus albus (White lupine) (Lupinus termis)	3870	uv run ai-gene-review fetch-gene LUPAL Cgamma -u Q9FSH9
Lup a gamma-conglutin	Lup a gamma	Q9FEX1	LUPAL		Lupinus albus (White lupine) (Lupinus termis)	3870	uv run ai-gene-review fetch-gene LUPAL Q9FEX1 -u Q9FEX1
Lup an 1	Lup an 1	Q6EBC1	LUPAL		Lupinus albus (White lupine) (Lupinus termis)	3870	uv run ai-gene-review fetch-gene LUPAL Q6EBC1 -u Q6EBC1
Lup an 1	Lup an 1	Q53HY0	LUPAL		Lupinus albus (White lupine) (Lupinus termis)	3870	uv run ai-gene-review fetch-gene LUPAL Q53HY0 -u Q53HY0
Lup an 1	Lup an 1	F5B8V9	LUPAN	BETA1	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA1 -u F5B8V9
Lup an 1	Lup an 1	F5B8W3	LUPAN	BETA5	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA5 -u F5B8W3
Lup an 1	Lup an 1	F5B8W5	LUPAN	BETA7	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA7 -u F5B8W5
Lup an 1	Lup an 1	F5B8W1	LUPAN	BETA3	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA3 -u F5B8W1
Lup an 1	Lup an 1	F5B8W4	LUPAN	BETA6	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA6 -u F5B8W4
Lup an 1	Lup an 1	F5B8W0	LUPAN	BETA2	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA2 -u F5B8W0
Lup an 1	Lup an 1	F5B8W2	LUPAN	BETA4	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN BETA4 -u F5B8W2
Lup an alpha-conglutin	Lup an alpha	F5B8V6	LUPAN	CONALPHA	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN CONALPHA -u F5B8V6
Lup an alpha-conglutin	Lup an alpha	F5B8V8	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8V8 -u F5B8V8
Lup an alpha-conglutin	Lup an alpha	F5B8V7	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8V7 -u F5B8V7
Lup an delta-conglutin	Lup an delta	F5B8W8	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8W8 -u F5B8W8
Lup an delta-conglutin	Lup an delta	F5B8X0	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8X0 -u F5B8X0
Lup an delta-conglutin	Lup an delta	Q99235	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN Q99235 -u Q99235
Lup an delta-conglutin	Lup an delta	F5B8X1	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8X1 -u F5B8X1
Lup an gamma-conglutin	Lup an gamma	Q42369	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN Q42369 -u Q42369
Lup an gamma-conglutin	Lup an gamma	F5B8W7	LUPAN		Lupinus angustifolius (Narrow-leaved blue lupine)	3871	uv run ai-gene-review fetch-gene LUPAN F5B8W7 -u F5B8W7
Lup l 4	Lup l 4	P52778	LUPLU	LLR18A	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU LLR18A -u P52778
Lup l 4	Lup l 4	P52779	LUPLU	LLR18B	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU LLR18B -u P52779
Lup l 4	Lup l 4	Q9LLQ2	LUPLU	PR10.2B	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2B -u Q9LLQ2
Lup l 4	Lup l 4	Q9AXK1	LUPLU	PR10.2D	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2D -u Q9AXK1
Lup l 4	Lup l 4	Q9AXK2	LUPLU	PR10.2C	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2C -u Q9AXK2
Lup l 4	Lup l 4	Q7XZT8	LUPLU	PR10.2F	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2F -u Q7XZT8
Lup l 4	Lup l 4	Q7Y1W5	LUPLU	PR10.2E	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2E -u Q7Y1W5
Lup l 4	Lup l 4	Q9LLQ3	LUPLU	PR10.2A	Lupinus luteus (European yellow lupine)	3873	uv run ai-gene-review fetch-gene LUPLU PR10.2A -u Q9LLQ3
Lut lo LJM11	Lut lo LJM11	Q5WPU9	LUTLO		Lutzomyia longipalpis (Sand fly)	7200	uv run ai-gene-review fetch-gene LUTLO Q5WPU9 -u Q5WPU9
		A9QQ26	LYCSI		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	434756	uv run ai-gene-review fetch-gene LYCSI A9QQ26 -u A9QQ26
		A0A7G2A2Z3	MACIN	Mac_nsLTP	Macadamia integrifolia (Macadamia nut)	60698	uv run ai-gene-review fetch-gene MACIN Mac_nsLTP -u A0A7G2A2Z3
Mac i 1.0101	Mac i 1	Q9SPL3	MACIN	AMP2-3	Macadamia integrifolia (Macadamia nut)	60698	uv run ai-gene-review fetch-gene MACIN AMP2-3 -u Q9SPL3
Mac i 2	Mac i 2	C0HLR7	MACIN		Macadamia integrifolia (Macadamia nut)	60698	uv run ai-gene-review fetch-gene MACIN C0HLR7 -u C0HLR7
		Q9SPL4	MACIN	AMP2-2	Macadamia integrifolia (Macadamia nut)	60698	uv run ai-gene-review fetch-gene MACIN AMP2-2 -u Q9SPL4
Mac r 1.0101	Mac r 1	V5NBV4	MACRS		Macrobrachium rosenbergii (Giant fresh water prawn)	79674	uv run ai-gene-review fetch-gene MACRS V5NBV4 -u V5NBV4
		P86739	MACMG		Macruronus magellanicus (Patagonian grenadier) (Macruronus novaezelandiae magellanicus)	92050	uv run ai-gene-review fetch-gene MACMG P86739 -u P86739
		P86740	MACMG		Macruronus magellanicus (Patagonian grenadier) (Macruronus novaezelandiae magellanicus)	92050	uv run ai-gene-review fetch-gene MACMG P86740 -u P86740
		P86741	MACMG		Macruronus magellanicus (Patagonian grenadier) (Macruronus novaezelandiae magellanicus)	92050	uv run ai-gene-review fetch-gene MACMG P86741 -u P86741
		P86742	MACNO		Macruronus novaezelandiae (Blue grenadier) (Macruronus novaezelandiae novaezelandiae)	248764	uv run ai-gene-review fetch-gene MACNO P86742 -u P86742
		P86743	MACNO		Macruronus novaezelandiae (Blue grenadier) (Macruronus novaezelandiae novaezelandiae)	248764	uv run ai-gene-review fetch-gene MACNO P86743 -u P86743
		P86744	MACNO		Macruronus novaezelandiae (Blue grenadier) (Macruronus novaezelandiae novaezelandiae)	248764	uv run ai-gene-review fetch-gene MACNO P86744 -u P86744
Cra g 1	Cra g 1	Q95WY0	MAGGI		Magallana gigas (Pacific oyster) (Crassostrea gigas)	29159	uv run ai-gene-review fetch-gene MAGGI Q95WY0 -u Q95WY0
Mal f 1	Mal f 1	Q01940	MALFU		Malassezia furfur (Pityriasis versicolor infection agent) (Pityrosporum furfur)	55194	uv run ai-gene-review fetch-gene MALFU Q01940 -u Q01940
Mal f 2	Mal f 2	P56577	MALFU		Malassezia furfur (Pityriasis versicolor infection agent) (Pityrosporum furfur)	55194	uv run ai-gene-review fetch-gene MALFU P56577 -u P56577
Mal f 3	Mal f 3	P56578	MALFU		Malassezia furfur (Pityriasis versicolor infection agent) (Pityrosporum furfur)	55194	uv run ai-gene-review fetch-gene MALFU P56578 -u P56578
Mala s 12.0101	Mala s 12	Q5GMY3	MALSM		Malassezia sympodialis (Atopic eczema-associated yeast)	76777	uv run ai-gene-review fetch-gene MALSM Q5GMY3 -u Q5GMY3
Mala s 13.0101	Mala s 13	Q1RQI9	MALSM		Malassezia sympodialis (Atopic eczema-associated yeast)	76777	uv run ai-gene-review fetch-gene MALSM Q1RQI9 -u Q1RQI9
Mala s 12	Mala s 12	M5EAX2	MALS4		Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	1230383	uv run ai-gene-review fetch-gene MALS4 M5EAX2 -u M5EAX2
Mal d 1	Mal d 1	P43211	MALDO	MALD1	Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO MALD1 -u P43211
Mal d 1	Mal d 1	Q40280	MALDO		Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO Q40280 -u Q40280
Mal d 2	Mal d 2	Q9FSG7	MALDO	TL1	Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO TL1 -u Q9FSG7
Mal d 3	Mal d 3	Q9M5X7	MALDO	MALD3	Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO MALD3 -u Q9M5X7
Mal d 4.0101	Mal d 4	Q9XF42	MALDO		Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO Q9XF42 -u Q9XF42
Mal d 4.0201	Mal d 4	Q9XF41	MALDO		Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO Q9XF41 -u Q9XF41
Mal d 4.0301	Mal d 4	Q9XF40	MALDO		Malus domestica (Apple) (Pyrus malus)	3750	uv run ai-gene-review fetch-gene MALDO Q9XF40 -u Q9XF40
		B3EWS0	MANZA		Manilkara zapota (Sapodilla plum) (Achras zapota)	3741	uv run ai-gene-review fetch-gene MANZA B3EWS0 -u B3EWS0
		G5DC91	MANZA	TLP1	Manilkara zapota (Sapodilla plum) (Achras zapota)	3741	uv run ai-gene-review fetch-gene MANZA TLP1 -u G5DC91
Man z TLP2	Man z TLP2	B3EWE5	MANZA		Manilkara zapota (Sapodilla plum) (Achras zapota)	3741	uv run ai-gene-review fetch-gene MANZA B3EWE5 -u B3EWE5
Mer a 1	Mer a 1	O49894	MERAN		Mercurialis annua (Annual mercury)	3986	uv run ai-gene-review fetch-gene MERAN O49894 -u O49894
		P86745	MERAA		Merluccius australis australis (Austral hake)	307686	uv run ai-gene-review fetch-gene MERAA P86745 -u P86745
		P86746	MERAA		Merluccius australis australis (Austral hake)	307686	uv run ai-gene-review fetch-gene MERAA P86746 -u P86746
		P86747	MERAA		Merluccius australis australis (Austral hake)	307686	uv run ai-gene-review fetch-gene MERAA P86747 -u P86747
		P86748	MERAA		Merluccius australis australis (Austral hake)	307686	uv run ai-gene-review fetch-gene MERAA P86748 -u P86748
		P86752	MERBI		Merluccius bilinearis (Silver hake)	79698	uv run ai-gene-review fetch-gene MERBI P86752 -u P86752
		P86753	MERBI		Merluccius bilinearis (Silver hake)	79698	uv run ai-gene-review fetch-gene MERBI P86753 -u P86753
		P86754	MERBI		Merluccius bilinearis (Silver hake)	79698	uv run ai-gene-review fetch-gene MERBI P86754 -u P86754
		P86755	MERCP		Merluccius capensis (Shallow-water Cape hake) (Gadus merluccius)	89947	uv run ai-gene-review fetch-gene MERCP P86755 -u P86755
		P86756	MERCP		Merluccius capensis (Shallow-water Cape hake) (Gadus merluccius)	89947	uv run ai-gene-review fetch-gene MERCP P86756 -u P86756
		P86757	MERCP		Merluccius capensis (Shallow-water Cape hake) (Gadus merluccius)	89947	uv run ai-gene-review fetch-gene MERCP P86757 -u P86757
		P86758	MERGA		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	89948	uv run ai-gene-review fetch-gene MERGA P86758 -u P86758
		P86759	MERGA		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	89948	uv run ai-gene-review fetch-gene MERGA P86759 -u P86759
		P86760	MERGA		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	89948	uv run ai-gene-review fetch-gene MERGA P86760 -u P86760
		P86761	MERGA		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	89948	uv run ai-gene-review fetch-gene MERGA P86761 -u P86761
		P86762	MERHU		Merluccius hubbsi (Argentine hake) (Merluccius gayi hubbsi)	89949	uv run ai-gene-review fetch-gene MERHU P86762 -u P86762
		P86763	MERHU		Merluccius hubbsi (Argentine hake) (Merluccius gayi hubbsi)	89949	uv run ai-gene-review fetch-gene MERHU P86763 -u P86763
		P86764	MERHU		Merluccius hubbsi (Argentine hake) (Merluccius gayi hubbsi)	89949	uv run ai-gene-review fetch-gene MERHU P86764 -u P86764
		P02620	MERME		Merluccius merluccius (European hake)	8063	uv run ai-gene-review fetch-gene MERME P02620 -u P02620
		P86765	MERME		Merluccius merluccius (European hake)	8063	uv run ai-gene-review fetch-gene MERME P86765 -u P86765
		P86766	MERME		Merluccius merluccius (European hake)	8063	uv run ai-gene-review fetch-gene MERME P86766 -u P86766
		P86767	MERME		Merluccius merluccius (European hake)	8063	uv run ai-gene-review fetch-gene MERME P86767 -u P86767
		P86768	MERPA		Merluccius paradoxus (Deep-water Cape hake) (Merluccius capensis paradoxus)	89950	uv run ai-gene-review fetch-gene MERPA P86768 -u P86768
		P86769	MERPA		Merluccius paradoxus (Deep-water Cape hake) (Merluccius capensis paradoxus)	89950	uv run ai-gene-review fetch-gene MERPA P86769 -u P86769
		P86770	MERPA		Merluccius paradoxus (Deep-water Cape hake) (Merluccius capensis paradoxus)	89950	uv run ai-gene-review fetch-gene MERPA P86770 -u P86770
		P86771	MERPO		Merluccius polli (Benguela hake) (Merluccius cadenati)	89951	uv run ai-gene-review fetch-gene MERPO P86771 -u P86771
		P86772	MERPO		Merluccius polli (Benguela hake) (Merluccius cadenati)	89951	uv run ai-gene-review fetch-gene MERPO P86772 -u P86772
		P86773	MERPO		Merluccius polli (Benguela hake) (Merluccius cadenati)	89951	uv run ai-gene-review fetch-gene MERPO P86773 -u P86773
		P86749	MERPL		Merluccius polylepis (Southern hake) (Merluccius australis polylepis)	2705414	uv run ai-gene-review fetch-gene MERPL P86749 -u P86749
		P86750	MERPL		Merluccius polylepis (Southern hake) (Merluccius australis polylepis)	2705414	uv run ai-gene-review fetch-gene MERPL P86750 -u P86750
		P86751	MERPL		Merluccius polylepis (Southern hake) (Merluccius australis polylepis)	2705414	uv run ai-gene-review fetch-gene MERPL P86751 -u P86751
		P86774	MERPR		Merluccius productus (North Pacific hake) (Merlangus productus)	89952	uv run ai-gene-review fetch-gene MERPR P86774 -u P86774
		P86775	MERPR		Merluccius productus (North Pacific hake) (Merlangus productus)	89952	uv run ai-gene-review fetch-gene MERPR P86775 -u P86775
		P86776	MERPR		Merluccius productus (North Pacific hake) (Merlangus productus)	89952	uv run ai-gene-review fetch-gene MERPR P86776 -u P86776
		P86777	MERSE		Merluccius senegalensis (Senegalese hake) (Merluccius merluccius senegalensis)	89953	uv run ai-gene-review fetch-gene MERSE P86777 -u P86777
		P86778	MERSE		Merluccius senegalensis (Senegalese hake) (Merluccius merluccius senegalensis)	89953	uv run ai-gene-review fetch-gene MERSE P86778 -u P86778
		P86779	MERSE		Merluccius senegalensis (Senegalese hake) (Merluccius merluccius senegalensis)	89953	uv run ai-gene-review fetch-gene MERSE P86779 -u P86779
		Q9QXU1	MESAU	MSP	Mesocricetus auratus (Golden hamster)	10036	uv run ai-gene-review fetch-gene MESAU MSP -u Q9QXU1
Met e 1	Met e 1	Q25456	METEN		Metapenaeus ensis (Greasyback shrimp) (Penaeus ensis)	32278	uv run ai-gene-review fetch-gene METEN Q25456 -u Q25456
Met e 2	Met e 2	B1PVZ9	METEN		Metapenaeus ensis (Greasyback shrimp) (Penaeus ensis)	32278	uv run ai-gene-review fetch-gene METEN B1PVZ9 -u B1PVZ9
		A9YME1	MICHY		Microctonus hyperodae (Parasitoid wasp)	165561	uv run ai-gene-review fetch-gene MICHY A9YME1 -u A9YME1
Mim n 1	Mim n 1	Q9GZ69	MIMNO		Mimachlamys nobilis (Noble scallop) (Chlamys nobilis)	106276	uv run ai-gene-review fetch-gene MIMNO Q9GZ69 -u Q9GZ69
Mor n 3	Mor n 3	P85894	MORNI		Morus nigra (Black mulberry)	85232	uv run ai-gene-review fetch-gene MORNI P85894 -u P85894
Mus m 1	Mus m 1	P02762	MOUSE	Mup6	Mus musculus (Mouse)	10090	uv run ai-gene-review fetch-gene MOUSE Mup6 -u P02762
		Q7M747	MOUSE	Scgb2b24	Mus musculus (Mouse)	10090	uv run ai-gene-review fetch-gene MOUSE Scgb2b24 -u Q7M747
		Q9JI02	MOUSE	Scgb2b20	Mus musculus (Mouse)	10090	uv run ai-gene-review fetch-gene MOUSE Scgb2b20 -u Q9JI02
Mus a 5	Mus a 5	O22317	MUSAC	BANGLUC	Musa acuminata (Banana) (Musa cavendishii)	4641	uv run ai-gene-review fetch-gene MUSAC BANGLUC -u O22317
Mus xp 1	Mus xp 1	Q94JN3	MUSAC		Musa acuminata (Banana) (Musa cavendishii)	4641	uv run ai-gene-review fetch-gene MUSAC Q94JN3 -u Q94JN3
		A0A3F2YLV2	MUSGR		Mustelus griseus (Spotless smooth-hound)	89020	uv run ai-gene-review fetch-gene MUSGR A0A3F2YLV2 -u A0A3F2YLV2
Myr p 1	Myr p 1	Q07932	MYRPI		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	13618	uv run ai-gene-review fetch-gene MYRPI Q07932 -u Q07932
Myr p 2	Myr p 2	Q26464	MYRPI		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	13618	uv run ai-gene-review fetch-gene MYRPI Q26464 -u Q26464
		P0C023	MYRPI		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	13618	uv run ai-gene-review fetch-gene MYRPI P0C023 -u P0C023
Nic t 1	Nic t 1	Q8VWY6	TOBAC	Nict1	Nicotiana tabacum (Common tobacco)	4097	uv run ai-gene-review fetch-gene TOBAC Nict1 -u Q8VWY6
Nic t 2	Nic t 2	Q8VWY7	TOBAC	Nict2	Nicotiana tabacum (Common tobacco)	4097	uv run ai-gene-review fetch-gene TOBAC Nict2 -u Q8VWY7
Nic t 8	Nic t 8	Q9ST99	TOBAC	PRO2	Nicotiana tabacum (Common tobacco)	4097	uv run ai-gene-review fetch-gene TOBAC PRO2 -u Q9ST99
		A0A348G5W8	ODOMO		Odontomachus monticola (Trap-jaw ant)	613454	uv run ai-gene-review fetch-gene ODOMO A0A348G5W8 -u A0A348G5W8
Ole e 1	Ole e 1	P19963	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P19963 -u P19963
Ole e 10	Ole e 10	Q84V39	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU Q84V39 -u Q84V39
Ole e 11.0101	Ole e 11	D8VPP5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU D8VPP5 -u D8VPP5
Ole e 11.0102	Ole e 11	B2VPR8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU B2VPR8 -u B2VPR8
Ole e 12	Ole e 12	E1U332	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU E1U332 -u E1U332
Ole e 13	Ole e 13	E3SU11	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU E3SU11 -u E3SU11
Ole e 2	Ole e 2	O24170	OLEEU	PRO2	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU PRO2 -u O24170
Ole e 2	Ole e 2	O24171	OLEEU	PRO3	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU PRO3 -u O24171
Ole e 2	Ole e 2	O24169	OLEEU	PRO1	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU PRO1 -u O24169
Ole e 2	Ole e 2	A4GDQ8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDQ8 -u A4GDQ8
Ole e 2	Ole e 2	A4GDR1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR1 -u A4GDR1
Ole e 2	Ole e 2	A4GDT4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT4 -u A4GDT4
Ole e 2	Ole e 2	A4GE45	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE45 -u A4GE45
Ole e 2	Ole e 2	A4KA49	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA49 -u A4KA49
Ole e 2	Ole e 2	P0DKD2	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD2 -u P0DKD2
Ole e 2	Ole e 2	P0DKD3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD3 -u P0DKD3
Ole e 2	Ole e 2	P0DKD4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD4 -u P0DKD4
Ole e 2	Ole e 2	P0DKD9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD9 -u P0DKD9
Ole e 2	Ole e 2	P0DKE4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE4 -u P0DKE4
Ole e 2	Ole e 2	P0DKE9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE9 -u P0DKE9
Ole e 2	Ole e 2	P0DKF2	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF2 -u P0DKF2
Ole e 2	Ole e 2	A4GCR7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GCR7 -u A4GCR7
Ole e 2	Ole e 2	A4GD58	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GD58 -u A4GD58
Ole e 2	Ole e 2	A4GDR4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR4 -u A4GDR4
Ole e 2	Ole e 2	A4GDS0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDS0 -u A4GDS0
Ole e 2	Ole e 2	A4GDT0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT0 -u A4GDT0
Ole e 2	Ole e 2	A4GDT9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT9 -u A4GDT9
