gene_symbol	status	source_set	reason	note_path	dossier_path	section_path	deep_research_file_count
UFL1	written	phase1_dossier		genes/human/UFL1/UFL1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFL1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFL1.md	0
UFM1	written	phase1_dossier		genes/human/UFM1/UFM1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFM1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFM1.md	0
UFSP1	written	phase1_dossier		genes/human/UFSP1/UFSP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFSP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFSP1.md	0
UFSP2	written	phase1_dossier		genes/human/UFSP2/UFSP2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UFSP2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UFSP2.md	0
UMAD1	written	phase1_dossier		genes/human/UMAD1/UMAD1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UMAD1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UMAD1.md	0
UPF1	written	phase1_dossier		genes/human/UPF1/UPF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UPF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UPF1.md	0
UPF2	written	phase1_dossier		genes/human/UPF2/UPF2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UPF2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UPF2.md	0
UPF3A	written	phase1_dossier		genes/human/UPF3A/UPF3A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UPF3A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UPF3A.md	0
UPF3B	written	phase1_dossier		genes/human/UPF3B/UPF3B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UPF3B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UPF3B.md	0
USP10	written	phase1_dossier		genes/human/USP10/USP10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/USP10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/USP10.md	0
USP21	written	phase1_dossier		genes/human/USP21/USP21-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/USP21.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/USP21.md	0
USP25	written	phase1_dossier		genes/human/USP25/USP25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/USP25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/USP25.md	0
UVRAG	written	phase1_dossier		genes/human/UVRAG/UVRAG-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/UVRAG.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/UVRAG.md	0
VPS28	written	phase1_dossier		genes/human/VPS28/VPS28-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS28.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS28.md	0
VPS37A	written	phase1_dossier		genes/human/VPS37A/VPS37A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS37A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS37A.md	0
VPS37B	written	phase1_dossier		genes/human/VPS37B/VPS37B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS37B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS37B.md	0
VPS37C	written	phase1_dossier		genes/human/VPS37C/VPS37C-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS37C.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS37C.md	0
VPS37D	written	phase1_dossier		genes/human/VPS37D/VPS37D-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS37D.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS37D.md	0
VPS4A	written	phase1_dossier		genes/human/VPS4A/VPS4A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS4A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS4A.md	0
VPS4B	written	phase1_dossier		genes/human/VPS4B/VPS4B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VPS4B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VPS4B.md	0
VTI1A	written	phase1_dossier		genes/human/VTI1A/VTI1A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/VTI1A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/VTI1A.md	0
ZFYVE26	written	phase1_dossier		genes/human/ZFYVE26/ZFYVE26-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ZFYVE26.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ZFYVE26.md	0
ZNF598	written	phase1_dossier		genes/human/ZNF598/ZNF598-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ZNF598.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ZNF598.md	0
