gene	evidence	evidence_class	action
PDI1	IMP	experimental	ACCEPT
PDI1	IDA	experimental	ACCEPT
PET100	IBA	computational	ACCEPT
PET100	IBA	computational	ACCEPT
PET100	IBA	computational	MODIFY
PET100	IEA	computational	ACCEPT
PET100	IEA	computational	MODIFY
PET100	IEA	computational	ACCEPT
PET100	IDA	experimental	ACCEPT
PET100	HDA	experimental	ACCEPT
PET100	IDA	experimental	ACCEPT
PET100	IMP	experimental	ACCEPT
PET100	IMP	experimental	ACCEPT
PET100	IDA	experimental	MODIFY
PFD1	IBA	computational	ACCEPT
PFD1	IBA	computational	MODIFY
PFD1	IBA	computational	ACCEPT
PFD1	IBA	computational	ACCEPT
PFD1	IEA	computational	ACCEPT
PFD1	IEA	computational	ACCEPT
PFD1	IEA	computational	ACCEPT
PFD1	IEA	computational	MODIFY
PFD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PFD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PFD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PFD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PFD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PFD1	NAS	author	ACCEPT
PFD1	IMP	experimental	KEEP_AS_NON_CORE
PFD1	IGI	experimental	KEEP_AS_NON_CORE
PFD1	IMP	experimental	ACCEPT
PFD1	IMP	experimental	KEEP_AS_NON_CORE
PFD1	IMP	experimental	ACCEPT
PFD1	IMP	experimental	MODIFY
PHD1	IBA	computational	ACCEPT
PHD1	IBA	computational	ACCEPT
PHD1	IBA	computational	ACCEPT
PHD1	IBA	computational	ACCEPT
PHD1	IEA	computational	KEEP_AS_NON_CORE
PHD1	IEA	computational	ACCEPT
PHD1	IEA	computational	KEEP_AS_NON_CORE
PHD1	HDA	experimental	ACCEPT
PHD1	HDA	experimental	ACCEPT
PHD1	IMP	experimental	ACCEPT
PHD1	IMP	experimental	ACCEPT
PHD1	IDA	experimental	ACCEPT
PHD1	IMP	experimental	ACCEPT
PHO86	IEA	computational	MODIFY
PHO86	IEA	computational	MODIFY
PHO86	IPI	experimental	MARK_AS_OVER_ANNOTATED
PHO86	IPI	experimental	MARK_AS_OVER_ANNOTATED
PHO86	IPI	experimental	MARK_AS_OVER_ANNOTATED
PHO86	IPI	experimental	MARK_AS_OVER_ANNOTATED
PHO86	HDA	experimental	ACCEPT
PHO86	IDA	experimental	ACCEPT
PHO86	IMP	experimental	ACCEPT
PHO86	IMP	experimental	ACCEPT
PHO86	IMP	experimental	ACCEPT
PHO86	IMP	experimental	MODIFY
PNC1	IEA	computational	MARK_AS_OVER_ANNOTATED
PNC1	IEA	computational	ACCEPT
PNC1	IEA	computational	ACCEPT
PNC1	IEA	computational	ACCEPT
PNC1	IEA	computational	ACCEPT
PNC1	IEA	computational	MODIFY
PNC1	IEA	computational	MODIFY
PNC1	IEA	computational	MODIFY
PNC1	RCA	computational	ACCEPT
PNC1	IMP	experimental	KEEP_AS_NON_CORE
PNC1	IMP	experimental	ACCEPT
PNC1	HDA	experimental	ACCEPT
PNC1	IMP	experimental	KEEP_AS_NON_CORE
PNC1	IMP	experimental	KEEP_AS_NON_CORE
PNC1	IDA	experimental	ACCEPT
PNC1	IDA	experimental	ACCEPT
PNC1	IDA	experimental	ACCEPT
PNC1	IMP	experimental	ACCEPT
PNO1	IBA	computational	ACCEPT
PNO1	IEA	computational	ACCEPT
PNO1	IEA	computational	ACCEPT
PNO1	IEA	computational	ACCEPT
PNO1	IEA	computational	ACCEPT
PNO1	IDA	experimental	ACCEPT
PNO1	NAS	author	ACCEPT
PNO1	IMP	experimental	ACCEPT
PNO1	IDA	experimental	ACCEPT
PNO1	IMP	experimental	ACCEPT
PNO1	HDA	experimental	ACCEPT
PNO1	IMP	experimental	MARK_AS_OVER_ANNOTATED
PNO1	IPI	experimental	MARK_AS_OVER_ANNOTATED
PNO1	IMP	experimental	ACCEPT
PNO1	IMP	experimental	ACCEPT
PNO1	IDA	experimental	ACCEPT
PNO1	IDA	experimental	ACCEPT
PNO1	IDA	experimental	MARK_AS_OVER_ANNOTATED
POB3	IBA	computational	ACCEPT
POB3	IEA	computational	REMOVE
POB3	IEA	computational	ACCEPT
POB3	IEA	computational	ACCEPT
POB3	IEA	computational	ACCEPT
POB3	IEA	computational	ACCEPT
POB3	IEA	computational	KEEP_AS_NON_CORE
POB3	IEA	computational	MARK_AS_OVER_ANNOTATED
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	IPI	experimental	KEEP_AS_NON_CORE
POB3	NAS	author	ACCEPT
POB3	NAS	author	ACCEPT
POB3	NAS	author	MODIFY
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IMP	experimental	ACCEPT
POB3	IGI	experimental	ACCEPT
POB3	IPI	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
POB3	IDA	experimental	ACCEPT
RAS2	IBA	computational	ACCEPT
RAS2	IBA	computational	ACCEPT
RAS2	IBA	computational	ACCEPT
RAS2	IBA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	ACCEPT
RAS2	IEA	computational	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	IPI	experimental	REMOVE
RAS2	HDA	experimental	KEEP_AS_NON_CORE
RAS2	HDA	experimental	KEEP_AS_NON_CORE
RAS2	HDA	experimental	ACCEPT
RAS2	HDA	experimental	ACCEPT
RAS2	IMP	experimental	ACCEPT
RAS2	IMP	experimental	ACCEPT
RAS2	IGI	experimental	MODIFY
RAS2	IMP	experimental	MODIFY
RAS2	IMP	experimental	ACCEPT
RAS2	IMP	experimental	ACCEPT
RAS2	IDA	experimental	ACCEPT
RAS2	IDA	experimental	ACCEPT
RAS2	IGI	experimental	ACCEPT
RAS2	IMP	experimental	UNDECIDED
RAS2	IDA	experimental	ACCEPT
RAS2	IDA	experimental	ACCEPT
RAS2	IDA	experimental	KEEP_AS_NON_CORE
RAS2	IDA	experimental	ACCEPT
RAS2	IDA	experimental	ACCEPT
RAS2	IMP	experimental	KEEP_AS_NON_CORE
RAS2	IMP	experimental	ACCEPT
RCO1	IBA	computational	MODIFY
RCO1	IBA	computational	ACCEPT
RCO1	IEA	computational	ACCEPT
RCO1	IEA	computational	ACCEPT
RCO1	IEA	computational	KEEP_AS_NON_CORE
RCO1	IEA	computational	ACCEPT
RCO1	IEA	computational	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	IPI	experimental	KEEP_AS_NON_CORE
RCO1	NAS	author	KEEP_AS_NON_CORE
RCO1	NAS	author	ACCEPT
RCO1	NAS	author	KEEP_AS_NON_CORE
RCO1	RCA	computational	ACCEPT
RCO1	IMP	experimental	ACCEPT
RCO1	HDA	experimental	ACCEPT
RCO1	IDA	experimental	ACCEPT
RCO1	IGI	experimental	KEEP_AS_NON_CORE
RCO1	IMP	experimental	KEEP_AS_NON_CORE
RCO1	IDA	experimental	ACCEPT
RCO1	IDA	experimental	ACCEPT
RCO1	IMP	experimental	ACCEPT
RIM15	IBA	computational	ACCEPT
RIM15	IBA	computational	ACCEPT
RIM15	IBA	computational	MODIFY
RIM15	IBA	computational	ACCEPT
RIM15	IBA	computational	ACCEPT
RIM15	IEA	computational	REMOVE
RIM15	IEA	computational	KEEP_AS_NON_CORE
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	KEEP_AS_NON_CORE
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	KEEP_AS_NON_CORE
RIM15	IEA	computational	KEEP_AS_NON_CORE
RIM15	IEA	computational	MODIFY
RIM15	IEA	computational	ACCEPT
RIM15	IEA	computational	MODIFY
RIM15	IPI	experimental	REMOVE
RIM15	IPI	experimental	REMOVE
RIM15	IPI	experimental	REMOVE
RIM15	IMP	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IMP	experimental	MODIFY
RIM15	IDA	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
RIM15	HDA	experimental	ACCEPT
RIM15	HDA	experimental	ACCEPT
RIM15	IMP	experimental	MODIFY
RIM15	IMP	experimental	ACCEPT
RIM15	IGI	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IGI	experimental	ACCEPT
RIM15	IMP	experimental	ACCEPT
RIM15	IGI	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
RIM15	IDA	experimental	ACCEPT
ROT1	IBA	computational	ACCEPT
ROT1	IBA	computational	ACCEPT
ROT1	IBA	computational	KEEP_AS_NON_CORE
ROT1	IBA	computational	MODIFY
ROT1	IEA	computational	ACCEPT
ROT1	IEA	computational	ACCEPT
ROT1	IEA	computational	ACCEPT
ROT1	HDA	experimental	ACCEPT
ROT1	HDA	experimental	ACCEPT
ROT1	IGI	experimental	ACCEPT
ROT1	IGI	experimental	ACCEPT
ROT1	IDA	experimental	ACCEPT
ROT1	IMP	experimental	ACCEPT
ROT1	IPI	experimental	ACCEPT
ROT1	IGI	experimental	ACCEPT
ROT1	IPI	experimental	ACCEPT
ROT1	IMP	experimental	KEEP_AS_NON_CORE
ROT1	IGI	experimental	KEEP_AS_NON_CORE
ROT1	IMP	experimental	KEEP_AS_NON_CORE
ROT1	IMP	experimental	KEEP_AS_NON_CORE
ROT1	IGI	experimental	KEEP_AS_NON_CORE
ROT1	IDA	experimental	MODIFY
ROT1	IMP	experimental	MODIFY
RPD3	IBA	computational	ACCEPT
RPD3	IBA	computational	ACCEPT
RPD3	IBA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IPI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IPI	experimental	ACCEPT
RPD3	IEA	computational	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IEA	computational	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	IPI	experimental	REMOVE
RPD3	NAS	author	ACCEPT
RPD3	NAS	author	ACCEPT
RPD3	NAS	author	ACCEPT
RPD3	NAS	author	REMOVE
RPD3	NAS	author	ACCEPT
RPD3	NAS	author	ACCEPT
RPD3	NAS	author	REMOVE
RPD3	NAS	author	ACCEPT
RPD3	IMP	experimental	KEEP_AS_NON_CORE
RPD3	IMP	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IPI	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IPI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	RCA	computational	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	KEEP_AS_NON_CORE
RPD3	IMP	experimental	ACCEPT
RPD3	HDA	experimental	ACCEPT
RPD3	HDA	experimental	ACCEPT
RPD3	HDA	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IDA	experimental	KEEP_AS_NON_CORE
RPD3	IDA	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IPI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	KEEP_AS_NON_CORE
RPD3	IMP	experimental	KEEP_AS_NON_CORE
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IGI	experimental	ACCEPT
RPD3	IMP	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RPD3	IDA	experimental	ACCEPT
RRB1	IBA	computational	ACCEPT
RRB1	IBA	computational	MODIFY
RRB1	IEA	computational	MODIFY
RRB1	IEA	computational	ACCEPT
RRB1	IEA	computational	MODIFY
RRB1	IPI	experimental	MARK_AS_OVER_ANNOTATED
RRB1	IPI	experimental	MARK_AS_OVER_ANNOTATED
RRB1	IPI	experimental	MARK_AS_OVER_ANNOTATED
RRB1	IDA	experimental	MODIFY
RRB1	IDA	experimental	ACCEPT
RRB1	IMP	experimental	MODIFY
RTT109	IBA	computational	ACCEPT
RTT109	IBA	computational	ACCEPT
RTT109	IBA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	ACCEPT
RTT109	IEA	computational	MARK_AS_OVER_ANNOTATED
RTT109	IEA	computational	ACCEPT
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IPI	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IPI	experimental	KEEP_AS_NON_CORE
RTT109	IDA	experimental	ACCEPT
RTT109	HDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IDA	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IGI	experimental	ACCEPT
RTT109	IMP	experimental	ACCEPT
RTT109	IGI	experimental	ACCEPT
SAN1	IBA	computational	ACCEPT
SAN1	IBA	computational	ACCEPT
SAN1	IBA	computational	KEEP_AS_NON_CORE
SAN1	IEA	computational	ACCEPT
SAN1	IEA	computational	ACCEPT
SAN1	HDA	experimental	REMOVE
SAN1	RCA	computational	ACCEPT
SAN1	IDA	experimental	ACCEPT
SAN1	IPI	experimental	MODIFY
SAN1	IPI	experimental	MODIFY
SAN1	IDA	experimental	ACCEPT
SAN1	IDA	experimental	ACCEPT
SAN1	IMP	experimental	ACCEPT
SAN1	IDA	experimental	ACCEPT
SAN1	IDA	experimental	ACCEPT
SAN1	IDA	experimental	ACCEPT
SAN1	IMP	experimental	KEEP_AS_NON_CORE
SAN1	IMP	experimental	ACCEPT
SAN1	IMP	experimental	ACCEPT
SAN1	IDA	experimental	NEW
SAS2	IBA	computational	ACCEPT
SAS2	IDA	experimental	NEW
SAS2	IBA	computational	REMOVE
SAS2	IEA	computational	KEEP_AS_NON_CORE
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	KEEP_AS_NON_CORE
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	MARK_AS_OVER_ANNOTATED
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	MARK_AS_OVER_ANNOTATED
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	ACCEPT
SAS2	IEA	computational	ACCEPT
SAS2	IPI	experimental	REMOVE
SAS2	IPI	experimental	REMOVE
SAS2	IPI	experimental	REMOVE
SAS2	IPI	experimental	REMOVE
SAS2	RCA	computational	ACCEPT
SAS2	IDA	experimental	ACCEPT
SAS2	IDA	experimental	ACCEPT
SAS2	IMP	experimental	ACCEPT
SAS2	IDA	experimental	ACCEPT
SAS2	IDA	experimental	ACCEPT
SAS2	IDA	experimental	ACCEPT
SAS2	IPI	experimental	ACCEPT
SAS3	IEA	computational	KEEP_AS_NON_CORE
SAS3	IBA	computational	ACCEPT
SAS3	IBA	computational	ACCEPT
SAS3	IBA	computational	ACCEPT
SAS3	IBA	computational	ACCEPT
SAS3	IPI	experimental	REMOVE
SAS3	IBA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	MARK_AS_OVER_ANNOTATED
SAS3	IEA	computational	ACCEPT
SAS3	IBA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IMP	experimental	REMOVE
SAS3	IEA	computational	MARK_AS_OVER_ANNOTATED
SAS3	IMP	experimental	REMOVE
SAS3	IDA	experimental	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IBA	computational	ACCEPT
SAS3	IDA	experimental	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IEA	computational	ACCEPT
SAS3	IPI	experimental	REMOVE
SAS3	IPI	experimental	REMOVE
SAS3	IPI	experimental	REMOVE
SAS3	IPI	experimental	REMOVE
SAS3	IPI	experimental	REMOVE
SAS3	IPI	experimental	REMOVE
SAS3	NAS	author	ACCEPT
SAS3	NAS	author	MARK_AS_OVER_ANNOTATED
SAS3	RCA	computational	ACCEPT
SAS3	IDA	experimental	ACCEPT
SAS3	IDA	experimental	ACCEPT
SAS3	IMP	experimental	ACCEPT
SAS3	IDA	experimental	ACCEPT
SER3	IEA	computational	ACCEPT
SER3	IEA	computational	ACCEPT
SER3	IEA	computational	KEEP_AS_NON_CORE
SER3	IEA	computational	KEEP_AS_NON_CORE
SER3	IEA	computational	ACCEPT
SER3	IEA	computational	ACCEPT
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	NAS	author	REMOVE
SER3	NAS	author	MARK_AS_OVER_ANNOTATED
SER3	NAS	author	MARK_AS_OVER_ANNOTATED
SER3	HDA	experimental	ACCEPT
SER3	IPI	experimental	MARK_AS_OVER_ANNOTATED
SER3	IDA	experimental	MODIFY
SER3	IMP	experimental	MODIFY
SER3	IGI	experimental	MODIFY
SER3	IMP	experimental	ACCEPT
SER3	IMP	experimental	ACCEPT
SET1	IBA	computational	ACCEPT
SET1	IBA	computational	ACCEPT
SET1	IEA	computational	KEEP_AS_NON_CORE
SET1	IEA	computational	KEEP_AS_NON_CORE
SET1	IEA	computational	ACCEPT
SET1	IEA	computational	KEEP_AS_NON_CORE
SET1	IEA	computational	KEEP_AS_NON_CORE
SET1	IEA	computational	KEEP_AS_NON_CORE
SET1	IEA	computational	ACCEPT
SET1	IEA	computational	ACCEPT
SET1	IEA	computational	ACCEPT
SET1	IEA	computational	ACCEPT
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	IPI	experimental	KEEP_AS_NON_CORE
SET1	NAS	author	KEEP_AS_NON_CORE
SET1	NAS	author	ACCEPT
SET1	IDA	experimental	KEEP_AS_NON_CORE
SET1	IDA	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IGI	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IGI	experimental	ACCEPT
SET1	RCA	computational	KEEP_AS_NON_CORE
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IDA	experimental	KEEP_AS_NON_CORE
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IGI	experimental	KEEP_AS_NON_CORE
SET1	IGI	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	KEEP_AS_NON_CORE
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	MARK_AS_OVER_ANNOTATED
SET1	IMP	experimental	ACCEPT
SET1	IMP	experimental	ACCEPT
SET1	IDA	experimental	KEEP_AS_NON_CORE
SET1	IMP	experimental	KEEP_AS_NON_CORE
