protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0000139,Golgi membrane,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,"IEA annotation for Golgi membrane based on UniProt subcellular location vocabulary. While some DHCR24 may be present in Golgi, the primary and functionally relevant localization is the ER membrane where cholesterol synthesis occurs [PMID:11007892].",KEEP_AS_NON_CORE,Minor Golgi localization may occur but is not the primary or functionally relevant site. The ER membrane is the established primary location for DHCR24 function in cholesterol biosynthesis. UniProt notes both localizations but emphasizes ER [PMID:11007892].,"subcellular fractionation and enzyme assays... seladin-1 is predominantly localized within the ER, and to a lesser amount in Golgi complexes",PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005789,endoplasmic reticulum membrane,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,"IEA annotation for endoplasmic reticulum membrane is accurate and represents the primary cellular localization. This is the established site where DHCR24 performs its enzymatic function in cholesterol biosynthesis, confirmed by multiple experimental studies [PMID:11007892, PMID:22010141].",ACCEPT,"ER membrane is the correct and primary localization for DHCR24. This is where the enzyme performs its function in cholesterol biosynthesis. Multiple experimental studies confirm this localization [PMID:11007892, PMID:22010141].","seladin-1 is predominantly localized within the ER, and to a lesser amount in Golgi complexes",PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006629,lipid metabolic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,IEA annotation for lipid metabolic process based on UniProt keyword mapping. This is accurate but very general. More specific terms like cholesterol biosynthetic process (GO:0006695) better describe the function.,ACCEPT,"While accurate, this is a very broad parent term. DHCR24 does participate in lipid metabolism through its role in cholesterol biosynthesis. However, more specific child terms provide better functional description.","in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006694,steroid biosynthetic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"IEA annotation for steroid biosynthetic process is accurate. DHCR24 is essential for cholesterol biosynthesis, and cholesterol is both a steroid and the precursor for all steroid hormones.",ACCEPT,"DHCR24 directly participates in steroid biosynthesis through its essential role in producing cholesterol, which is a steroid molecule and the precursor for all steroid hormones [PMID:11519011].",desmosterolosis is a cholesterol-biosynthesis disorder caused by mutations in DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006695,cholesterol biosynthetic process,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"IEA annotation for cholesterol biosynthetic process is accurate and represents a core function. DHCR24 is the terminal enzyme in cholesterol biosynthesis, converting desmosterol to cholesterol [PMID:11519011].",ACCEPT,"This is a core biological process for DHCR24. The enzyme catalyzes the final step in cholesterol biosynthesis, converting desmosterol to cholesterol. This is experimentally validated [PMID:11519011].",Conversion of desmosterol to cholesterol by DHCR24 in vitro is strictly dependent on reduced nicotinamide adenine dinucleotide phosphate,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0008202,steroid metabolic process,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Duplicate IEA annotation for steroid metabolic process (also annotated with IBA evidence). The annotation is accurate as DHCR24 participates in cholesterol/steroid metabolism.,ACCEPT,Duplicate but accurate annotation. DHCR24 participates in steroid metabolism through cholesterol biosynthesis. The IBA version of this annotation was already accepted.,cholesterol-biosynthesis disorder caused by mutations in DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0008203,cholesterol metabolic process,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,IEA annotation for cholesterol metabolic process is accurate. DHCR24 is directly involved in cholesterol metabolism as the terminal enzyme in cholesterol biosynthesis.,ACCEPT,"DHCR24 is a key enzyme in cholesterol metabolism, specifically in the biosynthetic pathway. The annotation accurately captures this core function [PMID:11519011].","enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24), which, in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0016126,sterol biosynthetic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"IEA annotation for sterol biosynthetic process is accurate. DHCR24 is essential for sterol biosynthesis, specifically in the final step of converting sterol intermediates to cholesterol.",ACCEPT,"DHCR24 is a key enzyme in sterol biosynthesis, catalyzing the reduction of the delta-24 double bond in various sterol intermediates including desmosterol, lanosterol, and zymosterol [PMID:11519011].",catalyzes the reduction of the Δ 24 double bond of sterol intermediates,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0016491,oxidoreductase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"IEA annotation for oxidoreductase activity is accurate but very general. DHCR24 is indeed an oxidoreductase, specifically a FAD-dependent oxidoreductase that uses NADPH. More specific terms like GO:0016628 provide better functional description.",ACCEPT,"DHCR24 is a FAD-dependent oxidoreductase that catalyzes redox reactions using NADPH as electron donor. While accurate, more specific child terms better describe the function [PMID:11519011].",member of a recently defined family of flavin adenine dinucleotide (FAD)-dependent oxidoreductases,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0050660,flavin adenine dinucleotide binding,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,IEA annotation for FAD binding based on InterPro domain mapping. This is accurate as DHCR24 contains a FAD-binding domain and FAD enhances its enzymatic activity [PMID:11519011].,ACCEPT,"DHCR24 is a FAD-dependent oxidoreductase with a conserved FAD-binding domain. Addition of FAD increases enzymatic activity twofold, suggesting noncovalent FAD binding [PMID:11519011].",Conversion of desmosterol to cholesterol by DHCR24 in vitro is strictly dependent on reduced nicotinamide adenine dinucleotide phosphate and is increased twofold by the addition of FAD to the assay,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0071949,FAD binding,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,Duplicate IEA annotation for FAD binding (same as GO:0050660). The annotation is accurate as DHCR24 is a FAD-dependent enzyme.,ACCEPT,Duplicate of GO:0050660 but accurate. DHCR24 requires FAD as a cofactor for its oxidoreductase activity [PMID:11519011].,member of a recently defined family of flavin adenine dinucleotide (FAD)-dependent oxidoreductases,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:30021884,Histone Interaction Landscapes Visualized by Crosslinking Mass Spectrometry in Intact Cell Nuclei.,,,Generic protein binding annotation from a large-scale histone interaction study. This vague annotation provides no functional insight about DHCR24. The specific interaction with DHCR7 (PMID:25637936) is more informative.,REMOVE,Protein binding without specificity is uninformative. The curation guidelines explicitly state to avoid this vague term. The functionally relevant interaction with DHCR7 is captured in another annotation with PMID:25637936.,"24-Dehydrocholesterol reductase (DHCR24) and 7-dehydrocholesterol reductase (DHCR7) coimmunoprecipitate, and when the DHCR24 gene is knocked down by siRNA, DHCR7 activity is also ablated. Conversely, overexpression of DHCR24 enhances DHCR7 activity, but only when a functional form of DHCR24 is used.",PMID:25637936,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:35271311,OpenCell: Endogenous tagging for the cartography of human cellular organization.,,,Generic protein binding annotation from OpenCell high-throughput study. This vague annotation provides no functional insight. Specific interactions like DHCR7 are more informative.,REMOVE,Non-specific protein binding annotation from high-throughput study lacks functional context. The curation guidelines explicitly state to avoid this vague term. The functionally relevant DHCR7 interaction is captured elsewhere.,"The terminal enzymes of cholesterol synthesis, DHCR24 and DHCR7, interact physically and functionally",PMID:25637936,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006695,cholesterol biosynthetic process,,,TAS,,TAS,Reactome:R-HSA-191273,Cholesterol biosynthesis,,,TAS annotation from Reactome for cholesterol biosynthetic process. This is a core function of DHCR24 as the terminal enzyme in cholesterol biosynthesis.,ACCEPT,DHCR24 is the terminal enzyme in cholesterol biosynthesis. This Reactome annotation accurately captures this core biological process [PMID:11519011].,desmosterolosis is a cholesterol-biosynthesis disorder caused by mutations in DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0033489,cholesterol biosynthetic process via desmosterol,,,TAS,,TAS,Reactome:R-HSA-6807047,Cholesterol biosynthesis via desmosterol,,,"TAS annotation from Reactome for cholesterol biosynthesis via desmosterol. This is the primary pathway where DHCR24 functions, converting desmosterol to cholesterol in the Bloch pathway.",ACCEPT,This specifically describes the Bloch pathway where DHCR24 catalyzes the conversion of desmosterol to cholesterol. This is the primary route and core function of DHCR24 [PMID:11519011].,Conversion of desmosterol to cholesterol by DHCR24 in vitro is strictly dependent on reduced nicotinamide adenine dinucleotide phosphate,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0033490,cholesterol biosynthetic process via lathosterol,,,TAS,,TAS,Reactome:R-HSA-6807062,Cholesterol biosynthesis via lathosterol,,,TAS annotation from Reactome for cholesterol biosynthesis via lathosterol (Kandutsch-Russell pathway). DHCR24 can act on various sterol intermediates including those in this alternate pathway.,ACCEPT,DHCR24 functions in both the Bloch and Kandutsch-Russell pathways of cholesterol biosynthesis. It can reduce the delta-24 double bond in various sterol intermediates [PMID:25637936].,DHCR24 is positioned not only at the end of the Bloch pathway but also at the gateway of the Kandutsch-Russell pathway... able to act on any of the intermediates in the Bloch pathway to divert them into the Kandutsch-Russell pathway,PMID:25637936,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0007265,Ras protein signal transduction,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for Ras signaling transferred from orthologs. While DHCR24/seladin-1 mediates response to Ras-induced senescence [PMID:15577914], this is a stress response function rather than core Ras signaling.",KEEP_AS_NON_CORE,"DHCR24/seladin-1 responds to oncogenic Ras stress but is not a core component of Ras signaling. It mediates Ras-induced senescence through p53 interactions [PMID:15577914]. This is a secondary, non-core function.","Seladin-1 (also known as Dhcr24) as a key mediator of Ras-induced senescence. Following oncogenic and oxidative stress, Seladin-1 binds p53 amino terminus",PMID:15577914,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0008104,intracellular protein localization,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,IEA annotation for intracellular protein localization from ortholog transfer. This is vague and lacks supporting evidence for DHCR24 having a role in localizing other proteins.,REMOVE,No evidence that DHCR24 functions in protein localization. This appears to be an over-annotation from ortholog transfer without validation. The primary function is enzymatic in cholesterol biosynthesis.,"enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24), which, in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0008285,negative regulation of cell population proliferation,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for negative regulation of proliferation. DHCR24/seladin-1 does mediate Ras-induced senescence and suppresses transformation [PMID:15577914], supporting an anti-proliferative role.",KEEP_AS_NON_CORE,DHCR24/seladin-1 mediates oncogenic stress-induced senescence and suppresses cellular transformation [PMID:15577914]. This is a validated but non-core function distinct from its primary enzymatic role.,"Ablation of Seladin-1 causes the bypass of Ras-induced senescence in rodent and human fibroblasts, and allows Ras to transform these cells",PMID:15577914,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0009725,response to hormone,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,IEA annotation for response to hormone from ortholog transfer. This is too vague without specifying which hormones. Cholesterol biosynthesis is regulated by hormones but this annotation lacks specificity.,REMOVE,"Overly broad annotation without supporting evidence for specific hormone responses by DHCR24. While cholesterol biosynthesis is hormonally regulated, this vague annotation provides no functional insight.","enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24), which, in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0009888,tissue development,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for tissue development from ortholog transfer. While DHCR24 mutations cause developmental anomalies in desmosterolosis, this is an indirect effect of cholesterol deficiency.",KEEP_AS_NON_CORE,"DHCR24 deficiency causes developmental defects in desmosterolosis patients [PMID:11519011], but this is secondary to cholesterol deficiency rather than a direct developmental role. Non-core but valid consequence.",Desmosterolosis is a rare autosomal recessive disorder characterized by multiple congenital anomalies,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0016125,sterol metabolic process,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,IEA annotation for sterol metabolic process is accurate. DHCR24 is directly involved in sterol metabolism through its enzymatic activity on various sterol intermediates.,ACCEPT,DHCR24 directly participates in sterol metabolism by catalyzing the reduction of the delta-24 double bond in multiple sterol intermediates [PMID:11519011].,catalyzes the reduction of the Δ 24 double bond of sterol intermediates,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0030539,male genitalia development,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for male genitalia development from ortholog transfer. While desmosterolosis can include urogenital anomalies, this is too specific and indirect.",REMOVE,"Over-specific developmental annotation. While desmosterolosis includes congenital anomalies, singling out male genitalia development is not supported as a specific function of DHCR24. This is an indirect effect of cholesterol deficiency.",Desmosterolosis is a rare autosomal recessive disorder characterized by multiple congenital anomalies,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0031639,plasminogen activation,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,IEA annotation for plasminogen activation from ortholog transfer. No evidence supports DHCR24 involvement in plasminogen activation. This appears to be an erroneous transfer.,REMOVE,"No evidence linking DHCR24 to plasminogen activation. This appears to be an incorrect ortholog transfer. DHCR24 functions in cholesterol biosynthesis, not coagulation/fibrinolysis pathways.","enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24), which, in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0042987,amyloid precursor protein catabolic process,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for APP catabolism from ortholog transfer. While DHCR24/seladin-1 protects against amyloid-beta toxicity [PMID:11007892], it does not directly catabolize APP.",REMOVE,"DHCR24/seladin-1 protects against amyloid-beta toxicity but does not catabolize APP. The protective effect is through reducing oxidative stress and caspase activation, not APP processing [PMID:11007892].",Functional expression of seladin-1 in human neuroglioma H4 cells resulted in the inhibition of caspase 3 activation after either Aβ-mediated toxicity or oxidative stress and protected the cells from apoptotic cell death,PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0043588,skin development,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for skin development from ortholog transfer. While cholesterol is important for skin barrier function, this is an indirect effect of DHCR24 enzymatic activity.",KEEP_AS_NON_CORE,"Cholesterol biosynthesis is important for skin development and barrier function. DHCR24 deficiency can affect skin, but this is secondary to its enzymatic role. Non-core but valid indirect function.",Desmosterolosis is a rare autosomal recessive disorder characterized by multiple congenital anomalies,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0061024,membrane organization,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"IEA annotation for membrane organization from ortholog transfer. While cholesterol is crucial for membrane structure, DHCR24 does not directly organize membranes.",REMOVE,"DHCR24 produces cholesterol which affects membrane properties, but the enzyme itself does not organize membranes. This is an over-interpretation of its indirect effects through cholesterol production.","enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24), which, in cholesterol biosynthesis, catalyzes the reduction of the Δ 24 double bond of sterol intermediates",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0050614,Delta24-sterol reductase activity,,,EXP,,EXP,PMID:11519011,"Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis.",,,"Experimental evidence for Delta24-sterol reductase activity from the key paper identifying DHCR24. This is the core molecular function, directly demonstrated through heterologous expression and enzyme activity measurements.",ACCEPT,Direct experimental validation of DHCR24 enzymatic activity. The study used heterologous expression in yeast followed by enzyme activity measurements to confirm Delta24-sterol reductase activity [PMID:11519011].,"Heterologous expression, in the yeast Saccharomyces cerevisiae, of the DHCR24 cDNA, followed by enzyme-activity measurements, confirmed that it encodes DHCR24",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0050614,Delta24-sterol reductase activity,,,TAS,,TAS,Reactome:R-HSA-9755937,"DHCR24 reduces LAN to 24,25-dhLAN",,,"TAS annotation from Reactome for Delta24-sterol reductase activity, specifically for lanosterol reduction. This is a validated core molecular function of DHCR24.",ACCEPT,DHCR24 catalyzes the reduction of the delta-24 double bond in multiple sterols including lanosterol. This Reactome annotation correctly captures this enzymatic activity [PMID:11519011].,"Reaction=lanosterol + NADPH + H(+) = 24,25-dihydrolanosterol + NADP(+)",UniProt:Q15392,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0000246,Delta24(24-1) sterol reductase activity,,,IMP,,Experimental,PMID:11519011,"Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis.",,,"IMP evidence for Delta24(24-1) sterol reductase activity from mutant phenotype analysis. Mutations in DHCR24 cause desmosterolosis with accumulation of desmosterol, proving this enzymatic function.",ACCEPT,"Mutations in DHCR24 cause desmosterolosis with elevated desmosterol levels, directly demonstrating the enzyme's Delta24-sterol reductase activity through mutant phenotype [PMID:11519011].","Patients with desmosterolosis have elevated levels of the cholesterol precursor desmosterol, in plasma, tissue, and cultured cells; this abnormality suggests a deficiency of the enzyme 3β-hydroxysterol Δ 24 -reductase (DHCR24)",PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005789,endoplasmic reticulum membrane,,,NAS,,NAS,PMID:11007892,The human DIMINUTO/DWARF1 homolog seladin-1 confers resistance to Alzheimer's disease-associated neurodegeneration and oxidative stress.,,,NAS evidence for ER membrane localization from the seladin-1 paper. Subcellular fractionation confirmed predominant ER localization. This is the primary and functionally relevant cellular location.,ACCEPT,"Experimental subcellular fractionation demonstrated that seladin-1/DHCR24 is predominantly localized to the ER membrane, where it performs its enzymatic function [PMID:11007892].","subcellular fractionation and enzyme assays... seladin-1 is predominantly localized within the ER, and to a lesser amount in Golgi complexes",PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0006695,cholesterol biosynthetic process,,,IMP,,Experimental,PMID:11519011,"Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis.",,,"IMP evidence for cholesterol biosynthetic process from mutant phenotype. DHCR24 mutations cause desmosterolosis with defective cholesterol biosynthesis, proving this core function.",ACCEPT,"Mutations in DHCR24 cause desmosterolosis, a cholesterol biosynthesis disorder, directly demonstrating the enzyme's essential role in cholesterol biosynthesis [PMID:11519011].",Our data demonstrate that desmosterolosis is a cholesterol-biosynthesis disorder caused by mutations in DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0033489,cholesterol biosynthetic process via desmosterol,,,IMP,,Experimental,PMID:11519011,"Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis.",,,"IMP evidence for cholesterol biosynthesis via desmosterol pathway. Patients with DHCR24 mutations accumulate desmosterol, proving this is the enzyme that converts desmosterol to cholesterol.",ACCEPT,"DHCR24 deficiency causes desmosterol accumulation, directly demonstrating its role in the desmosterol-to-cholesterol conversion in the Bloch pathway [PMID:11519011].",Patients with desmosterolosis have elevated levels of the cholesterol precursor desmosterol... Conversion of desmosterol to cholesterol by DHCR24,PMID:11519011,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:25637936,"The terminal enzymes of cholesterol synthesis, DHCR24 and DHCR7, interact physically and functionally.",,,"IPI evidence for protein binding with DHCR7. While generic ""protein binding"" is usually uninformative, this specific DHCR7 interaction is functionally important for regulating DHCR7 activity in cholesterol synthesis.",MODIFY,"The interaction with DHCR7 is functionally significant, but should be annotated with a more specific term. The interaction regulates DHCR7 activity, suggesting ""enzyme regulator activity"" would be more informative [PMID:25637936].","when the DHCR24 gene is knocked down by siRNA, DHCR7 activity is also ablated. Conversely, overexpression of DHCR24 enhances DHCR7 activity, but only when a functional form of DHCR24 is used",PMID:25637936,GO:0030234:enzyme regulator activity,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005789,endoplasmic reticulum membrane,,,TAS,,TAS,Reactome:R-HSA-196417,Reduction of desmosterol to cholesterol,,,TAS annotation from Reactome for ER membrane localization. This is the correct primary localization where DHCR24 performs its enzymatic function.,ACCEPT,"ER membrane is the established localization for DHCR24 where it catalyzes the conversion of desmosterol to cholesterol [PMID:11007892, PMID:22010141].",The membrane topological analysis of 3β-hydroxysteroid-delta24 reductase (DHCR24) on endoplasmic reticulum,PMID:22010141,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005789,endoplasmic reticulum membrane,,,TAS,,TAS,Reactome:R-HSA-6807064,DHCR24 reduces ZYMOL to ZYMSTNL,,,Another TAS annotation from Reactome for ER membrane. This is a duplicate but correct annotation for the primary cellular localization.,ACCEPT,Duplicate but accurate ER membrane localization annotation from Reactome. Multiple evidence sources confirm this localization [PMID:11007892].,seladin-1 is predominantly localized within the ER,PMID:11007892,,
Q15392,DHCR24,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q15392,../genes/human/DHCR24/DHCR24-pathway.html,GO:0005789,endoplasmic reticulum membrane,,,TAS,,TAS,Reactome:R-HSA-9755937,"DHCR24 reduces LAN to 24,25-dhLAN",,,Another TAS annotation from Reactome for ER membrane. Multiple Reactome pathways correctly place DHCR24 at the ER membrane.,ACCEPT,Another duplicate but accurate ER membrane annotation. The ER is where DHCR24 performs its enzymatic function in cholesterol biosynthesis [PMID:11007892].,seladin-1 is predominantly localized within the ER,PMID:11007892,,
