level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RBR complex|LUBAC|noncatalytic / UBL	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RBR complex	LUBAC	noncatalytic / UBL	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RBR complex|LUBAC|noncatalytic / UBL	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / core	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	catalytic / core	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / core	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / Armadillo-like	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	noncatalytic / Armadillo-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / Armadillo-like	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / DOC	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	noncatalytic / DOC	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / DOC	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / TPR	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	noncatalytic / TPR	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / TPR	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / WD40	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	noncatalytic / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / WD40	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / other	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	noncatalytic / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / other	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|substrate adaptor / WD40	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	Anaphase Promoting Complex	substrate adaptor / WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|substrate adaptor / WD40	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|DUB / MPN	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-A complex	DUB / MPN	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|DUB / MPN	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-A complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|other / RCC1, SPRY, WD40	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-A complex	other / RCC1, SPRY, WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|other / RCC1, SPRY, WD40	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|ubiquitin binding	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-A complex	ubiquitin binding	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-A complex|ubiquitin binding	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|BRCT	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-B complex	BRCT	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|BRCT	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|DNA helicase	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-B complex	DNA helicase	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|DNA helicase	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-B complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-B complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|DNA endonuclease	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-C complex	DNA endonuclease	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|DNA endonuclease	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex /  ATPase	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-C complex	MRN subcomplex /  ATPase	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex /  ATPase	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex /  BRCT	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-C complex	MRN subcomplex /  BRCT	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex /  BRCT	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex / DNA binding	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-C complex	MRN subcomplex / DNA binding	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|MRN subcomplex / DNA binding	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1-C complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1-C complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1/BARD complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	BRCA1/BARD complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|BRCA1/BARD complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|catalytic / RING, CRA, LisH	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	catalytic / RING, CRA, LisH	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|catalytic / RING, CRA, LisH	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / Armadillo-like	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / Armadillo-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / Armadillo-like	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / CRA, LisH	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / CRA, LisH	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / CRA, LisH	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / CRA, LisH, SPRY	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / CRA, LisH, SPRY	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / CRA, LisH, SPRY	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / LisH, KELCH	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / LisH, KELCH	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / LisH, KELCH	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / LisH, WD40	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / LisH, WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / LisH, WD40	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / Yippee	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / Yippee	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / Yippee	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / other	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	CTLH complex	noncatalytic / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / other	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	FANC core complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / TPR	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	FANC core complex	noncatalytic / TPR	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / TPR	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	FANC core complex	noncatalytic / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|KPC complex|catalytic / RING, SPRY	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	KPC complex	catalytic / RING, SPRY	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|KPC complex|catalytic / RING, SPRY	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|KPC complex|noncatalytic / UBL, UBA, STI	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	KPC complex	noncatalytic / UBL, UBA, STI	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|KPC complex|noncatalytic / UBL, UBA, STI	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|catalytic / UBOX, transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	LMBR1L-GP78-UBAC2 complex	catalytic / UBOX, transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|catalytic / UBOX, transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|noncatalytic / UBA, transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	LMBR1L-GP78-UBAC2 complex	noncatalytic / UBA, transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|noncatalytic / UBA, transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|noncatalytic / transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	LMBR1L-GP78-UBAC2 complex	noncatalytic / transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|noncatalytic / transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|MSL1/MSL2 complex|catalytic / RING	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	MSL1/MSL2 complex	catalytic / RING	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|MSL1/MSL2 complex|catalytic / RING	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|MSL1/MSL2 complex|noncatalytic / other	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	MSL1/MSL2 complex	noncatalytic / other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|MSL1/MSL2 complex|noncatalytic / other	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|RNF170 / ERLIN complex|catalytic / RING, transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	RNF170 / ERLIN complex	catalytic / RING, transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|RNF170 / ERLIN complex|catalytic / RING, transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|RNF170 / ERLIN complex|noncatalytic / BAND 7	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	RNF170 / ERLIN complex	noncatalytic / BAND 7	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|RNF170 / ERLIN complex|noncatalytic / BAND 7	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|catalytic / RING, transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	membralin complex	catalytic / RING, transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|catalytic / RING, transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|noncatalytic / transmembrane	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	membralin complex	noncatalytic / transmembrane	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|noncatalytic / transmembrane	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|noncatalytic / transmembrane, UBL	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic RING complex	membralin complex	noncatalytic / transmembrane, UBL	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|membralin complex|noncatalytic / transmembrane, UBL	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic UBOX complex|STUB1/CHIC2 complex|catalytic / UBOX / TPR	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic UBOX complex	STUB1/CHIC2 complex	catalytic / UBOX / TPR	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic UBOX complex|STUB1/CHIC2 complex|catalytic / UBOX / TPR	no_mapping
subtype	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic UBOX complex|STUB1/CHIC2 complex|noncatalytic	Ubiquitin Proteasome System	E3 ubiquitin and UBL ligases	idiosyncratic UBOX complex	STUB1/CHIC2 complex	noncatalytic	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic UBOX complex|STUB1/CHIC2 complex|noncatalytic	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|A20	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	AN1	A20	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|A20	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|UBZ	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	AN1	UBZ	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|UBZ	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|UIM	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	AN1	UIM	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|UIM	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|other	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	AN1	other	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|AN1|other	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|PB1|UBA	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	PB1	UBA	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|PB1|UBA	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|UBL|UBL only	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	UBL	UBL only	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|UBL|UBL only	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|UBL|with UBA, STI	Ubiquitin Proteasome System	Proteasome and associated proteins	adaptors	UBL	with UBA, STI	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|UBL|with UBA, STI	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|associated E3 ligase|HECT|Armadillo-like	Ubiquitin Proteasome System	Proteasome and associated proteins	associated E3 ligase	HECT	Armadillo-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|associated E3 ligase|HECT|Armadillo-like	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|associated E3 ligase|UBR|UBR-type ZnF	Ubiquitin Proteasome System	Proteasome and associated proteins	associated E3 ligase	UBR	UBR-type ZnF	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|associated E3 ligase|UBR|UBR-type ZnF	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA|PA28	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome activators and inhibitors	activator, AAA	PA28	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA|PA28	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|Armadillo-like	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome activators and inhibitors	modulator	Armadillo-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|Armadillo-like	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|PI31	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome activators and inhibitors	modulator	PI31	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|PI31	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|PITH	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome activators and inhibitors	modulator	PITH	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|modulator|PITH	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|Armadillo-like	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome assembly chaperone	regulatory particle	Armadillo-like	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|Armadillo-like	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|PDZ	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome assembly chaperone	regulatory particle	PDZ	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|PDZ	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|WD40	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome assembly chaperone	regulatory particle	WD40	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|WD40	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|ankyrin	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome assembly chaperone	regulatory particle	ankyrin	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome assembly chaperone|regulatory particle|ankyrin	no_mapping
subtype	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome core particle subunit|alpha subunit|constitutive	Ubiquitin Proteasome System	Proteasome and associated proteins	proteasome core particle subunit	alpha subunit	constitutive	no_mapping		ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome core particle subunit|alpha subunit|constitutive	no_mapping
