accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
P06101,1,18.4877,C,HSP90-CDC37 chaperone complex,GO:1990565,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,15
P06101,2,17.7809,P,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,GO:0010969,exact_label,NO_OVERLAP,,,15
P06101,3,17.0653,P,positive regulation of pheromone response MAPK cascade,GO:0062038,exact_label,MORE_SPECIFIC,GO:0043410,positive regulation of MAPK cascade,15
P06101,4,16.8794,P,negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,GO:0090029,exact_label,NO_OVERLAP,,,15
P06101,5,16.825,P,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion,GO:0000754,obsolete_in_go,OBSOLETE_TERM,,,15
P31539,1,16.1898,P,cellular heat acclimation,GO:0070370,exact_label,EXACT,GO:0070370,cellular heat acclimation,23
P31539,2,16.0739,P,cellular response to misfolded protein,GO:0071218,exact_label,NO_OVERLAP,,,23
P31539,3,15.5856,P,cellular response to heat,GO:0034605,exact_label,EXACT,GO:0034605,cellular response to heat,23
P31539,4,15.4739,C,protein aggregate center,GO:0140453,exact_label,NO_OVERLAP,,,23
P31539,5,15.1337,P,protein aggregate center assembly,GO:0140454,exact_label,NO_OVERLAP,,,23
P19882,1,17.9931,P,mitochondrial unfolded protein response,GO:0034514,exact_label,EXACT,GO:0034514,mitochondrial unfolded protein response,25
P19882,2,15.587,C,mitosome,GO:0032047,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,25
P19882,3,15.5442,P,'de novo' post-translational protein folding,GO:0051084,exact_label,MORE_SPECIFIC,GO:0006457,protein folding,25
P19882,4,15.1149,C,mitochondrial crista,GO:0030061,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,25
P19882,5,15.054,P,'de novo' protein folding,GO:0006458,exact_label,EXACT,GO:0006458,'de novo' protein folding,25
P32361,1,20.3374,C,Ire1 complex,GO:1990332,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,27
P32361,2,19.5404,P,IRE1-mediated unfolded protein response,GO:0036498,exact_label,EXACT,GO:0036498,IRE1-mediated unfolded protein response,27
P32361,3,18.5302,C,IRE1-TRAF2-ASK1 complex,GO:1990604,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,27
P32361,4,18.4356,P,endoplasmic reticulum unfolded protein response,GO:0030968,exact_label,EXACT,GO:0030968,endoplasmic reticulum unfolded protein response,27
P32361,5,17.4856,P,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,GO:0036492,exact_label,MORE_SPECIFIC,GO:0034976,response to endoplasmic reticulum stress,27
P16474,1,18.8267,C,cortical endoplasmic reticulum lumen,GO:0099021,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,27
P16474,2,17.2176,P,protein folding in endoplasmic reticulum,GO:0034975,exact_label,NO_OVERLAP,,,27
P16474,3,17.1757,C,endoplasmic reticulum chaperone complex,GO:0034663,exact_label,EXACT,GO:0034663,endoplasmic reticulum chaperone complex,27
P16474,4,17.0884,P,"post-translational protein targeting to membrane, translocation",GO:0031204,exact_label,EXACT,GO:0031204,"post-translational protein targeting to membrane, translocation",27
P16474,5,16.8695,C,endoplasmic reticulum lumen,GO:0005788,exact_label,EXACT,GO:0005788,endoplasmic reticulum lumen,27
P17967,1,15.7549,F,protein disulfide isomerase activity,GO:0003756,exact_label,EXACT,GO:0003756,protein disulfide isomerase activity,12
P17967,2,15.5749,P,protein folding in endoplasmic reticulum,GO:0034975,exact_label,MORE_SPECIFIC,GO:0006457,protein folding,12
P17967,3,15.409,C,endoplasmic reticulum lumen,GO:0005788,exact_label,EXACT,GO:0005788,endoplasmic reticulum lumen,12
P17967,4,15.3851,C,Tapasin-ERp57 complex,GO:0061779,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,12
P17967,5,15.1368,C,endoplasmic reticulum quality control compartment,GO:0044322,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,12
P01120,1,16.7851,F,GDP binding,GO:0019003,exact_label,MORE_SPECIFIC,GO:0000166,nucleotide binding,24
P01120,2,16.6144,P,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion,GO:0010969,exact_label,NO_OVERLAP,,,24
P01120,3,16.2263,P,positive regulation of pheromone response MAPK cascade,GO:0062038,exact_label,NO_OVERLAP,,,24
P01120,4,16.2225,P,response to pheromone triggering conjugation with cellular fusion,GO:0000749,exact_label,NO_OVERLAP,,,24
P01120,5,16.2173,P,positive regulation of pseudohyphal growth,GO:2000222,exact_label,EXACT,GO:2000222,positive regulation of pseudohyphal growth,24
P06700,1,20.1481,F,NAD-dependent histone H3K18 deacetylase activity,GO:0097372,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,40
P06700,2,19.9512,F,NAD-dependent histone H3K14 deacetylase activity,GO:0032041,exact_label,EXACT,GO:0032041,"histone H3K14 deacetylase activity, NAD-dependent",40
P06700,3,19.9486,F,NAD-dependent histone H3K56 deacetylase activity,GO:0140765,exact_label,MORE_SPECIFIC,GO:0016740,transferase activity,40
P06700,4,19.2725,P,negative regulation of silent mating-type cassette heterochromatin formation,GO:0061186,exact_label,NO_OVERLAP,,,40
P06700,5,19.1821,F,NAD-dependent histone H4K16 deacetylase activity,GO:0046970,exact_label,EXACT,GO:0046970,"histone H4K16 deacetylase activity, NAD-dependent",40
P10591,1,16.0601,C,protein aggregate center,GO:0140453,exact_label,NO_OVERLAP,,,29
P10591,2,15.5791,P,protein aggregate center assembly,GO:0140454,exact_label,NO_OVERLAP,,,29
P10591,3,15.2062,C,fungal-type cell wall,GO:0009277,exact_label,EXACT,GO:0009277,fungal-type cell wall,29
P10591,4,15.0819,P,mating type switching,GO:0007533,exact_label,NO_OVERLAP,,,29
P10591,5,14.8701,F,denatured protein binding,GO:0031249,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,29
P35169,1,9.6973,P,vacuole organization,GO:0007033,exact_label,NO_OVERLAP,,,39
P35169,2,9.4361,C,Tec1p-Ste12p-Dig1p complex,GO:1990527,exact_label,NO_OVERLAP,,,39
P35169,3,9.2456,C,Gin4 complex,GO:1990317,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,39
P35169,4,9.2357,C,mating projection base,GO:0001400,exact_label,NO_OVERLAP,,,39
P35169,5,9.149,C,mating projection membrane,GO:0070250,exact_label,MORE_SPECIFIC,GO:0005886,plasma membrane,39
