pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:28844881	ERRATUM	ERRATUM	Journal Article	CommentIn:28885625;ErratumIn:28978428	28978428	Genetic Depletion of Adipocyte Creatine Metabolism Inhibits Diet-Induced Thermogenesis and Drives Obesity.	Cell Metab	2017	1	human/GATM	annotation;reference;supporting_text	True	False	human/GATM GO:0120162 positive regulation of cold-induced thermogenesis [ISS] action=KEEP_AS_NON_CORE
PMID:28918903	ERRATUM	ERRATUM	Journal Article	ErratumIn:29932906	29932906	SAGA Is a General Cofactor for RNA Polymerase II Transcription.	Mol Cell	2017	1	yeast/GCN5	reference;supporting_text	False	False	
PMID:28945818	ERRATUM	ERRATUM	Journal Article	ErratumIn:29381767	29381767	The promoter region of lapA and its transcriptional regulation by Fis in Pseudomonas putida.	PLoS One	2017	1	PSEPK/rpoS	reference	False	False	
PMID:28955517	ERRATUM	ERRATUM	Journal Article	ErratumIn:32257529	32257529	AFF1 and AFF4 differentially regulate the osteogenic differentiation of human MSCs.	Bone Res	2017	2	human/AFF1;human/AFF4	annotation;reference;supporting_text	True	False	human/AFF1 GO:0045668 negative regulation of osteoblast differentiation [IMP] action=NEW;human/AFF4 GO:0045669 positive regulation of osteoblast differentiation [IMP] action=NEW
PMID:28973376	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:29351602	29351602	The integrity and organization of the human AIPL1 functional domains is critical for its role as a HSP90-dependent co-chaperone for rod PDE6.	Hum Mol Genet	2017	1	human/AIPL1	reference;supporting_text	False	False	
PMID:29133956	ERRATUM	ERRATUM	Evaluation Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:29440641	29440641	Network inference from glycoproteomics data reveals new reactions in the IgG glycosylation pathway.	Nat Commun	2017	2	human/B4GALT1;human/ST6GAL1	annotation;reference	True	False	human/B4GALT1 GO:0003831 beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity [EXP] action=ACCEPT
PMID:2914937	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		Isolation and characterization of the gene and cDNA encoding human mitochondrial creatine kinase.	J Biol Chem	1989	1	human/CKMT1A	annotation;reference;supporting_text	True	False	human/CKMT1A GO:0004111 creatine kinase activity [TAS] action=ACCEPT;human/CKMT1A GO:0005739 mitochondrion [TAS] action=KEEP_AS_NON_CORE
PMID:29156729	ERRATUM	ERRATUM	Journal Article	ErratumIn:29569654	29569654	A RasGAP, DAB2IP, regulates lipid droplet homeostasis by serving as GAP toward RAB40C.	Oncotarget	2017	1	human/DAB2IP	annotation;reference;supporting_text	True	False	human/DAB2IP GO:0005096 GTPase activator activity [IMP] action=ACCEPT;human/DAB2IP GO:0005737 cytoplasm [IDA] action=ACCEPT;human/DAB2IP GO:0005886 plasma membrane [IDA] action=ACCEPT;human/DAB2IP GO:0016020 membrane [IDA] action=ACCEPT;human/DAB2IP GO:0043547 positive regulation of GTPase activity [IMP] action=ACCEPT;human/DAB2IP GO:0140042 lipid droplet formation [IMP] action=KEEP_AS_NON_CORE
PMID:29273753	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:29535387	29535387	Double mimicry evades tRNA synthetase editing by toxic vegetable-sourced non-proteinogenic amino acid.	Nat Commun	2017	1	human/AARS1	reference	False	False	
PMID:29320478	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:29379146,29602571;ErratumIn:29973716	29973716	An extracellular network of Arabidopsis leucine-rich repeat receptor kinases.	Nature	2018	5	ARATH/BAK1;ARATH/BRI1;ARATH/CLV1;ARATH/EFR;ARATH/FLS2	annotation;reference;supporting_text	True	False	ARATH/BAK1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/BAK1 GO:0042802 identical protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/BRI1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/CLV1 GO:0005515 protein binding [IPI] action=UNDECIDED;ARATH/EFR GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/FLS2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/FLS2 GO:0042802 identical protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:29393851	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:41641812	41641812	Gq activity- and β-arrestin-1 scaffolding-mediated ADGRG2/CFTR coupling are required for male fertility.	Elife	2018	1	human/CFTR	annotation;reference;supporting_text	True	False	human/CFTR GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:29503843	ERRATUM	ERRATUM	Journal Article	ErratumIn:37223534	37223534	Sox9 augments BMP2-induced chondrogenic differentiation by downregulating Smad7 in mesenchymal stem cells (MSCs).	Genes Dis	2017	1	human/SOX9	annotation;reference;supporting_text	True	False	human/SOX9 GO:0000122 negative regulation of transcription by RNA polymerase II [IDA] action=ACCEPT;human/SOX9 GO:0030279 negative regulation of ossification [IDA] action=ACCEPT;human/SOX9 GO:0061036 positive regulation of cartilage development [IDA] action=ACCEPT;human/SOX9 GO:1902732 positive regulation of chondrocyte proliferation [IDA] action=ACCEPT
PMID:29517768	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31028354	31028354	Mitochondrial oxodicarboxylate carrier deficiency is associated with mitochondrial DNA depletion and spinal muscular atrophy-like disease.	Genet Med	2018	1	human/SLC25A21	annotation;reference;supporting_text	True	False	human/SLC25A21 GO:0015139 alpha-ketoglutarate transmembrane transporter activity [IMP] action=ACCEPT;human/SLC25A21 GO:1990550 mitochondrial alpha-ketoglutarate transmembrane transport [IMP] action=ACCEPT
PMID:29656858	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:30290155	30290155	A Recurrent De Novo PACS2 Heterozygous Missense Variant Causes Neonatal-Onset Developmental Epileptic Encephalopathy, Facial Dysmorphism, and Cerebellar Dysgenesis.	Am J Hum Genet	2018	1	human/SIRT1	annotation;reference;supporting_text	True	False	human/SIRT1 GO:0005515 protein binding [IPI] action=REMOVE
PMID:29662061	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30065299	30065299	RPAP3 provides a flexible scaffold for coupling HSP90 to the human R2TP co-chaperone complex.	Nat Commun	2018	2	human/PFDN2;human/PFDN6	annotation;reference;supporting_text	True	False	human/PFDN2 GO:0050821 protein stabilization [NAS] action=KEEP_AS_NON_CORE;human/PFDN2 GO:1990062 RPAP3/R2TP/prefoldin-like complex [IPI] action=NEW;human/PFDN6 GO:0050821 protein stabilization [NAS] action=KEEP_AS_NON_CORE;human/PFDN6 GO:1990062 RPAP3/R2TP/prefoldin-like complex [IPI] action=NEW
PMID:29792731	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30593121	30593121	APR3 modulates oxidative stress and mitochondrial function in ARPE-19 cells.	FASEB J	2018	2	human/KEAP1;human/NFE2L2	annotation;reference;supporting_text	True	False	human/KEAP1 GO:0005515 protein binding [IPI] action=MODIFY;human/NFE2L2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:29849149	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:30118677;ErratumIn:29921925	29921925	Disruption of the beclin 1-BCL2 autophagy regulatory complex promotes longevity in mice.	Nature	2018	3	human/BCL2;human/BECN1;mouse/Bcl2	annotation;reference;supporting_text	True	False	human/BCL2 GO:0005515 protein binding [IPI] action=ACCEPT;human/BECN1 GO:0005515 protein binding [IPI] action=REMOVE;mouse/Bcl2 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:29887161	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:29887160,30507383,30507384,30507385,30507386,30507387,30597596;ErratumIn:31978359	31978359	LRP10 genetic variants in familial Parkinson's disease and dementia with Lewy bodies: a genome-wide linkage and sequencing study.	Lancet Neurol	2018	1	human/LRP10	reference	False	False	
PMID:29907856	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30068992	30068992	Deletion of DDB1- and CUL4- associated factor-17 (Dcaf17) gene causes spermatogenesis defects and male infertility in mice.	Sci Rep	2018	1	human/DDB1	annotation;reference	True	False	human/DDB1 GO:0007283 spermatogenesis [NAS] action=KEEP_AS_NON_CORE
PMID:29915238	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:29950663	29950663	The Jumonji-C oxygenase JMJD7 catalyzes (3S)-lysyl hydroxylation of TRAFAC GTPases.	Nat Chem Biol	2018	1	human/DRG2	annotation;reference	True	False	human/DRG2 GO:0003723 RNA binding [IDA] action=KEEP_AS_NON_CORE;human/DRG2 GO:0003924 GTPase activity [IDA] action=ACCEPT;human/DRG2 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/DRG2 GO:0005634 nucleus [IDA] action=ACCEPT;human/DRG2 GO:0005737 cytoplasm [IDA] action=ACCEPT
PMID:30015847	ERRATUM	ERRATUM	Journal Article	ErratumIn:30942453,35014687	30942453;35014687	LRIG2 promotes the proliferation and cell cycle progression of glioblastoma cells in vitro and in vivo through enhancing PDGFRβ signaling.	Int J Oncol	2018	1	human/LRIG2	annotation;reference;supporting_text	True	False	human/LRIG2 GO:0005515 protein binding [IPI] action=MODIFY;human/LRIG2 GO:2000588 positive regulation of platelet-derived growth factor receptor-beta signaling pathway [IMP] action=NEW
PMID:30045870	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:30659162	30659162	Structure-function analyses reveal the mechanism of the ARH3-dependent hydrolysis of ADP-ribosylation.	J Biol Chem	2018	1	human/ADPRS	annotation;reference;supporting_text	True	False	human/ADPRS GO:0000287 magnesium ion binding [IDA] action=ACCEPT;human/ADPRS GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds [IDA] action=MODIFY;human/ADPRS GO:0005634 nucleus [IDA] action=ACCEPT;human/ADPRS GO:0005694 chromosome [EXP] action=ACCEPT;human/ADPRS GO:0006281 DNA repair [IMP] action=ACCEPT;human/ADPRS GO:0090734 site of DNA damage [IDA] action=ACCEPT
PMID:30100084	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural	ErratumIn:30388405,34861176	30388405;34861176	Biallelic Mutations in ADPRHL2, Encoding ADP-Ribosylhydrolase 3, Lead to a Degenerative Pediatric Stress-Induced Epileptic Ataxia Syndrome.	Am J Hum Genet	2018	1	human/ADPRS	reference	False	False	
PMID:30119996	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:30134194;ErratumIn:31940269	31940269	The Kinase IKKβ Regulates a STING- and NF-κB-Dependent Antiviral Response Pathway in Drosophila.	Immunity	2018	1	human/STING1	annotation;reference	True	False	human/STING1 GO:0005789 endoplasmic reticulum membrane [IDA] action=ACCEPT
PMID:30140060	ERRATUM	ERRATUM	Case Reports;Journal Article	ErratumIn:30266949	30266949	A Novel NDUFS3 mutation in a Chinese patient with severe Leigh syndrome.	J Hum Genet	2018	1	human/NDUFS3	annotation;reference;supporting_text	True	False	human/NDUFS3 GO:0005198 structural molecule activity [IMP] action=NEW;human/NDUFS3 GO:0006120 mitochondrial electron transport, NADH to ubiquinone [IMP] action=ACCEPT;human/NDUFS3 GO:0008137 NADH dehydrogenase (ubiquinone) activity [IMP] action=ACCEPT;human/NDUFS3 GO:0032981 mitochondrial respiratory chain complex I assembly [IMP] action=ACCEPT
PMID:30242148	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30385761	30385761	Gap junction protein Connexin-43 is a direct transcriptional regulator of N-cadherin in vivo.	Nat Commun	2018	1	human/BTF3	annotation;reference	True	False	human/BTF3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:30405246	ERRATUM	ERRATUM	Journal Article	CommentIn:30591729;ErratumIn:31142845	31142845	Design of amidobenzimidazole STING receptor agonists with systemic activity.	Nature	2018	1	human/STING1	annotation;reference	True	False	human/STING1 GO:0042802 identical protein binding [IPI] action=MODIFY;human/STING1 GO:1990231 STING complex [IPI] action=ACCEPT
PMID:30442809	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:31089690,31699909;ErratumIn:31023898	31023898	Protein assemblies ejected directly from native membranes yield complexes for mass spectrometry.	Science	2018	1	ECOLI/DnaK	annotation;reference	True	False	ECOLI/DnaK GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:30451973	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:30459459;ErratumIn:32499603	32499603	Biallelic GALM pathogenic variants cause a novel type of galactosemia.	Genet Med	2019	1	human/GALM	annotation;reference;supporting_text	True	False	human/GALM GO:0004034 aldose 1-epimerase activity [IDA] action=ACCEPT;human/GALM GO:0004034 aldose 1-epimerase activity [IMP] action=ACCEPT;human/GALM GO:0033499 beta-D-galactose catabolic process via UDP-galactose, Leloir pathway [IDA] action=ACCEPT;human/GALM GO:0033499 beta-D-galactose catabolic process via UDP-galactose, Leloir pathway [IMP] action=ACCEPT
PMID:30595372	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30735662	30735662	De Novo Mutations Affecting the Catalytic Cα Subunit of PP2A, PPP2CA, Cause Syndromic Intellectual Disability Resembling Other PP2A-Related Neurodevelopmental Disorders.	Am J Hum Genet	2019	2	human/PPP2CA;human/PPP2R1A	annotation;reference;supporting_text	True	False	human/PPP2CA GO:0004721 phosphoprotein phosphatase activity [IDA] action=ACCEPT;human/PPP2CA GO:0004722 protein serine/threonine phosphatase activity [IDA] action=ACCEPT;human/PPP2CA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PPP2R1A GO:0004721 phosphoprotein phosphatase activity [IDA] action=ACCEPT
PMID:30659798	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31740076	31740076	Cryo-EM Structure (4.5-Å) of Yeast Kinesin-5-Microtubule Complex Reveals a Distinct Binding Footprint and Mechanism of Drug Resistance.	J Mol Biol	2019	1	SCHPO/cut7	annotation;reference;supporting_text	True	False	SCHPO/cut7 GO:0003777 microtubule motor activity [IDA] action=ACCEPT;SCHPO/cut7 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;SCHPO/cut7 GO:0008017 microtubule binding [IDA] action=ACCEPT
PMID:30692621	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:30846880	30846880	SERPINB1-mediated checkpoint of inflammatory caspase activation.	Nat Immunol	2019	1	human/CASP4	annotation;reference;supporting_text	True	False	human/CASP4 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:30783677	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:39268582	39268582	MRE11 UFMylation promotes ATM activation.	Nucleic Acids Res	2019	1	human/UFL1	annotation;reference	True	False	human/UFL1 GO:0006974 DNA damage response [IDA] action=KEEP_AS_NON_CORE;human/UFL1 GO:0061666 UFM1 ligase activity [IDA] action=ACCEPT
PMID:30923119	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31712443	31712443	Arabidopsis and Chlamydomonas phosphoribulokinase crystal structures complete the redox structural proteome of the Calvin-Benson cycle.	Proc Natl Acad Sci U S A	2019	1	CHLRE/CP12	reference	False	False	
PMID:30929736	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31051110	31051110	Recurrent Germline DLST Mutations in Individuals with Multiple Pheochromocytomas and Paragangliomas.	Am J Hum Genet	2019	1	human/DLST	annotation;reference;supporting_text	True	False	human/DLST GO:0004149 dihydrolipoyllysine-residue succinyltransferase activity [IMP] action=ACCEPT;human/DLST GO:0006099 tricarboxylic acid cycle [IMP] action=ACCEPT;human/DLST GO:0016746 acyltransferase activity [IMP] action=MODIFY
PMID:31086329	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:31086328;ErratumIn:33495649	33495649	MCC950 closes the active conformation of NLRP3 to an inactive state.	Nat Chem Biol	2019	1	human/NLRP3	annotation;reference	True	False	human/NLRP3 GO:0016887 ATP hydrolysis activity [IDA] action=ACCEPT;human/NLRP3 GO:0032731 positive regulation of interleukin-1 beta production [IDA] action=ACCEPT;human/NLRP3 GO:0050729 positive regulation of inflammatory response [IDA] action=ACCEPT
PMID:31189955	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:31235950	31235950	Structure and function of Vms1 and Arb1 in RQC and mitochondrial proteome homeostasis.	Nature	2019	1	SCHPO/vms1	reference;supporting_text	False	False	
PMID:31245283	ERRATUM	ERRATUM	Journal Article	ErratumIn:33102241	33102241	The Prognostic and Therapeutic Potential of LRIG3 and Soluble LRIG3 in Glioblastoma.	Front Oncol	2019	1	human/LRIG3	reference	False	False	
PMID:31453808	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:32969336	32969336	A nuclear role for the DEAD-box protein Dbp5 in tRNA export.	Elife	2019	1	yeast/DBP5	annotation;reference;supporting_text	True	False	yeast/DBP5 GO:0006409 tRNA export from nucleus [IDA] action=KEEP_AS_NON_CORE
PMID:31461301	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:32543991	32543991	Biallelic Variants in ASNA1, Encoding a Cytosolic Targeting Factor of Tail-Anchored Proteins, Cause Rapidly Progressive Pediatric Cardiomyopathy.	Circ Genom Precis Med	2019	1	human/GET3	annotation;reference;supporting_text	True	False	human/GET3 GO:0005783 endoplasmic reticulum [EXP] action=ACCEPT;human/GET3 GO:0071816 tail-anchored membrane protein insertion into ER membrane [IMP] action=ACCEPT
PMID:31461748	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:31551540,31907795;ErratumIn:33526937	33526937	Structural basis of assembly of the human T cell receptor-CD3 complex.	Nature	2019	1	human/CD247	annotation;reference;supporting_text	True	False	human/CD247 GO:0005886 plasma membrane [IDA] action=ACCEPT;human/CD247 GO:0042105 alpha-beta T cell receptor complex [IDA] action=ACCEPT;human/CD247 GO:0042105 alpha-beta T cell receptor complex [IPI] action=ACCEPT
PMID:31468725	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:32237217	32237217	Metabolic engineering of Pseudomonas putida for increased polyhydroxyalkanoate production from lignin.	Microb Biotechnol	2020	2	PSEPK/phaA;PSEPK/phaC	reference;supporting_text	False	False	
PMID:31575891	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:33173071	33173071	Characterization of three TRAPPC11 variants suggests a critical role for the extreme carboxy terminus of the protein.	Sci Rep	2019	1	human/TRAPPC11	annotation;reference;supporting_text	True	False	human/TRAPPC11 GO:0097352 autophagosome maturation [IMP] action=NEW
PMID:31604922	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:32385292	32385292	TFPa/HADHA is required for fatty acid beta-oxidation and cardiolipin re-modeling in human cardiomyocytes.	Nat Commun	2019	1	human/HADHA	annotation;reference;supporting_text	True	False	human/HADHA GO:0006635 fatty acid beta-oxidation [IMP] action=ACCEPT;human/HADHA GO:0035965 cardiolipin acyl-chain remodeling [IMP] action=ACCEPT
PMID:31794024	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:32125358,32125366,33011761,33011764;ErratumIn:32333675	32333675	Deficiencies in vesicular transport mediated by TRAPPC4 are associated with severe syndromic intellectual disability.	Brain	2020	1	human/TRAPPC4	annotation;reference;supporting_text	True	False	human/TRAPPC4 GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport [IMP] action=ACCEPT;human/TRAPPC4 GO:0006914 autophagy [IMP] action=ACCEPT;human/TRAPPC4 GO:0030008 TRAPP complex [IMP] action=ACCEPT
PMID:31871319	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:32042180	32042180	Mapping the proximity interaction network of the Rho-family GTPases reveals signalling pathways and regulatory mechanisms.	Nat Cell Biol	2020	1	human/ABR	reference	False	False	
PMID:31873304	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	CommentIn:34294920,34294921;ErratumIn:32242119	32242119	Molecular basis for acetyl-CoA production by ATP-citrate lyase.	Nat Struct Mol Biol	2020	1	human/ACLY	annotation;reference;supporting_text	True	False	human/ACLY GO:0015936 coenzyme A metabolic process [IDA] action=ACCEPT;human/ACLY GO:0140615 ATP-dependent citrate lyase complex [IPI] action=ACCEPT
PMID:31931111	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:35240296	35240296	Engineering glucose metabolism for enhanced muconic acid production in Pseudomonas putida KT2440.	Metab Eng	2020	1	PSEPK/gacS	reference	False	False	
PMID:32299851	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:32467380;ErratumIn:42424476	42424476	Granzyme A from cytotoxic lymphocytes cleaves GSDMB to trigger pyroptosis in target cells.	Science	2020	1	human/GSDMB	reference	False	False	
PMID:32355176	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:33159085	33159085	The cooperative action of CSB, CSA, and UVSSA target TFIIH to DNA damage-stalled RNA polymerase II.	Nat Commun	2020	1	human/DDB1	annotation;reference	True	False	human/DDB1 GO:0080008 Cul4-RING E3 ubiquitin ligase complex [IDA] action=ACCEPT
PMID:32492081	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Video-Audio Media	ErratumIn:32968790,34357389	32968790;34357389	ERdj8 governs the size of autophagosomes during the formation process.	J Cell Biol	2020	1	human/DNAJC16	annotation;reference;supporting_text	True	False	human/DNAJC16 GO:0005789 endoplasmic reticulum membrane [IDA] action=ACCEPT;human/DNAJC16 GO:0016243 regulation of autophagosome size [IMP] action=ACCEPT
PMID:32513959	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:37978300	37978300	Structure and dynamics of the ASB9 CUL-RING E3 Ligase.	Nat Commun	2020	2	human/ELOB;human/ELOC	annotation;reference	True	False	human/ELOB GO:0031466 Cul5-RING ubiquitin ligase complex [IDA] action=ACCEPT;human/ELOC GO:0031466 Cul5-RING ubiquitin ligase complex [IDA] action=ACCEPT
PMID:32612234	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:32724209	32724209	Extensive signal integration by the phytohormone protein network.	Nature	2020	26	ARATH/ABI1;ARATH/ABI5;ARATH/ARF19;ARATH/AT5G05410;ARATH/AUX1;ARATH/BZR1;ARATH/CIPK24;ARATH/DRB1;ARATH/DREB2A;ARATH/EDS1;ARATH/GAI;ARATH/GI;ARATH/GID1A;ARATH/GL3;ARATH/JAZ1;ARATH/MPK6;ARATH/MYC2;ARATH/NPR1;ARATH/OST1;ARATH/P93002;ARATH/PYR1;ARATH/RGA;ARATH/SCR;ARATH/SPCH;ARATH/TOC1;ARATH/TTG1	annotation;reference;supporting_text	True	False	ARATH/ABI1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/ABI5 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/ARF19 GO:0005515 protein binding [IPI] action=UNDECIDED;ARATH/AT5G05410 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/AUX1 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/BZR1 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/CIPK24 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/DRB1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/DREB2A GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/EDS1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/GAI GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/GI GO:0005515 protein binding [IPI] action=UNDECIDED;ARATH/GID1A GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/GL3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/JAZ1 GO:0042802 identical protein binding [IPI] action=ACCEPT;ARATH/MPK6 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/MYC2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/NPR1 GO:0005515 protein binding [IPI] action=MODIFY;ARATH/OST1 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/P93002 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/PYR1 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/RGA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/SCR GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/SPCH GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/TOC1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/TTG1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:32636384	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:33159063	33159063	Structure of the yeast Swi/Snf complex in a nucleosome free state.	Nat Commun	2020	1	yeast/SWI3	reference;supporting_text	False	False	
PMID:32690950	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:32929276	32929276	STEEP mediates STING ER exit and activation of signaling.	Nat Immunol	2020	1	human/STING1	annotation;reference	True	False	human/STING1 GO:0005789 endoplasmic reticulum membrane [EXP] action=ACCEPT;human/STING1 GO:0033116 endoplasmic reticulum-Golgi intermediate compartment membrane [IDA] action=ACCEPT
PMID:32753672	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:32788721	32788721	Mammalian Atg8 proteins and the autophagy factor IRGM control mTOR and TFEB at a regulatory node critical for responses to pathogens.	Nat Cell Biol	2020	1	human/PPP3CB	annotation;reference;supporting_text	True	False	human/PPP3CB GO:0033192 calmodulin-dependent protein phosphatase activity [IDA] action=ACCEPT;human/PPP3CB GO:1900182 positive regulation of protein localization to nucleus [IDA] action=ACCEPT;human/PPP3CB GO:1905673 positive regulation of lysosome organization [IDA] action=ACCEPT
