action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name
REMOVE	lolD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0055085	transmembrane transport	PTN002383677	PTHR24220	IMPORT ATP-BINDING PROTEIN	PTHR24220:SF689	LIPOPROTEIN-RELEASING SYSTEM ATP-BINDING PROTEIN LOLD
REMOVE	lpdV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006103	2-oxoglutarate metabolic process	PTN002340777	PTHR22912	DISULFIDE OXIDOREDUCTASE	PTHR22912:SF160	DIHYDROLIPOYL DEHYDROGENASE
REMOVE	lsdB	Sphingomonas paucimobilis	GO:0010436	carotenoid dioxygenase activity	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	lsdB	Sphingomonas paucimobilis	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
REMOVE	lytN	Staphylococcus aureus	GO:0008932	lytic endotransglycosylase activity	PTN001856296	PTHR33734	LYSM DOMAIN-CONTAINING GPI-ANCHORED PROTEIN 2	PTHR33734:SF22	MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE D
REMOVE	mazG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046047	TTP catabolic process	PTN002412313	PTHR30522	NUCLEOSIDE TRIPHOSPHATE PYROPHOSPHOHYDROLASE	PTHR30522:SF0	NUCLEOSIDE TRIPHOSPHATE PYROPHOSPHOHYDROLASE
REMOVE	mdcD	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0003989	acetyl-CoA carboxylase activity	PTN002873918	PTHR42995	ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT BETA, CHLOROPLASTIC	PTHR42995:SF1	MALONATE DECARBOXYLASE BETA SUBUNIT
REMOVE	mdcD	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0006633	fatty acid biosynthetic process	PTN002873918	PTHR42995	ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT BETA, CHLOROPLASTIC	PTHR42995:SF1	MALONATE DECARBOXYLASE BETA SUBUNIT
REMOVE	mdcD	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:2001295	malonyl-CoA biosynthetic process	PTN002873918	PTHR42995	ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT BETA, CHLOROPLASTIC	PTHR42995:SF1	MALONATE DECARBOXYLASE BETA SUBUNIT
REMOVE	mdh	Methylorubrum extorquens AM1	GO:0004459	L-lactate dehydrogenase (NAD+) activity	PTN002875914	PTHR43128	L-2-HYDROXYCARBOXYLATE DEHYDROGENASE (NAD(P)(+))	PTHR43128:SF16	L-LACTATE DEHYDROGENASE
REMOVE	mdh	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004459	L-lactate dehydrogenase (NAD+) activity	PTN002454946	PTHR43128	L-2-HYDROXYCARBOXYLATE DEHYDROGENASE (NAD(P)(+))	PTHR43128:SF16	L-LACTATE DEHYDROGENASE
REMOVE	mdh	Methylorubrum extorquens AM1	GO:0006089	lactate metabolic process	PTN002875914	PTHR43128	L-2-HYDROXYCARBOXYLATE DEHYDROGENASE (NAD(P)(+))	PTHR43128:SF16	L-LACTATE DEHYDROGENASE
REMOVE	mdh	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006089	lactate metabolic process	PTN002454946	PTHR43128	L-2-HYDROXYCARBOXYLATE DEHYDROGENASE (NAD(P)(+))	PTHR43128:SF16	L-LACTATE DEHYDROGENASE
REMOVE	mdr	Starmerella bombicola	GO:0005743	mitochondrial inner membrane	PTN008681462	PTHR43394	ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL	PTHR43394:SF11	ATP-BINDING CASSETTE TRANSPORTER
REMOVE	mdr	Starmerella bombicola	GO:0090374	oligopeptide export from mitochondrion	PTN008681462	PTHR43394	ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL	PTHR43394:SF11	ATP-BINDING CASSETTE TRANSPORTER
REMOVE	merA	Pseudomonas aeruginosa	GO:0003955	NAD(P)H dehydrogenase (quinone) activity	PTN005140324	PTHR43014	MERCURIC REDUCTASE	PTHR43014:SF2	MERCURIC REDUCTASE
REMOVE	moaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0061799	cyclic pyranopterin monophosphate synthase activity	PTN002344120	PTHR22960	MOLYBDOPTERIN COFACTOR SYNTHESIS PROTEIN A	PTHR22960:SF0	MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN 1
REMOVE	moeB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004792	thiosulfate-cyanide sulfurtransferase activity	PTN002250299	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	PTHR10953:SF194	MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE
REMOVE	moeB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008146	sulfotransferase activity	PTN002250299	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	PTHR10953:SF194	MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE
REMOVE	mqo1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0047545	(S)-2-hydroxyglutarate dehydrogenase activity	PTN001015070	PTHR43104	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL	PTHR43104:SF2	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL
REMOVE	mqo2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0047545	(S)-2-hydroxyglutarate dehydrogenase activity	PTN001015070	PTHR43104	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL	PTHR43104:SF2	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL
REMOVE	mqo3	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0047545	(S)-2-hydroxyglutarate dehydrogenase activity	PTN001015070	PTHR43104	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL	PTHR43104:SF2	L-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL
REMOVE	mupP	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006281	DNA repair	PTN002459629	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	PTHR43434:SF23	PHOSPHOGLYCOLATE PHOSPHATASE
REMOVE	mupP	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008967	phosphoglycolate phosphatase activity	PTN002459629	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	PTHR43434:SF23	PHOSPHOGLYCOLATE PHOSPHATASE
REMOVE	nicD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	PTN001661081	PTHR43798	MONOACYLGLYCEROL LIPASE	PTHR43798:SF33	HYDROLASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_2G14860)-RELATED
REMOVE	nicR	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006950	response to stress	PTN008652328	PTHR33164	TRANSCRIPTIONAL REGULATOR, MARR FAMILY	PTHR33164:SF95	TRANSCRIPTIONAL REGULATOR
REMOVE	nspC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008836	diaminopimelate decarboxylase activity	PTN001691018	PTHR43727	DIAMINOPIMELATE DECARBOXYLASE	PTHR43727:SF1	CARBOXYNORSPERMIDINE_CARBOXYSPERMIDINE DECARBOXYLASE
REMOVE	nuoM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0048039	ubiquinone binding	PTN002460631	PTHR43507	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4	PTHR43507:SF1	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4
REMOVE	pepV	Fusobacterium nucleatum	GO:0006526	L-arginine biosynthetic process	PTN000865753	PTHR43808	ACETYLORNITHINE DEACETYLASE	PTHR43808:SF31	N-ACETYL-L-CITRULLINE DEACETYLASE
REMOVE	pepV	Fusobacterium nucleatum	GO:0008777	acetylornithine deacetylase activity	PTN000865753	PTHR43808	ACETYLORNITHINE DEACETYLASE	PTHR43808:SF31	N-ACETYL-L-CITRULLINE DEACETYLASE
REMOVE	phnX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006281	DNA repair	PTN002455951	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	PTHR43434:SF19	PHOSPHONOACETALDEHYDE HYDROLASE
REMOVE	phnX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008967	phosphoglycolate phosphatase activity	PTN002455951	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	PTHR43434:SF19	PHOSPHONOACETALDEHYDE HYDROLASE
REMOVE	prpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005975	carbohydrate metabolic process	PTN002271895	PTHR11739	CITRATE SYNTHASE	PTHR11739:SF25	CITRATE SYNTHASE-RELATED PROTEIN DDB_G0287281
REMOVE	ptxD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity	PTN002251374	PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	PTHR10996:SF283	GLYOXYLATE_HYDROXYPYRUVATE REDUCTASE B
REMOVE	ptxD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030267	glyoxylate reductase (NADPH) activity	PTN002251374	PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	PTHR10996:SF283	GLYOXYLATE_HYDROXYPYRUVATE REDUCTASE B
REMOVE	purM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004637	phosphoribosylamine-glycine ligase activity	PTN002237315	PTHR10520	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3-RELATED	PTHR10520:SF12	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3
REMOVE	pvdD	Pseudomonas putida KT2440	GO:0009366	enterobactin synthetase complex	PTN005148629	PTHR45527	NONRIBOSOMAL PEPTIDE SYNTHETASE	PTHR45527:SF1	FATTY ACID SYNTHASE
REMOVE	pvdE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0034040	ATPase-coupled lipid transmembrane transporter activity	PTN000657720	PTHR24221	ATP-BINDING CASSETTE SUB-FAMILY B	PTHR24221:SF654	ATP-BINDING CASSETTE SUB-FAMILY B MEMBER 6
REMOVE	retS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0071474	cellular hyperosmotic response	PTN009177399	PTHR45339	HYBRID SIGNAL TRANSDUCTION HISTIDINE KINASE J	PTHR45339:SF1	HYBRID SIGNAL TRANSDUCTION HISTIDINE KINASE J
REMOVE	scpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003986	acetyl-CoA hydrolase activity	PTN002462025	PTHR43609	ACETYL-COA HYDROLASE	PTHR43609:SF1	ACETYL-COA HYDROLASE
REMOVE	sdhD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0017004	cytochrome complex assembly	PTN002446067	PTHR38689	SUCCINATE DEHYDROGENASE HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT	PTHR38689:SF1	SUCCINATE DEHYDROGENASE HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT
REMOVE	trpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004640	phosphoribosylanthranilate isomerase activity	PTN002338157	PTHR22854	TRYPTOPHAN BIOSYNTHESIS PROTEIN	PTHR22854:SF2	INDOLE-3-GLYCEROL-PHOSPHATE SYNTHASE
REMOVE	ubiX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016831	carboxy-lyase activity	PTN002458738	PTHR43374	FLAVIN PRENYLTRANSFERASE	PTHR43374:SF1	FLAVIN PRENYLTRANSFERASE PAD1, MITOCHONDRIAL
