source_group,reference_set,term_mode,organism,gene,aspect,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1
all_sources,goa_all,leaf_filtered,human,NFE2L2,molecular_function,4,13,15,28,4,0,9,1.0,0.3076923076923077,0.47058823529411764,15,0,13,1.0,0.5357142857142857,0.6976744186046512
all_sources,goa_all,leaf_filtered,human,NFE2L2,biological_process,13,47,117,284,8,5,39,0.6153846153846154,0.1702127659574468,0.26666666666666666,108,9,176,0.9230769230769231,0.38028169014084506,0.5386533665835412
all_sources,goa_all,leaf_filtered,human,NFE2L2,cellular_component,7,7,30,22,2,5,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,18,12,4,0.6,0.8181818181818182,0.6923076923076923
all_sources,goa_all,leaf_filtered,human,NOTCH1,molecular_function,3,13,9,27,3,0,10,1.0,0.23076923076923078,0.375,9,0,18,1.0,0.3333333333333333,0.5
all_sources,goa_all,leaf_filtered,human,NOTCH1,biological_process,50,128,183,577,22,28,106,0.44,0.171875,0.24719101123595508,163,20,414,0.8907103825136612,0.2824956672443674,0.42894736842105263
all_sources,goa_all,leaf_filtered,human,NOTCH1,cellular_component,7,23,30,63,7,0,16,1.0,0.30434782608695654,0.4666666666666667,30,0,33,1.0,0.47619047619047616,0.6451612903225806
all_sources,goa_all,leaf_filtered,human,PARK7,molecular_function,19,33,49,72,15,4,18,0.7894736842105263,0.45454545454545453,0.5769230769230769,47,2,25,0.9591836734693877,0.6527777777777778,0.7768595041322315
all_sources,goa_all,leaf_filtered,human,PARK7,biological_process,117,63,370,349,19,98,44,0.1623931623931624,0.30158730158730157,0.2111111111111111,230,140,119,0.6216216216216216,0.6590257879656161,0.639777468706537
all_sources,goa_all,leaf_filtered,human,PARK7,cellular_component,2,19,14,57,2,0,17,1.0,0.10526315789473684,0.1904761904761905,14,0,43,1.0,0.24561403508771928,0.3943661971830986
all_sources,goa_all,leaf_filtered,human,PTEN,molecular_function,11,21,26,42,7,4,14,0.6363636363636364,0.3333333333333333,0.43749999999999994,26,0,16,1.0,0.6190476190476191,0.7647058823529412
all_sources,goa_all,leaf_filtered,human,PTEN,biological_process,64,69,245,353,11,53,58,0.171875,0.15942028985507245,0.16541353383458646,146,99,207,0.5959183673469388,0.41359773371104813,0.4882943143812709
all_sources,goa_all,leaf_filtered,human,PTEN,cellular_component,5,17,24,53,5,0,12,1.0,0.29411764705882354,0.45454545454545453,24,0,29,1.0,0.4528301886792453,0.6233766233766235
all_sources,goa_all,leaf_filtered,human,SIRT1,molecular_function,11,36,35,82,9,2,27,0.8181818181818182,0.25,0.38297872340425526,34,1,48,0.9714285714285714,0.4146341463414634,0.5811965811965811
all_sources,goa_all,leaf_filtered,human,SIRT1,biological_process,122,113,411,495,40,82,73,0.32786885245901637,0.35398230088495575,0.34042553191489355,316,95,179,0.7688564476885644,0.6383838383838384,0.6975717439293597
all_sources,goa_all,leaf_filtered,human,SIRT1,cellular_component,10,17,44,44,8,2,9,0.8,0.47058823529411764,0.5925925925925927,42,2,2,0.9545454545454546,0.9545454545454546,0.9545454545454546
all_sources,goa_all,leaf_filtered,human,TARDBP,molecular_function,5,11,13,22,5,0,6,1.0,0.45454545454545453,0.625,13,0,9,1.0,0.5909090909090909,0.7428571428571429
all_sources,goa_all,leaf_filtered,human,TARDBP,biological_process,35,18,119,146,8,27,10,0.22857142857142856,0.4444444444444444,0.3018867924528302,92,27,54,0.773109243697479,0.6301369863013698,0.6943396226415095
all_sources,goa_all,leaf_filtered,human,TARDBP,cellular_component,2,9,14,28,1,1,8,0.5,0.1111111111111111,0.1818181818181818,14,0,14,1.0,0.5,0.6666666666666666
all_sources,goa_all,leaf_filtered,human,TP53,molecular_function,29,38,78,84,21,8,17,0.7241379310344828,0.5526315789473685,0.6268656716417911,73,5,11,0.9358974358974359,0.8690476190476191,0.9012345679012346
all_sources,goa_all,leaf_filtered,human,TP53,biological_process,101,144,324,547,28,73,116,0.27722772277227725,0.19444444444444445,0.2285714285714286,273,51,274,0.8425925925925926,0.4990859232175503,0.626865671641791
all_sources,goa_all,leaf_filtered,human,TP53,cellular_component,2,19,14,37,2,0,17,1.0,0.10526315789473684,0.1904761904761905,14,0,23,1.0,0.3783783783783784,0.5490196078431372
all_sources,goa_all,leaf_filtered,human,VEGFA,molecular_function,6,14,19,32,6,0,8,1.0,0.42857142857142855,0.6,19,0,13,1.0,0.59375,0.7450980392156863
all_sources,goa_all,leaf_filtered,human,VEGFA,biological_process,26,94,191,451,11,15,83,0.4230769230769231,0.11702127659574468,0.18333333333333338,163,28,288,0.8534031413612565,0.3614190687361419,0.5077881619937694
all_sources,goa_all,leaf_filtered,human,VEGFA,cellular_component,1,12,1,34,0,1,12,0.0,0.0,,0,1,34,0.0,0.0,
all_sources,goa_all,leaf_filtered,mouse,Akt1,molecular_function,2,24,13,66,2,0,22,1.0,0.08333333333333333,0.15384615384615385,13,0,53,1.0,0.19696969696969696,0.3291139240506329
all_sources,goa_all,leaf_filtered,mouse,Akt1,biological_process,87,176,349,836,42,45,134,0.4827586206896552,0.23863636363636365,0.3193916349809886,302,47,534,0.8653295128939829,0.361244019138756,0.509704641350211
all_sources,goa_all,leaf_filtered,mouse,Akt1,cellular_component,9,22,29,56,9,0,13,1.0,0.4090909090909091,0.5806451612903226,29,0,27,1.0,0.5178571428571429,0.6823529411764707
all_sources,goa_all,leaf_filtered,mouse,Bcl2,molecular_function,1,15,6,33,1,0,14,1.0,0.06666666666666667,0.125,6,0,27,1.0,0.18181818181818182,0.3076923076923077
all_sources,goa_all,leaf_filtered,mouse,Bcl2,biological_process,146,134,516,540,64,82,70,0.4383561643835616,0.47761194029850745,0.45714285714285713,421,95,119,0.8158914728682171,0.7796296296296297,0.7973484848484848
all_sources,goa_all,leaf_filtered,mouse,Bcl2,cellular_component,6,17,25,38,5,1,12,0.8333333333333334,0.29411764705882354,0.4347826086956522,24,1,14,0.96,0.631578947368421,0.7619047619047619
all_sources,goa_all,leaf_filtered,mouse,Calm1,molecular_function,2,18,7,50,2,0,16,1.0,0.1111111111111111,0.19999999999999998,7,0,43,1.0,0.14,0.24561403508771928
all_sources,goa_all,leaf_filtered,mouse,Calm1,biological_process,2,30,16,174,1,1,29,0.5,0.03333333333333333,0.0625,11,5,163,0.6875,0.06321839080459771,0.11578947368421054
all_sources,goa_all,leaf_filtered,mouse,Calm1,cellular_component,3,25,17,89,2,1,23,0.6666666666666666,0.08,0.14285714285714285,17,0,72,1.0,0.19101123595505617,0.32075471698113206
all_sources,goa_all,leaf_filtered,mouse,Ctnnb1,molecular_function,12,29,25,38,12,0,17,1.0,0.41379310344827586,0.5853658536585366,25,0,13,1.0,0.6578947368421053,0.7936507936507937
all_sources,goa_all,leaf_filtered,mouse,Ctnnb1,biological_process,174,196,525,706,55,119,141,0.3160919540229885,0.28061224489795916,0.2972972972972973,446,79,260,0.8495238095238096,0.6317280453257791,0.7246141348497156
all_sources,goa_all,leaf_filtered,mouse,Ctnnb1,cellular_component,26,54,97,120,24,2,30,0.9230769230769231,0.4444444444444444,0.6,97,0,23,1.0,0.8083333333333333,0.8940092165898618
all_sources,goa_all,leaf_filtered,mouse,Egfr,molecular_function,5,22,31,59,1,4,21,0.2,0.045454545454545456,0.07407407407407407,26,5,33,0.8387096774193549,0.4406779661016949,0.5777777777777777
all_sources,goa_all,leaf_filtered,mouse,Egfr,biological_process,27,72,124,397,14,13,58,0.5185185185185185,0.19444444444444445,0.2828282828282829,112,12,285,0.9032258064516129,0.28211586901763225,0.42994241842610365
all_sources,goa_all,leaf_filtered,mouse,Egfr,cellular_component,5,33,21,83,5,0,28,1.0,0.15151515151515152,0.2631578947368421,21,0,62,1.0,0.25301204819277107,0.4038461538461538
all_sources,goa_all,leaf_filtered,mouse,Fyn,molecular_function,5,26,17,56,5,0,21,1.0,0.19230769230769232,0.32258064516129037,17,0,39,1.0,0.30357142857142855,0.4657534246575342
all_sources,goa_all,leaf_filtered,mouse,Fyn,biological_process,52,52,236,311,22,30,30,0.4230769230769231,0.4230769230769231,0.4230769230769231,196,40,115,0.8305084745762712,0.6302250803858521,0.716636197440585
all_sources,goa_all,leaf_filtered,mouse,Fyn,cellular_component,10,19,43,53,10,0,9,1.0,0.5263157894736842,0.6896551724137931,43,0,10,1.0,0.8113207547169812,0.8958333333333334
all_sources,goa_all,leaf_filtered,mouse,Myc,molecular_function,2,19,15,31,2,0,17,1.0,0.10526315789473684,0.1904761904761905,15,0,16,1.0,0.4838709677419355,0.6521739130434783
all_sources,goa_all,leaf_filtered,mouse,Myc,biological_process,75,77,273,424,19,56,58,0.25333333333333335,0.24675324675324675,0.25,210,63,214,0.7692307692307693,0.49528301886792453,0.6025824964131994
all_sources,goa_all,leaf_filtered,mouse,Myc,cellular_component,6,15,31,36,5,1,10,0.8333333333333334,0.3333333333333333,0.47619047619047616,31,0,5,1.0,0.8611111111111112,0.9253731343283582
all_sources,goa_all,leaf_filtered,mouse,Notch1,molecular_function,6,12,17,27,5,1,7,0.8333333333333334,0.4166666666666667,0.5555555555555556,17,0,10,1.0,0.6296296296296297,0.7727272727272727
all_sources,goa_all,leaf_filtered,mouse,Notch1,biological_process,160,191,523,707,57,103,134,0.35625,0.29842931937172773,0.3247863247863248,455,68,252,0.869980879541109,0.6435643564356436,0.7398373983739838
all_sources,goa_all,leaf_filtered,mouse,Notch1,cellular_component,9,28,39,75,9,0,19,1.0,0.32142857142857145,0.4864864864864865,39,0,36,1.0,0.52,0.6842105263157895
all_sources,goa_all,leaf_filtered,mouse,Pten,molecular_function,2,24,13,49,2,0,22,1.0,0.08333333333333333,0.15384615384615385,13,0,36,1.0,0.2653061224489796,0.41935483870967744
all_sources,goa_all,leaf_filtered,mouse,Pten,biological_process,18,116,104,548,10,8,106,0.5555555555555556,0.08620689655172414,0.1492537313432836,102,2,446,0.9807692307692307,0.18613138686131386,0.3128834355828221
all_sources,goa_all,leaf_filtered,mouse,Pten,cellular_component,0,18,0,55,0,0,18,,0.0,,0,0,55,,0.0,
all_sources,goa_all,leaf_filtered,mouse,Src,molecular_function,4,28,14,62,4,0,24,1.0,0.14285714285714285,0.25,14,0,48,1.0,0.22580645161290322,0.3684210526315789
all_sources,goa_all,leaf_filtered,mouse,Src,biological_process,50,104,234,549,26,24,78,0.52,0.25,0.33766233766233766,217,17,332,0.9273504273504274,0.39526411657559196,0.5542784163473818
all_sources,goa_all,leaf_filtered,mouse,Src,cellular_component,10,29,52,84,9,1,20,0.9,0.3103448275862069,0.4615384615384615,51,1,33,0.9807692307692307,0.6071428571428571,0.7499999999999999
all_sources,goa_all,leaf_filtered,mouse,Trp53,molecular_function,5,33,23,80,4,1,29,0.8,0.12121212121212122,0.2105263157894737,22,1,58,0.9565217391304348,0.275,0.42718446601941745
all_sources,goa_all,leaf_filtered,mouse,Trp53,biological_process,153,72,506,319,18,135,54,0.11764705882352941,0.25,0.15999999999999998,210,296,109,0.4150197628458498,0.658307210031348,0.5090909090909091
all_sources,goa_all,leaf_filtered,mouse,Trp53,cellular_component,5,15,21,32,2,3,13,0.4,0.13333333333333333,0.2,17,4,15,0.8095238095238095,0.53125,0.6415094339622642
all_sources,goa_all,leaf_filtered,rat,Akt1,molecular_function,6,24,41,66,6,0,18,1.0,0.25,0.4,41,0,25,1.0,0.6212121212121212,0.766355140186916
all_sources,goa_all,leaf_filtered,rat,Akt1,biological_process,64,134,244,675,24,40,110,0.375,0.1791044776119403,0.24242424242424243,196,48,479,0.8032786885245902,0.2903703703703704,0.426550598476605
all_sources,goa_all,leaf_filtered,rat,Akt1,cellular_component,3,15,15,43,3,0,12,1.0,0.2,0.33333333333333337,15,0,28,1.0,0.3488372093023256,0.5172413793103449
all_sources,goa_all,leaf_filtered,rat,Casp3,molecular_function,4,12,19,35,3,1,9,0.75,0.25,0.375,19,0,16,1.0,0.5428571428571428,0.7037037037037037
all_sources,goa_all,leaf_filtered,rat,Casp3,biological_process,0,66,0,331,0,0,66,,0.0,,0,0,331,,0.0,
all_sources,goa_all,leaf_filtered,rat,Casp3,cellular_component,0,7,0,27,0,0,7,,0.0,,0,0,27,,0.0,
all_sources,goa_all,leaf_filtered,rat,Egfr,molecular_function,7,8,27,33,1,6,7,0.14285714285714285,0.125,0.13333333333333333,17,10,16,0.6296296296296297,0.5151515151515151,0.5666666666666667
all_sources,goa_all,leaf_filtered,rat,Egfr,biological_process,70,11,293,76,3,67,8,0.04285714285714286,0.2727272727272727,0.07407407407407407,54,239,22,0.18430034129692832,0.7105263157894737,0.2926829268292683
all_sources,goa_all,leaf_filtered,rat,Egfr,cellular_component,8,9,28,23,4,4,5,0.5,0.4444444444444444,0.47058823529411764,20,8,3,0.7142857142857143,0.8695652173913043,0.7843137254901961
all_sources,goa_all,leaf_filtered,rat,Hspa5,molecular_function,2,15,4,46,2,0,13,1.0,0.13333333333333333,0.23529411764705882,4,0,42,1.0,0.08695652173913043,0.16
all_sources,goa_all,leaf_filtered,rat,Hspa5,biological_process,13,34,72,230,10,3,24,0.7692307692307693,0.29411764705882354,0.4255319148936171,66,6,164,0.9166666666666666,0.28695652173913044,0.43708609271523174
all_sources,goa_all,leaf_filtered,rat,Hspa5,cellular_component,2,19,11,47,2,0,17,1.0,0.10526315789473684,0.1904761904761905,11,0,36,1.0,0.23404255319148937,0.3793103448275862
all_sources,goa_all,leaf_filtered,rat,Hspa8,molecular_function,10,26,35,58,7,3,19,0.7,0.2692307692307692,0.3888888888888889,33,2,25,0.9428571428571428,0.5689655172413793,0.7096774193548387
all_sources,goa_all,leaf_filtered,rat,Hspa8,biological_process,64,57,255,338,28,36,29,0.4375,0.49122807017543857,0.4628099173553719,208,47,130,0.8156862745098039,0.6153846153846154,0.7015177065767285
all_sources,goa_all,leaf_filtered,rat,Hspa8,cellular_component,25,40,87,101,20,5,20,0.8,0.5,0.6153846153846154,81,6,20,0.9310344827586207,0.801980198019802,0.8617021276595743
all_sources,goa_all,leaf_filtered,rat,Mapk1,molecular_function,4,14,32,40,4,0,10,1.0,0.2857142857142857,0.4444444444444445,32,0,8,1.0,0.8,0.888888888888889
all_sources,goa_all,leaf_filtered,rat,Mapk1,biological_process,48,82,184,425,15,33,67,0.3125,0.18292682926829268,0.23076923076923075,155,29,270,0.842391304347826,0.36470588235294116,0.5090311986863711
all_sources,goa_all,leaf_filtered,rat,Mapk1,cellular_component,15,21,59,63,14,1,7,0.9333333333333333,0.6666666666666666,0.7777777777777778,57,2,6,0.9661016949152542,0.9047619047619048,0.9344262295081968
all_sources,goa_all,leaf_filtered,rat,Prkaa2,molecular_function,5,16,28,38,5,0,11,1.0,0.3125,0.47619047619047616,28,0,10,1.0,0.7368421052631579,0.8484848484848484
all_sources,goa_all,leaf_filtered,rat,Prkaa2,biological_process,29,56,102,260,8,21,48,0.27586206896551724,0.14285714285714285,0.18823529411764706,79,23,181,0.7745098039215687,0.3038461538461538,0.43646408839779005
all_sources,goa_all,leaf_filtered,rat,Prkaa2,cellular_component,7,14,35,52,7,0,7,1.0,0.5,0.6666666666666666,35,0,17,1.0,0.6730769230769231,0.8045977011494253
all_sources,goa_all,leaf_filtered,rat,Rgn,molecular_function,2,6,13,15,1,1,5,0.5,0.16666666666666666,0.25,7,6,8,0.5384615384615384,0.4666666666666667,0.5
all_sources,goa_all,leaf_filtered,rat,Rgn,biological_process,22,21,142,149,14,8,7,0.6363636363636364,0.6666666666666666,0.6511627906976744,111,31,38,0.7816901408450704,0.7449664429530202,0.7628865979381444
all_sources,goa_all,leaf_filtered,rat,Rgn,cellular_component,2,2,9,8,1,1,1,0.5,0.5,0.5,8,1,0,0.8888888888888888,1.0,0.9411764705882353
all_sources,goa_all,leaf_filtered,rat,Slc5a1,molecular_function,1,8,18,24,1,0,7,1.0,0.125,0.2222222222222222,18,0,6,1.0,0.75,0.8571428571428571
all_sources,goa_all,leaf_filtered,rat,Slc5a1,biological_process,1,15,7,60,1,0,14,1.0,0.06666666666666667,0.125,7,0,53,1.0,0.11666666666666667,0.208955223880597
all_sources,goa_all,leaf_filtered,rat,Slc5a1,cellular_component,4,10,22,32,3,1,7,0.75,0.3,0.4285714285714285,22,0,10,1.0,0.6875,0.8148148148148148
all_sources,goa_all,leaf_filtered,rat,St13,molecular_function,5,9,14,22,4,1,5,0.8,0.4444444444444444,0.5714285714285714,14,0,8,1.0,0.6363636363636364,0.7777777777777778
all_sources,goa_all,leaf_filtered,rat,St13,biological_process,1,4,1,29,0,1,4,0.0,0.0,,0,1,29,0.0,0.0,
all_sources,goa_all,leaf_filtered,rat,St13,cellular_component,3,3,10,5,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,5,0,0.5,1.0,0.6666666666666666
all_sources,goa_all,leaf_filtered,rat,Tp53,molecular_function,4,37,11,82,4,0,33,1.0,0.10810810810810811,0.1951219512195122,11,0,71,1.0,0.13414634146341464,0.23655913978494622
all_sources,goa_all,leaf_filtered,rat,Tp53,biological_process,7,98,38,430,6,1,92,0.8571428571428571,0.061224489795918366,0.11428571428571428,37,1,393,0.9736842105263158,0.08604651162790698,0.15811965811965814
all_sources,goa_all,leaf_filtered,rat,Tp53,cellular_component,0,16,0,34,0,0,16,,0.0,,0,0,34,,0.0,
all_sources,goa_all,leaf_filtered,rat,Uggt1,molecular_function,2,5,11,11,2,0,3,1.0,0.4,0.5714285714285715,11,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,rat,Uggt1,biological_process,1,6,12,39,1,0,5,1.0,0.16666666666666666,0.2857142857142857,12,0,27,1.0,0.3076923076923077,0.47058823529411764
all_sources,goa_all,leaf_filtered,rat,Uggt1,cellular_component,2,4,14,15,2,0,2,1.0,0.5,0.6666666666666666,14,0,1,1.0,0.9333333333333333,0.9655172413793104
all_sources,goa_all,leaf_filtered,worm,atfs-1,molecular_function,2,8,6,17,2,0,6,1.0,0.25,0.4,6,0,11,1.0,0.35294117647058826,0.5217391304347826
all_sources,goa_all,leaf_filtered,worm,atfs-1,biological_process,5,13,42,67,2,3,11,0.4,0.15384615384615385,0.2222222222222222,27,15,40,0.6428571428571429,0.40298507462686567,0.49541284403669733
all_sources,goa_all,leaf_filtered,worm,atfs-1,cellular_component,2,5,13,16,2,0,3,1.0,0.4,0.5714285714285715,13,0,3,1.0,0.8125,0.896551724137931
all_sources,goa_all,leaf_filtered,worm,cmd-1,molecular_function,2,3,7,9,2,0,1,1.0,0.6666666666666666,0.8,7,0,2,1.0,0.7777777777777778,0.8750000000000001
all_sources,goa_all,leaf_filtered,worm,cmd-1,biological_process,9,10,52,67,6,3,4,0.6666666666666666,0.6,0.631578947368421,52,0,15,1.0,0.7761194029850746,0.8739495798319328
all_sources,goa_all,leaf_filtered,worm,cmd-1,cellular_component,4,5,24,23,3,1,2,0.75,0.6,0.6666666666666665,22,2,1,0.9166666666666666,0.9565217391304348,0.9361702127659574
all_sources,goa_all,leaf_filtered,worm,csr-1,molecular_function,1,8,2,25,1,0,7,1.0,0.125,0.2222222222222222,2,0,23,1.0,0.08,0.14814814814814814
all_sources,goa_all,leaf_filtered,worm,csr-1,biological_process,12,5,39,38,0,12,5,0.0,0.0,,14,25,24,0.358974358974359,0.3684210526315789,0.36363636363636365
all_sources,goa_all,leaf_filtered,worm,csr-1,cellular_component,1,1,7,7,1,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,worm,daf-16,molecular_function,5,15,21,27,5,0,10,1.0,0.3333333333333333,0.5,21,0,6,1.0,0.7777777777777778,0.8750000000000001
all_sources,goa_all,leaf_filtered,worm,daf-16,biological_process,20,45,133,223,20,0,25,1.0,0.4444444444444444,0.6153846153846153,133,0,90,1.0,0.5964125560538116,0.747191011235955
all_sources,goa_all,leaf_filtered,worm,daf-16,cellular_component,2,3,9,9,2,0,1,1.0,0.6666666666666666,0.8,9,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,worm,daf-2,molecular_function,2,13,7,41,2,0,11,1.0,0.15384615384615385,0.2666666666666667,7,0,34,1.0,0.17073170731707318,0.2916666666666667
all_sources,goa_all,leaf_filtered,worm,daf-2,biological_process,45,35,180,210,20,25,15,0.4444444444444444,0.5714285714285714,0.5,158,22,52,0.8777777777777778,0.7523809523809524,0.8102564102564102
all_sources,goa_all,leaf_filtered,worm,daf-2,cellular_component,5,8,22,32,5,0,3,1.0,0.625,0.7692307692307693,22,0,10,1.0,0.6875,0.8148148148148148
all_sources,goa_all,leaf_filtered,worm,drp-1,molecular_function,3,6,26,27,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,23,3,4,0.8846153846153846,0.8518518518518519,0.8679245283018868
all_sources,goa_all,leaf_filtered,worm,drp-1,biological_process,0,6,0,24,0,0,6,,0.0,,0,0,24,,0.0,
all_sources,goa_all,leaf_filtered,worm,drp-1,cellular_component,0,6,0,27,0,0,6,,0.0,,0,0,27,,0.0,
all_sources,goa_all,leaf_filtered,worm,hlh-30,molecular_function,3,4,18,16,2,1,2,0.6666666666666666,0.5,0.5714285714285715,16,2,0,0.8888888888888888,1.0,0.9411764705882353
all_sources,goa_all,leaf_filtered,worm,hlh-30,biological_process,7,12,52,79,6,1,6,0.8571428571428571,0.5,0.631578947368421,52,0,27,1.0,0.6582278481012658,0.7938931297709924
all_sources,goa_all,leaf_filtered,worm,hlh-30,cellular_component,2,2,8,8,2,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,worm,hsf-1,molecular_function,5,10,13,18,5,0,5,1.0,0.5,0.6666666666666666,13,0,5,1.0,0.7222222222222222,0.8387096774193548
all_sources,goa_all,leaf_filtered,worm,hsf-1,biological_process,17,22,126,134,14,3,8,0.8235294117647058,0.6363636363636364,0.717948717948718,111,15,23,0.8809523809523809,0.8283582089552238,0.8538461538461538
all_sources,goa_all,leaf_filtered,worm,hsf-1,cellular_component,4,5,20,22,3,1,2,0.75,0.6,0.6666666666666665,20,0,2,1.0,0.9090909090909091,0.9523809523809523
all_sources,goa_all,leaf_filtered,worm,hsp-90,molecular_function,4,10,19,45,3,1,7,0.75,0.3,0.4285714285714285,19,0,26,1.0,0.4222222222222222,0.59375
all_sources,goa_all,leaf_filtered,worm,hsp-90,biological_process,10,12,64,65,7,3,5,0.7,0.5833333333333334,0.6363636363636365,48,16,17,0.75,0.7384615384615385,0.7441860465116279
all_sources,goa_all,leaf_filtered,worm,hsp-90,cellular_component,3,7,10,13,3,0,4,1.0,0.42857142857142855,0.6,10,0,3,1.0,0.7692307692307693,0.8695652173913044
all_sources,goa_all,leaf_filtered,worm,ire-1,molecular_function,2,12,14,33,2,0,10,1.0,0.16666666666666666,0.2857142857142857,14,0,19,1.0,0.42424242424242425,0.5957446808510638
all_sources,goa_all,leaf_filtered,worm,ire-1,biological_process,2,11,33,68,2,0,9,1.0,0.18181818181818182,0.3076923076923077,33,0,35,1.0,0.4852941176470588,0.6534653465346535
all_sources,goa_all,leaf_filtered,worm,ire-1,cellular_component,0,3,0,18,0,0,3,,0.0,,0,0,18,,0.0,
all_sources,goa_all,leaf_filtered,worm,lgg-1,molecular_function,1,4,2,10,1,0,3,1.0,0.25,0.4,2,0,8,1.0,0.2,0.33333333333333337
all_sources,goa_all,leaf_filtered,worm,lgg-1,biological_process,8,16,59,93,7,1,9,0.875,0.4375,0.5833333333333334,58,1,35,0.9830508474576272,0.6236559139784946,0.7631578947368421
all_sources,goa_all,leaf_filtered,worm,lgg-1,cellular_component,5,15,28,50,5,0,10,1.0,0.3333333333333333,0.5,28,0,22,1.0,0.56,0.717948717948718
all_sources,goa_all,leaf_filtered,worm,pgl-1,molecular_function,1,11,2,24,1,0,10,1.0,0.09090909090909091,0.16666666666666669,2,0,22,1.0,0.08333333333333333,0.15384615384615385
all_sources,goa_all,leaf_filtered,worm,pgl-1,biological_process,2,8,42,88,0,2,8,0.0,0.0,,15,27,73,0.35714285714285715,0.17045454545454544,0.23076923076923075
all_sources,goa_all,leaf_filtered,worm,pgl-1,cellular_component,2,1,16,13,0,2,1,0.0,0.0,,5,11,8,0.3125,0.38461538461538464,0.3448275862068966
all_sources,goa_all,leaf_filtered,worm,pink-1,molecular_function,1,8,8,26,1,0,7,1.0,0.125,0.2222222222222222,8,0,18,1.0,0.3076923076923077,0.47058823529411764
all_sources,goa_all,leaf_filtered,worm,pink-1,biological_process,5,11,72,88,5,0,6,1.0,0.45454545454545453,0.625,72,0,16,1.0,0.8181818181818182,0.9
all_sources,goa_all,leaf_filtered,worm,pink-1,cellular_component,1,2,8,8,1,0,1,1.0,0.5,0.6666666666666666,8,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,worm,pmk-1,molecular_function,2,10,12,31,1,1,9,0.5,0.1,0.16666666666666669,12,0,19,1.0,0.3870967741935484,0.5581395348837209
all_sources,goa_all,leaf_filtered,worm,pmk-1,biological_process,16,29,101,128,13,3,16,0.8125,0.4482758620689655,0.5777777777777777,95,6,33,0.9405940594059405,0.7421875,0.8296943231441049
all_sources,goa_all,leaf_filtered,worm,pmk-1,cellular_component,2,3,9,9,2,0,1,1.0,0.6666666666666666,0.8,9,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,worm,skn-1,molecular_function,2,8,13,18,2,0,6,1.0,0.25,0.4,13,0,5,1.0,0.7222222222222222,0.8387096774193548
all_sources,goa_all,leaf_filtered,worm,skn-1,biological_process,13,25,80,126,7,6,18,0.5384615384615384,0.28,0.3684210526315789,77,3,49,0.9625,0.6111111111111112,0.7475728155339806
all_sources,goa_all,leaf_filtered,worm,skn-1,cellular_component,3,4,11,11,3,0,1,1.0,0.75,0.8571428571428571,11,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,yeast,CAT2,molecular_function,1,4,9,11,1,0,3,1.0,0.25,0.4,9,0,2,1.0,0.8181818181818182,0.9
all_sources,goa_all,leaf_filtered,yeast,CAT2,biological_process,1,3,5,13,1,0,2,1.0,0.3333333333333333,0.5,5,0,8,1.0,0.38461538461538464,0.5555555555555556
all_sources,goa_all,leaf_filtered,yeast,CAT2,cellular_component,2,3,10,17,2,0,1,1.0,0.6666666666666666,0.8,10,0,7,1.0,0.5882352941176471,0.7407407407407407
all_sources,goa_all,leaf_filtered,yeast,CDC37,molecular_function,1,5,3,8,1,0,4,1.0,0.2,0.33333333333333337,3,0,5,1.0,0.375,0.5454545454545454
all_sources,goa_all,leaf_filtered,yeast,CDC37,biological_process,5,9,49,68,3,2,6,0.6,0.3333333333333333,0.42857142857142855,48,1,20,0.9795918367346939,0.7058823529411765,0.8205128205128206
all_sources,goa_all,leaf_filtered,yeast,CDC37,cellular_component,1,1,3,3,1,0,0,1.0,1.0,1.0,3,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,yeast,HSP104,molecular_function,6,8,28,28,6,0,2,1.0,0.75,0.8571428571428571,28,0,0,1.0,1.0,1.0
all_sources,goa_all,leaf_filtered,yeast,HSP104,biological_process,6,9,37,49,5,1,4,0.8333333333333334,0.5555555555555556,0.6666666666666667,36,1,13,0.972972972972973,0.7346938775510204,0.8372093023255813
all_sources,goa_all,leaf_filtered,yeast,HSP104,cellular_component,3,6,18,17,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
all_sources,goa_all,leaf_filtered,yeast,HSP60,molecular_function,5,9,19,35,5,0,4,1.0,0.5555555555555556,0.7142857142857143,19,0,16,1.0,0.5428571428571428,0.7037037037037037
