interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR003103	3	0	0.00	no	ACCEPT:3	human/BAG1; human/BAG2; human/BAG3	protein-folding chaperone binding
IPR013606	3	0	0.00	no	ACCEPT:3	human/BAIAP2; human/BAIAP2L1; human/BAIAP2L2	plasma membrane organization
IPR016616	3	0	0.00	no	ACCEPT:3	human/BBS2; worm/bbs-2	BBSome; non-motile cilium assembly
IPR008417	3	0	0.00	no	ACCEPT:3	human/BCAP31	endoplasmic reticulum; intracellular protein transport; membrane
IPR003110	3	0	0.00	no	ACCEPT:3	human/CD247	cell surface receptor signaling pathway; membrane; transmembrane signaling receptor activity
IPR016341	3	0	0.00	no	ACCEPT:3	human/CLTC	clathrin complex; clathrin light chain binding; vesicle-mediated transport
IPR036639	3	0	0.00	no	ACCEPT:3	human/COX4I1; human/COX4I2	mitochondrial electron transport, cytochrome c to oxygen; respiratory chain complex IV
IPR043322	3	0	0.00	no	ACCEPT:3	human/CTBP1	NAD binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; transcription corepressor activity
IPR002327	3	0	0.00	no	ACCEPT:3	human/CYCS; yeast/CYC1	electron transfer activity; heme binding
IPR000418	3	0	0.00	no	ACCEPT:3	human/ERG	DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding
IPR000679	3	0	0.00	no	ACCEPT:3	human/GATA3; worm/elt-2	regulation of DNA-templated transcription; sequence-specific DNA binding
IPR010504	3	0	0.00	no	ACCEPT:3	human/ICA1; human/ICA1L; human/PICK1	protein domain specific binding
IPR040205	3	0	0.00	no	ACCEPT:3	human/IFI16; mouse/Ifi204	activation of innate immune response; cellular response to interferon-beta
IPR002871	3	0	0.00	no	ACCEPT:3	human/ISCU	iron ion binding; iron-sulfur cluster assembly; iron-sulfur cluster binding
IPR011339	3	0	0.00	no	ACCEPT:3	human/ISCU	iron ion binding; iron-sulfur cluster assembly; iron-sulfur cluster binding
IPR009401	3	0	0.00	no	ACCEPT:3	human/MED13L	mediator complex; regulation of transcription by RNA polymerase II; transcription coregulator activity
IPR002418	3	0	0.00	no	ACCEPT:3	human/MYC; mouse/Myc	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR003327	3	0	0.00	no	ACCEPT:3	human/MYC; mouse/Myc	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR012682	3	0	0.00	no	ACCEPT:3	human/MYC; mouse/Myc	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR008733	3	0	0.00	no	ACCEPT:3	human/PEX11A; human/PEX11B; human/PEX11G	peroxisome fission
IPR039577	3	0	0.00	no	ACCEPT:3	human/RAD18	DNA damage tolerance; protein monoubiquitination; single-stranded DNA binding
IPR007273	3	0	0.00	no	ACCEPT:3	human/SCAMP1; human/SCAMP2; human/SCAMP5	membrane
IPR014006	3	0	0.00	no	ACCEPT:3	human/SDHA	electron transport chain; flavin adenine dinucleotide binding; oxidoreductase activity, acting on the CH-CH group of donors
IPR002778	3	0	0.00	no	ACCEPT:3	human/SRP19	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane; signal recognition particle
IPR036521	3	0	0.00	no	ACCEPT:3	human/SRP19	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane; signal recognition particle
IPR013699	3	0	0.00	no	ACCEPT:3	human/SRP72	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane; signal recognition particle
IPR009018	3	0	0.00	no	ACCEPT:3	human/SRP9	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane; signal recognition particle
IPR005678	3	0	0.00	no	ACCEPT:3	human/TIMM17A	TIM23 mitochondrial import inner membrane translocase complex; protein import into mitochondrial matrix; protein transmembrane transporter activity
IPR005681	3	0	0.00	no	ACCEPT:3	human/TIMM23	TIM23 mitochondrial import inner membrane translocase complex; protein import into mitochondrial matrix; protein transmembrane transporter activity
IPR002056	3	0	0.00	no	ACCEPT:3	human/TOMM20	intracellular protein transport; mitochondrial outer membrane translocase complex; protein import into mitochondrial matrix
IPR022422	3	0	0.00	no	ACCEPT:3	human/TOMM20	intracellular protein transport; mitochondrial outer membrane translocase complex; protein targeting
IPR010991	3	0	0.00	no	ACCEPT:3	human/TP53; mouse/Trp53; rat/Tp53	protein tetramerization
IPR036674	3	0	0.00	no	ACCEPT:3	human/TP53; mouse/Trp53; rat/Tp53	protein tetramerization
IPR009349	3	0	0.00	no	ACCEPT:3	human/TRIP4	RQC-trigger complex; rescue of stalled cytosolic ribosome; zinc ion binding
IPR028796	3	0	0.00	no	ACCEPT:3	human/TTC8; worm/bbs-8	BBSome; non-motile cilium assembly
IPR038870	3	0	0.00	no	ACCEPT:3	human/UBAP1	ESCRT I complex; ubiquitin binding; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
IPR027027	3	0	0.00	no	ACCEPT:3	human/VTI1A	Golgi apparatus; SNAP receptor activity; vesicle-mediated transport
IPR002452	3	0	0.00	no	ACCEPT:3	mouse/Tuba1a	GTP binding; microtubule-based process; structural constituent of cytoskeleton
IPR008067	3	0	0.00	no	ACCEPT:3	rat/Cyp2a1	heme binding; iron ion binding; monooxygenase activity
IPR026983	3	0	0.00	no	ACCEPT:3	worm/che-3	dynein intermediate chain binding; dynein light intermediate chain binding; microtubule-based movement
IPR018525	3	0	0.00	no	ACCEPT:3	worm/mcm-4	ATP binding; DNA binding; DNA replication
IPR021181	3	0	0.00	no	ACCEPT:3	worm/miro-1	GTPase activity; calcium ion binding; mitochondrion organization
IPR017282	3	0	0.00	no	ACCEPT:3	yeast/ASF1	histone binding; nucleosome assembly; nucleosome disassembly
IPR002717	3	0	0.00	no	ACCEPT:3	yeast/ESA1; yeast/SAS2; yeast/SAS3	regulation of DNA-templated transcription
IPR043452	2	0	0.00	no	ACCEPT:2	ARATH/ABI5	DNA-binding transcription factor activity; positive regulation of DNA-templated transcription
IPR023342	2	0	0.00	no	ACCEPT:2	ARATH/APO1; ARATH/Q9XIR4	RNA binding
IPR012392	2	0	0.00	no	ACCEPT:2	ARATH/FAE1	acyltransferase activity, transferring groups other than amino-acyl groups; membrane
IPR013601	2	0	0.00	no	ACCEPT:2	ARATH/FAE1	acyltransferase activity, transferring groups other than amino-acyl groups; membrane
IPR022214	2	0	0.00	no	ACCEPT:2	ARATH/GIP1	gamma-tubulin complex localization; gamma-tubulin ring complex
IPR044280	2	0	0.00	no	ACCEPT:2	ARATH/HY5	DNA-binding transcription factor activity, RNA polymerase II-specific; positive regulation of transcription by RNA polymerase II
IPR045084	2	0	0.00	no	ACCEPT:2	ARATH/MYC2	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR044951	2	0	0.00	no	ACCEPT:2	ARATH/SPC24; SORBI/SORBI_3003G204000	regulation of chromosome segregation
IPR044555	2	0	0.00	no	ACCEPT:2	ARATH/WOX5; ARATH/WUS	DNA-binding transcription factor activity
IPR020937	2	0	0.00	no	ACCEPT:2	BACSU/secA	intracellular protein transport; membrane
IPR008987	2	0	0.00	no	PENDING:2	BPT4/10; BPT4/9	viral release from host cell
IPR038729	2	0	0.00	no	PENDING:2	BPT4/46	ATP hydrolysis activity; double-strand break repair
IPR012585	2	0	0.00	no	PENDING:2	BPT4/stp	nuclease activity; regulation of viral process
IPR013855	2	0	0.00	no	ACCEPT:2	CANAL/CDC37; yeast/CDC37	protein kinase binding
IPR001506	2	0	0.00	no	ACCEPT:2	DANRE/he1.2	metalloendopeptidase activity; proteolysis
IPR014712	2	0	0.00	no	ACCEPT:2	DORPE/AP180	clathrin binding; clathrin coat assembly
IPR047161	2	0	0.00	no	ACCEPT:2	DROME/git	brain development; regulation of ARF protein signal transduction
IPR001423	2	0	0.00	no	ACCEPT:2	DROME/sws; yeast/NTE1	phosphatidylcholine metabolic process
IPR024972	2	0	0.00	no	ACCEPT:2	ECOLI/HdeA	cellular response to acidic pH; outer membrane-bounded periplasmic space
IPR036831	2	0	0.00	no	ACCEPT:2	ECOLI/HdeA	cellular response to acidic pH; outer membrane-bounded periplasmic space
IPR013789	2	0	0.00	no	ACCEPT:2	ECOLI/manX	carbohydrate transport; phosphotransferase activity, alcohol group as acceptor
IPR004720	2	0	0.00	no	ACCEPT:2	ECOLI/manX	phosphoenolpyruvate-dependent sugar phosphotransferase system; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
IPR018455	2	0	0.00	no	ACCEPT:2	ECOLI/manX	phosphoenolpyruvate-dependent sugar phosphotransferase system; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
IPR036667	2	0	0.00	no	ACCEPT:2	ECOLI/manX	phosphoenolpyruvate-dependent sugar phosphotransferase system; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
IPR004701	2	0	0.00	no	ACCEPT:2	ECOLI/manX	membrane; phosphoenolpyruvate-dependent sugar phosphotransferase system
IPR036662	2	0	0.00	no	ACCEPT:2	ECOLI/manX	membrane; phosphoenolpyruvate-dependent sugar phosphotransferase system
IPR004700	2	0	0.00	no	ACCEPT:2	ECOLI/manY	membrane; phosphoenolpyruvate-dependent sugar phosphotransferase system
IPR004704	2	0	0.00	no	ACCEPT:2	ECOLI/manZ	membrane; phosphoenolpyruvate-dependent sugar phosphotransferase system
IPR007721	2	0	0.00	no	ACCEPT:2	ECOLI/rbsD	monosaccharide binding; monosaccharide metabolic process
IPR023750	2	0	0.00	no	ACCEPT:2	ECOLI/rbsD	monosaccharide binding; monosaccharide metabolic process
IPR007815	2	0	0.00	no	ACCEPT:2	ECOLX/ereB; SACEN/A4F7M9	response to antibiotic
IPR010964	2	0	0.00	no	ACCEPT:2	FUSNU/pepV	dipeptidase activity; zinc ion binding
IPR006223	2	0	0.00	no	ACCEPT:2	METEA/gcvT	glycine catabolic process; glycine cleavage complex
IPR011712	2	0	0.00	no	ACCEPT:2	METEA/mxcQ	phosphorelay sensor kinase activity; protein dimerization activity
IPR006029	2	0	0.00	no	ACCEPT:2	OCTBM/CRT1; OCTBM/OCBIM_22006518mg	monoatomic ion transport
IPR036719	2	0	0.00	no	ACCEPT:2	OCTBM/CRT1; OCTBM/OCBIM_22006518mg	monoatomic ion transport
IPR033310	2	0	0.00	no	ACCEPT:2	ORYSJ/EME1	DNA repair; Holliday junction resolvase complex
IPR001032	2	0	0.00	no	ACCEPT:2	PHAVU/LBA	heme binding; oxygen binding
IPR019824	2	0	0.00	no	ACCEPT:2	PHAVU/LBA	heme binding; oxygen binding
IPR005294	2	0	0.00	no	ACCEPT:2	POPTR/atpA; human/ATP5F1A	proton motive force-driven ATP synthesis; proton-transporting ATP synthase complex
IPR005722	2	0	0.00	no	ACCEPT:2	POPTR/atpB; human/ATP5F1B	proton motive force-driven ATP synthesis; proton-transporting ATP synthase complex
IPR000568	2	0	0.00	no	ACCEPT:2	POPTR/atpI	proton transmembrane transporter activity; proton-transporting ATP synthase complex
IPR045082	2	0	0.00	no	ACCEPT:2	POPTR/atpI	proton transmembrane transporter activity; proton-transporting ATP synthase complex
IPR002866	2	0	0.00	no	ACCEPT:2	POPTR/matK; THLAR/matK	mRNA processing
IPR024937	2	0	0.00	no	ACCEPT:2	POPTR/matK; THLAR/matK	mRNA processing
IPR005745	2	0	0.00	no	ACCEPT:2	POPTR/rpl14	large ribosomal subunit; structural constituent of ribosome
IPR000114	2	0	0.00	no	ACCEPT:2	POPTR/rpl16	rRNA binding; structural constituent of ribosome
IPR005727	2	0	0.00	no	ACCEPT:2	POPTR/rpl22	large ribosomal subunit; structural constituent of ribosome
IPR047867	2	0	0.00	no	ACCEPT:2	POPTR/rpl22	large ribosomal subunit; structural constituent of ribosome
IPR005732	2	0	0.00	no	ACCEPT:2	POPTR/rps19-1	small ribosomal subunit; structural constituent of ribosome
IPR005706	2	0	0.00	no	ACCEPT:2	POPTR/rps2	small ribosomal subunit; structural constituent of ribosome
IPR001351	2	0	0.00	no	ACCEPT:2	POPTR/rps3; human/RPS3	structural constituent of ribosome; translation
IPR005717	2	0	0.00	no	ACCEPT:2	POPTR/rps7	small ribosomal subunit; structural constituent of ribosome
IPR015879	2	0	0.00	no	ACCEPT:2	PSEPK/bena	2 iron, 2 sulfur cluster binding; iron ion binding
IPR017941	2	0	0.00	no	ACCEPT:2	PSEPK/bena; PSEPK/vanA	2 iron, 2 sulfur cluster binding
IPR036922	2	0	0.00	no	ACCEPT:2	PSEPK/bena; PSEPK/vanA	2 iron, 2 sulfur cluster binding
IPR008207	2	0	0.00	no	ACCEPT:2	PSEPK/cheA; PSEPK/gacS	phosphorelay signal transduction system
IPR036641	2	0	0.00	no	ACCEPT:2	PSEPK/cheA; PSEPK/gacS	phosphorelay signal transduction system
IPR012799	2	0	0.00	no	ACCEPT:2	PSEPK/fadB	fatty acid beta-oxidation multienzyme complex; fatty acid catabolic process
IPR000897	2	0	0.00	no	ACCEPT:2	PSEPK/ffh; PSEPK/ftsY	SRP-dependent cotranslational protein targeting to membrane
IPR004125	2	0	0.00	no	ACCEPT:2	PSEPK/ffh	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane
IPR013822	2	0	0.00	no	ACCEPT:2	PSEPK/ffh; PSEPK/ftsY	SRP-dependent cotranslational protein targeting to membrane
IPR036891	2	0	0.00	no	ACCEPT:2	PSEPK/ffh	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane
IPR027065	2	0	0.00	no	ACCEPT:2	PSEPK/lon; human/LONP2	protein catabolic process
IPR002629	2	0	0.00	no	ACCEPT:2	PSEPK/metE	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity; zinc ion binding
IPR002099	2	0	0.00	no	ACCEPT:2	PSEPK/mutL	ATP binding; mismatched DNA binding
IPR013507	2	0	0.00	no	ACCEPT:2	PSEPK/mutL	ATP binding; mismatched DNA binding
IPR004602	2	0	0.00	no	ACCEPT:2	PSEPK/uvrA	ATP hydrolysis activity; excinuclease repair complex
IPR004807	2	0	0.00	no	ACCEPT:2	PSEPK/uvrB	ATP hydrolysis activity; excinuclease repair complex
IPR000463	2	0	0.00	no	ACCEPT:2	RAMVA/SAHS1; worm/lbp-8	lipid binding
IPR015083	2	0	0.00	no	ACCEPT:2	SACEN/eryAII; SACEN/eryAIII	transferase activity
IPR030953	2	0	0.00	no	ACCEPT:2	SACEN/eryBV; SACEN/eryCIII	glycosyltransferase activity
IPR005314	2	0	0.00	no	ACCEPT:2	SCHPO/cut1	cysteine-type endopeptidase activity; proteolysis
IPR030397	2	0	0.00	no	ACCEPT:2	SCHPO/cut1	cysteine-type endopeptidase activity; proteolysis
IPR017892	2	0	0.00	no	ACCEPT:2	SCHPO/sid2; rat/Akt1	ATP binding
IPR044106	2	0	0.00	no	ACCEPT:2	SCHPO/snx41	phosphatidylinositol binding; retrograde transport, endosome to Golgi
IPR013786	2	0	0.00	no	ACCEPT:2	human/ACAD9	flavin adenine dinucleotide binding; oxidoreductase activity, acting on the CH-CH group of donors
IPR037069	2	0	0.00	no	ACCEPT:2	human/ACAD9	flavin adenine dinucleotide binding; oxidoreductase activity, acting on the CH-CH group of donors
IPR015310	2	0	0.00	no	ACCEPT:2	human/AHSA1	ATPase activator activity; protein-folding chaperone binding
IPR008152	2	0	0.00	no	ACCEPT:2	human/AP1B1	intracellular protein transport; vesicle-mediated transport
IPR013037	2	0	0.00	no	ACCEPT:2	human/AP1B1	intracellular protein transport; vesicle-mediated transport
IPR027059	2	0	0.00	no	ACCEPT:2	human/ARCN1	COPI vesicle coat; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
IPR011555	2	0	0.00	no	ACCEPT:2	human/ATP6V0C	proton-transporting ATPase activity, rotational mechanism; proton-transporting V-type ATPase, V0 domain
IPR005725	2	0	0.00	no	ACCEPT:2	human/ATP6V1A	ATP hydrolysis activity; proton transmembrane transport
IPR011987	2	0	0.00	no	ACCEPT:2	human/ATP6V1H	proton transmembrane transport; vacuolar proton-transporting V-type ATPase, V1 domain
IPR004826	2	0	0.00	no	ACCEPT:2	human/BACH2; worm/skn-1	regulation of DNA-templated transcription
IPR008917	2	0	0.00	no	ACCEPT:2	human/BACH2; worm/skn-1	regulation of DNA-templated transcription
IPR036533	2	0	0.00	no	ACCEPT:2	human/BAG1; human/BAG3	protein-folding chaperone binding
IPR039773	2	0	0.00	no	ACCEPT:2	human/BAG1; human/BAG3	protein-folding chaperone binding
IPR037689	2	0	0.00	no	ACCEPT:2	human/BAG2	adenyl-nucleotide exchange factor activity; protein-folding chaperone binding
IPR030128	2	0	0.00	no	ACCEPT:2	human/BAIAP2	cytoskeletal anchor activity; regulation of actin cytoskeleton organization
IPR028233	2	0	0.00	no	ACCEPT:2	human/BBIP1	BBSome; cilium assembly
IPR039852	2	0	0.00	no	ACCEPT:2	human/CAND1; human/CAND2	SCF complex assembly
IPR008093	2	0	0.00	no	ACCEPT:2	human/CD28	immune response; membrane
IPR040216	2	0	0.00	no	ACCEPT:2	human/CD28; human/CTLA4	regulation of T cell proliferation
IPR000233	2	0	0.00	no	ACCEPT:2	human/CDH1	calcium ion binding; homophilic cell-cell adhesion
IPR020894	2	0	0.00	no	ACCEPT:2	human/CDH1; human/CDH23	cell adhesion
IPR003175	2	0	0.00	no	ACCEPT:2	human/CDKN1C	cyclin-dependent protein serine/threonine kinase inhibitor activity; regulation of cell cycle
IPR000547	2	0	0.00	no	ACCEPT:2	human/CLTC	intracellular protein transport; vesicle-mediated transport
IPR039780	2	0	0.00	no	ACCEPT:2	human/CNOT4	CCR4-NOT complex; ubiquitin-protein transferase activity
IPR033205	2	0	0.00	no	ACCEPT:2	human/COPS8	COP9 signalosome assembly; protein deneddylation
IPR004203	2	0	0.00	no	ACCEPT:2	human/COX4I1; human/COX4I2	mitochondrial electron transport, cytochrome c to oxygen
IPR000704	2	0	0.00	no	ACCEPT:2	human/CSNK2B	protein kinase CK2 complex; protein kinase regulator activity
IPR016149	2	0	0.00	no	ACCEPT:2	human/CSNK2B	protein kinase CK2 complex; protein kinase regulator activity
IPR035991	2	0	0.00	no	ACCEPT:2	human/CSNK2B	protein kinase CK2 complex; protein kinase regulator activity
IPR008096	2	0	0.00	no	ACCEPT:2	human/CTLA4	immune response; membrane
IPR002326	2	0	0.00	no	ACCEPT:2	human/CYC1	electron transfer activity; heme binding
IPR033312	2	0	0.00	no	ACCEPT:2	human/DDB2	Cul4-RING E3 ubiquitin ligase complex; damaged DNA binding
IPR044978	2	0	0.00	no	ACCEPT:2	human/DNAJC13	endosome organization; regulation of early endosome to late endosome transport
IPR039757	2	0	0.00	no	ACCEPT:2	human/EIF2D	formation of translation preinitiation complex; translation initiation factor activity
IPR039049	2	0	0.00	no	ACCEPT:2	human/ELOB	VCB complex; transcription elongation by RNA polymerase II
IPR005366	2	0	0.00	no	ACCEPT:2	human/EMC8; human/EMC9	EMC complex
IPR046328	2	0	0.00	no	ACCEPT:2	human/ERG	DNA-binding transcription factor activity; regulation of transcription by RNA polymerase II
IPR043937	2	0	0.00	no	ACCEPT:2	human/GOLGA8K	Golgi apparatus; cis-Golgi network
IPR003196	2	0	0.00	no	ACCEPT:2	human/GTF2F2	transcription by RNA polymerase II; transcription factor TFIIF complex
IPR004161	2	0	0.00	no	ACCEPT:2	human/GTPBP1; human/HBS1L	GTP binding
IPR046949	2	0	0.00	no	ACCEPT:2	human/HDAC4	histone deacetylase activity; negative regulation of transcription by RNA polymerase II
IPR043254	2	0	0.00	no	ACCEPT:2	human/HSPB8	cellular response to unfolded protein; protein homodimerization activity
IPR029177	2	0	0.00	no	ACCEPT:2	human/IFNL4	cell surface receptor signaling pathway via JAK-STAT; positive regulation of immune response
IPR000975	2	0	0.00	no	ACCEPT:2	human/IL36RN	immune response; inflammatory response
IPR002354	2	0	0.00	no	ACCEPT:2	human/IL4	immune response; interleukin-4 receptor binding
IPR003531	2	0	0.00	no	ACCEPT:2	human/IL7R	cytokine receptor activity; membrane
IPR001346	2	0	0.00	no	ACCEPT:2	human/IRF4; human/IRF8	transcription cis-regulatory region binding
IPR019471	2	0	0.00	no	ACCEPT:2	human/IRF4; human/IRF8	regulation of DNA-templated transcription
IPR019817	2	0	0.00	no	ACCEPT:2	human/IRF4; human/IRF8	regulation of DNA-templated transcription
IPR039795	2	0	0.00	no	ACCEPT:2	human/LTN1	RQC complex; ribosome-associated ubiquitin-dependent protein catabolic process
IPR026074	2	0	0.00	no	ACCEPT:2	human/MAP1S	microtubule; microtubule cytoskeleton organization
IPR043969	2	0	0.00	no	ACCEPT:2	human/MAP3K5; worm/nsy-1	MAPK cascade
IPR045072	2	0	0.00	no	ACCEPT:2	human/MKRN1; human/MKRN2	protein polyubiquitination
IPR019564	2	0	0.00	no	ACCEPT:2	human/MTX1; human/MTX2	SAM complex
IPR039949	2	0	0.00	no	ACCEPT:2	human/NAA40	histone H2A acetyltransferase activity; histone H4 acetyltransferase activity
IPR000283	2	0	0.00	no	ACCEPT:2	human/NDUFS1	ATP synthesis coupled electron transport; membrane
IPR011537	2	0	0.00	no	ACCEPT:2	human/NDUFV1	FMN binding; NAD binding
IPR000647	2	0	0.00	no	ACCEPT:2	human/NFIA	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR020604	2	0	0.00	no	ACCEPT:2	human/NFIA	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR010240	2	0	0.00	no	ACCEPT:2	human/NFS1	[2Fe-2S] cluster assembly; pyridoxal phosphate binding
IPR001075	2	0	0.00	no	ACCEPT:2	human/NFU1	iron ion binding; iron-sulfur cluster assembly
IPR001564	2	0	0.00	no	ACCEPT:2	human/NME2	CTP biosynthetic process; UTP biosynthetic process
IPR010660	2	0	0.00	no	ACCEPT:2	human/NOTCH1; mouse/Notch1	cell differentiation; membrane
IPR011656	2	0	0.00	no	ACCEPT:2	human/NOTCH1; mouse/Notch1	cell differentiation; membrane
IPR007223	2	0	0.00	no	ACCEPT:2	human/PEX13	membrane; protein import into peroxisome matrix, docking
IPR035463	2	0	0.00	no	ACCEPT:2	human/PEX13	membrane; protein import into peroxisome matrix, docking
IPR027235	2	0	0.00	no	ACCEPT:2	human/PFDN2	prefoldin complex; protein folding
IPR016661	2	0	0.00	no	ACCEPT:2	human/PFDN4	prefoldin complex; protein folding
IPR001697	2	0	0.00	no	ACCEPT:2	human/PKM	magnesium ion binding; potassium ion binding
IPR015793	2	0	0.00	no	ACCEPT:2	human/PKM	magnesium ion binding; potassium ion binding
IPR043360	2	0	0.00	no	ACCEPT:2	human/PPP3CA; human/PPP3CB	calcineurin-mediated signaling
IPR002352	2	0	0.00	no	ACCEPT:2	human/PRG2; human/PRG3	immune response
IPR041826	2	0	0.00	no	ACCEPT:2	human/RAB15	GTPase activity; Rab protein signal transduction
IPR037773	2	0	0.00	no	ACCEPT:2	human/RASA2	negative regulation of Ras protein signal transduction; phospholipid binding
IPR037776	2	0	0.00	no	ACCEPT:2	human/RASAL1	cellular response to calcium ion; negative regulation of Ras protein signal transduction
IPR047131	2	0	0.00	no	ACCEPT:2	human/RBFOX3	nervous system development; regulation of alternative mRNA splicing, via spliceosome
IPR013010	2	0	0.00	no	ACCEPT:2	human/RNF41; human/SIAH1	zinc ion binding
IPR005703	2	0	0.00	no	ACCEPT:2	human/RPS3	small ribosomal subunit; translation
IPR034804	2	0	0.00	no	ACCEPT:2	human/SDHC; human/SDHD	membrane
IPR007992	2	0	0.00	no	ACCEPT:2	human/SDHD	membrane; mitochondrial envelope
IPR010580	2	0	0.00	no	ACCEPT:2	human/SERP1; human/SERP2	endoplasmic reticulum
IPR004937	2	0	0.00	no	ACCEPT:2	human/SLC14A1	membrane; urea transmembrane transport
IPR009716	2	0	0.00	no	ACCEPT:2	human/SLC40A1	iron ion transmembrane transport; membrane
IPR037343	2	0	0.00	no	ACCEPT:2	human/SOCS5	cell surface receptor signaling pathway via JAK-STAT; positive regulation of proteasomal ubiquitin-dependent protein catabolic process
IPR022097	2	0	0.00	no	ACCEPT:2	human/SOX2; mouse/Sox2	regulation of DNA-templated transcription
IPR039914	2	0	0.00	no	ACCEPT:2	human/SRP9	SRP-dependent cotranslational protein targeting to membrane; signal recognition particle
IPR022752	2	0	0.00	no	ACCEPT:2	human/STAT1; mouse/Stat1	DNA-binding transcription factor activity
IPR006012	2	0	0.00	no	ACCEPT:2	human/STX12	SNAP receptor activity; intracellular protein transport
IPR017303	2	0	0.00	no	ACCEPT:2	human/TIMM44	protein import into mitochondrial matrix; protein-folding chaperone binding
IPR037309	2	0	0.00	no	ACCEPT:2	human/TRAF6	regulation of canonical NF-kappaB signal transduction; tumor necrosis factor receptor binding
IPR004854	2	0	0.00	no	ACCEPT:2	human/UFD1; worm/ufd-1	ubiquitin-dependent protein catabolic process
IPR018611	2	0	0.00	no	ACCEPT:2	human/UFL1	UFM1 ligase activity; protein ufmylation
IPR016655	2	0	0.00	no	ACCEPT:2	human/VBP1	prefoldin complex; protein folding
IPR017975	2	0	0.00	no	ACCEPT:2	mouse/Tuba1a	GTP binding; microtubule-based process
IPR028784	2	0	0.00	no	ACCEPT:2	worm/bbs-1	BBSome; non-motile cilium assembly
IPR004273	2	0	0.00	no	ACCEPT:2	worm/che-3	microtubule-based movement; minus-end-directed microtubule motor activity
IPR039355	2	0	0.00	no	ACCEPT:2	worm/elt-2	DNA-binding transcription factor activity; regulation of transcription by RNA polymerase II
IPR002259	2	0	0.00	no	ACCEPT:2	worm/ent-1	nucleoside transmembrane transport; nucleoside transmembrane transporter activity
IPR006884	2	0	0.00	no	ACCEPT:2	worm/fzo-1	membrane; mitochondrial fusion
IPR001878	2	0	0.00	no	ACCEPT:2	worm/glh-1; worm/glh-4	nucleic acid binding
IPR036875	2	0	0.00	no	ACCEPT:2	worm/glh-1; worm/glh-4	nucleic acid binding
IPR001208	2	0	0.00	no	ACCEPT:2	worm/mcm-4	ATP binding; DNA binding
IPR031327	2	0	0.00	no	ACCEPT:2	worm/mcm-4	ATP binding; DNA binding
IPR024862	2	0	0.00	no	ACCEPT:2	worm/ocr-2	membrane; monoatomic ion channel activity
IPR003915	2	0	0.00	no	ACCEPT:2	worm/pkd-2	calcium ion binding; membrane
IPR012716	2	0	0.00	no	ACCEPT:2	yeast/CCT2	ATP hydrolysis activity; cytosol
IPR018625	2	0	0.00	no	ACCEPT:2	yeast/PET100	mitochondrial respiratory chain complex IV assembly; mitochondrion
IPR019623	2	0	0.00	no	ACCEPT:2	yeast/ROT1	'de novo' protein folding; endoplasmic reticulum
IPR016849	2	0	0.00	no	ACCEPT:2	yeast/RTT109	chromatin organization; histone H3 acetyltransferase activity
IPR017111	2	0	0.00	no	ACCEPT:2	yeast/SET1	Set1C/COMPASS complex; histone H3K4 methyltransferase activity
IPR006939	2	0	0.00	no	ACCEPT:2	yeast/SNF5	chromatin remodeling; nuclear chromosome
IPR027159	1	0	0.00	no	ACCEPT:1	9POAL/NCGR_LOCUS1765	mRNA export from nucleus
IPR016208	1	0	0.00	no	ACCEPT:1	ACEPA/xdhB	iron ion binding
IPR014309	1	0	0.00	no	ACCEPT:1	ACEPA/xdhB	molybdenum ion binding
IPR001087	1	0	0.00	no	ACCEPT:1	ACET2/P10477	hydrolase activity, acting on ester bonds
IPR037461	1	0	0.00	no	ACCEPT:1	ACET2/P10477	carboxylic ester hydrolase activity
IPR044791	1	0	0.00	no	ACCEPT:1	ACET2/Q84C00	hydrolase activity, hydrolyzing O-glycosyl compounds
IPR002037	1	0	0.00	no	ACCEPT:1	ACET2/celA	carbohydrate metabolic process
IPR001547	1	0	0.00	no	ACCEPT:1	ACET2/celC	hydrolase activity, hydrolyzing O-glycosyl compounds
IPR000556	1	0	0.00	no	ACCEPT:1	ACET2/celS	cellulase activity
IPR002494	1	0	0.00	no	ACCEPT:1	AILME/A0A7N5KEZ3_AILME	keratin filament
