organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
rat	Aldh1l1	IPR011407	GO:0005737	cytoplasm	KEEP_AS_NON_CORE	yes		cytoplasm records localization or complex context for Aldh1l1, not the defining molecular function.
rat	Aldh1l1	IPR011407	GO:0006730	one-carbon metabolic process	ACCEPT	no		one-carbon metabolic process is a direct process-level consequence of Aldh1l1's documented role in cytosolic 10-formyltetrahydrofolate oxidation to tetrahydrofolate, CO2, and NADPH.
rat	Aldh1l1	IPR015590,IPR016160,IPR016161,IPR016162,IPR029510	GO:0016491	oxidoreductase activity	MODIFY	yes	GO:0016155 formyltetrahydrofolate dehydrogenase activity	oxidoreductase activity is directionally related to Aldh1l1 but should be replaced by the more specific term(s): formyltetrahydrofolate dehydrogenase activity.
rat	Alpi	IPR001952,IPR018299	GO:0016791	phosphatase activity	MODIFY	yes	GO:0004035 alkaline phosphatase activity	phosphatase activity is directionally correct but less specific than the curated replacement term for Alpi's role in intestinal alkaline phosphatase hydrolysis of phosphate esters.
rat	Amacr	IPR003673	GO:0003824	catalytic activity	MODIFY	yes	GO:0008111 alpha-methylacyl-CoA racemase activity	Generic catalytic activity should be replaced with the specific alpha-methylacyl-CoA racemase activity supported for Amacr.
rat	Aoc1	IPR000269,IPR015798,IPR015800,IPR015802,IPR016182,IPR036460	GO:0005507	copper ion binding	KEEP_AS_NON_CORE	yes		copper ion binding records localization, cofactor/substrate binding, oligomeric state, or physiological context rather than the defining molecular activity of Aoc1.
rat	Aoc1	IPR000269,IPR015798,IPR015800,IPR015802,IPR016182,IPR036460	GO:0009308	amine metabolic process	MODIFY	yes	GO:0009445 putrescine metabolic process; GO:0001695 histamine catabolic process	amine metabolic process is too broad for Aoc1; replace with more specific biological-process term(s): GO:0009445 putrescine metabolic process and GO:0001695 histamine catabolic process, reflecting the enzyme's diamine/histamine deamination role.
rat	Aoc1	IPR000269,IPR015798,IPR015800,IPR015802,IPR016182,IPR036460	GO:0048038	quinone binding	KEEP_AS_NON_CORE	yes		quinone binding records localization, cofactor/substrate binding, oligomeric state, or physiological context rather than the defining molecular activity of Aoc1.
rat	Aprt	IPR005764	GO:0006168	adenine salvage	ACCEPT	no		adenine salvage is directly supported by the curated function of Aprt and is not merely a downstream phenotype or expression response.
rat	Araf	IPR000719,IPR001245,IPR008271	GO:0004672	protein kinase activity	MODIFY	yes	GO:0004709 MAP kinase kinase kinase activity; GO:0004674 protein serine/threonine kinase activity	The current term is too generic or indirect; replace it with the supported MAPKKK/serine-threonine kinase activity or direct protein phosphorylation process.
rat	Araf	IPR000719,IPR017441	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		This term describes localization, ATP/cofactor binding, or a secondary signaling context rather than the defining MAPKKK activity.
rat	Araf	IPR003116	GO:0007165	signal transduction	MARK_AS_OVER_ANNOTATED	yes		GO:0007165 signal transduction is a parent of the more specific GO:0035556 intracellular signal transduction, which is already accepted (TAS, PMID:9779826). Retaining the broad automated (IEA) parent alongside the retained specific child is redundant over-annotation.
rat	Cfd	IPR001254,IPR018114	GO:0006508	proteolysis	MODIFY	yes	GO:0004252 serine-type endopeptidase activity; GO:0006957 complement activation, alternative pathway	proteolysis is too broad or imprecise for Cfd; replace with the more specific supported term(s): GO:0004252 serine-type endopeptidase activity; GO:0006957 complement activation, alternative pathway.
rat	Ckmt2	IPR014746	GO:0003824	catalytic activity	MODIFY	yes	GO:0004111 creatine kinase activity	The annotation is directionally related to Ckmt2 but is too broad; the specific catalytic activity is more informative.
rat	Ckmt2	IPR022413,IPR022414,IPR022415,IPR036802	GO:0016301	kinase activity	MODIFY	yes	GO:0004111 creatine kinase activity	The annotation is directionally related to Ckmt2 but is too broad; the specific catalytic activity is more informative.
rat	Ckmt2	IPR022413,IPR022414,IPR022415,IPR036802	GO:0016772	transferase activity, transferring phosphorus-containing groups	MODIFY	yes	GO:0004111 creatine kinase activity	The annotation is directionally related to Ckmt2 but is too broad; the specific catalytic activity is more informative.
rat	Ckmt2	IPR000749	GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	MODIFY	yes	GO:0004111 creatine kinase activity	The annotation is directionally related to Ckmt2 but is too broad; the specific catalytic activity is more informative.
rat	Ckmt2	IPR000749	GO:0046314	phosphocreatine biosynthetic process	ACCEPT	no		This term captures a directly supported part of Ckmt2 core biochemistry or the closest GO process for that activity.
rat	Crot	IPR000542	GO:0016746	acyltransferase activity	MODIFY	yes	GO:0008458 carnitine O-octanoyltransferase activity	acyltransferase activity is directionally related to Crot but should be replaced by the more specific term(s): carnitine O-octanoyltransferase activity.
rat	Cyb5r3	IPR001433,IPR001709,IPR001834,IPR017927	GO:0016491	oxidoreductase activity	MODIFY	yes	GO:0090524 cytochrome-b5 reductase activity, acting on NADH	oxidoreductase activity is directionally related to Cyb5r3 but should be replaced by the more specific term(s): cytochrome-b5 reductase activity, acting on NADH.
rat	Cyp2a1	IPR001128,IPR002401,IPR008067,IPR036396	GO:0004497	monooxygenase activity	ACCEPT	no		This term is directly compatible with Cyp2a1 as a heme P450 monooxygenase/steroid hydroxylase involved in xenobiotic and coumarin metabolism.
rat	Cyp2a1	IPR001128,IPR002401,IPR008067,IPR017972,IPR036396	GO:0005506	iron ion binding	ACCEPT	no		This term is directly compatible with Cyp2a1 as a heme P450 monooxygenase/steroid hydroxylase involved in xenobiotic and coumarin metabolism.
rat	Cyp2a1	IPR001128,IPR002401,IPR017972,IPR036396	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MODIFY	yes	GO:0016712 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	The oxidoreductase term is too generic for Cyp2a1 and should be replaced with the supported P450/steroid hydroxylase activity.
rat	Cyp2a1	IPR001128,IPR002401,IPR008067,IPR036396	GO:0020037	heme binding	ACCEPT	no		This term is directly compatible with Cyp2a1 as a heme P450 monooxygenase/steroid hydroxylase involved in xenobiotic and coumarin metabolism.
rat	Cyp2d10	IPR001128,IPR002401,IPR008069,IPR017972,IPR036396	GO:0005506	iron ion binding	KEEP_AS_NON_CORE	yes		iron ion binding records substrate, cofactor, or quaternary-structure context for Cyp2d10, but the curated core function is cytochrome P450 monooxygenase metabolism of xenobiotic substrates.
rat	Cyp2d10	IPR001128,IPR002401,IPR017972,IPR036396	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MODIFY	yes	GO:0004497 monooxygenase activity	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen is directionally correct but less specific than the curated replacement term for Cyp2d10's role in cytochrome P450 monooxygenase metabolism of xenobiotic substrates.
rat	Cyp2d10	IPR001128,IPR002401,IPR008069,IPR036396	GO:0020037	heme binding	KEEP_AS_NON_CORE	yes		heme binding records substrate, cofactor, or quaternary-structure context for Cyp2d10, but the curated core function is cytochrome P450 monooxygenase metabolism of xenobiotic substrates.
rat	Cyp4b1	IPR001128,IPR002401,IPR017972,IPR036396	GO:0005506	iron ion binding	KEEP_AS_NON_CORE	yes		iron ion binding records substrate, cofactor, or quaternary-structure context for Cyp4b1, but the curated core function is cytochrome P450 monooxygenase activation and metabolism of xenobiotic substrates.
rat	Cyp4b1	IPR001128,IPR002401,IPR017972,IPR036396	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MODIFY	yes	GO:0004497 monooxygenase activity	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen is directionally correct but less specific than the curated replacement term for Cyp4b1's role in cytochrome P450 monooxygenase activation and metabolism of xenobiotic substrates.
rat	Cyp4b1	IPR001128,IPR002401,IPR036396	GO:0020037	heme binding	KEEP_AS_NON_CORE	yes		heme binding records substrate, cofactor, or quaternary-structure context for Cyp4b1, but the curated core function is cytochrome P450 monooxygenase activation and metabolism of xenobiotic substrates.
rat	Ddo	IPR006181,IPR023209	GO:0003884	D-amino-acid oxidase activity	MODIFY	yes	GO:0008445 D-aspartate oxidase activity	The annotation is directionally related to Ddo but is too broad; the specific catalytic activity is more informative.
rat	Ddo	IPR023209	GO:0046416	D-amino acid metabolic process	KEEP_AS_NON_CORE	yes		The annotation is compatible with Ddo biology but is broader or more contextual than the core molecular function.
rat	Echs1	IPR018376	GO:0003824	catalytic activity	MODIFY	yes	GO:0004300 enoyl-CoA hydratase activity; GO:0004165 delta(3)-delta(2)-enoyl-CoA isomerase activity	catalytic activity is directionally related to Echs1 but should be replaced by the more specific term(s): enoyl-CoA hydratase activity, delta(3)-delta(2)-enoyl-CoA isomerase activity.
rat	Egfr	IPR000719,IPR001245,IPR008266	GO:0004672	protein kinase activity	MARK_AS_OVER_ANNOTATED	yes		Overly generic; subsumed by the specific GO:0004714 / GO:0004713 tyrosine kinase annotations.
rat	Egfr	IPR016245,IPR020635	GO:0004713	protein tyrosine kinase activity	MARK_AS_OVER_ANNOTATED	yes		Overly generic; subsumed by and uninformative relative to the more specific GO:0004714 (its direct child), consistent with the treatment of the analogous generic parent GO:0004672 (protein kinase activity).
rat	Egfr	IPR016245	GO:0016020	membrane	MARK_AS_OVER_ANNOTATED	yes		Overly generic; the informative localization is plasma membrane.
rat	Ephx1	IPR000639	GO:0003824	catalytic activity	MODIFY	yes	GO:0004301 epoxide hydrolase activity	catalytic activity is directionally correct but less specific than the curated replacement term for Ephx1's role in microsomal epoxide hydrolase detoxification of arene and fatty-acid epoxides.
rat	Ephx1	IPR016292	GO:0016803	ether hydrolase activity	MODIFY	yes	GO:0004301 epoxide hydrolase activity	ether hydrolase activity is directionally correct but less specific than the curated replacement term for Ephx1's role in microsomal epoxide hydrolase detoxification of arene and fatty-acid epoxides.
rat	Ghr	IPR003528	GO:0004896	cytokine receptor activity	KEEP_AS_NON_CORE	yes		Accurate parent term but subsumed by GO:0004903.
rat	Gss	IPR004887,IPR005615,IPR014042,IPR014049,IPR037013	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		ATP binding records localization, cofactor/substrate binding, oligomeric state, or physiological context rather than the defining molecular activity of Gss.
rat	Gss	IPR014042	GO:0016874	ligase activity	MODIFY	yes	GO:0004363 glutathione synthase activity	ligase activity is too broad or imprecise for Gss; replace with the more specific supported term(s): GO:0004363 glutathione synthase activity.
rat	Hdc	IPR010977	GO:0006520	amino acid metabolic process	MODIFY	yes	GO:0004398 histidine decarboxylase activity	amino acid metabolic process is directionally related to Hdc but should be replaced by the more specific term(s): histidine decarboxylase activity.
rat	Hdc	IPR002129	GO:0016830	carbon-carbon lyase activity	MODIFY	yes	GO:0004398 histidine decarboxylase activity	carbon-carbon lyase activity is directionally related to Hdc but should be replaced by the more specific term(s): histidine decarboxylase activity.
rat	Hmgcs2	IPR000590,IPR010122	GO:0008299	isoprenoid biosynthetic process	REMOVE	yes		Paralog conflation in InterPro2GO mapping. The mitochondrial isoform feeds ketogenesis, not isoprenoid biosynthesis.
rat	Hmgcs2	IPR013746	GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway	REMOVE	yes		Paralog conflation -- applies to cytosolic HMGCS1, not mitochondrial HMGCS2.
rat	Hmgcs2	IPR016039	GO:0016746	acyltransferase activity	REMOVE	yes		Redundant with the more specific GO:0004421 annotation.
rat	Klk9	IPR001254,IPR018114	GO:0006508	proteolysis	KEEP_AS_NON_CORE	yes		The annotation is compatible with Klk9 biology but is broader or more contextual than the core molecular function.
rat	Ldhb	IPR015955	GO:0003824	catalytic activity	MODIFY	yes	GO:0004459 L-lactate dehydrogenase (NAD+) activity	catalytic activity is directionally related to Ldhb but should be replaced by the more specific term(s): L-lactate dehydrogenase (NAD+) activity.
rat	Ldhb	IPR001236	GO:0016491	oxidoreductase activity	MODIFY	yes	GO:0004459 L-lactate dehydrogenase (NAD+) activity	oxidoreductase activity is directionally related to Ldhb but should be replaced by the more specific term(s): L-lactate dehydrogenase (NAD+) activity.
rat	Ldhb	IPR001557,IPR015955,IPR022383	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MODIFY	yes	GO:0004459 L-lactate dehydrogenase (NAD+) activity	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor is directionally related to Ldhb but should be replaced by the more specific term(s): L-lactate dehydrogenase (NAD+) activity.
rat	Lss	IPR018333	GO:0005811	lipid droplet	KEEP_AS_NON_CORE	yes		lipid droplet records localization, cofactor/substrate binding, oligomeric state, or physiological context rather than the defining molecular activity of Lss.
rat	Lss	IPR018333	GO:0016104	triterpenoid biosynthetic process	ACCEPT	no		triterpenoid biosynthetic process is directly supported by the curated function of Lss and is not merely a downstream phenotype or expression response.
rat	Lss	IPR002365,IPR018333	GO:0016866	intramolecular transferase activity	MODIFY	yes	GO:0000250 lanosterol synthase activity	intramolecular transferase activity is too broad or imprecise for Lss; replace with the more specific supported term(s): GO:0000250 lanosterol synthase activity.
rat	Mapk1	IPR000719,IPR008271	GO:0004672	protein kinase activity	MARK_AS_OVER_ANNOTATED	yes		Over-general. The specific MF terms (MAP kinase activity, protein serine/threonine kinase activity) are present and preferred.
rat	Mapk1	IPR000719,IPR003527,IPR008349,IPR017441	GO:0005524	ATP binding	ACCEPT	no		Core molecular function. ATP binding is required for the phosphotransfer reaction; experimentally demonstrated (PMID:15027896) and assay-confirmed in the deep research.
rat	Nat8l	IPR050769	GO:0008080	N-acetyltransferase activity	MODIFY	yes	GO:0017188 L-aspartate N-acetyltransferase activity	The annotation is directionally related to Nat8l but is too broad; the specific catalytic activity is more informative.
rat	Nat8l	IPR000182	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	MODIFY	yes	GO:0017188 L-aspartate N-acetyltransferase activity	The annotation is directionally related to Nat8l but is too broad; the specific catalytic activity is more informative.
rat	Pfkfb4	IPR001345,IPR003094	GO:0003824	catalytic activity	MODIFY	yes	GO:0003873 6-phosphofructo-2-kinase activity; GO:0004331 fructose-2,6-bisphosphate 2-phosphatase activity	catalytic activity is directionally related to Pfkfb4 but should be replaced by the more specific term(s): 6-phosphofructo-2-kinase activity, fructose-2,6-bisphosphate 2-phosphatase activity.
rat	Pfkfb4	IPR003094,IPR013079	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		ATP binding records cofactor, substrate, or interaction context for Pfkfb4, but the curated core role is bifunctional synthesis and degradation of fructose 2,6-bisphosphate.
rat	Pfkfb4	IPR013079	GO:0006000	fructose metabolic process	ACCEPT	no		fructose metabolic process is a direct process-level consequence of Pfkfb4's documented role in bifunctional synthesis and degradation of fructose 2,6-bisphosphate.
rat	Pfkfb4	IPR003094	GO:0006003	fructose 2,6-bisphosphate metabolic process	ACCEPT	no		fructose 2,6-bisphosphate metabolic process is a direct process-level consequence of Pfkfb4's documented role in bifunctional synthesis and degradation of fructose 2,6-bisphosphate.
rat	Pgam2	IPR001345	GO:0003824	catalytic activity	MODIFY	yes	GO:0004619 phosphoglycerate mutase activity	catalytic activity is directionally correct but less specific than the curated replacement term for Pgam2's role in phosphoglycerate and bisphosphoglycerate mutase reactions in glycolysis.
rat	Pgam2	IPR005952	GO:0016868	intramolecular phosphotransferase activity	MODIFY	yes	GO:0004619 phosphoglycerate mutase activity	intramolecular phosphotransferase activity is directionally correct but less specific than the curated replacement term for Pgam2's role in phosphoglycerate and bisphosphoglycerate mutase reactions in glycolysis.
rat	Pgp	IPR006349	GO:0016791	phosphatase activity	MODIFY	yes	GO:0043136 sn-glycerol 3-phosphatase activity	The annotation is directionally related to Pgp but is too broad; the specific catalytic activity is more informative.
rat	Pnlip	IPR002331,IPR016272,IPR033906	GO:0006629	lipid metabolic process	MODIFY	yes	GO:0019433 triglyceride catabolic process; GO:0001523 retinoid metabolic process	lipid metabolic process is too broad or imprecise for Pnlip; replace with the more specific supported term(s): GO:0019433 triglyceride catabolic process; GO:0001523 retinoid metabolic process.
rat	Pnlip	IPR016272	GO:0052689	carboxylic ester hydrolase activity	MODIFY	yes	GO:0004806 triacylglycerol lipase activity; GO:0047376 all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity	carboxylic ester hydrolase activity is too broad or imprecise for Pnlip; replace with the more specific supported term(s): GO:0004806 triacylglycerol lipase activity; GO:0047376 all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity.
rat	Ppp3r1	IPR002048	GO:0005509	calcium ion binding	ACCEPT	no		Ppp3r1/CnB1 contains four EF-hand calcium-binding motifs (UniProt; PDB 4IL1) that directly bind Ca2+; this is a defining molecular function of the protein, supported by structural and review evidence.
rat	Prkaa2	IPR000719,IPR008271	GO:0004672	protein kinase activity	REMOVE	yes		Too general - more specific terms available (serine/threonine kinase, AMP-activated protein kinase). Redundant with better-annotated specific terms.
rat	Rgn	IPR008367	GO:0005509	calcium ion binding	ACCEPT	no		Duplicate of the IBA annotation above, both are correct. IEA based on InterPro domains aligns with experimental evidence. Calcium binding is a well-established core function.
rat	Rgn	IPR008367	GO:0030234	enzyme regulator activity	MARK_AS_OVER_ANNOTATED	yes		Generic enzyme regulator activity is superseded by the specific regulator-activity terms already annotated; retaining it as core would be an over-annotation.
rat	Rnase1	IPR001427	GO:0003676	nucleic acid binding	MODIFY	yes	GO:0004522 ribonuclease A activity	The annotation is directionally related to Rnase1 but is too broad; the specific catalytic activity is more informative.
rat	Slc13a2	IPR001898	GO:0016020	membrane	KEEP_AS_NON_CORE	yes		This term records supported membrane or apical plasma-membrane localization rather than the defining transport activity.
rat	Slc13a2	IPR001898	GO:0022857	transmembrane transporter activity	MODIFY	yes	GO:0017153 sodium:dicarboxylate symporter activity	The generic transporter or transport term should be replaced with the specific sodium:dicarboxylate symporter activity or substrate-specific dicarboxylate transport processes.
rat	Slc13a2	IPR001898	GO:0055085	transmembrane transport	MODIFY	yes	GO:0071422 succinate transmembrane transport; GO:0015741 fumarate transport; GO:0015742 alpha-ketoglutarate transport; GO:0015746 citrate transport	The generic transporter or transport term should be replaced with the specific sodium:dicarboxylate symporter activity or substrate-specific dicarboxylate transport processes.
rat	Slc5a1	IPR001734	GO:0016020	membrane	MARK_AS_OVER_ANNOTATED	yes		This is too general to be informative. SGLT1 has specific annotations to apical plasma membrane and brush border membrane that are much more informative. While technically correct, this adds no useful information.
rat	Slc5a1	IPR001734	GO:0022857	transmembrane transporter activity	MARK_AS_OVER_ANNOTATED	yes		Far too general to be informative. Specific molecular function annotations (D-glucose:sodium symporter activity) provide the relevant information.
rat	Slc5a1	IPR001734	GO:0055085	transmembrane transport	MARK_AS_OVER_ANNOTATED	yes		Far too general to be informative. Specific process annotations provide the relevant information about SGLT1 function.
rat	Sqle	IPR013698	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	yes		This term records subcellular location, FAD/cofactor binding, membrane association, or lipid-droplet context rather than the defining catalytic function.
rat	Sstr5	IPR000586,IPR001184	GO:0004994	somatostatin receptor activity	ACCEPT	no		Automated annotation from domain signatures that is accurate for this well-characterized somatostatin receptor.
rat	Sstr5	IPR000276	GO:0004930	G protein-coupled receptor activity	KEEP_AS_NON_CORE	yes		Accurate but redundant with the more specific somatostatin receptor activity annotation. The parent GPCR activity term is implied by the child term.
rat	Sstr5	IPR000276,IPR000586,IPR001184	GO:0007186	G protein-coupled receptor signaling pathway	KEEP_AS_NON_CORE	yes		Subsumed by the more specific GO:0007193 annotation that is supported by IDA evidence.
rat	Sstr5	IPR000276,IPR000586,IPR001184,IPR017452	GO:0016020	membrane	KEEP_AS_NON_CORE	yes		Too general; plasma membrane (GO:0005886) is more appropriate and already annotated.
rat	St13	IPR034649	GO:0046983	protein dimerization activity	MARK_AS_OVER_ANNOTATED	yes		While Hip does self-associate (forming tetramers via its N-terminal dimerization domain), protein dimerization activity is a structural feature rather than the functional molecular activity of interest. The core function is Hsp70 protein binding (GO:0030544), and the self-association is a prerequisite for this function rather than the function itself.
rat	Tp53	IPR011615	GO:0000976	transcription cis-regulatory region binding	KEEP_AS_NON_CORE	yes		Correct but generic; superseded by the more specific DNA-binding terms.
rat	Tp53	IPR002117,IPR012346	GO:0003677	DNA binding	KEEP_AS_NON_CORE	yes		Correct but uninformatively generic; more specific terms preferred.
rat	Tp53	IPR002117,IPR008967,IPR012346	GO:0003700	DNA-binding transcription factor activity	KEEP_AS_NON_CORE	yes		Generic parent of the core MF term GO:0000981.
rat	Tp53	IPR002117,IPR008967,IPR012346	GO:0006355	regulation of DNA-templated transcription	KEEP_AS_NON_CORE	yes		Correct but generic parent of the more specific Pol II regulation terms.
rat	Tp53	IPR002117	GO:0006915	apoptotic process	KEEP_AS_NON_CORE	yes		Generic; the p53-mediated intrinsic apoptosis terms capture the core role.
rat	Tp53	IPR010991,IPR036674	GO:0051262	protein tetramerization	ACCEPT	no		Tetramerization is an experimentally established, functionally required property of p53.
rat	Uggt1	IPR009448	GO:0009101	glycoprotein biosynthetic process	KEEP_AS_NON_CORE	yes		Kept as non-core to preserve potentially valid context-specific annotation without elevating it to core function.
rat	Ugt2a1	IPR002213	GO:0008194	UDP-glycosyltransferase activity	MODIFY	yes	GO:0015020 glucuronosyltransferase activity	UDP-glycosyltransferase activity is too broad or imprecise for Ugt2a1; replace with the more specific supported term(s): GO:0015020 glucuronosyltransferase activity.
worm	aak-2	IPR000719,IPR008271	GO:0004672	protein kinase activity	ACCEPT	no		Correct but redundant with the more specific GO:0004674 (protein serine/threonine kinase activity) and GO:0004679 (AMPK activity). Retained as a general IEA annotation.
worm	atf-4	IPR004827,IPR046347	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Correct InterPro-based annotation. The bZIP domain definitively establishes ATF-4 as a DNA-binding transcription factor, and experimental evidence confirms this function.
worm	atf-4	IPR004827,IPR046347	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Correct annotation capturing ATF-4's regulatory role in transcription. Consistent with more specific annotations for RNA polymerase II transcription regulation.
worm	atf-6	IPR004827,IPR046347	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		The IEA annotation is correct. ATF-6 belongs to the bZIP family and has been experimentally demonstrated to regulate transcription of target genes in C. elegans.
worm	atf-6	IPR004827,IPR046347	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		This annotation is correct and supported by experimental evidence showing ATF-6 regulates transcription of UPR genes.
worm	atf-7	IPR004827,IPR046347	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		This IEA annotation based on InterPro is correct but less specific than the IBA annotation for RNA polymerase II-specific DNA-binding TF activity. Both are valid and supported by experimental evidence.
worm	atf-7	IPR004827,IPR046347	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Correct annotation based on domain analysis. ATF-7 functions as a transcriptional regulator, both repressing and activating transcription depending on its phosphorylation state.
worm	atfs-1	IPR004827	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Correct annotation based on domain architecture. The bZIP domain confers DNA-binding transcription factor activity. More specific terms are also present.
worm	atfs-1	IPR004827	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Correct annotation based on bZIP domain function. ATFS-1 is a well-characterized transcriptional regulator.
worm	bbs-1	IPR028784	GO:0034464	BBSome	ACCEPT	no		Correct annotation supported by domain architecture and experimental evidence. InterPro domain IPR028784 (BBS1) correctly identifies this as a BBSome component.
worm	bbs-1	IPR028784	GO:1905515	non-motile cilium assembly	ACCEPT	no		Correct annotation consistent with experimental evidence showing BBS-1 is required for cilia biogenesis.
worm	bbs-2	IPR016616	GO:0034464	BBSome	ACCEPT	no		This is a duplicate of the IBA annotation for BBSome membership, both are correct. The InterPro domain (IPR016616, Bardet-Biedl syndrome 2 protein) correctly predicts BBSome membership, which is experimentally validated.
worm	bbs-2	IPR016616	GO:1905515	non-motile cilium assembly	ACCEPT	no		This is the most precise cilium assembly term for C. elegans BBS-2. All cilia in C. elegans are non-motile sensory cilia. The BBSome is required for their assembly through its role in IFT particle organization. This is more specific than the general 'cilium assembly' term and accurately reflects the worm biology.
worm	bbs-5	IPR006606	GO:0034464	BBSome	ACCEPT	no		While redundant with the IBA annotation, this provides independent computational evidence for BBSome membership based on domain architecture. Both annotations are valid.
worm	bbs-7	IPR016575	GO:0034464	BBSome	ACCEPT	no		Correct annotation consistent with IBA and experimental evidence. Retaining both IEA and IBA annotations is appropriate as they derive from independent evidence sources.
worm	bbs-7	IPR016575	GO:1905515	non-motile cilium assembly	ACCEPT	no		Appropriate annotation. C. elegans sensory neurons have non-motile (primary) cilia, and BBS-7 is required for their proper assembly. This is more specific than the general 'cilium assembly' term.
worm	bbs-8	IPR028796	GO:0034464	BBSome	ACCEPT	no		Correct. This IEA annotation is redundant with the IBA annotation but provides independent computational support for BBSome membership.
worm	bbs-8	IPR028796	GO:1905515	non-motile cilium assembly	ACCEPT	no		Correct. Redundant with IBA annotation but provides additional computational support.
worm	cebp-2	IPR004827,IPR031106,IPR046347	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		This annotation is accurate based on domain architecture and is consistent with the more specific GO:0000981 annotation. IEA annotations from InterPro are reliable for well-characterized domain families like bZIP.
worm	cgh-1	IPR011545	GO:0003676	nucleic acid binding	ACCEPT	no		The InterPro domain-based annotation is correct - DEAD box helicases bind nucleic acids. This is redundant with but not contradicted by the more specific mRNA binding annotation.
worm	che-3	IPR004273,IPR026983	GO:0007018	microtubule-based movement	ACCEPT	no		Accurate annotation. CHE-3 powers microtubule-based movement during retrograde IFT. The more specific term GO:0035721 (intraciliary retrograde transport) provides greater precision for the biological context.
worm	che-3	IPR004273	GO:0008569	minus-end-directed microtubule motor activity	ACCEPT	no		Same term as IBA annotation above. The IEA from InterPro correctly identifies CHE-3 as a minus-end-directed motor based on its dynein heavy chain domain structure.
worm	che-3	IPR026983	GO:0045505	dynein intermediate chain binding	ACCEPT	no		Same term as IBA annotation. The IEA from InterPro correctly identifies this binding function based on dynein heavy chain domain structure.
worm	che-3	IPR026983	GO:0051959	dynein light intermediate chain binding	ACCEPT	no		Same term as IBA annotation. Consistent with dynein complex architecture.
worm	clec-60		GO:0030246	carbohydrate binding	NEW	no		While not explicitly present in the GOA file, the carbohydrate binding activity is strongly supported by the domain composition of CLEC-60. The UniProt record shows C-type lectin domain annotations from multiple sources (CDD, Gene3D, InterPro, PANTHER, SMART, SUPFAM). This molecular function is mechanistically linked to its biological role in pathogen recognition and defense. C-type lectins typically bind carbohydrates in a calcium-dependent manner and can recognize pathogen-associated molecular patterns such as bacterial cell wall components.
worm	clec-60		GO:0005576	extracellular region	NEW	no		The UniProt record shows a predicted signal peptide at residues 1-17, strongly suggesting that CLEC-60 is a secreted protein. This cellular component annotation is important for understanding its function as an extracellular antimicrobial effector that would encounter pathogens in the intestinal lumen.
worm	clpp-1	IPR001907	GO:0004176	ATP-dependent peptidase activity	ACCEPT	no		This IEA annotation is redundant with the IBA annotation for the same term but is acceptable. The InterPro-based inference correctly identifies ATP-dependent peptidase activity based on the conserved ClpP domain.
worm	cmd-1	IPR002048	GO:0005509	calcium ion binding	ACCEPT	no		This is a correct electronic annotation for a canonical EF-hand calcium- binding protein and matches core function.
worm	csr-1	IPR049636	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	REMOVE	yes		Gene identity error. CSR-1 lacks DNA-binding transcription factor domains; it contains PAZ and PIWI domains characteristic of Argonaute proteins.
worm	csr-1	IPR001628	GO:0003700	DNA-binding transcription factor activity	REMOVE	yes		Gene identity error. CSR-1 is not a transcription factor.
worm	csr-1	IPR001628,IPR013088	GO:0006355	regulation of DNA-templated transcription	REMOVE	yes		Gene identity error. CSR-1 may influence chromatin state through its RNAi-related functions but this annotation is based on nuclear receptor domains that CSR-1 lacks.
worm	csr-1	IPR001628	GO:0043565	sequence-specific DNA binding	REMOVE	yes		Gene identity error. CSR-1 binds RNA (22G-RNAs), not DNA.
